Speed,Actual,Predicted,Predicted_Diff,Actual_Diff
9,160.93700000003446,136.67303,105.50427200000001,160.93700000003446
6,330.93700000003446,273.92657,137.25354000000002,170.0
6,480.875,431.19714,157.27056999999996,149.93799999996554
6,626.5,606.58276,175.38562000000002,145.625
5,782.0,775.4912,168.90844000000004,155.5
5,941.625,938.9255,163.4343,159.625
5,1112.3129999999655,1172.974,234.04849999999988,170.68799999996554
6,1616.75,1753.0981,580.1241,504.43700000003446
9,2309.25,2531.3008,778.2027,692.5
10,2537.312999999965,2758.4705,227.16969999999992,228.0629999999651
9,2657.1870000000345,2937.5176,179.04710000000023,119.87400000006937
9,2940.562999999965,3199.2998,261.78219999999965,283.3759999999306
10,3406.812999999965,3618.1765,418.87670000000026,466.25
11,3709.125,3967.776,349.5994999999998,302.3120000000349
10,3861.9370000000345,4207.842,240.0659999999998,152.81200000003446
9,4040.5,4413.5127,205.67070000000058,178.56299999996554
7,4253.0629999999655,4595.3213,181.8085999999994,212.56299999996554
6,4436.3129999999655,4768.542,173.22070000000076,183.25
6,4589.5,4959.3735,190.83149999999932,153.18700000003446
6,4777.625,5229.5015,270.1280000000006,188.125
7,5285.875,5870.2104,640.7088999999996,508.25
10,6072.25,6850.7944,980.5839999999998,786.375
12,6418.0,7517.9995,667.2051000000001,345.75
13,6793.25,7793.478,275.47850000000017,375.25
13,7202.25,8140.34,346.8620000000001,409.0
14,7695.5,8682.251,541.9110000000001,493.25
16,8145.687000000034,9379.174,696.9230000000007,450.18700000003355
16,8473.125,9724.444,345.2699999999986,327.43799999996645
15,8642.0,9975.903,251.45900000000074,168.875
14,8805.875,10198.871,222.96799999999894,163.875
14,8927.937000000034,10410.28,211.40900000000147,122.06200000003446
14,9097.625,10688.345,278.0649999999987,169.68799999996554
15,9697.562999999966,11295.223,606.8780000000006,599.9379999999655
18,10338.375,12102.991,807.768,640.8120000000345
18,10566.125,12421.457,318.46600000000035,227.75
19,11056.312999999966,13063.17,641.7129999999997,490.18799999996554
22,11880.062999999966,14210.157,1146.9869999999992,823.75
24,12983.125,15175.675,965.518,1103.0620000000345
26,14082.75,16468.969,1293.2940000000017,1099.625
29,15502.125,17844.637,1375.6679999999978,1419.375
31,16025.5,18510.77,666.1330000000016,523.375
31,16521.0,19029.143,518.3729999999996,495.5
33,17375.375,19815.55,786.4069999999992,854.375
35,18643.625,20808.047,992.4969999999994,1268.25
36,19704.125,21691.303,883.2560000000012,1060.5
38,20758.125,23018.87,1327.566999999999,1054.0
40,22205.25,24562.482,1543.612000000001,1447.125
42,23779.31299999997,25969.7,1407.2180000000008,1574.0629999999692
42,23950.0,26116.457,146.7569999999978,170.68700000003082
41,24165.25,26288.76,172.30299999999988,215.25
41,24373.937000000034,26599.17,310.40999999999985,208.68700000003446
42,25421.25,27552.268,953.0980000000018,1047.3129999999655
43,26536.56299999997,28887.793,1335.5250000000015,1115.3129999999692
45,28221.125,30648.748,1760.954999999998,1684.5620000000308
47,30127.81299999997,32628.393,1979.6450000000004,1906.6879999999692
48,31550.81299999997,33779.914,1151.520999999997,1423.0
49,32038.56299999997,34280.773,500.859000000004,487.75
49,32474.5,34649.688,368.9150000000009,435.9370000000308
48,32621.875,34884.754,235.0659999999989,147.375
48,32636.5,35020.043,135.28899999999703,14.625
47,32636.5,35114.477,94.4340000000011,0.0
46,32636.5,35218.133,103.65600000000268,0.0
46,32636.5,35303.83,85.69700000000012,0.0
45,32636.5,35352.94,49.11000000000058,0.0
43,32636.5,35368.707,15.766999999999825,0.0
40,32636.5,35380.094,13.687999999994645,0.0
38,32636.5,35411.465,31.370999999999185,0.0
36,32636.5,35447.324,35.859000000004016,0.0
34,32636.5,35480.41,33.08600000000297,0.0
33,32636.5,35518.543,38.132999999994354,0.0
32,32636.5,35580.03,61.48700000000099,0.0
31,32702.625,35706.766,126.73600000000442,66.125
31,33457.125,36042.887,336.1209999999992,754.5
32,34172.125,36936.36,893.4729999999981,715.0
34,35025.312999999966,38037.965,1101.604999999996,853.1879999999655
35,36007.0,39057.38,1019.4150000000009,981.6870000000345
36,37328.25,40101.914,1044.5339999999997,1321.25
38,38478.937000000034,41163.457,1061.5430000000051,1150.6870000000345
38,38930.437000000034,41534.42,370.9629999999961,451.5
38,39102.25,41781.664,247.24399999999878,171.81299999996554
38,39167.0,41928.113,146.44900000000052,64.75
37,39167.0,41999.688,71.57500000000437,0.0
36,39417.125,42165.26,165.57200000000012,250.125
36,39803.125,42549.918,384.6579999999958,386.0
37,40703.0,43429.527,879.609000000004,899.875
38,41614.875,44450.78,1021.252999999997,911.875
39,42587.062999999966,45253.047,802.2669999999998,972.1879999999655
39,42900.125,45601.76,348.7130000000034,313.06200000003446
