Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE,slope
0,390.562,433.39166,433.39166,390.562,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
0,762.344,770.45135,337.0597,371.78200000000004,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
0,1186.859,1230.1835,459.7321,424.5149999999999,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
0,2002.25,1948.313,718.1296,815.3910000000001,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
2,2508.719,2844.4558,896.1428,506.46900000000005,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
5,3365.531,4049.3257,1204.8698,856.8119999999999,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
9,4764.281000000001,5733.2207,1683.8953,1398.7500000000005,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
15,4970.031000000001,6048.0605,314.83994,205.75,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
14,5570.187000000001,7071.5454,1023.4847,600.156,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
16,7176.234,8714.539,1642.9932,1606.0469999999996,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
20,8352.421999999999,10308.504,1593.9648,1176.1879999999992,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
23,9614.359,11913.677,1605.1729,1261.9370000000017,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
26,10313.375,12723.644,809.9667,699.0159999999996,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
27,10789.234,13383.723,660.07904,475.8590000000004,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
27,11893.312,14441.705,1057.9825,1104.0779999999995,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
28,12987.187,15847.679,1405.9735,1093.875,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
30,13956.937,17055.518,1207.838,969.75,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
31,14952.062,18552.684,1497.167,995.125,191.8196347242378,68072.98305087091,38.96520451639852,1.890359168240354
