Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE,slope
0,442.547,482.98587,482.98587,442.547,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
0,1617.953,1014.2699,531.284,1175.406,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
0,2959.797,2207.6987,1193.429,1341.844,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
4,4104.360000000001,3545.359,1337.6603,1144.563,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
10,5388.453,4780.8105,1235.4515,1284.0929999999998,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
14,7291.8910000000005,6464.8677,1684.0571,1903.438,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
19,8575.703000000001,7389.9604,925.0929,1283.812,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
21,9492.453000000001,8019.5664,629.6062,916.75,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
20,11510.125000000002,9824.789,1805.2228,2017.6720000000005,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
24,12404.547000000002,10684.526,859.7376,894.4220000000005,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
24,13743.563000000002,12067.422,1382.8951,1339.0159999999996,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
26,15095.735,13648.462,1581.0402,1352.1719999999987,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
28,16441.75,15212.13,1563.6682,1346.0150000000012,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
30,17313.782,16113.355,901.2251,872.0319999999992,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
30,17937.547,16982.9,869.5441,623.7649999999994,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
30,19109.563,17924.252,941.35077,1172.0159999999996,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
30,20638.36,19234.752,1310.4998,1528.7970000000023,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
31,22370.61,21090.205,1855.4534,1732.25,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
33,24325.313,23415.533,2325.3281,1954.7029999999977,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
36,25955.547,24859.912,1444.3794,1630.2340000000004,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
37,26939.735,26028.525,1168.613,984.1880000000019,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
37,29096.157,27903.107,1874.5823,2156.4219999999987,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
39,30400.532,29032.803,1129.6948,1304.375,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
39,31190.922,29854.98,822.17694,790.3899999999994,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
38,32216.329,31183.303,1328.3224,1025.4070000000029,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
39,33299.844,32264.766,1081.4628,1083.5149999999994,312.1770634407864,251551.18186990794,34.20096891949917,1.9115549215405931
