Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE,slope
0,245.375,439.24478,439.24478,245.375,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
0,731.625,879.3495,440.10468,486.25,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
0,1574.375,1761.0933,881.7437,842.75,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
3,1984.625,2626.26,865.1668,410.25,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
6,2504.8129999999655,3481.0815,854.82166,520.1879999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
8,3416.75,4870.543,1389.4612,911.9370000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
12,4520.625,6375.957,1505.4143,1103.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
16,4971.1870000000345,7004.331,628.37427,450.56200000003446,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
16,5990.375,8412.303,1407.9716,1019.1879999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
19,7422.625,10343.51,1931.2068,1432.25,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
23,8898.875,12354.762,2011.2517,1476.25,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
27,9888.062999999966,13299.621,944.85895,989.1879999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
28,11076.0,14776.467,1476.8453,1187.9370000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
30,12702.875,16955.36,2178.8933,1626.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
33,14530.75,19221.973,2266.6123,1827.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
36,14758.125,19906.1,684.1275,227.375,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
35,15432.187000000034,20779.42,873.32117,674.0620000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
35,16666.437000000034,22142.713,1363.2926,1234.25,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
36,18048.125,24005.71,1862.9976,1381.6879999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
38,19192.812999999966,25853.088,1847.3774,1144.6879999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
40,20522.187000000034,27333.033,1479.9446,1329.374000000069,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
41,21761.0,29197.207,1864.1744,1238.8129999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
43,22972.187000000034,30657.049,1459.8414,1211.1870000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
44,23962.75,31684.016,1026.967,990.5629999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
44,24474.75,32633.928,949.91156,512.0,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
44,24636.687000000034,33183.215,549.28577,161.93700000003446,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
43,24636.687000000034,33551.28,368.06708,0.0,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
41,25330.812999999966,34382.15,830.86615,694.1259999999311,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
41,26099.75,35089.598,707.44836,768.9370000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
40,27141.25,35998.477,908.877,1041.5,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
40,28464.125,37214.727,1216.2505,1322.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
40,30611.75,39713.383,2498.6553,2147.625,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
43,33284.75,42465.414,2752.0315,2673.0,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
46,35596.312999999966,44755.207,2289.794,2311.5629999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
48,38087.25,47493.348,2738.139,2490.9370000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
51,40532.75,49930.35,2437.002,2445.5,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
53,42644.125,52348.76,2418.4119,2111.375,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
55,44453.562999999966,53946.035,1597.2717,1809.4379999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
56,44989.312999999966,54474.773,528.7372,535.75,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
54,46198.625,56026.844,1552.069,1209.3120000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
55,48285.187000000034,57899.582,1872.7384,2086.5620000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
56,50427.125,59763.703,1864.1194,2141.9379999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
57,51622.875,61413.523,1649.8217,1195.75,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
58,52324.75,62057.855,644.3336,701.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
57,52710.375,62213.742,155.8878,385.625,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
55,53253.875,62322.45,108.705795,543.5,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
51,53850.437000000034,62476.08,153.62961,596.5620000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
43,54439.75,62679.61,203.53044,589.3129999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
33,54938.75,62919.188,239.5781,499.0,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
25,55468.625,63329.996,410.80936,529.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
21,56931.812999999966,65089.305,1759.3093,1463.1879999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
24,58726.375,67198.78,2109.4783,1794.5620000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
28,60996.25,69817.55,2618.7642,2269.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
33,63920.125,72786.164,2968.6191,2923.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
38,66566.43700000003,75560.055,2773.8877,2646.3120000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
42,67116.375,76076.18,516.1226,549.9379999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
41,68253.18700000003,77321.46,1245.2803,1136.8120000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
42,69998.125,78895.1,1573.6388,1744.9379999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
43,72169.625,81136.305,2241.2046,2171.5,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
45,74536.5,83959.61,2823.3062,2366.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
48,76379.375,86346.664,2387.0513,1842.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
50,78629.06299999997,88706.08,2359.4163,2249.6879999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
52,80895.125,91068.27,2362.196,2266.0620000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
54,82831.43700000003,93067.68,1999.4073,1936.3120000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
55,84987.0,95550.78,2483.102,2155.5629999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
57,87153.875,97617.805,2067.0234,2166.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
58,89015.56299999997,99669.85,2052.0435,1861.6879999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
59,91060.75,101870.5,2200.6455,2045.1870000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
60,93535.43700000003,103981.81,2111.3093,2474.6870000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
61,94284.0,104924.56,942.74744,748.5629999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
60,95013.75,105685.09,760.52924,729.75,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
59,97858.625,107833.73,2148.6301,2844.875,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
60,101913.375,111991.86,4158.1313,4054.75,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
63,108406.75,117238.43,5246.57,6493.375,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
67,110366.0,118679.71,1441.2826,1959.25,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
67,112187.68700000003,120410.91,1731.1934,1821.6870000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
68,114874.5,122000.11,1589.2037,2686.8129999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
68,117812.68700000003,123970.9,1970.7859,2938.1870000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
69,119754.5,125398.625,1427.7272,1941.8129999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
69,121275.93700000003,126408.46,1009.83295,1521.4370000000345,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
68,123533.5,127653.83,1245.3679,2257.5629999999655,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
68,125159.875,128701.734,1047.9088,1626.375,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
67,127081.25,130076.016,1374.2837,1921.375,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
67,129008.5,131427.53,1351.5167,1927.25,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
67,130665.625,132443.45,1015.91583,1657.125,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
66,132406.0,133513.55,1070.0955,1740.375,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
66,133959.125,133973.92,460.37173,1553.125,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
64,135497.625,135202.16,1228.2313,1538.5,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
64,137281.0,136744.12,1541.9615,1783.375,232.43616741147466,93703.09709742518,62.42626349574274,1.819583654586829
