Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE,slope
0,194.76600000000008,500.2364,500.2364,194.76600000000008,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
0,1803.703,1301.5977,801.36127,1608.937,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
2,2953.906,2547.7246,1246.127,1150.203,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
9,4271.266,4162.621,1614.8962,1317.3600000000001,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
15,4652.312999999999,4055.7039,-106.91727,381.04699999999957,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
15,6303.375,5659.5786,1603.8748,1651.0620000000008,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
20,7130.4529999999995,6758.5854,1099.007,827.0779999999995,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
22,7633.7029999999995,7308.287,549.7017,503.25,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
22,8275.812999999998,8201.324,893.0367,642.1099999999997,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
22,9888.249999999998,10489.471,2288.1467,1612.437,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
26,12520.421999999999,13800.111,3310.6404,2632.1720000000005,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
32,13429.983999999999,14808.662,1008.55115,909.5619999999999,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
33,15317.015999999998,16869.014,2060.3516,1887.0319999999992,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
36,18634.577999999998,21161.045,4292.0317,3317.562,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
42,20619.468999999997,23864.979,2703.9329,1984.8909999999996,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
45,21157.25,24560.062,695.0842,537.7810000000027,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
45,23742.516,27271.248,2711.1848,2585.2659999999996,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
48,25303.234,29728.766,2457.517,1560.7180000000008,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
50,25434.438,30023.799,295.0325,131.2039999999979,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
48,25434.438,30240.676,216.87643,0.0,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
47,25434.438,30367.146,126.471466,0.0,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
45,25434.438,30565.182,198.0342,0.0,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
42,26473.781,31675.146,1109.9645,1039.3430000000008,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
43,27616.672,32517.703,842.55646,1142.8909999999996,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
42,29081.281,33841.19,1323.4894,1464.6090000000004,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
43,30570.593999999997,35295.273,1454.0834,1489.3129999999983,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
44,32413.672,37004.414,1709.1414,1843.0780000000013,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
45,34585.688,39500.383,2495.9705,2172.0160000000033,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
48,36881.984,41258.43,1758.0452,2296.295999999995,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
49,38695.453,43386.273,2127.8438,1813.4690000000046,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
51,41063.655999999995,45886.168,2499.8938,2368.202999999994,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
53,44291.469,49145.668,3259.5,3227.813000000002,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
56,46750.422,52389.754,3244.0857,2458.9530000000013,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
59,48754.905999999995,54284.992,1895.2393,2004.4839999999967,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
60,50848.984,55939.71,1654.7203,2094.0780000000013,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
61,51574.344,57356.223,1416.512,725.3600000000006,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
61,53691.078,59049.324,1693.0997,2116.734000000004,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
62,55264.390999999996,59803.41,754.08594,1573.3129999999946,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
61,55297.5,59896.598,93.1867,33.109000000004016,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
57,55838.438,59997.45,100.85318,540.9380000000019,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
51,56522.5,60162.316,164.86874,684.0619999999981,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
42,57072.953,60390.27,227.95195,550.4530000000013,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
33,57640.530999999995,60663.055,272.78506,567.5779999999941,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
27,58302.155999999995,61001.047,337.99203,661.625,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
24,58808.078,61479.1,478.05508,505.92200000000594,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
23,59255.984,62134.88,655.777,447.9059999999954,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
20,61673.219,64737.438,2602.5598,2417.2350000000006,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
26,64768.765999999996,68353.305,3615.8657,3095.5469999999987,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
33,66775.21900000001,70705.01,2351.703,2006.4530000000086,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
36,69357.922,72076.39,1371.3824,2582.702999999994,383.4530986155154,409958.87166283786,48.20883193050554,1.8688981868907448
