Speed,Actual,Predicted
0.0,0.0,229.5499
0.0,0.0,427.83844
0.0,0.0,619.64166
0.0,0.0,795.2611
0.0,0.0,951.833
0.0,0.0,1094.0381
0.0,0.0,1225.6239
0.0,0.0,1348.1816
0.0,0.0,1462.9624
0.0,0.0,1571.4178
0.0,0.0,1674.9011
0.0,0.0,1774.5237
0.0,0.0,1871.1758
0.0,0.0,1965.5131
0.0,0.0,2057.8843
0.0,0.0,2148.33
0.0,0.0,2236.5984
0.0,0.0,2320.925
0.0,0.0,2402.0283
0.0,28.05586283,2534.187
0.0,502.8454093,2876.5735
0.0,2199.895879,3357.2375
0.0,3902.091261,3840.6892
0.0,5650.745575,4305.1514
0.0,6896.563883,4766.2285
0.0,8109.698285,5238.0015
0.0,9223.547152,5706.011
0.0,10393.04038,6153.1567
0.0,11648.52019,6607.876
0.0,13189.13136,7078.7505
0.349211836,14536.18128,7678.0938
4.707065819,16068.72207,8679.318
7.030143805,17205.16164,9380.264
7.955613938,18314.82011,9945.734
8.695035951,18920.93473,10598.956
11.00076051,20237.47884,11545.219
12.77876106,21614.91911,12450.711
13.57252489,23417.48797,13174.936
13.6171875,24893.95561,13765.766
13.3431969,26188.34845,14302.003
13.27668695,27605.09831,14856.968
13.35287611,28984.80241,15426.266
13.42699115,30583.38122,15998.719
13.47856748,31921.46585,16539.967
12.39926715,33029.38772,16926.24
9.748064159,33460.4122,17215.57
6.654867257,34200.82937,17488.553
4.634679204,34978.69856,17762.277
1.531664823,35819.33393,18031.617
0.026548673,36562.46045,18336.033
0.0,37271.10509,18688.412
0.0,37842.12016,19062.621
0.0,38370.88178,19439.662
0.0,38865.62168,19815.65
0.0,39407.42658,20191.473
0.0,39873.28789,20570.45
0.0,40438.22995,20952.209
0.0,40950.65998,21340.027
0.0,41481.37237,21729.367
0.0,42008.47027,22122.04
0.0,42562.09859,22515.455
0.0,43108.04466,22908.928
0.0,43643.05227,23304.52
0.0,44204.56333,23700.457
0.0,44753.64671,24098.02
0.0,45315.81388,24494.408
0.0,45828.90514,24890.742
0.0,46392.33476,25284.95
0.0,46906.67105,25675.824
0.0,47469.97027,26056.58
0.0,47932.37832,26421.69
0.90161781,48262.79231,26854.93
2.994330752,48654.49972,27401.117
4.644081858,49050.87154,28013.773
7.233061394,49847.92132,28926.674
10.61843197,50897.8508,30202.719
14.31229259,52352.6846,31650.14
18.07708794,53954.84098,33058.766
20.95056692,55270.80213,34204.96
22.71792035,56280.54729,35159.78
24.38965708,57346.88468,36241.516
26.6772677,58913.0531,37518.51
28.95706582,60241.60772,38577.883
31.0210177,61650.60329,39615.21
31.99336283,62518.52088,40421.645
32.07190265,63127.27378,41009.99
31.84955752,63633.81762,41525.113
31.57411504,64114.51632,42027.824
31.30088496,64710.87887,42535.004
31.11456029,65257.30199,43055.36
30.91689712,65913.01881,43578.43
30.7920354,66443.29231,44110.2
30.65203263,67104.94718,44646.145
30.625,67691.67575,45202.1
30.625,68377.30752,45766.965
30.625,68987.77876,46331.035
30.625,69623.71612,46895.152
30.67809735,70249.21834,47474.453
30.85619469,70950.90445,48072.895
30.94358407,71614.09264,48652.082
31.0,72242.08048,49213.793
31.03761062,72927.81886,49765.414
31.10985896,73535.53595,50314.332
31.14988938,74231.31485,50853.805
31.20381637,74827.99157,51390.117
31.25,75493.14076,51916.145
31.12894082,76088.35232,52388.387
30.10723175,76525.93874,52728.656
27.35259956,76701.66496,52969.707
24.75442478,76719.64063,53202.938
21.64180033,76729.74281,53422.55
18.42097622,76963.96322,53645.207
16.06208518,77225.13814,53882.84
13.9663302,77468.79231,54143.723
11.26603982,77640.1698,54413.777
8.331374447,77838.67298,54685.336
4.521086836,78037.18238,54949.523
1.201949668,78310.61186,55204.81
0.024681969,78552.10523,55468.152
0.0,78754.16759,55757.31
0.0,78969.63924,56049.035
0.0,79166.83117,56331.797
0.0,79384.2453,56608.22
0.0,79586.88675,56887.305
0.0,79805.54909,57169.65
0.0,79999.37279,57453.34
0.0,80202.16773,57740.594
0.0,80404.41814,58028.867
0.0,80576.80296,58318.32
0.0,80792.41662,58610.67
0.0,80975.30379,58904.906
0.0,81197.34859,59200.746
0.0,81381.69953,59498.316
0.0,81594.25747,59797.977
0.0,81794.35205,60098.355
0.0,81994.28844,60399.996
0.0,82208.60454,60701.953
0.0,82414.1203,61002.883
0.0,82628.57329,61301.098
0.0,82818.65169,61594.23
0.164477323,83058.38274,61898.246
1.503318584,83352.98783,62299.277
3.168487279,83808.13067,62888.223
6.62963219,84566.56305,63796.008
8.779867257,85475.43238,64579.5
10.73160951,86274.57218,65439.78
12.69365321,87341.04522,66329.21
14.70132743,88201.90072,67141.05
16.49557522,89157.80572,67922.41
18.3803927,90023.99558,68759.65
20.17284292,91026.92091,69678.05
22.09983407,91980.05738,70709.08
23.86144912,93163.9393,71694.57
25.52488938,94107.20617,72469.08
27.08476217,95170.78236,73292.875
28.61946903,96132.05973,74200.695
30.23990597,97238.1297,75177.195
31.82860896,98281.51162,76212.92
33.71059181,99540.00277,77407.24
35.75926438,100886.1081,78737.125
37.50331858,102175.4599,80001.22
38.98748617,103619.1088,81004.516
40.38779038,104870.717,81958.35
41.80565542,106309.7967,83058.7
43.64159292,107731.1181,84398.984
45.61386892,109525.122,85904.62
47.68846792,111130.4046,87495.08
49.15286228,112719.9092,88769.695
49.29728982,113533.1402,89448.16
49.09637721,114179.3211,89876.32
48.7680448,114651.1177,90285.52
48.54646018,115283.9194,90723.51
48.38398783,115925.7996,91202.13
48.28159569,116662.1998,91719.17
48.29639104,117406.4469,92283.32
48.37582965,118181.4295,92889.914
48.45326327,119002.8446,93524.945
48.4940542,119656.3819,94160.17
48.33268805,120354.3868,94721.07
47.76631637,120755.0835,95137.805
46.34015487,120880.2825,95415.69
44.58655973,120881.2031,95649.234
41.73237002,120881.2031,95858.13
38.94821626,120881.2031,96093.44
36.84935011,120881.2031,96340.04
35.28097345,120881.2031,96615.19
34.17685288,121244.9596,96952.625
33.75442478,121773.8182,97404.83
33.79756637,122519.5307,97963.28
33.95167312,123188.7027,98550.836
34.06768529,123887.8476,99131.28
34.31747788,124607.8468,99726.016
34.46591538,125247.9614,100301.734
34.64677821,125980.16,100871.9
34.77931416,126600.7174,101428.03
34.8924917,127311.5801,101973.56
34.98416759,127883.7165,102509.61
35.0282771,128532.0214,103032.65
35.02502765,129132.9683,103535.43
34.62126659,129646.2208,103935.65
31.66046737,129884.6806,104160.06
29.26673119,129964.7544,104386.74
27.07411504,130154.3675,104612.79
24.47801438,130405.1159,104842.89
21.67740597,130564.117,105091.49
18.65251659,130746.4994,105350.61
15.20443861,130900.1135,105618.89
11.09195243,131092.9939,105900.46
8.09056969,131242.8931,106177.78
5.387721239,131428.7665,106445.34
1.881014934,131630.0159,106706.32
0.082204093,131872.021,106965.93
0.0,132096.2767,107255.555
0.0,132330.486,107549.93
0.0,132534.9363,107838.4
0.0,132749.2373,108119.93
0.0,132943.4285,108399.85
0.0,133146.3534,108682.445
0.0,133353.7204,108968.24
0.0,133552.6141,109256.28
0.0,133750.6735,109546.875
0.0,133960.4209,109838.51
0.0,134144.661,110130.836
0.0,134368.2369,110425.94
0.0,134564.5214,110720.6
0.0,134775.6983,111015.49
0.0,134967.207,111310.51
0.0,135186.1787,111603.195
0.0,135374.6774,111891.89
0.0,135590.6706,112173.34
0.0,135788.9672,112450.586
0.984305863,136066.2918,112826.195
3.330959624,136519.7808,113480.914
6.750898783,137282.1269,114422.016
9.915237832,138289.0737,115555.55
13.62368639,139663.7362,116732.18
15.43839878,140526.2588,117404.12
15.37762721,140893.7507,117811.4
14.80123064,141193.0223,118178.81
14.30530973,141497.3219,118545.266
13.9957135,141819.4152,118915.195
13.86946903,142151.5402,119303.516
13.50290376,142454.9079,119682.67
11.35460454,142759.7551,119992.44
6.920146571,142968.2694,120274.305
3.003733407,143216.5065,120538.74
