Speed,Actual,Predicted,2,,,
0,177716.9038,158477.67,,,,
0,177925.483,158872.88,,,,
0,178147.0904,159266.55,,,,
0,178346.6409,159654,,,,
0,178561.8518,160031.55,,,,
0,178753.2667,160397.23,,,,
0,178974.6315,160748.38,,,,
0,179167.2786,161082.84,,,,
0,179394.9783,161399.12,,,,
0,179579.3832,161696.1,,,,
0,179795.2803,161973.1,,,,
0,179981.5325,162228.8,,,,
0,180211.2483,162462.58,,,,
0,180402.7092,162675.84,,,,
0,180614.4462,162873.38,,,,
0,180803.4765,163064.61,,,,
0,181003.4184,163263.73,,,,
0,181215.1515,163490.97,,,,
0.096238938,181397.9643,163774.8,,,,
1.397746128,181693.7344,164150.05,,,,
2.894358407,181995.0035,164642.19,,,,
5.895810288,182638.745,165246.1,,,,
8.623893805,183423.8132,165918.27,,,,
10.96792035,184322.8025,166600.97,,,,
13.14746958,185221.7165,167238.36,,,,
14.10266869,185796.9632,167844.48,,,,
14.82591261,186367.0288,168444.53,,,,
16.12244192,186962.8256,169070.55,,,,
18.14221515,187889.7167,169754.22,,,,
20.54134403,188904.7981,170497.73,,,,
23.2060979,190106.9523,171273.86,,,,
25.5096792,191278.8862,172037.56,,,,
27.66330199,192413.4255,172772.7,,,,
29.43521847,193469.5884,173515.66,,,,
31.25815819,194561.0759,174279.84,,,,
33.01292865,195661.6968,175063.23,,,,
34.78353153,196898.9945,175851.31,,,,
36.37486173,198031.6155,176620.69,,,,
37.58490044,199217.0245,177356.84,,,,
38.80060841,200289.8278,178097.11,,,,
39.96121405,201325.6377,178875.88,,,,
41.4579646,202650.3927,179710.58,,,,
43.43162334,204028.2858,180600.64,,,,
45.46045354,205753.803,181526.36,,,,
47.51963496,207223.0554,182452.42,,,,
49.02544248,208748.5407,183333.69,,,,
49.23693308,209578.5206,184130.16,,,,
49.10121681,210142.6778,184835.03,,,,
49.00165929,210822.9495,185473.67,,,,
49.03138827,211425.3555,186084.08,,,,
49.18203816,212284.3382,186693.33,,,,
49.40210177,213006.0221,187314.84,,,,
49.64373617,213928.2004,187950.78,,,,
49.85197732,214698.3216,188594.47,,,,
50.03214878,215532.5881,189233.31,,,,
50.17830476,216259.8621,189851.84,,,,
49.57252489,216760.9864,190435.47,,,,
48.15784015,216834.7188,190977.22,,,,
46.62029867,216834.7188,191481.28,,,,
45.15645741,216834.7188,191961.25,,,,
42.24626659,216834.7188,192438.16,,,,
38.68203816,216834.7188,192933.61,,,,
36.840224,216834.7188,193439.42,,,,
35.54051438,217017.3736,193959.86,,,,
34.82591261,217566.0227,194501.94,,,,
34.47725387,218085.1466,195071.42,,,,
34.11442201,218542.9253,195671.64,,,,
33.87002212,219026.4676,196304.38,,,,
33.63827434,219464.5527,196970.72,,,,
33.42146018,219939.9132,197671.42,,,,
33.25553097,220388.5368,198406.73,,,,
33.27143252,220954.553,199175.28,,,,
33.47856748,221537.35,199972.2,,,,
33.77848451,222255.0946,200787.39,,,,
34.08517699,222891.9304,201604.81,,,,
34.47255254,223633.15,202402.9,,,,
34.72324392,224220.3262,203155.52,,,,
34.75269635,224859.051,203834.44,,,,
32.94068031,225193.9349,204415.03,,,,
28.51894358,225305.1995,204891.69,,,,
25.17553927,225507.4782,205290,,,,
23.69137168,225726.8662,205631.95,,,,
22.48769358,225937.8619,205941.81,,,,
20.55461836,226150.7624,206224.14,,,,
16.99377765,226366.8014,206480.05,,,,
12.97448838,226534.3655,206722.58,,,,
10.14532633,226705.6379,206968.28,,,,
7.418418142,226860.1359,207227.8,,,,
4.803373894,227064.236,207508.77,,,,
1.082342367,227257.4602,207816.28,,,,
0.005530973,227500.3927,208155.47,,,,
0,227702.0239,208525.66,,,,
0,227947.569,208919.83,,,,
0,228153.8881,209328.84,,,,
0,228388.4802,209743.69,,,,
0,228598.4598,210156.55,,,,
0,228803.7929,210561.16,,,,
0,229015.2493,210951.27,,,,
0,229221.7665,211320.83,,,,
0,229421.7331,211664.22,,,,
0,229626.2349,211977.83,,,,
0,229818.0763,212259.86,,,,
0,230022.7456,212511.64,,,,
0,230203.8485,212737.62,,,,
0,230412.9587,212946.1,,,,
0,230590.7391,213151.86,,,,
0,230789.6832,213377.45,,,,
0,230963.8241,213652.86,,,,
0,231162.4862,214014.97,,,,
0.603636615,231377.4533,214506.03,,,,
2.896155973,231763.057,215156.64,,,,
7.145049779,232590.3173,215934.64,,,,
10.86725664,233606.8758,216761.08,,,,
14.01472622,234709.0868,217541.11,,,,
14.88184458,235297.1444,218246.23,,,,
15,235683.2048,218878.4,,,,
15.12831858,236065.1416,219451.12,,,,
15.26313606,236447.1828,219969.9,,,,
15.36262445,236815.448,220431.77,,,,
15.3755531,237167.9481,220826.11,,,,
15.27475111,237559.1358,221137.64,,,,
13.72670077,237825.1576,221355.64,,,,
9.775165929,238083.9443,221490.92,,,,
5.965707965,238272.6269,221578.92,,,,
2.609582412,238510.5361,221661.8,,,,
0.427959071,238725.4353,221769.53,,,,
0,238968.2895,221919.53,,,,
0,239173.5317,222116.95,,,,
0,239385.9985,222356.9,,,,
0,239564.2618,222631.4,,,,
0,239766.9968,222931.88,,,,
0,239945.8577,223249.62,,,,
0,240157.6824,223577.34,,,,
0,240317.9056,223908.7,,,,
0,240521.501,224238.42,,,,
0,240727.548,224560.47,,,,
0,240938.8386,224870.19,,,,
0,241124.8099,225163.64,,,,
0,241328.3197,225437.14,,,,
0,241502.7862,225688.11,,,,
0,241713.3225,225914.73,,,,
0,241886.5682,226115.17,,,,
0,242097.2706,226290.34,,,,
0,242276.7424,226445.52,,,,
0,242475.2974,226590.27,,,,
0,242664.7207,226742.03,,,,
0,242846.1769,226927.61,,,,
0,243053.4274,227181.86,,,,
0.729327987,243295.1081,227546.53,,,,
2.661642699,243646.4032,228061.92,,,,
6.163716814,244312.9274,228732.31,,,,
9.141454646,245121.3776,229524.38,,,,
12.55302821,246280.883,230382.34,,,,
15.55890487,247358.2033,231259.19,,,,
18.12748894,248356.418,232142.55,,,,
20.14933628,249262.7096,233042.19,,,,
22.73451327,250406.4827,233941.9,,,,
25.17415653,251628.2555,234801.84,,,,
27.27108684,252753.7013,235591.69,,,,
28.96460177,253779.3469,236349.23,,,,
30.54528485,254707.5615,237092.34,,,,
31.72179204,255705.2353,237823.31,,,,
32.26700774,256401.6258,238536.45,,,,
32.4838219,257083.6722,239225.38,,,,
32.32148783,257520.6546,239886.38,,,,
31.98472069,257989.4389,240520.6,,,,
31.6460177,258378.3663,241133.61,,,,
31.27710177,258877.4374,241733.78,,,,
30.9170354,259285.5241,242331.22,,,,
30.65044248,259772.8107,242936.88,,,,
30.62451604,260282.7958,243560.52,,,,
30.75331858,260921.0275,244208.89,,,,
30.95685841,261534.9881,244884.98,,,,
31.1670354,262158.4882,245588.77,,,,
31.30247511,262777.7447,246318.62,,,,
31.47407356,263395.0527,247072.1,,,,
31.56056416,263980.3265,247845.83,,,,
31.52170907,264519.6177,248636.2,,,,
31.4146156,265005.5375,249439.6,,,,
31.34001659,265558.0848,250251.14,,,,
31.23817754,266045.3043,251062.94,,,,
31.11732577,266587.8942,251862.8,,,,
31.03214878,267078.607,252633.45,,,,
30.88986449,267598.7356,253352.2,,,,
30.15286228,267995.3747,253993.33,,,,
28.32300885,268267.8558,254535.42,,,,
25.63723728,268383.625,254969.38,,,,
23.30461836,268391.3594,255299.73,,,,
19.97013274,268462.4804,255541,,,,
17.30662334,268802.9538,255729.33,,,,
14.08185841,269025.3012,255895.11,,,,
11.62410122,269217.7109,256059.28,,,,
9.963702987,269356.6847,256239.22,,,,
7.375138274,269529.6253,256443.22,,,,
3.019081858,269709.0738,256675.36,,,,
0.262859513,269949.5325,256941.44,,,,
0,270156.8804,257244.5,,,,
0,270395.7494,257580.52,,,,
0,270596.7212,257941.75,,,,
0,270828.4524,258319.9,,,,
0,271023.0411,258707.36,,,,
0,271262.7366,259097.61,,,,
0,271436.2554,259483.52,,,,
0,271651.0723,259860.7,,,,
0,271837.1539,260226.17,,,,
0,272046.8887,260578.22,,,,
0,272210.5837,260915.52,,,,
0,272401.3818,261236.89,,,,
0,272585.107,261541.38,,,,
0,272805.432,261826.22,,,,
0,273010.9638,262089.5,,,,
0,273209.9104,262330.03,,,,
0,273423.9748,262548.84,,,,
0,273605.2352,262749.38,,,,
0,273804.9152,262939.25,,,,
0,273984.9441,263131,,,,
0,274171.4089,263343.2,,,,
0.066371681,274363.3068,263600.8,,,,
1.334070796,274582.7703,263935.03,,,,
2.64795354,274874.574,264372.1,,,,
5.337251106,275339.0566,264916.2,,,,
7.346861173,275999.7641,265542.25,,,,
9.331650996,276578.0065,266219.53,,,,
11.21619192,277429.1036,266905.3,,,,
13.19814712,278152.3574,267581.9,,,,
14.64000277,278922.3803,268257.56,,,,
16.44711007,279684.3421,268936.03,,,,
18.52779314,280515.354,269633.22,,,,
20.74910122,281446.9368,270344.66,,,,
23.10833794,282553.2648,271041.9,,,,
24.87824945,283489.1456,271697.03,,,,
26.26403485,284308.2006,272347.28,,,,
27.59679204,285062.7275,273031.1,,,,
29.13087666,286104.1231,273771.66,,,,
31.02433628,287137.8541,274577.1,,,,
33.03761062,288387.2261,275439.62,,,,
35.20582135,289630.3001,276336.8,,,,
37.17408739,290900.4375,277234.8,,,,
38.78014381,292254.2306,278103.88,,,,
40.28691925,293391.8671,278958.75,,,,
41.91420077,294818.7706,279832.97,,,,
43.73589602,296089.6399,280742.56,,,,
45.57411504,297663.5348,281689.94,,,,
47.46031527,299161.5614,282665.9,,,,
48.55613938,300362.6473,283654.16,,,,
48.85965155,301192.9046,284640.47,,,,
48.77495852,301802.8301,285617.56,,,,
48.81872235,302598.8964,286583.06,,,,
49.00511615,303382.6144,287534.06,,,,
49.19780144,304360.19,288462.94,,,,
49.40749447,305167.741,289355.6,,,,
49.59381914,306123.2562,290191.06,,,,
49.80876659,306918.5153,290942.47,,,,
49.7613385,307774.9902,291584.5,,,,
49.60501936,308396.3551,292116.25,,,,
49.30689989,308967.9076,292559.66,,,,
48.40749447,309253.4562,292954.53,,,,
46.70948562,309576.8144,293333.72,,,,
44.01887445,309806.2775,293718.75,,,,
41.46529314,309841.8125,294130.8,,,,
39.22483407,309841.8125,294560.1,,,,
37.59464878,309841.8125,294996.34,,,,
36.23285398,309877.5317,295440.84,,,,
35.28774889,310250.0469,295902.03,,,,
34.58531527,310727.1688,296389.88,,,,
34.2457135,311188.9809,296905.56,,,,
34.21792035,311799.5892,297444.4,,,,
34.41420077,312368.6858,298012.3,,,,
34.55164546,312906.2489,298629.16,,,,
34.70243363,313548.723,299311.6,,,,
34.66668971,314043.2237,300073.6,,,,
34.48271571,314500.0183,300925.72,,,,
34.28277102,314908.4118,301872.12,,,,
33.97808352,315319.1995,302905.28,,,,
33.79991704,315710.3856,304000.72,,,,
33.6610896,316138.9309,305111.22,,,,
33.37423949,316530.9831,306163.47,,,,
32.17526272,316837.9907,307060,,,,
29.50463219,316945.742,307689.5,,,,
15.06768529,317830.5093,307365.94,,,,
12.04348728,317979.0731,307463.66,,,,
9.317477876,318114.8895,307606.03,,,,
6.357923119,318270.003,307791.06,,,,
3.312914823,318452.395,308018.56,,,,
0.820519912,318649.4703,308288.9,,,,
0.008849558,318848.5852,308601.6,,,,
0,319040.1157,308951.9,,,,
0,319244.6914,309329.62,,,,
0,319402.9746,309724.4,,,,
0,319608.3449,310126.28,,,,
0,319781.2987,310526.22,,,,
0,319976.4668,310916.62,,,,
0,320137.2046,311291.2,,,,
0,320321.223,311645.38,,,,
0,320490.3003,311974.84,,,,
0,320684.022,312276.16,,,,
0,320862.3462,312547.53,,,,
0,321059.0528,312789.97,,,,
0,321222.5713,313008,,,,
0,321409.0351,313209.94,,,,
0,321578.6182,313408.66,,,,
0,321759.5434,313623.75,,,,
0,321919.3382,313882.34,,,,
0,322108.3291,314219.16,,,,
0.453401549,322299.54,314672.8,,,,
2.305378872,322613.4112,315272.7,,,,
6.497580199,323345.2161,316001.5,,,,
10.09451051,324305.1477,316781.66,,,,
12.97739215,325246.8751,317524.5,,,,
14.24260232,325915.385,318191.8,,,,
13.89836836,326219.8724,318792.3,,,,
13.60170077,326494.1305,319342,,,,
13.71204369,326823.4184,319843.06,,,,
13.94731748,327244.2456,320285.5,,,,
14.02986726,327581.3385,320653.72,,,,
13.70436947,327891.0588,320936.34,,,,
12.23167865,328094.6055,321142.8,,,,
9.677889934,328324.988,321286.7,,,,
7.89332135,328504.0975,321396.62,,,,
4.864836836,328730.0313,321498.38,,,,
1.104327987,328923.7363,321614.5,,,,
0.015486726,329157.7934,321763.4,,,,
0,329333.7934,321953.7,,,,
0,329528.4303,322183.03,,,,
0,329705.3108,322444.5,,,,
0,329887.7985,322729.72,,,,
0,330075.2305,323031.2,,,,
0,330230.5928,323341.88,,,,
0,330409.9748,323657.5,,,,
0,330567.354,323973.2,,,,
0,330752.7606,324284.22,,,,
0,330919.7023,324585.8,,,,
0,331117.7564,324873.62,,,,
0,331283.9127,325144.4,,,,
0,331468.5283,325394.38,,,,
0,331643.9206,325620.4,,,,
0,331815.7929,325821.94,,,,
0,332008.4903,325999.22,,,,
0,332173.4266,326156.5,,,,
0,332363.633,326303.47,,,,
0,332529.7739,326455.62,,,,
0,332716.6305,326637.03,,,,
0,332888.7204,326879.66,,,,
1.079300332,333150.2774,327220.03,,,,
2.993501106,333452.0794,327693.1,,,,
5.901341261,334026.6153,328307.8,,,,
8.097483407,334643.3063,329049.44,,,,
10.48561947,335434.3097,329889.1,,,,
13.76472622,336524.3803,330773.4,,,,
17.05565542,337650.9504,331681.5,,,,
19.94669524,338718.6737,332600.3,,,,
22.81747788,339811.9275,333513.06,,,,
25.29860343,340941.755,334378,,,,
27.45810288,342061.8919,335173.22,,,,
29.26707688,342978.7062,335934.62,,,,
30.77039546,343976.7511,336673.75,,,,
31.64926715,344715.8804,337390.62,,,,
31.98824668,345345.7535,338081.4,,,,
31.96792035,345836.0524,338744.12,,,,
31.71370299,346279.719,339380.6,,,,
31.40936117,346731.911,339996.72,,,,
31.04549226,347125.4047,340601.4,,,,
30.84243639,347613.0572,341204.84,,,,
30.83897954,348095.1374,341816.06,,,,
30.91779591,348700.3339,342441.16,,,,
30.98783186,349195.7022,343083.7,,,,
31.08939436,349835.4693,343745.72,,,,
31.18549502,350339.3411,344428.5,,,,
31.25,350940.0961,345133.06,,,,
31.31132467,351448.3338,345860.5,,,,
31.37527655,352047.6384,346611.94,,,,
31.45084347,352559.8234,347388.06,,,,
31.5,353137.5874,348188.25,,,,
31.56775442,353688.3966,349009.72,,,,
31.62541482,354229.7313,349846.22,,,,
31.73451327,354790.1991,350686.94,,,,
31.78595133,355323.1276,351515.53,,,,
31.80199115,355899.3827,352310.06,,,,
31.58960177,356352.0967,353044.38,,,,
30.57432246,356785.2095,353692.38,,,,
27.84243639,357004.2175,354235.78,,,,
25.78373894,357038.6719,354673.22,,,,
23.43743086,357038.6719,355008.22,,,,
21.00311117,357089.238,355252.4,,,,
18.84817478,357358.9599,355434.62,,,,
15.95506084,357653.4701,355587.28,,,,
11.63917312,357829.7604,355729.47,,,,
7.279245022,358016.9811,355882.28,,,,
3.591122788,358199.3861,356065.2,,,,
0.953055863,358425.1828,356291.12,,,,
0.014380531,358637.9534,356565.72,,,,
0,358863.572,356886.97,,,,
0,359057.203,357245.4,,,,
0,359268.2564,357628.16,,,,
0,359431.4303,358023.8,,,,
0,359645.6043,358422.62,,,,
0,359827.4638,358817.1,,,,
0,360014.4125,359202.78,,,,
0,360180.7933,359578.38,,,,
0,360358.0318,359941.9,,,,
0,360543.0411,360291.53,,,,
0,360704.5572,360624.9,,,,
0,360896.7637,360940.3,,,,
0,361074.0624,361235.78,,,,
0,361237.2125,361510.75,,,,
0,361427.0326,361764.97,,,,
