Time,Engine speed,Throttle position,Accelerator pedal position,Speed,Actual,Predicted,Predicted_Diff,Actual_Diff
2000,2799.5,13.531,23.752,62,2392.25,10158.84,3368.218,1367.25
3000,2848.5,16.723,34.274,63,3854.0,13142.03,2983.1900000000005,1461.75
4000,2936.0,14.871,25.717,65,6203.0,15828.819,2686.788999999999,2349.0
5000,2981.0,13.887,31.293,66,7694.25,18421.717,2592.898000000001,1491.25
6000,3053.75,21.484,34.882,67,9602.75,21139.047,2717.329999999998,1908.5
7000,3058.25,9.35,55.582,69,11603.25,24164.016,3024.969000000001,2000.5
8001,3183.25,47.314,100.0,70,13594.5,27695.648,3531.6320000000014,1991.25
9001,3370.5,99.941,100.0,74,21053.25,31854.145,4158.496999999999,7458.75
10001,3648.5,99.965,100.0,80,32165.75,36515.04,4660.895,11112.5
11001,3868.25,100.035,100.0,86,42042.5,41176.824,4661.784,9876.75
12001,4211.5,15.27,0.0,91,53696.75,45110.617,3933.792999999998,11654.25
13001,3502.5,16.441,88.516,91,56534.0,47940.055,2829.438000000002,2837.25
14001,2937.25,49.48,62.515,92,59171.5,50429.105,2489.050000000003,2637.5
15001,2998.25,100.0,90.424,95,66661.25,53427.832,2998.726999999999,7489.75
16001,3124.75,100.006,100.0,99,76713.5,57043.285,3615.4530000000013,10052.25
17001,3187.0,8.217,0.0,101,82636.0,60773.33,3730.0449999999983,5922.5
18001,3131.0,7.635,0.0,99,82867.5,63984.316,3210.985999999997,231.5
19001,3092.5,6.848,0.0,98,83253.25,66311.86,2327.5440000000017,385.75
20001,3060.0,9.213,0.0,97,83860.75,67697.914,1386.0540000000037,607.5
21001,2989.5,10.512,0.0,95,84049.5,68332.18,634.2659999999887,188.75
22001,2918.75,9.611,0.0,93,84049.5,68528.58,196.40000000000873,0.0
23001,2888.75,10.023,0.0,91,84665.5,68569.22,40.63999999999942,616.0
24001,2837.25,9.996,0.0,90,85396.0,68624.3,55.080000000001746,730.5
25001,2765.75,9.441,0.0,88,85426.5,68791.85,167.5500000000029,30.5
26001,2756.5,9.883,0.0,87,86129.75,69138.04,346.1899999999878,703.25
27001,2725.5,9.729,0.0,86,86939.5,69686.06,548.0200000000041,809.75
28001,2691.75,9.814,0.0,85,87798.75,70458.17,772.1100000000006,859.25
29001,2712.5,14.551,0.0,84,88242.25,71472.98,1014.8099999999977,443.5
