Time,Engine speed,Throttle position,Accelerator pedal position,Speed,Actual,Predicted,Predicted_Diff,Actual_Diff
44002,2037.25,8.328,15.39,45,34207.75,38019.414,1556.903999999995,1434.5
45002,2032.75,8.209,27.49,45,34774.25,39414.29,1394.8760000000038,566.5
46002,2049.75,10.273,18.594,45,35536.0,40669.996,1255.7059999999983,761.75
47002,2052.75,9.758,18.481,45,36344.75,41854.082,1184.086000000003,808.75
48002,2061.0,11.043,31.772,45,36960.25,43042.5,1188.4179999999978,615.5
49002,2097.5,14.104,29.016,46,37972.25,44278.348,1235.8479999999981,1012.0
50002,2153.0,8.545,9.192,47,39287.75,45549.316,1270.9680000000008,1315.5
51002,2147.75,4.791,0.0,47,39832.25,46822.68,1273.3640000000014,544.5
52002,2117.75,7.666,30.289,46,40149.5,48112.125,1289.4449999999997,317.25
53002,2115.0,27.557,30.261,47,41373.0,49465.977,1353.851999999999,1223.5
54002,2180.75,12.576,18.051,48,43198.75,50910.312,1444.3349999999991,1825.75
55002,2215.75,14.648,29.248,49,44326.0,52433.133,1522.8210000000036,1127.25
56002,2250.0,12.109,18.167,50,45771.5,54024.324,1591.190999999999,1445.5
57002,2253.5,11.502,19.919,50,46685.0,55699.215,1674.890999999996,913.5
58002,2298.25,26.455,40.68,50,48005.0,57508.414,1809.1990000000005,1320.0
59002,2414.75,13.439,20.389,53,51195.5,59461.12,1952.7060000000056,3190.5
60002,2449.5,13.818,25.208,54,52240.0,61500.17,2039.0499999999956,1044.5
61002,2494.25,20.688,36.545,55,53636.0,63596.215,2096.0449999999983,1396.0
62002,2579.75,13.672,21.545,57,56121.75,65724.78,2128.5650000000023,2485.75
63002,2606.5,13.434,21.06,58,57301.0,67859.125,2134.345000000001,1179.25
64002,2634.0,15.457,32.678,58,58538.25,70025.664,2166.5390000000043,1237.25
65002,2703.25,19.949,37.0,59,60631.0,72263.04,2237.3759999999893,2092.75
66002,2785.5,13.977,19.882,61,63007.5,74551.29,2288.25,2376.5
67002,2810.5,13.283,21.011,62,64410.25,76826.4,2275.1100000000006,1402.75
68002,2832.75,18.525,33.868,62,65781.5,79051.305,2224.904999999999,1371.25
69002,2887.25,14.754,22.327,64,67867.25,81197.42,2146.1150000000052,2085.75
70002,2912.5,11.742,15.884,64,69376.0,83232.12,2034.699999999997,1508.75
71002,2905.75,9.111,9.143,64,70415.0,85182.96,1950.840000000011,1039.0
72002,2901.0,8.16,26.913,64,71009.25,87139.0,1956.0399999999936,594.25
73002,2893.0,16.484,33.771,64,71948.25,89221.97,2082.970000000001,939.0
74002,2972.0,16.406,31.006,66,73877.0,91529.08,2307.1100000000006,1928.75
75002,3037.5,16.277,30.954,67,75606.75,94065.29,2536.209999999992,1729.75
76002,3110.0,18.566,37.164,69,77602.75,96775.85,2710.560000000012,1996.0
77002,3179.75,13.428,26.218,70,79929.5,99548.23,2772.37999999999,2326.75
78002,3201.75,11.281,17.712,71,80966.25,102248.76,2700.529999999999,1036.75
79002,3200.0,13.885,29.73,71,81882.0,104765.44,2516.6800000000076,915.75
80002,3220.0,15.178,26.48,71,83372.5,107004.7,2239.2599999999948,1490.5
81002,3254.0,14.623,26.48,72,84819.0,108844.14,1839.4400000000023,1446.5
82002,3252.75,8.678,0.0,72,86243.0,110158.914,1314.774000000005,1424.0
83002,2284.5,11.514,45.67,72,86748.5,111078.016,919.101999999999,505.5
84002,2305.5,39.883,49.347,73,88455.25,112169.07,1091.0540000000037,1706.75
85002,2368.0,14.455,27.576,75,91805.0,113595.3,1426.229999999996,3349.75
86002,2389.0,14.613,26.971,76,93299.25,115232.64,1637.3399999999965,1494.25
87002,2377.5,12.025,20.795,75,94425.75,116855.14,1622.5,1126.5
88002,2351.75,7.754,0.0,75,95451.75,118272.6,1417.4600000000064,1026.0
89001,2313.75,6.939,0.0,73,96091.75,119408.66,1136.0599999999977,640.0
90001,2256.25,5.861,0.0,72,96524.0,120327.086,918.4259999999922,432.25
91001,2272.75,19.143,42.395,70,97131.25,121165.21,838.1240000000107,607.25
92001,2248.25,11.689,20.456,71,99074.5,122027.5,862.2899999999936,1943.25
93001,2239.25,12.959,22.617,71,100032.5,122968.02,940.5200000000041,958.0
94001,2230.5,12.871,22.299,71,101207.5,124004.07,1036.050000000003,1175.0
95001,2225.25,12.111,24.796,70,102347.25,125137.016,1132.9459999999963,1139.75
96001,2220.5,15.898,35.077,70,103382.5,126361.88,1224.8640000000014,1035.25
97001,2232.0,17.861,32.895,71,105407.75,127654.77,1292.8899999999994,2025.25
98001,2243.25,8.141,9.137,71,106942.5,128982.17,1327.3999999999942,1534.75
99001,2248.25,12.148,27.121,70,107672.5,130339.01,1356.8399999999965,730.0
100001,2227.0,19.359,34.851,70,108933.75,131755.22,1416.2100000000064,1261.25
101002,2255.5,17.193,31.39,71,111257.25,133265.44,1510.2200000000012,2323.5
102002,2271.25,13.023,22.882,72,112923.5,134864.1,1598.6600000000035,1666.25
103002,2276.25,24.16,42.322,72,114228.0,136531.61,1667.5099999999802,1304.5
104002,2318.5,14.592,31.128,73,116432.25,138237.22,1705.6100000000151,2204.25
105002,2332.25,14.248,26.544,74,117844.25,139918.73,1681.5100000000093,1412.0
106002,2335.25,12.621,28.879,74,118927.75,141532.6,1613.8699999999953,1083.5
107002,2350.25,14.201,28.964,74,120176.75,143071.08,1538.4799999999814,1249.0
108002,2346.5,14.578,29.782,74,121469.0,144545.84,1474.7600000000093,1292.25
109002,2352.5,12.262,23.138,74,122655.0,145981.88,1436.0400000000081,1186.0
110002,2355.0,12.338,23.282,74,123780.75,147393.6,1411.7200000000012,1125.75
111002,2350.25,12.654,23.978,74,124779.5,148777.62,1384.0199999999895,998.75
112002,2347.0,15.213,35.928,74,125848.5,150112.11,1334.4899999999907,1069.0
113002,2356.5,12.137,21.313,75,127434.25,151350.75,1238.640000000014,1585.75
114002,2355.0,9.695,17.252,74,128291.5,152443.75,1093.0,857.25
115002,2305.5,8.084,0.0,73,128906.75,153392.44,948.6900000000023,615.25
116002,2270.25,7.826,0.0,72,129533.75,154258.45,866.0100000000093,627.0
117002,2236.75,10.363,24.454,71,130001.0,155123.36,864.9099999999744,467.25
118002,2221.25,13.195,24.484,70,130847.75,156057.73,934.3700000000244,846.75
119002,2214.25,13.398,24.484,70,132126.75,157086.36,1028.6299999999756,1279.0
120002,2211.75,13.701,21.872,70,133278.25,158178.62,1092.2600000000093,1151.5
121002,2203.0,10.744,16.959,70,134426.5,159272.08,1093.4599999999919,1148.25
122002,2169.25,8.303,20.267,69,135167.25,160315.12,1043.0400000000081,740.75
123002,2149.75,13.391,26.569,68,135853.25,161300.9,985.7799999999988,686.0
124002,2152.75,10.342,16.446,68,137000.5,162242.61,941.7099999999919,1147.25
125002,2124.0,7.707,21.021,67,137689.5,163167.45,924.8400000000256,689.0
126002,2119.0,14.152,27.759,66,138291.25,164142.56,975.109999999986,601.75
127002,2092.0,9.676,13.663,66,139472.0,165246.6,1104.0400000000081,1180.75
128002,2073.0,14.248,34.628,65,140296.5,166569.36,1322.7599999999802,824.5
129002,2084.75,26.172,37.622,66,141697.25,168177.75,1608.390000000014,1400.75
130002,2155.25,39.883,46.155,67,144299.25,170050.53,1872.7799999999988,2602.0
131002,2220.0,65.812,42.142,70,148447.5,172047.8,1997.2699999999895,4148.25
132002,2254.25,7.217,0.0,71,150716.5,173974.23,1926.4300000000221,2269.0
133002,2207.75,7.104,19.522,70,151291.5,175714.58,1740.3499999999767,575.0
134002,2208.5,14.266,34.72,70,152050.25,177281.7,1567.1200000000244,758.75
135002,2231.0,15.875,33.682,70,153208.5,178717.58,1435.8799999999756,1158.25
136002,2263.0,4.922,0.0,71,154806.5,180040.83,1323.25,1598.0
137002,2228.75,3.545,0.0,71,155389.25,181249.11,1208.2799999999988,582.75
138002,2203.75,8.154,32.544,69,155677.75,182383.69,1134.5800000000163,288.5
139002,2195.0,15.82,32.697,69,156550.5,183496.6,1112.9100000000035,872.75
140002,2214.25,13.646,27.673,70,158112.75,184594.53,1097.929999999993,1562.25
141002,2181.5,3.094,0.0,69,158798.5,185661.69,1067.1600000000035,685.75
142002,2140.0,3.193,1.401,68,159138.75,186727.92,1066.2300000000105,340.25
143002,2093.25,17.617,38.809,67,159655.5,187852.03,1124.109999999986,516.75
144002,2117.25,19.078,34.305,67,161210.5,189074.17,1222.140000000014,1555.0
145002,2160.25,16.678,33.502,68,163038.75,190343.62,1269.4499999999825,1828.25
146002,2109.0,6.73,0.0,69,164952.25,191550.8,1207.179999999993,1913.5
147002,2131.25,10.818,22.684,68,165418.75,192624.55,1073.75,466.5
148002,2091.5,7.812,0.0,67,166205.0,193531.97,907.4200000000128,786.25
149002,2067.5,6.396,0.0,66,166738.0,194305.89,773.9200000000128,533.0
150002,2011.25,5.541,0.0,64,167109.75,195021.05,715.1599999999744,371.75
151002,1984.75,9.34,20.895,63,167517.25,195774.14,753.0900000000256,407.5
152002,1964.5,18.838,40.408,62,168320.25,196625.03,850.8899999999849,803.0
153002,2007.0,36.035,35.504,63,170103.5,197567.03,942.0,1783.25
154002,1979.5,6.225,0.0,64,171859.25,198516.25,949.2200000000012,1755.75
155002,1976.25,7.25,6.906,62,172339.5,199416.28,900.0299999999988,480.25
156002,1936.25,6.773,0.0,61,172839.25,200265.7,849.4200000000128,499.75
157002,1908.75,9.096,29.303,60,173328.25,201112.22,846.5199999999895,489.0
158002,1877.25,14.785,27.527,60,174319.25,202017.38,905.1600000000035,991.0
159002,1908.25,14.623,27.527,60,175511.0,203020.5,1003.1199999999953,1191.75
160002,1919.5,14.348,27.527,61,176907.5,204100.6,1080.1000000000058,1396.5
161002,1928.0,12.258,32.285,61,178237.75,205203.45,1102.8500000000058,1330.25
162002,1939.5,12.143,20.837,61,179306.25,206282.55,1079.0999999999767,1068.5
163002,1920.5,10.4,19.785,60,180166.25,207316.56,1034.0100000000093,860.0
164002,1899.75,11.055,28.137,60,181031.5,208321.97,1005.4100000000035,865.25
165002,1903.75,12.209,28.699,60,181941.5,209321.61,999.6399999999849,910.0
166002,1908.75,12.707,26.636,60,182929.0,210325.28,1003.6700000000128,987.5
167002,1906.25,6.451,14.984,60,183803.0,211334.22,1008.9400000000023,874.0
168002,1884.75,7.623,20.117,60,184231.5,212354.94,1020.7200000000012,428.5
169002,1863.0,11.379,34.543,59,184780.75,213416.12,1061.179999999993,549.25
170002,1883.75,15.805,30.463,59,186035.0,214550.97,1134.8500000000058,1254.25
171002,1912.25,12.688,27.585,60,187178.0,215750.47,1199.5,1143.0
172002,1919.25,10.039,21.149,61,188126.0,216974.6,1224.1300000000047,948.0
173002,1913.5,10.461,23.529,61,188958.75,218199.11,1224.5099999999802,832.75
174002,1918.75,10.045,20.786,61,189691.0,219437.72,1238.6100000000151,732.25
175002,1917.5,10.023,30.643,61,190467.75,220726.75,1289.0299999999988,776.75
176002,1941.5,32.158,47.198,61,191705.75,222106.48,1379.7300000000105,1238.0
177002,1988.5,10.092,22.659,63,193939.0,223571.8,1465.3199999999779,2233.25
178002,2005.0,12.502,27.005,63,194879.5,225065.45,1493.6500000000233,940.5
179002,2007.25,14.223,26.401,64,196268.75,226524.61,1459.1599999999744,1389.25
180002,2023.5,19.094,37.659,64,197483.75,227882.97,1358.3600000000151,1215.0
181002,2043.25,11.309,16.763,65,199592.5,229071.52,1188.5499999999884,2108.75
182002,2026.25,6.096,0.0,64,200248.25,230039.03,967.5100000000093,655.75
183002,1998.0,5.74,0.0,63,200683.75,230796.22,757.1900000000023,435.5
184002,1959.0,4.629,0.0,62,201097.25,231399.11,602.8899999999849,413.5
185002,1896.25,4.625,0.0,60,201475.5,231943.33,544.2200000000012,378.25
186002,1861.0,4.037,0.0,59,201783.0,232549.73,606.4000000000233,307.5
187002,1819.25,13.867,35.236,57,202195.5,233329.95,780.2200000000012,412.5
188002,1836.25,33.422,39.661,58,203681.5,234361.19,1031.2399999999907,1486.0
189002,1880.0,40.795,39.859,59,205692.25,235627.38,1266.1900000000023,2010.75
190002,1914.0,16.979,31.1,60,207983.0,237036.67,1409.2900000000081,2290.75
191002,1956.0,17.779,15.356,62,209872.25,238455.55,1418.8799999999756,1889.25
192002,1972.5,8.562,10.797,61,210754.5,239764.9,1309.3500000000058,882.25
193002,1941.0,13.643,36.948,61,211419.75,240929.75,1164.8500000000058,665.25
194002,1941.5,13.148,25.342,61,213034.0,241987.62,1057.8699999999953,1614.25
195002,1934.0,10.889,19.189,61,213901.5,242999.08,1011.4599999999919,867.5
196002,1926.25,11.016,20.508,61,214730.25,244025.8,1026.7200000000012,828.75
197002,1924.0,9.926,22.009,61,215599.75,245111.55,1085.75,869.5
198002,1934.25,16.846,36.969,61,216379.25,246269.61,1158.0599999999977,779.5
199002,1953.5,11.971,23.758,61,217694.75,247476.33,1206.7200000000012,1315.5
200002,1950.25,10.859,23.001,62,218649.0,248675.45,1199.1200000000244,954.25
201002,1961.5,17.627,41.583,62,219450.75,249806.62,1131.1699999999837,801.75
202002,1944.25,3.592,0.0,62,220901.75,250831.67,1025.0500000000175,1451.0
203002,1952.0,9.729,24.042,61,221249.5,251759.72,928.0499999999884,347.75
204002,1920.25,3.719,0.0,61,221740.0,252636.58,876.859999999986,490.5
205002,1873.75,3.283,15.03,59,222008.75,253558.95,922.3700000000244,268.75
206002,1851.25,28.76,56.107,59,222550.25,254650.69,1091.7399999999907,541.5
207002,1909.25,56.529,50.446,60,224398.75,255980.23,1329.5400000000081,1848.5
208002,1986.0,10.18,25.4,62,227224.0,257509.0,1528.7699999999895,2825.25
209002,1978.0,18.352,34.381,63,228275.75,259137.08,1628.0799999999872,1051.75
210002,2015.5,13.885,28.293,64,229951.75,260792.36,1655.2799999999988,1676.0
211002,2021.25,12.025,24.481,64,231120.25,262429.2,1636.8400000000256,1168.5
212002,2029.5,18.215,33.801,64,232379.0,264053.16,1623.9599999999627,1258.75
213002,2066.5,18.377,33.34,65,234049.5,265676.56,1623.4000000000233,1670.5
214002,2084.75,13.379,36.133,66,235631.75,267276.38,1599.820000000007,1582.25
215002,2118.75,27.482,33.276,67,237500.25,268805.84,1529.460000000021,1868.5
216002,2121.75,13.105,24.069,67,239096.0,270210.4,1404.5599999999977,1595.75
217002,2119.5,12.859,23.434,67,240214.25,271468.97,1258.5699999999488,1118.25
218002,2124.0,6.256,0.0,67,241450.75,272592.94,1123.9700000000303,1236.5
219002,2095.75,8.07,21.567,66,242035.0,273632.7,1039.7600000000093,584.25
220002,2071.25,13.289,24.426,65,242718.75,274689.56,1056.859999999986,683.75
221002,2069.0,14.271,27.972,65,243966.5,275872.03,1182.4700000000303,1247.75
222002,2072.25,19.338,36.835,65,245241.75,277253.9,1381.8699999999953,1275.25
223002,2105.0,29.516,38.15,66,247364.0,278851.3,1597.399999999965,2122.25
224002,2154.75,16.518,32.422,68,250145.0,280590.47,1739.1699999999837,2781.0
225002,2171.75,11.605,23.41,69,251765.75,282335.7,1745.2300000000396,1620.75
226002,2174.75,12.664,23.276,69,252757.75,283971.2,1635.5,992.0
227002,2166.25,13.162,29.691,68,253974.75,285439.88,1468.679999999993,1217.0
228002,2172.0,17.627,35.867,69,255091.75,286722.75,1282.8699999999953,1117.0
229002,2186.75,7.494,9.995,69,256871.5,287797.22,1074.469999999972,1779.75
230002,2155.75,3.508,0.0,68,257296.5,288660.3,863.0800000000163,425.0
231002,2101.25,3.164,0.0,67,257622.75,289357.75,697.4500000000116,326.25
232002,2052.5,3.621,11.694,65,257899.5,289976.0,618.25,276.75
233002,2024.5,4.26,6.323,64,258320.25,290611.75,635.75,420.75
234002,1989.5,3.848,6.323,63,258688.25,291341.94,730.1900000000023,368.0
235002,1917.0,11.348,35.559,62,259079.25,292237.75,895.8099999999977,391.0
236002,1978.0,35.852,43.951,62,260500.25,293349.56,1111.8099999999977,1421.0
237002,1997.0,13.451,31.714,63,262200.0,294631.5,1281.9400000000023,1699.75
238002,2016.75,10.979,23.846,64,263664.5,295995.9,1364.4000000000233,1464.5
239002,2016.5,7.77,17.612,64,264631.75,297363.72,1367.8199999999488,967.25
240002,2001.0,13.037,32.449,63,265209.75,298717.12,1353.4000000000233,578.0
241002,2006.5,15.596,28.787,64,266665.75,300085.78,1368.6600000000326,1456.0
242002,2034.25,14.258,31.332,64,268376.5,301495.88,1410.0999999999767,1710.75
243002,2053.25,20.617,33.377,65,269840.5,302954.44,1458.5599999999977,1464.0
244002,2078.0,13.447,26.913,66,271571.25,304443.47,1489.0299999999697,1730.75
245002,2083.75,11.133,21.713,66,272761.0,305938.72,1495.25,1189.75
246002,2071.5,12.979,32.434,66,273558.25,307435.6,1496.8800000000047,797.25
247002,2091.5,17.354,32.513,66,274942.0,308936.0,1500.4000000000233,1383.75
248002,2120.5,13.854,26.587,67,276646.25,310405.62,1469.6199999999953,1704.25
249002,2127.5,12.354,23.218,67,277840.25,311777.66,1372.039999999979,1194.0
250002,2117.5,6.826,0.0,67,278925.25,312994.03,1216.3700000000536,1085.0
251002,2132.25,7.568,0.0,67,279581.75,314013.44,1019.4099999999744,656.5
252002,2083.5,6.502,0.0,66,280054.5,314818.8,805.359999999986,472.75
253002,2014.5,4.967,0.0,64,280482.5,315462.47,643.6699999999837,428.0
254002,1968.25,4.287,0.0,62,280899.75,316037.53,575.0600000000559,417.25
255002,1917.5,4.271,0.0,61,281207.25,316618.56,581.0299999999697,307.5
256002,1880.25,4.283,0.0,59,281537.75,317244.1,625.539999999979,330.5
257002,1806.5,4.053,0.0,57,281896.75,317920.1,676.0,359.0
258002,1770.0,3.918,0.0,56,282188.75,318619.06,698.960000000021,292.0
259002,1738.0,3.174,0.0,55,282507.0,319254.0,634.9400000000023,318.25
260002,1574.75,3.906,0.0,54,282810.0,319695.6,441.5999999999767,303.0
261002,991.25,2.666,0.0,51,282999.75,319879.72,184.11999999999534,189.75
262002,742.0,3.225,0.0,49,283183.5,320020.62,140.90000000002328,183.75
263002,1076.0,3.371,0.0,43,283498.5,320283.9,263.28000000002794,315.0
264002,1090.25,3.252,0.0,38,283727.75,320646.03,362.13000000000466,229.25
265002,1058.75,3.164,0.0,34,283970.25,321065.9,419.86999999999534,242.5
266002,980.0,2.844,0.0,29,284208.25,321518.12,452.21999999997206,238.0
267002,905.0,2.969,0.0,26,284392.75,322002.88,484.7600000000093,184.5
268002,863.25,2.91,0.0,24,284588.25,322511.97,509.0899999999674,195.5
269002,851.5,2.844,0.0,24,284792.5,323005.53,493.5600000000559,204.25
270002,878.75,2.871,0.0,24,284977.75,323410.44,404.9099999999744,185.25
271002,836.5,2.818,0.0,21,285173.25,323661.9,251.46000000002095,195.5
272002,860.25,3.223,0.0,15,285385.5,323770.12,108.21999999997206,212.25
273002,485.75,7.574,0.0,13,285563.75,323830.94,60.820000000006985,178.25
274002,935.25,3.207,0.0,12,285911.25,324048.47,217.52999999996973,347.5
275002,792.75,2.998,10.162,13,286133.25,324577.1,528.6300000000047,222.0
276002,1344.25,24.773,40.869,13,286407.5,325684.8,1107.7000000000116,274.25
277002,3276.25,12.637,0.0,16,288453.25,327402.03,1717.2300000000396,2045.75
278002,2304.25,18.248,30.624,17,289314.0,329249.88,1847.8499999999767,860.75
279002,2611.75,38.637,97.296,21,291733.25,331324.16,2074.2799999999697,2419.25
280002,3625.75,16.65,29.19,27,297469.0,333396.12,2071.960000000021,5735.75
281002,2311.5,12.734,25.784,31,299274.0,334988.0,1591.8800000000047,1805.0
282002,2433.0,13.689,25.784,34,300299.5,336332.12,1344.1199999999953,1025.5
283002,2659.25,10.342,0.0,36,301593.25,337348.8,1016.679999999993,1293.75
284002,1830.75,6.627,0.0,36,301986.75,337879.66,530.859999999986,393.5
285002,805.75,8.557,0.0,34,302130.25,338138.1,258.4400000000023,143.5
286002,1264.0,5.84,0.0,30,302752.5,338394.88,256.78000000002794,622.25
287002,977.5,4.885,0.0,22,303172.75,338606.75,211.86999999999534,420.25
288002,938.5,4.863,0.0,13,303507.75,338801.5,194.75,335.0
289002,899.0,4.018,0.0,4,303826.75,339002.28,200.78000000002794,319.0
290002,596.0,4.271,0.0,0,304104.0,339245.1,242.81999999994878,277.25
291002,926.0,5.041,0.0,0,304400.0,339583.5,338.4000000000233,296.0
292002,810.0,3.869,0.0,0,304709.25,339962.53,379.03000000002794,309.25
293002,773.5,4.76,0.0,0,305018.75,340371.3,408.7699999999604,309.5
294002,867.0,4.672,0.0,0,305338.75,340808.1,436.79999999998836,320.0
295002,886.25,4.742,0.0,0,305675.25,341254.28,446.1800000000512,336.5
296002,897.0,4.492,0.0,0,306050.0,341698.97,444.6899999999441,374.75
297002,859.75,4.688,0.0,0,306354.25,342140.47,441.5,304.25
298002,889.75,4.775,0.0,0,306676.75,342590.66,450.1900000000023,322.5
299002,882.25,4.812,4.129,0,307034.75,343056.56,465.9000000000233,358.0
300002,1060.5,4.379,0.0,0,307386.75,343542.03,485.47000000003027,352.0
301002,709.5,3.682,0.0,0,307676.25,344036.38,494.3499999999767,289.5
302001,1081.25,5.693,0.0,0,308046.0,344605.4,569.0200000000186,369.75
303001,1074.0,5.785,0.0,0,308416.0,345210.72,605.3199999999488,370.0
304001,1101.75,5.838,0.0,0,308801.75,345832.28,621.5600000000559,385.75
305001,1117.25,5.566,0.0,0,309230.5,346446.16,613.8799999999464,428.75
306001,1059.25,5.156,0.0,0,309578.5,347028.44,582.2800000000279,348.0
307001,972.0,4.91,0.0,0,309920.25,347571.38,542.9400000000023,341.75
308001,872.0,4.674,1.044,0,310259.0,348083.5,512.1199999999953,338.75
309001,948.0,4.455,4.16,0,310563.75,348579.0,495.5,304.75
310001,874.75,4.873,4.245,0,310873.25,349049.53,470.53000000002794,309.5
311001,797.5,5.182,6.888,0,311213.25,349518.47,468.9399999999441,340.0
312001,1005.5,6.652,11.682,0,311586.0,350026.38,507.9100000000326,372.75
313001,1140.0,7.051,13.058,0,312072.5,350576.25,549.8699999999953,486.5
314001,1185.25,5.434,0.0,0,312621.25,351181.1,604.8499999999767,548.75
315001,1163.25,24.438,32.916,0,312967.75,351893.8,712.7000000000116,346.5
316001,2115.5,14.922,18.292,6,314640.0,352736.06,842.2600000000093,1672.25
317001,1446.75,9.848,17.505,11,315963.75,353543.47,807.4099999999744,1323.75
318001,1662.5,12.031,30.972,13,316665.0,354463.47,920.0,701.25
319001,2086.75,14.662,22.818,16,317943.75,355593.75,1130.280000000028,1278.75
320001,2242.75,8.947,32.825,17,318987.25,356955.66,1361.9099999999744,1043.5
321001,2405.0,16.955,30.115,19,319980.75,358576.56,1620.9000000000233,993.5
322001,2882.5,18.041,29.971,22,321846.75,360371.28,1794.7200000000303,1866.0
323001,3424.25,16.643,25.119,27,324236.75,361963.03,1591.75,2390.0
324001,3103.0,10.121,0.0,28,325637.75,362888.7,925.6699999999837,1401.0
325001,1279.0,5.557,0.0,28,325692.75,363275.8,387.0999999999767,55.0
326001,1966.0,10.33,25.287,27,326247.0,363749.66,473.85999999998603,554.25
327001,1970.5,5.566,0.0,28,326897.75,364357.47,607.8099999999977,650.75
328001,1907.25,6.221,16.18,27,327164.25,365062.2,704.7300000000396,266.5
329001,2006.0,7.504,5.771,27,327759.75,365812.4,750.2000000000116,595.5
330001,1951.75,5.715,0.0,27,328229.0,366522.53,710.1300000000047,469.25
331001,1905.75,3.906,3.192,26,328338.5,367152.7,630.1699999999837,109.5
332001,1903.25,5.176,5.771,26,328732.5,367686.03,533.3300000000163,394.0
333001,1823.0,5.566,0.0,26,329131.25,368104.38,418.3499999999767,398.75
334001,1722.0,5.232,0.0,24,329273.0,368424.22,319.8399999999674,141.75
335001,1538.25,4.861,0.0,21,329273.0,368706.62,282.4000000000233,0.0
336001,1513.0,3.582,7.855,20,329273.0,369036.47,329.8499999999767,0.0
337001,1457.5,4.785,11.53,20,329657.0,369449.44,412.97000000003027,384.0
338001,1467.5,7.479,11.664,20,330222.25,369954.62,505.179999999993,565.25
339001,1457.75,9.48,19.241,20,330799.75,370529.16,574.539999999979,577.5
340001,1533.75,9.869,0.0,21,331559.75,371121.97,592.8099999999977,760.0
341001,1579.5,6.615,0.0,21,332171.0,371635.4,513.4300000000512,611.25
342001,1346.5,5.482,0.0,21,332572.25,371985.38,349.9799999999814,401.25
343001,1021.0,3.225,0.0,20,332924.75,372197.1,211.71999999997206,352.5
