Time,Engine speed,Throttle position,Accelerator pedal position,Speed,Actual,Predicted,Predicted_Diff,Actual_Diff
2000,1550.75,8.068,10.626,5,2051.6870000000345,1180.9963,492.34040000000005,732.375
3000,1514.5,7.109,0.0,5,2613.8120000000345,1806.7544,625.7581,562.125
4000,1553.5,6.918,0.0,5,3128.374000000069,2541.9973,735.2429,514.5620000000345
5000,1465.5,6.367,8.521,5,3644.25,3309.4172,767.4198999999999,515.8759999999311
6000,1270.0,6.463,0.0,4,4043.5,4057.1084,747.6912000000002,399.25
7000,1311.25,6.523,0.0,4,4491.75,4776.4385,719.3301000000001,448.25
8000,1353.0,6.381,0.0,0,5031.75,5429.353,652.9144999999999,540.0
9000,1171.75,5.645,0.0,0,5441.1870000000345,5980.031,550.6779999999999,409.43700000003446
10000,975.75,4.561,0.0,0,5809.3120000000345,6435.119,455.08799999999974,368.125
11000,806.25,4.553,0.0,0,6136.3120000000345,6836.42,401.3010000000004,327.0
12000,703.5,5.217,0.0,0,6429.5620000000345,7243.616,407.1959999999999,293.25
13000,946.75,6.334,0.0,0,6851.0,7697.906,454.28999999999996,421.43799999996554
14000,895.25,6.035,0.0,0,7301.187000000034,8165.507,467.60099999999966,450.18700000003355
15000,905.5,5.748,0.0,0,7688.312000000034,8636.759,471.2520000000004,387.125
16000,908.5,5.791,0.0,0,8091.874000000069,9101.673,464.91400000000067,403.56200000003537
17000,888.0,5.746,0.0,0,8525.437000000034,9553.101,451.4279999999999,433.56299999996554
18000,892.75,5.852,0.0,0,8907.562000000034,9988.974,435.8729999999996,382.125
19000,889.75,5.566,0.0,0,9311.75,10405.053,416.0789999999997,404.18799999996554
20000,877.75,5.6,0.0,0,9723.062000000034,10801.991,396.9380000000001,411.31200000003446
21000,879.0,5.623,0.0,0,10101.562000000034,11192.447,390.45600000000013,378.5
22000,881.25,5.334,0.0,0,10491.124000000067,11604.374,411.9269999999997,389.56200000003264
23000,870.0,5.584,0.0,0,10899.562000000034,12088.108,483.7340000000004,408.43799999996736
24000,876.5,7.016,11.716,0,11281.437000000034,12717.415,629.3070000000007,381.875
25000,1997.0,14.688,22.327,0,12087.687000000034,13502.185,784.7699999999986,806.25
26000,1533.75,7.93,0.0,0,13054.874000000067,14193.556,691.371000000001,967.1870000000326
27000,1392.0,7.49,7.993,0,13574.937000000034,14799.832,606.2759999999998,520.0629999999674
28000,1438.0,7.771,9.064,0,14116.437000000034,15377.886,578.0540000000001,541.5
29000,1604.5,7.988,10.501,0,14759.374000000067,15955.539,577.6530000000002,642.9370000000326
30000,1444.5,6.305,0.0,0,15177.312000000034,16533.398,577.8590000000004,417.93799999996736
31000,1305.5,5.275,3.088,0,15568.187000000034,17187.844,654.4459999999999,390.875
32000,1836.25,7.455,6.104,0,16061.5,17990.887,803.0429999999978,493.31299999996554
33000,2051.5,7.262,5.988,0,16541.062000000034,18835.033,844.1460000000006,479.56200000003446
34000,2124.25,7.305,5.988,0,17069.687000000034,19586.783,751.75,528.625
35000,1730.0,6.338,0.0,0,17521.062000000034,20175.52,588.737000000001,451.375
36000,1304.25,4.516,1.544,0,17767.687000000034,20713.154,537.6339999999982,246.625
37000,1635.0,7.217,9.055,0,18231.937000000034,21364.715,651.5610000000015,464.25
38000,1684.25,8.801,15.72,0,18826.437000000034,22129.424,764.7089999999989,594.5
39000,1806.25,8.873,13.733,4,19446.5,22953.996,824.5720000000001,620.0629999999655
40000,1938.5,7.84,0.0,5,20054.562000000034,23709.605,755.6090000000004,608.0620000000345
41000,1432.75,6.738,7.938,5,20603.312000000034,24289.568,579.9629999999997,548.75
42000,1161.0,6.66,0.0,5,21051.87400000007,24776.707,487.1389999999992,448.56200000003446
43000,1220.5,6.268,0.0,6,21512.687000000034,25257.53,480.8230000000003,460.81299999996554
44000,1307.0,6.438,0.0,4,22031.937000000034,25730.207,472.6769999999997,519.25
45000,1207.5,5.391,0.0,0,22448.187000000034,26162.855,432.64800000000105,416.25
46000,1009.5,4.609,0.0,0,22854.937000000034,26552.795,389.9399999999987,406.75
47000,816.0,4.021,0.0,0,23178.937000000034,26921.639,368.84400000000096,324.0
48000,755.75,4.072,0.0,0,23448.562000000034,27304.262,382.6229999999996,269.625
49000,844.75,4.482,0.0,0,23756.312000000034,27709.912,405.65000000000146,307.75
50000,834.0,4.521,0.0,0,24107.687000000034,28108.684,398.77200000000084,351.375
51000,841.5,4.471,0.0,0,24397.12400000007,28475.812,367.1280000000006,289.43700000003446
52000,841.75,4.373,0.0,0,24732.312000000034,28793.543,317.73099999999977,335.18799999996554
53000,838.75,4.436,0.0,0,25072.25,29062.633,269.09000000000015,339.93799999996554
54000,840.25,4.418,0.0,0,25372.562000000034,29312.908,250.27499999999782,300.31200000003446
55000,844.0,4.492,0.0,0,25681.062000000034,29613.15,300.242000000002,308.5
56000,840.0,4.443,0.0,0,26038.312000000034,30079.955,466.8050000000003,357.25
57000,856.75,19.971,32.364,0,26338.0,30873.807,793.851999999999,299.68799999996554
58000,2720.5,16.896,27.557,0,28091.437000000034,32038.824,1165.0169999999998,1753.4370000000345
59000,2034.0,7.842,11.807,4,29422.062000000034,33091.797,1052.9729999999981,1330.625
60000,1762.25,7.721,9.735,4,30008.187000000034,33948.49,856.6929999999993,586.125
61000,1561.0,7.695,5.109,5,30570.37400000007,34641.17,692.6800000000003,562.1870000000345
62000,1398.25,7.525,0.0,4,31228.187000000034,35227.445,586.2750000000015,657.8129999999655
63000,1382.0,7.156,0.0,3,31722.937000000034,35741.67,514.2249999999985,494.75
64000,1206.75,6.451,0.0,0,32221.37400000007,36170.758,429.0880000000034,498.43700000003446
65000,982.75,5.865,0.0,0,32705.87400000007,36528.42,357.6619999999966,484.5
66000,882.25,5.703,0.0,0,33070.562000000034,36857.223,328.8029999999999,364.68799999996554
67000,889.75,5.553,0.0,0,33465.312000000034,37217.008,359.7850000000035,394.75
68000,888.0,5.621,0.0,0,33903.437000000034,37688.4,471.3919999999998,438.125
69000,1183.25,26.102,26.434,0,34341.187000000034,38372.516,684.1160000000018,437.75
70000,2471.25,8.037,0.0,0,36069.062000000034,39236.707,864.1909999999989,1727.875
71000,1886.75,7.098,16.489,3,36580.687000000034,39962.746,726.038999999997,511.625
72000,1403.0,7.525,24.042,4,37077.312000000034,40606.688,643.9420000000027,496.625
73000,1424.75,10.922,21.805,6,37664.87400000007,41389.004,782.3159999999989,587.5620000000345
74000,2230.5,11.775,18.198,8,38704.75,42391.395,1002.390999999996,1039.875999999931
75000,2459.0,9.688,0.0,10,39592.25,43365.934,974.5390000000043,887.5
76000,2074.25,7.695,0.0,10,40102.37400000007,44089.82,723.8859999999986,510.1240000000689
77000,1206.75,5.111,0.0,9,40215.87400000007,44624.824,535.0040000000008,113.5
78000,1616.0,5.914,0.0,8,40608.87400000007,45211.09,586.265999999996,393.0
79000,1627.25,5.297,0.0,8,41031.437000000034,45812.08,600.9900000000052,422.56299999996554
80000,1442.75,7.189,0.0,7,41453.12400000007,46355.58,543.5,421.68700000003446
81000,1216.0,5.699,0.0,7,41889.312000000034,46811.81,456.2299999999959,436.18799999996554
82000,1005.0,5.602,0.0,6,42301.75,47190.93,379.1200000000026,412.43799999996554
83000,916.75,5.404,0.0,6,42740.37400000007,47522.723,331.79299999999785,438.6240000000689
84000,892.25,4.883,0.0,5,43068.37400000007,47819.117,296.39400000000023,328.0
85000,880.75,4.852,0.0,4,43430.0,48080.133,261.01600000000326,361.6259999999311
86000,770.75,4.211,0.0,0,43788.937000000034,48318.97,238.83699999999953,358.93700000003446
87000,760.25,4.449,0.0,0,44060.812000000034,48581.355,262.38500000000204,271.875
88000,792.75,4.332,0.0,0,44399.562000000034,48894.15,312.79499999999825,338.75
89000,884.0,6.951,1.578,0,44753.12400000007,49265.242,371.0919999999969,353.56200000003446
90000,1125.0,6.082,0.0,0,45173.937000000034,49666.68,401.4380000000019,420.81299999996554
91000,928.25,5.357,0.0,0,45557.12400000007,50034.023,367.34300000000076,383.18700000003446
92000,900.5,4.699,0.0,0,45990.12400000007,50378.86,344.83699999999953,433.0
93000,879.25,4.91,0.0,0,46285.687000000034,50714.527,335.6670000000013,295.56299999996554
94000,865.75,5.23,0.0,0,46647.062000000034,51052.254,337.72699999999895,361.375
95000,885.5,6.236,0.0,0,47083.812000000034,51395.99,343.73599999999715,436.75
96000,893.25,6.062,0.0,0,47483.75,51736.902,340.9120000000039,399.93799999996554
97000,888.75,5.486,0.0,0,47909.812000000034,52062.8,325.89800000000105,426.06200000003446
98000,888.75,5.828,0.0,0,48348.5,52365.4,302.59999999999854,438.68799999996554
99000,877.75,5.699,0.0,0,48727.812000000034,52645.53,280.1299999999974,379.31200000003446
100000,878.75,5.602,0.0,0,49122.87400000007,52932.7,287.16999999999825,395.06200000003446
101000,868.75,5.578,0.0,0,49547.937000000034,53311.91,379.2100000000064,425.06299999996554
102000,1282.0,9.963,18.393,0,50056.312000000034,53825.918,514.0079999999944,508.375
103000,1308.5,10.42,19.101,0,50962.687000000034,54395.332,569.4140000000043,906.375
104000,1214.5,8.691,13.248,5,51849.5,54951.28,555.9479999999967,886.8129999999655
105000,967.25,11.877,13.248,7,52434.25,55462.26,510.9800000000032,584.75
106000,1139.5,6.371,0.0,9,53133.437000000034,55951.777,489.5169999999998,699.1870000000345
107000,1109.25,6.484,0.0,8,53626.437000000034,56377.867,426.0899999999965,493.0
108000,1035.5,5.6,0.0,8,54025.25,56730.51,352.64300000000367,398.81299999996554
109000,955.75,6.023,0.0,7,54445.687000000034,57028.887,298.3770000000004,420.43700000003446
