report_trip_number,trip_start_time,trip_end_time,data_count,trip_time,trip_distance,trip_idle_time,trip_speed_avg,trip_speed_std,trip_speed_max,trip_engine_speed_avg,trip_acceleration_avg,trip_deceleration_avg,trip_accelerator_pedal_position_avg,trip_accelerator_pedal_position_std,trip_coolant_temperature_avg,trip_coolant_temperature_start,trip_fuel_consumption_lit,trip_fuel_consumption_avg
119,2024-09-11 10:13:10,2024-09-11 10:27:48,1756,879.495,12.100999999999658,49,49.812072892938495,25.311866568962014,100,1655.5825740318908,-0.0013915903266010215,-0.235944680370902,17.58577334851936,20.46632293744856,73.90489749430525,39,972818.812,545697.8564083144
11,2024-08-11 15:32:11,2024-08-11 15:33:03,107,53.0,0.007999999999810825,105,0.11214953271028037,0.8164245889881666,6,673.4532710280374,-0.08808203701653626,-6.283185307179586,0.0,0.0,84.64485981308411,84,9344.375,1523756.7651869159
120,2024-09-11 10:59:06,2024-09-11 11:08:32,1136,567.498,8.319999999999709,123,52.99295774647887,27.77689502985415,101,1626.520906690141,-0.021353845656169327,-0.34208733510117634,17.474602112676056,25.064363467553225,80.0105633802817,73,685838.516,421120.6161927817
121,2024-09-11 17:12:32,2024-09-11 17:20:14,927,462.999,0.0,927,0.0,0.0,0,850.9822006472492,-0.08940794658307442,-4.027466471366325,0.0,0.0,65.86731391585761,45,168863.13999999998,108196.77803559869
122,2024-09-11 17:20:14,2024-09-11 17:34:57,1199,881.929,8.055000000000291,89,48.56463719766472,23.14256354844128,83,1738.0279399499584,-0.012625602769553821,-0.23596308998840318,16.916830692243536,17.933508474990663,80.26355296080067,78,637263.032,560265.4088657214
123,2024-09-11 17:34:57,2024-09-11 17:41:15,758,378.496,2.71100000000024,209,25.7532981530343,23.439087890858175,70,1475.5392480211083,-0.008775711863192079,-0.5947647258989188,12.278158311345646,18.154673048902715,80.43667546174143,84,352614.531,174955.20503562005
124,2024-09-11 19:52:44,2024-09-11 20:14:16,2588,1293.485,10.588999999999942,683,29.505409582689335,28.232201115883008,99,1360.127511591963,-0.005828185511609306,-0.8105220028024975,11.127355486862442,17.571405565017468,80.3918083462133,63,973775.625,596094.723366306
125,2024-09-14 08:14:13,2024-09-14 08:32:25,2188,1093.5,9.687000000000808,274,31.898080438756857,27.66046232462165,90,1468.9311014625227,-0.006781403266076875,-0.467840946707482,11.9779844606947,15.968770089654651,72.55987202925046,33,836054.047,452533.5871023766
126,2024-09-14 17:18:16,2024-09-14 17:18:45,64,33.5,0.019999999999527063,43,2.390625,4.16568440802968,13,916.9140625,-1.5684382230579688e-05,-0.0010038004627571,8.413687499999998,13.857404088050682,35.578125,34,19738.609,13424.159203125
127,2024-09-14 17:32:06,2024-09-14 17:32:06,1,0.0,0.0,1,0.0,,0,263.25,0.0079429130221054,,0.0,,82.0,82,0.0,380330.156
128,2024-09-14 17:33:56,2024-09-14 17:50:17,1916,980.448,7.878999999999905,372,29.562630480167016,27.381164881303246,92,1463.276748434238,-0.0014889222404433895,-0.4513915479564554,10.36394624217119,16.49481040137363,82.84446764091858,81,702862.532,399190.28028601245
129,2024-09-14 17:50:17,2024-09-14 17:50:55,77,38.0,0.0,73,0.22077922077922077,1.0339420810330557,6,526.7012987012987,-0.14376979713700822,-3.7699111843077517,2.261922077922078,7.86534558207251,85.0909090909091,85,9120.828,7869.002974025976
12,2024-08-11 15:33:05,2024-08-11 15:33:57,108,53.498,0.028000000000247383,106,0.1111111111111111,0.8126722199458094,6,517.3773148148148,-0.08726646259971647,-3.820874798465986,0.0,0.0,85.95370370370371,85,7096.375,1532555.695601852
130,2024-09-15 08:25:55,2024-09-15 08:41:18,1848,923.5,11.25800000000072,116,43.99025974025974,22.985033437902292,87,1767.9741612554112,-0.008702469667398117,-0.35107484579399334,17.10929329004329,17.761608826835005,72.50811688311688,27,906152.281,542523.5559063853
131,2024-09-15 10:52:59,2024-09-15 11:02:31,1146,572.491,8.645000000000437,3,54.57417102966841,19.845477204376134,81,1934.7742146596859,-0.005346891988997743,-0.08976398534330969,16.240364746945897,16.337847461697294,77.87696335078535,60,531854.3910000001,345484.7952748691
132,2024-09-15 11:02:31,2024-09-15 11:03:19,98,48.501,0.0,93,0.21428571428571427,1.0178813654973773,6,590.2372448979592,-0.1282282715750936,-2.734093179834157,0.7938877551020408,4.530494549556348,81.87755102040816,81,14095.812999999966,606615.949010204
133,2024-09-15 14:48:50,2024-09-15 14:49:02,26,12.5,0.0,25,0.07692307692307693,0.392232270276368,2,771.0576923076923,-0.00014771823963666153,-0.0038406742305532,1.5846923076923076,5.598303484229705,41.96153846153846,42,5520.0,5308.2345000000005
134,2024-09-15 14:49:02,2024-09-15 15:10:08,2533,1266.181,17.715000000000146,291,50.584682195025664,25.73871541925353,94,1911.9257797078562,0.013934991444240456,-0.10610001308427588,17.295630082905646,21.57406723640663,79.71733122779312,42,1519495.219,864269.8458349783
135,2024-09-15 15:10:08,2024-09-15 15:13:48,441,220.002,1.6480000000001382,75,26.90249433106576,19.446243342296466,61,1297.8860544217687,0.028495275734879776,-0.31274439904679385,12.935217687074827,19.69498456247529,85.02721088435374,90,190462.375,1633128.1541950114
136,2024-09-15 16:32:05,2024-09-15 17:05:35,3712,2011.606,17.95299999999952,747,34.9129849137931,27.444929764891143,95,1498.8307516163793,-0.01721781581938104,-0.5815686695044361,12.267536637931034,15.40570296175673,83.12015086206897,72,1427352.312,782624.2040872845
137,2024-09-15 17:05:37,2024-09-15 17:30:25,2979,1489.005,10.746000000000095,527,25.95031889895938,21.826831190940847,82,1435.5582410204768,-0.003948234052504657,-0.46770747356222436,12.560613628734474,15.957609291988089,84.55287009063444,85,1171924.234,501357.95951594494
138,2024-09-15 17:30:25,2024-09-15 17:31:19,109,53.999,0.011999999999716238,91,0.7889908256880734,1.895772072247885,7,754.0022935779816,-0.1334424304611958,-3.927994381307138,3.5168165137614675,8.310098323798957,90.73394495412845,90,21315.75,1187246.6869266054
139,2024-09-16 00:04:33,2024-09-16 00:16:48,1389,694.0,6.38300000000072,228,33.149748020158384,21.48253181557883,78,1205.187365010799,-0.008584277776665539,-0.36476605575834886,13.848103671706264,19.42361870362994,70.80345572354211,38,509474.141,299027.1732167027
13,2024-08-11 17:05:12,2024-08-11 17:33:19,3376,1687.65,13.902000000000044,1155,28.652251184834125,27.26448642677619,80,1366.8337529620853,0.000760985893640472,-0.9370076835714907,12.25721652843602,16.2179690582987,102.12825829383887,74,1719113.109,1087257.8197588862
140,2024-09-16 00:16:48,2024-09-16 00:17:24,75,37.0,0.0,73,0.16,0.9731531364728913,6,786.47,0.014721270464154822,-2.7102636177802615,4.21228,13.330457131676315,83.05333333333333,84,10974.484,10065.268426666666
141,2024-09-16 09:37:06,2024-09-16 09:58:22,2560,1279.676,6.777000000000044,348,18.94453125,16.29339875772856,67,1308.623046875,0.0015691767551670444,-0.26625543927011813,11.263236328125,15.036366108171663,73.696875,27,827468.391,482235.2306554687
142,2024-09-16 12:29:58,2024-09-16 12:48:32,2230,1114.572,6.186999999999898,402,19.8847533632287,17.859973037044778,77,1191.252466367713,-0.012302925853841865,-0.4863740202356386,7.986013901345291,13.570030194242799,79.89461883408072,56,651041.5,394236.6368412556
143,2024-09-16 12:48:32,2024-09-16 12:49:02,62,30.499,0.0,60,0.1935483870967742,1.068762263699852,6,478.383064516129,0.0,-1.363800277508369,2.0522096774193552,9.234488696181536,81.93548387096774,83,6428.875,684458.3689516129
144,2024-09-17 08:42:49,2024-09-17 08:43:13,56,31.5,0.12200000000029831,11,12.767857142857142,9.206699283039049,31,1272.611607142857,-1.7118362895564284e-05,-0.0009586283221516,18.370982142857144,17.812799638555184,25.964285714285715,25,42896.420999999995,16551.81725
145,2024-09-17 16:12:06,2024-09-17 16:25:56,1664,833.701,9.605999999999767,126,41.54927884615385,21.690768826295162,78,1779.6317608173076,0.010297421218247978,-0.21494256760934233,18.611748798076924,17.874406248169258,74.21875,35,934216.063,457231.3908100962
146,2024-09-18 01:11:19,2024-09-18 01:20:53,1152,575.494,7.171999999999571,86,44.97222222222222,25.35576765118364,85,1632.4305555555557,0.00621622252512927,-0.2614034895703006,13.974347222222223,21.039592072928592,70.98263888888889,35,456630.329,315397.33148871525
147,2024-09-18 08:46:01,2024-09-18 09:15:41,3560,1781.501,6366.332,319,46.72556179775281,27.449966612121127,94,1730.5676966292135,0.004656845505938478,-0.1669597211354073,16.654121348314607,17.483185130530412,77.99297752808988,35,1722795.031,911756.8828926965
148,2024-09-18 12:35:45,2024-09-18 12:49:41,1676,837.642,12.272999999999229,107,52.961217183770884,23.38391434766795,82,1931.5425119331742,0.006139453643995221,-0.1388629829967075,17.194496420047734,15.05411673977967,77.48329355608593,45,865711.765,469156.752804296
149,2024-09-18 17:53:41,2024-09-18 18:15:05,2575,1287.127,9.719000000000051,807,27.19495145631068,26.28549056284398,99,1263.6899029126214,-0.013081910132526055,-0.5513501303586225,12.600532038834952,18.731963548199076,78.98135922330097,40,1102387.984,689932.5435013592
14,2024-08-12 07:49:40,2024-08-12 07:50:06,58,30.5,0.018999999999323336,34,1.6379310344827587,2.091740447671143,6,1024.6853448275863,0.0,,10.704724137931034,15.148746149020955,37.36206896551724,37,17361.719,8086.73575862069
150,2024-09-18 18:15:05,2024-09-18 18:16:15,139,69.0,0.012000000000625732,119,0.6330935251798561,1.6468850038261162,7,914.2176258992806,-0.22594557547587596,-3.326766034313067,3.4466618705035974,8.397410014406647,80.07194244604317,79,32140.375,1127692.0251798562
151,2024-09-18 18:16:15,2024-09-18 18:16:19,10,4.5,0.0,10,0.0,0.0,0,456.75,8.881784197001253e-17,-1.914975255288178,8.2523,13.66219927838202,79.2,77,1238.125,1142494.375
152,2024-09-18 18:16:21,2024-09-18 18:17:21,124,61.5,0.0039999999999054126,110,0.3790322580645161,1.1447493561395228,6,756.4314516129032,-0.10134169850289657,-2.7674406040755954,2.3075725806451612,5.78285640615443,79.48387096774194,78,22937.25,1158710.4465725806
153,2024-09-19 08:55:44,2024-09-19 09:26:29,3642,1820.485,24.511999999999716,133,48.63316858868753,21.481812170193916,90,1606.7601592531576,0.003988451340319731,-0.14405283887525225,18.9904346512905,14.431243029548936,77.1317957166392,33,1686307.469,886552.9549360242
154,2024-09-19 09:41:03,2024-09-19 09:44:35,428,213.602,2.9179999999996653,1,49.401869158878505,20.679718792376924,80,1452.3317757009345,-0.008128537360287494,-0.24911521884415389,17.33605373831776,17.531856658162354,81.69158878504673,86,198733.92200000002,98255.17410747665
155,2024-09-19 15:36:51,2024-09-19 15:52:52,1928,963.632,9.746000000000095,411,36.510892116182575,27.826597872858596,90,1399.9941649377593,0.008600893089026661,-0.4599885396519372,15.025423236514523,16.85973381306339,73.86255186721992,37,835530.891,461975.9500181535
156,2024-09-20 19:57:53,2024-09-20 19:58:14,48,31.499,0.023000000000138243,25,3.5,4.2325989199333875,12,1592.03125,0.0003772952490598458,,9.820208333333333,12.438616188269416,28.3125,27,33791.0,20749.870375000002
157,2024-09-20 21:00:52,2024-09-20 21:21:47,250,1255.463,0.3899999999994179,119,11.2,15.12597701713487,48,1027.188,0.02122727166552115,-0.8947396846096618,10.624228,16.018036472983088,82.976,88,89713.25,3056193.761
158,2024-09-20 21:21:47,2024-09-20 22:26:40,7782,3892.557,64.94600000000082,933,60.38023644307376,33.021258784708,120,1646.963505525572,-0.00392691121308101,-0.2571236786123922,20.08594564379337,17.01349557132781,83.46787458236957,82,4877053.234,2934751.0641053715
159,2024-09-21 11:35:05,2024-09-21 11:38:46,448,225.502,1.0819999999994252,61,16.919642857142858,10.250891502983755,41,1301.4425223214287,0.009513169364655434,-0.2782752959379759,20.298207589285713,16.61702141499045,46.703125,30,215162.0,102474.35194419643
15,2024-08-12 09:24:08,2024-08-12 09:27:46,440,219.501,0.1289999999999054,316,1.6568181818181817,3.204204081163719,14,980.4369318181818,-0.050001563392522014,-2.6162207586404316,4.308770454545455,9.96330079392801,83.53181818181818,82,79129.36,46895.760195454546
160,2024-09-21 11:49:21,2024-09-21 11:49:21,1,0.0,0.0,0,6.0,,6,728.75,0.0,,0.0,,79.0,79,0.0,648362.0
161,2024-09-21 12:59:15,2024-09-21 13:10:30,1351,675.034,5.5,292,29.355292376017765,22.41820456780787,81,1219.8023686158401,-0.0177095075920419,-0.6151355822549548,13.569565507031829,17.772377016114906,80.11102886750555,78,535725.219,312628.4671547002
162,2024-09-21 13:10:30,2024-09-21 13:12:28,237,118.019,0.09400000000005093,171,2.8143459915611815,5.4023814678205,19,856.5379746835443,-0.03444388392406321,-2.0350672130915295,2.6890506329113926,8.258751008340436,80.9873417721519,78,49703.25,566489.9606962026
163,2024-09-22 10:10:18,2024-09-22 10:13:52,436,223.499,0.8980000000001382,140,13.68348623853211,12.247478849258256,38,1022.1198394495412,0.017055407968655213,-0.08633562033198587,7.207337155963302,13.706807776407961,41.158256880733944,29,131521.25,64454.31566284404
164,2024-09-22 12:30:19,2024-09-22 12:55:19,3004,1501.503,19.570999999999913,426,47.108189081225035,33.25795926283721,103,1713.488432090546,0.0013376186834332979,-0.32410479794752073,15.724710053262315,19.261194825971497,79.33655126498003,59,1572098.609,786242.1106181757
165,2024-09-22 12:59:47,2024-09-22 13:17:11,2092,1045.522,12.398000000000138,203,42.798279158699806,29.680096319819913,94,1655.111137667304,0.0012868493698445366,-0.3274913768707806,16.069018164435946,20.831649373235553,81.45363288718929,80,1109714.516,507943.5912939771
166,2024-09-22 14:58:17,2024-09-22 15:26:05,3340,1669.532,14.92199999999957,961,32.25538922155689,28.34358544498585,88,1531.4925149700598,-0.0016185190612157977,-0.4891553205069969,11.861784431137725,17.096640826238872,81.6682634730539,70,1342008.328,688928.0547670658
167,2024-09-22 18:51:07,2024-09-22 19:15:07,2884,1441.919,15.815999999999804,351,39.599514563106794,29.085270830774054,103,1596.7563280166435,-0.007243795854375713,-0.257887950420644,15.383648058252426,18.95998160889681,80.88800277392511,51,1436156.469,841272.6075194174
168,2024-09-22 21:27:19,2024-09-22 21:43:29,1504,972.745,6.192000000000007,201,29.638297872340427,20.658700963775036,69,1218.6695478723404,0.003532245997757469,-0.33134282058962566,16.86325265957447,20.214449459518313,77.54255319148936,61,627463.547,330491.4931841755
169,2024-09-22 21:43:31,2024-09-22 21:45:17,214,106.499,0.5309999999999491,28,17.88785046728972,11.281150594602412,35,1344.8656542056074,-0.018964335155526535,-0.9452752515934159,12.251602803738317,12.899346628145304,80.04672897196262,79,75262.953,47117.58907009346
16,2024-08-12 10:14:52,2024-08-12 10:26:22,1372,691.557,3.4960000000000946,656,18.22521865889213,24.054663729596825,77,1242.2527332361517,0.03270061140326739,-0.8640321098541547,10.059065597667638,19.5177786926219,86.35131195335276,76,515042.297,270585.4922776968
170,2024-09-23 07:43:44,2024-09-23 08:39:26,2159,3344.951,11.440999999999804,178,38.24733672996758,24.612943713272408,89,1363.0006947660954,-0.004368911542416596,-0.3171701035740891,16.95755581287633,16.358243217039874,71.57897174617878,33,907130.828,458370.57716535433
171,2024-09-23 08:39:28,2024-09-23 08:40:02,67,33.0,0.0,67,0.0,0.0,0,895.3507462686567,-0.03377081854157384,-5.404237495875241,0.42783582089552236,2.510940193325005,75.26865671641791,70,18840.219,10153.949865671642
172,2024-09-23 08:52:58,2024-09-23 09:06:00,1562,780.506,10.277000000000044,110,47.53393085787452,27.171869776520122,114,2036.391005121639,0.006577186372220151,-0.14592572111408575,14.871567221510883,15.52829656876883,83.43790012804098,80,812182.7039999999,440816.7351274008
173,2024-09-23 09:06:00,2024-09-23 09:18:11,1401,730.969,0.23400000000037835,1220,1.1962883654532477,3.751668266965847,26,947.7293004996432,-0.037325347904449774,-2.627684716064938,1.880688079942898,7.271145882021196,80.15274803711634,84,259969.25,956851.3359757317
174,2024-09-23 09:18:11,2024-09-23 09:18:15,10,4.532,0.0,9,0.6,1.8973665961010278,6,483.05,0.0,,0.0,0.0,78.8,78,806.6249999999999,1087.8811
175,2024-09-23 09:18:17,2024-09-23 09:18:19,7,3.0,0.0,4,2.5714285714285716,3.2071349029490928,6,477.9642857142857,0.0,,0.0,0.0,78.85714285714286,79,684.219,1907.9465714285714
176,2024-09-23 09:18:19,2024-09-23 10:02:07,90,2625.568,0.0,88,0.13333333333333333,0.8893881244738193,6,268.68333333333334,-0.10472599076926016,-4.188977274274403,0.36125555555555555,3.427171118835166,78.6,78,4413.172,6014.2473
177,2024-09-23 10:02:07,2024-09-23 10:02:41,71,35.001,0.0,71,0.0,0.0,0,790.6725352112676,-0.0034365778792789805,-0.2439970294288076,0.0,0.0,72.38028169014085,73,12853.876,6439.510140845071
178,2024-09-23 11:08:10,2024-09-23 11:38:01,1158,578.579,0.0,1155,0.015544041450777202,0.3051278934060061,6,826.8996113989638,-0.034864685080296394,-4.6518101887109236,0.0,0.0,78.58721934369603,78,191133.5,104514.95798100173
179,2024-09-23 11:38:01,2024-09-23 16:58:41,2674,1336.93,1.4729999999999563,2305,3.9588631264023935,11.878980026021717,86,967.7749626028422,-0.040957479271666285,-2.715327494868716,2.357268885564697,8.552255652201941,78.74420344053851,78,607487.844,283479.59812453255
17,2024-08-13 16:40:00,2024-08-13 16:41:26,82,40.5,0.023000000000138243,79,0.21951219512195122,1.1333811563319967,6,478.7987804878049,0.07824949506287543,-0.0039095912305555,0.0,0.0,40.19512195121951,39,9492.905999999999,7943.428975609756
180,2024-09-23 16:58:43,2024-09-23 17:19:33,2504,1251.768,12.819999999999709,430,36.95447284345048,27.384543598313797,114,1710.563698083067,0.0020269249521930846,-0.45669329995725666,18.734851038338658,27.16543086972467,77.004392971246,45,1449860.406,737291.2690411342
181,2024-09-23 19:14:27,2024-09-23 19:45:23,1722,1853.559,4.668000000000575,553,12.123693379790941,12.085369714374574,57,1449.6167247386759,-0.02442821171109721,-0.6010927669953761,10.3448768873403,13.347834319871485,77.92450638792103,57,1022840.922,387485.71064343787
182,2024-09-23 19:45:23,2024-09-23 19:54:48,326,566.548,2.5859999999993306,79,15.714723926380367,12.450081164413021,39,1518.2875766871166,0.01022883810601016,-0.09294924106139286,10.825530674846625,13.275809910706418,86.24233128834356,85,416235.062,204207.2091779141
183,2024-09-23 20:54:20,2024-09-23 21:00:30,744,371.503,1.9580000000005384,52,18.858870967741936,9.983443996930903,43,1509.680443548387,0.003954418320811673,-0.4522908715955983,9.151221774193548,13.573694840326752,80.75268817204301,77,228875.891,150387.28120698925
184,2024-09-23 21:02:38,2024-09-23 21:14:36,1440,719.531,3.175000000000182,297,15.743055555555555,11.259986859192342,42,1312.4428819444445,-0.005604989310563022,-0.56654182669153,8.837045138888888,13.806094375612348,84.74097222222223,86,422775.484,232067.14600069445
185,2024-09-24 05:53:48,2024-09-24 06:17:19,1541,770.253,6.121000000000095,243,28.599610642439973,20.129386023087882,80,1564.7876378974693,-0.006419500795639597,-0.32480669116021793,17.55787216093446,21.367461207357614,73.12524334847501,36,689826.438,404698.1121421155
186,2024-09-24 06:17:19,2024-09-24 06:38:03,2491,1245.002,10.152999999999338,1101,29.471698113207548,32.89377301404017,107,1448.6620835006022,-0.03476386616335337,-0.8568225090082292,12.236774387796066,19.697874712987105,86.51344841429145,83,929326.594,599558.8874560416
187,2024-09-24 06:38:05,2024-09-24 06:38:07,6,2.5,0.0,6,0.0,0.0,0,285.2083333333333,-1.0471975511965976,-6.283185307179586,0.0,0.0,94.83333333333333,94,0.0,931226.625
188,2024-09-24 06:38:07,2024-09-24 06:38:13,11,5.0,0.0,11,0.0,0.0,0,148.63636363636363,0.0,,20.446181818181817,36.68732855583295,95.18181818181819,94,0.0,931226.625
189,2024-09-24 06:38:13,2024-09-24 06:38:15,5,2.0,0.0,5,0.0,0.0,0,342.1,0.0,,33.404,39.5915200579619,95.4,96,0.0,931226.625
18,2024-08-13 16:41:28,2024-08-13 16:42:04,80,45.621,0.09799999999995634,32,6.4875,7.4323850883324,25,1130.321875,0.0,,22.7054625,27.09947664165751,43.2375,41,43251.532,14123.883399999997
190,2024-09-24 06:38:15,2024-09-24 06:38:21,14,6.499,0.0,14,0.0,0.0,0,116.66071428571429,0.0,,0.0,0.0,95.07142857142857,95,0.0,931226.625
191,2024-09-24 06:38:23,2024-09-24 06:38:29,16,7.5,0.0,16,0.0,0.0,0,116.65625,0.19634954084936207,,16.820812500000002,9.299948438701154,95.5,95,0.0,931226.625
192,2024-09-24 06:38:31,2024-09-24 06:38:33,5,2.0,0.0,5,0.0,0.0,0,323.2,0.6283185307179586,,43.5736,49.574358818849085,95.0,94,0.0,931226.625
193,2024-09-24 06:38:33,2024-09-24 06:38:43,22,10.5,0.0,22,0.0,0.0,0,48.5,0.0,,0.0,0.0,95.68181818181819,95,0.0,931226.625
194,2024-09-24 06:38:43,2024-09-24 06:39:03,41,20.0,0.0,41,0.0,0.0,0,26.103658536585368,-0.15324842212633139,-6.283185307179586,0.0,0.0,94.7560975609756,96,0.0,931226.625
195,2024-09-24 09:47:31,2024-09-24 09:58:57,1376,687.496,2.0150000000003274,883,10.537790697674419,17.65998115686679,61,998.8288517441861,-0.007312306077642831,-1.2111308235656675,4.977276889534884,12.555244693998866,73.95421511627907,56,369099.782,154870.86811264534
196,2024-09-24 10:30:09,2024-09-24 10:30:39,63,30.998,0.042999999999665306,29,4.714285714285714,4.729552155803975,13,1047.142857142857,-2.517924623388889e-06,-0.0001586292512735,4.584555555555555,11.980129113389252,74.55555555555556,77,13330.030999999999,10711.30877777778
197,2024-09-24 10:30:39,2024-09-24 10:32:25,213,106.199,0.0430000000005748,158,1.4131455399061033,2.806363382790155,11,824.4659624413146,0.013059651463983874,-1.9717460558666848,3.3312816901408455,11.36914125528134,77.89201877934272,75,39400.828,40797.60915023475
198,2024-09-24 10:40:48,2024-09-24 10:48:12,892,445.497,1.5349999999998545,553,12.397982062780269,20.507963369870243,75,1162.3318385650225,-0.04126718392001471,-1.7039285876959804,8.236655829596412,20.244305781530894,80.46860986547085,78,325106.25,236196.73704372192
199,2024-09-24 11:16:46,2024-09-24 11:38:54,2660,1329.624,6.610000000000582,1312,17.911278195488723,22.676768423220576,82,1450.075469924812,-0.01264811901012156,-0.9520956334394872,9.440771428571429,16.618010931755208,79.36278195488721,75,1125719.562,608523.339930451
19,2024-08-14 14:32:59,2024-08-14 14:33:17,40,19.5,0.023000000000138243,37,0.45,1.600480697021511,6,141.68125,-5.2623851046025004e-06,-0.0002104954041841,0.0,0.0,55.625,55,1147.0780000000013,38481.75875
