Speed,Actual,Predicted,Actual_Diff,Predicted_Diff
71,1031.734999999986,1114.6582,1031.734999999986,608.7838000000002
71,2216.5320000000065,1833.233,1184.7970000000205,718.5747999999999
72,3686.609999999986,2623.2703,1470.0779999999795,790.0373000000002
72,4736.718999999983,3348.757,1050.1089999999967,725.4866999999999
72,5871.625999999989,3994.4795,1134.9070000000065,645.7224999999999
72,6779.734999999986,4608.8105,908.1089999999967,614.3309999999997
72,7924.141000000003,5230.7446,1144.4060000000172,621.9341000000004
72,9041.421999999991,5867.818,1117.2809999999881,637.0734000000002
72,10295.141000000003,6512.1733,1253.7190000000119,644.3553000000002
72,11650.828999999998,7147.3247,1355.6879999999946,635.1513999999997
72,13046.87599999999,7744.367,1396.0469999999914,597.0423000000001
72,13997.516000000003,8264.998,950.640000000014,520.6309999999994
71,14992.812999999996,8702.787,995.2969999999932,437.78900000000067
71,15844.453999999998,9106.149,851.6410000000014,403.36199999999917
70,16753.532000000007,9474.932,909.0780000000086,368.78300000000127
70,17289.187999999995,9817.725,535.6559999999881,342.79299999999967
69,17933.843999999983,10123.785,644.6559999999881,306.0599999999995
68,18716.329,10448.377,782.4850000000188,324.59200000000055
68,19890.87599999999,10828.739,1174.5469999999877,380.36199999999917
68,20766.359999999982,11253.494,875.4839999999931,424.755000000001
67,21703.454,11722.669,937.0940000000192,469.1749999999993
67,22643.984999999982,12295.106,940.5309999999808,572.4369999999999
67,23704.579,13014.125,1060.5940000000192,719.0190000000002
68,24450.54699999999,13849.523,745.9679999999898,835.3979999999992
68,25324.234999999982,14622.26,873.687999999991,772.737000000001
68,26286.234999999982,15298.974,962.0,676.7139999999999
68,27275.016000000003,15934.654,988.7810000000209,635.6800000000003
68,27771.54699999999,16543.738,496.5309999999881,609.0840000000007
68,28438.704,17113.38,667.1570000000102,569.6419999999998
68,29151.609999999982,17643.29,712.9059999999808,529.9099999999999
67,29870.829,18162.0,719.2190000000192,518.7099999999991
68,30526.141000000003,18689.191,655.3120000000017,527.1909999999989
67,31189.968999999983,19148.303,663.8279999999795,459.112000000001
67,31782.312999999995,19524.219,592.3440000000119,375.9160000000011
66,32162.984999999982,19837.86,380.67199999998775,313.6409999999996
65,32162.984999999982,20166.08,0.0,328.22000000000116
65,32730.782000000007,20549.549,567.7970000000241,383.4689999999973
64,33370.954,20985.383,640.1719999999914,435.83400000000256
64,34067.37599999999,21463.59,696.4219999999914,478.2069999999985
64,34563.62599999999,21957.441,496.25,493.85099999999875
63,35259.54699999999,22484.734,695.9210000000021,527.2930000000015
63,36059.28200000001,23083.783,799.7350000000151,599.0489999999991
64,37070.75,23715.53,1011.4679999999935,631.7469999999994
63,37717.813,24251.025,647.0630000000019,535.4950000000026
63,38375.954,24725.188,658.140999999996,474.1629999999968
63,39082.03200000001,25194.744,706.0780000000086,469.5560000000005
63,39958.313,25704.197,876.2809999999954,509.45300000000134
63,40492.75,26194.629,534.4369999999981,490.4320000000007
62,40992.09399999998,26563.54,499.34399999998277,368.91100000000006
62,41404.391,26889.982,412.2970000000205,326.4419999999991
61,41634.079,27126.227,229.68799999999464,236.24499999999898
60,41634.079,27340.59,0.0,214.3630000000012
59,42240.17199999999,27571.477,606.0929999999935,230.8869999999988
59,42779.516,27835.625,539.3440000000119,264.14800000000105
58,43289.15700000001,28100.438,509.64100000000326,264.8129999999983
57,43374.266,28365.23,85.10899999999674,264.7920000000013
57,43746.954,28639.184,372.68799999999464,273.95400000000154
56,44331.313,28914.766,584.359000000004,275.5819999999985
56,44860.15700000001,29203.59,528.8440000000046,288.8240000000005
55,45284.59399999998,29522.285,424.43699999997625,318.6949999999997
55,45838.813,29927.705,554.2190000000192,405.4200000000019
55,46584.688,30450.818,745.875,523.1129999999976
55,47803.141,31088.06,1218.4530000000013,637.242000000002
56,48757.766,31775.076,954.625,687.0159999999996
56,49585.063,32367.723,827.2969999999987,592.6470000000008
56,50350.563,32881.94,765.5,514.2170000000006
56,51183.54699999999,33413.12,832.9839999999895,531.1800000000003
56,51917.29699999999,34045.22,733.75,632.0999999999985
57,52768.23499999999,34809.22,850.9380000000019,764.0
57,53674.04699999999,35601.254,905.8119999999981,792.0339999999997
58,54747.10999999999,36379.152,1073.063000000002,777.898000000001
58,55486.42199999999,37082.32,739.3119999999981,703.1679999999978
58,56228.98499999999,37782.047,742.5630000000019,699.726999999999
59,56886.84399999998,38486.004,657.8589999999895,703.9570000000022
59,57534.09399999998,39125.555,647.25,639.5509999999995
59,58087.54699999999,39755.992,553.4530000000086,630.4369999999981
59,58810.688,40479.336,723.1410000000105,723.3440000000046
60,59766.438,41332.72,955.75,853.3839999999982
61,60840.98499999999,42170.22,1074.5469999999914,837.5
61,61619.579,42822.027,778.5940000000046,651.8070000000007
61,62306.40700000001,43413.582,686.8280000000086,591.5550000000003
61,62903.938,44089.105,597.5309999999954,675.523000000001
62,63761.438,44875.137,857.5,786.0319999999992
62,64443.73499999999,45719.324,682.2969999999914,844.1869999999981
63,65399.98499999999,46622.44,956.25,903.1160000000018
64,66382.59399999998,47530.633,982.6089999999895,908.1929999999993
64,67392.37599999999,48404.805,1009.7820000000065,874.1719999999987
65,68241.688,49277.094,849.3120000000054,872.288999999997
65,69020.25,50101.562,778.5620000000054,824.4680000000008
66,69724.92199999999,50882.62,704.6719999999914,781.0580000000045
66,70535.34399999998,51554.66,810.4219999999914,672.0400000000009
66,71089.204,52190.473,553.8600000000151,635.8129999999946
66,71753.37599999999,52940.004,664.1719999999914,749.5310000000027
67,72698.73499999999,53941.81,945.3589999999967,1001.8059999999969
68,73854.563,54989.715,1155.8280000000086,1047.9049999999988
68,74640.62600000002,55746.88,786.0630000000237,757.1650000000009
68,75395.063,56300.92,754.4369999999763,554.0400000000009
68,75991.99999999997,56875.227,596.9369999999763,574.3070000000007
68,76491.438,57483.594,499.43800000002375,608.3669999999984
67,76915.74999999997,57783.535,424.31199999997625,299.94100000000617
68,77542.063,58100.773,626.3130000000237,317.23799999999756
67,78129.49999999997,58389.59,587.4369999999763,288.81699999999546
67,78733.813,58702.375,604.3130000000237,312.7850000000035
67,79245.49999999997,59053.062,511.68699999997625,350.6869999999981
67,79778.24999999997,59436.277,532.75,383.2150000000038
67,80324.53199999998,59835.496,546.2820000000065,399.2189999999973
67,80872.15699999998,60247.02,547.625,411.5239999999976
67,81334.74999999997,60669.047,462.5929999999935,422.02700000000186
67,81869.62600000002,61054.504,534.8760000000475,385.45700000000215
67,82394.563,61308.258,524.9369999999763,253.75400000000081
66,82794.87600000002,61430.742,400.31300000002375,122.48399999999674
65,82817.40699999998,61529.785,22.530999999959022,99.04300000000512
64,83216.688,61672.895,399.28100000001723,143.1099999999933
64,83763.063,61934.566,546.375,261.6710000000021
64,84335.063,62310.0,572.0,375.4340000000011
64,84739.74999999997,62674.48,404.68699999997625,364.4800000000032
63,85162.84400000001,62974.76,423.094000000041,300.27999999999884
63,85582.188,63273.203,419.34399999998277,298.4429999999993
63,86072.313,63586.457,490.125,313.2540000000008
62,86452.688,63932.46,380.375,346.002999999997
62,86869.53199999998,64341.703,416.84399999998277,409.2430000000022
62,87326.688,64814.598,457.15600000001723,472.8949999999968
62,87868.99999999997,65335.285,542.3119999999763,520.6870000000054
62,88320.813,65878.34,451.81300000002375,543.054999999993
62,88883.063,66425.3,562.25,546.9600000000064
