Speed,Actual,Predicted,Actual_Diff,Predicted_Diff
23,374.0,657.6365,374.0,367.22694999999993
24,908.625,1229.776,534.625,572.1395000000001
25,1437.0,2015.1377,528.375,785.3616999999999
27,2032.937999999965,2775.9717,595.9379999999651,760.8340000000001
27,2350.687999999965,3196.877,317.75,420.9052999999999
27,2700.0620000000345,3537.2239,349.3740000000694,340.3469
27,2884.25,3871.6682,184.18799999996554,334.4443000000001
27,3103.875,4203.7646,219.625,332.09640000000036
27,3259.3120000000345,4497.7676,155.43700000003446,294.0029999999997
26,3474.8120000000345,4745.8765,215.5,248.10890000000018
26,3750.875,5016.4927,276.06299999996554,270.6161999999995
26,4228.5,5430.4907,477.625,413.9980000000005
27,4951.25,6168.276,722.75,737.7852999999996
29,6138.8120000000345,7172.8745,1187.5620000000345,1004.5985000000001
31,6999.875,8201.984,861.0629999999655,1029.1095000000005
32,7854.25,8927.793,854.375,725.8089999999993
33,8342.625,9444.517,488.375,516.7240000000002
33,8848.625,9868.371,506.0,423.85399999999936
33,9214.625,10267.266,366.0,398.89500000000044
33,9605.062000000034,10663.868,390.43700000003446,396.60200000000077
33,9977.25,11045.587,372.18799999996554,381.71899999999914
33,10385.312000000034,11372.6,408.06200000003446,327.01300000000083
32,10656.125,11637.376,270.81299999996554,264.77599999999984
32,11006.75,11875.265,350.625,237.8889999999992
31,11324.937999999966,12085.307,318.18799999996554,210.04200000000128
30,11645.75,12295.838,320.81200000003446,210.53099999999904
30,11908.812000000034,12522.751,263.06200000003446,226.91300000000047
29,12202.437999999966,12741.09,293.6259999999311,218.33899999999994
27,12464.687999999966,12948.805,262.25,207.71500000000015
23,12644.437999999966,13148.64,179.75,199.83499999999913
23,12758.125,13365.822,113.68700000003446,217.1820000000007
22,12926.125,13682.1,168.0,316.27800000000025
23,13354.687999999966,14237.774,428.56299999996554,555.6739999999991
24,13911.5,14783.592,556.8120000000345,545.8180000000011
24,14036.312000000034,15122.539,124.81200000003446,338.9470000000001
24,14178.5,15393.615,142.18799999996554,271.0759999999991
23,14340.875,15664.889,162.375,271.27399999999943
24,14701.625,15987.066,360.75,322.1770000000015
24,15027.0,16288.307,325.375,301.241
24,15179.062000000034,16516.746,152.06200000003446,228.4389999999985
22,15331.312000000034,16707.104,152.25,190.35800000000017
22,15579.937999999966,16981.148,248.62599999993108,274.0440000000017
24,16222.5,17611.357,642.5620000000345,630.2089999999989
26,17193.125,18484.664,970.625,873.3070000000007
28,18057.5,19464.105,864.375,979.4409999999989
30,18688.75,20334.414,631.25,870.3090000000011
31,19088.5,20936.9,399.75,602.4860000000008
32,19659.68799999997,21515.066,571.1879999999692,578.1659999999974
33,20457.5,22045.867,797.8120000000308,530.8009999999995
36,21768.062000000034,23153.049,1310.5620000000345,1107.1820000000007
38,22965.93799999997,24356.816,1197.8759999999347,1203.7669999999998
40,24047.43799999997,25285.504,1081.5,928.6880000000019
40,24216.125,25513.387,168.68700000003082,227.882999999998
40,24418.375,25685.645,202.25,172.25800000000163
39,24554.375,25829.164,136.0,143.51900000000023
39,24781.5,25971.818,227.125,142.65399999999863
39,25022.875,26119.893,241.375,148.07500000000073
38,25284.5,26269.777,261.625,149.8839999999982
