Actual,Predicted,MAE,MSE,MAPE,mae,mean_mae,last_error
0.0,83.5228,108.01499,27906.459,30.70645928382873,,5.707081571154222,4.945510865426854
378.016,295.3033,108.01499,27906.459,30.70645928382873,0.21880740497756718,5.707081571154222,4.945510865426854
928.766,512.0439,108.01499,27906.459,30.70645928382873,0.44868362967636627,5.707081571154222,4.945510865426854
1443.297,724.4686,108.01499,27906.459,30.70645928382873,0.498046070905711,5.707081571154222,4.945510865426854
2015.375,937.86896,108.01499,27906.459,30.70645928382873,0.5346429523041617,5.707081571154222,4.945510865426854
2454.219,1154.6216,108.01499,27906.459,30.70645928382873,0.5295360357001556,5.707081571154222,4.945510865426854
2966.766,1375.7986,108.01499,27906.459,30.70645928382873,0.5362631902886847,5.707081571154222,4.945510865426854
3426.172,1604.8215,108.01499,27906.459,30.70645928382873,0.5315992600488242,5.707081571154222,4.945510865426854
4473.437,1900.9817,108.01499,27906.459,30.70645928382873,0.5750511966525962,5.707081571154222,4.945510865426854
5426.125,2531.349,108.01499,27906.459,30.70645928382873,0.533488631389804,5.707081571154222,4.945510865426854
5929.578,3429.7036,108.01499,27906.459,30.70645928382873,0.4215939818988806,5.707081571154222,4.945510865426854
6647.1562,4350.0996,108.01499,27906.459,30.70645928382873,0.3455698242806451,5.707081571154222,4.945510865426854
7555.891,5043.612,108.01499,27906.459,30.70645928382873,0.33249275300556874,5.707081571154222,4.945510865426854
8152.094,5686.106,108.01499,27906.459,30.70645928382873,0.3024974932820942,5.707081571154222,4.945510865426854
8734.4375,6203.1904,108.01499,27906.459,30.70645928382873,0.2898008143054432,5.707081571154222,4.945510865426854
9032.25,6659.815,108.01499,27906.459,30.70645928382873,0.26266268094882234,5.707081571154222,4.945510865426854
9566.969,7014.845,108.01499,27906.459,30.70645928382873,0.2667641130644407,5.707081571154222,4.945510865426854
10046.094,7288.6016,108.01499,27906.459,30.70645928382873,0.2744840332969211,5.707081571154222,4.945510865426854
