Actual,Predicted,MAE,MSE,MAPE,mae,mean_mae,last_error
0.0,-13.439941,116.966034,44095.45,50.34851431846619,,21.887722923145475,4.600774878351278
413.30682,109.74707,116.966034,44095.45,50.34851431846619,0.7344658624312079,21.887722923145475,4.600774878351278
889.03754,245.68774,116.966034,44095.45,50.34851431846619,0.7236475076181823,21.887722923145475,4.600774878351278
1479.1113,378.93112,116.966034,44095.45,50.34851431846619,0.7438116252644409,21.887722923145475,4.600774878351278
2093.5007,511.4048,116.966034,44095.45,50.34851431846619,0.7557178748495283,21.887722923145475,4.600774878351278
2581.5732,644.246,116.966034,44095.45,50.34851431846619,0.7504444189302863,21.887722923145475,4.600774878351278
2999.2402,777.7219,116.966034,44095.45,50.34851431846619,0.7406936930226529,21.887722923145475,4.600774878351278
3437.0881,911.78064,116.966034,44095.45,50.34851431846619,0.7347229359643124,21.887722923145475,4.600774878351278
3789.0173,1046.3574,116.966034,44095.45,50.34851431846619,0.7238446496404225,21.887722923145475,4.600774878351278
4181.7695,1181.4437,116.966034,44095.45,50.34851431846619,0.7174775654181801,21.887722923145475,4.600774878351278
4526.0034,1317.0503,116.966034,44095.45,50.34851431846619,0.7090036874475172,21.887722923145475,4.600774878351278
4894.3223,1453.1768,116.966034,44095.45,50.34851431846619,0.703089271419661,21.887722923145475,4.600774878351278
5324.494,1589.8168,116.966034,44095.45,50.34851431846619,0.7014144818268176,21.887722923145475,4.600774878351278
5704.3804,1726.9861,116.966034,44095.45,50.34851431846619,0.6972526411457413,21.887722923145475,4.600774878351278
6066.067,1864.7493,116.966034,44095.45,50.34851431846619,0.6925933557937951,21.887722923145475,4.600774878351278
6395.482,2003.175,116.966034,44095.45,50.34851431846619,0.6867827944789775,21.887722923145475,4.600774878351278
6706.7227,2142.2642,116.966034,44095.45,50.34851431846619,0.6805795772650628,21.887722923145475,4.600774878351278
7178.5566,2282.0427,116.966034,44095.45,50.34851431846619,0.6821028478064797,21.887722923145475,4.600774878351278
7533.39,2422.9756,116.966034,44095.45,50.34851431846619,0.6783684901485254,21.887722923145475,4.600774878351278
7864.4062,2566.9048,116.966034,44095.45,50.34851431846619,0.6736047535286264,21.887722923145475,4.600774878351278
8206.68,2716.5527,116.966034,44095.45,50.34851431846619,0.6689827433261685,21.887722923145475,4.600774878351278
8511.172,2873.235,116.966034,44095.45,50.34851431846619,0.6624160573890411,21.887722923145475,4.600774878351278
8859.354,3071.2107,116.966034,44095.45,50.34851431846619,0.6533369475923414,21.887722923145475,4.600774878351278
9415.646,3603.1863,116.966034,44095.45,50.34851431846619,0.617319268375213,21.887722923145475,4.600774878351278
10117.287,4181.534,116.966034,44095.45,50.34851431846619,0.5866941404350792,21.887722923145475,4.600774878351278
10704.773,4581.743,116.966034,44095.45,50.34851431846619,0.571990643799733,21.887722923145475,4.600774878351278
11296.233,4914.6333,116.966034,44095.45,50.34851431846619,0.5649316635023375,21.887722923145475,4.600774878351278
11936.666,5289.046,116.966034,44095.45,50.34851431846619,0.5569075988219826,21.887722923145475,4.600774878351278
12610.377,5796.088,116.966034,44095.45,50.34851431846619,0.5403715527299462,21.887722923145475,4.600774878351278
13253.6875,6350.65,116.966034,44095.45,50.34851431846619,0.5208390117844562,21.887722923145475,4.600774878351278
13988.865,6832.391,116.966034,44095.45,50.34851431846619,0.5115836059608839,21.887722923145475,4.600774878351278
14789.591,7219.802,116.966034,44095.45,50.34851431846619,0.5118322068541314,21.887722923145475,4.600774878351278
15666.213,7526.3716,116.966034,44095.45,50.34851431846619,0.5195793903734106,21.887722923145475,4.600774878351278
16547.82,7790.9424,116.966034,44095.45,50.34851431846619,0.5291861767894502,21.887722923145475,4.600774878351278
17134.475,8040.6743,116.966034,44095.45,50.34851431846619,0.5307312129493317,21.887722923145475,4.600774878351278
17856.479,8284.273,116.966034,44095.45,50.34851431846619,0.5360634646953636,21.887722923145475,4.600774878351278
18611.7,8530.381,116.966034,44095.45,50.34851431846619,0.5416656726682678,21.887722923145475,4.600774878351278
19385.766,8788.052,116.966034,44095.45,50.34851431846619,0.546675019186758,21.887722923145475,4.600774878351278
20370.574,9055.9795,116.966034,44095.45,50.34851431846619,0.5554381776379989,21.887722923145475,4.600774878351278
21194.193,9323.796,116.966034,44095.45,50.34851431846619,0.5600778005560296,21.887722923145475,4.600774878351278
21964.691,9585.994,116.966034,44095.45,50.34851431846619,0.5635725537864383,21.887722923145475,4.600774878351278
22728.043,9842.615,116.966034,44095.45,50.34851431846619,0.5669396172824911,21.887722923145475,4.600774878351278
