speed,act_trip_fuel_cons,pred_trip_fuel_cons,act_diff_trip_fuel_cons,pred_diff_trip_fuel_cons,MAE,MSE,RMSE,MAPE,slope
0,1011.797,265.10025,1011.797,265.10025,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,1931.203,857.661,919.406,592.5608,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,2595.656,1467.917,664.453,610.256,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,3124.375,2046.5187,528.719,578.6017,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,3712.5780000000004,2588.9714,588.2030000000004,542.4528,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,4315.782,3098.4443,603.2039999999997,509.47296,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,4951.828,3579.7273,636.0460000000003,481.28293,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,5535.235,4037.3286,583.4069999999992,457.60123,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,6150.313,4472.868,615.0780000000004,435.53973,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,6676.235,4883.758,525.9219999999996,410.8898,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,7348.532,5271.787,672.2970000000005,388.02905,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,9281.875,5701.247,1933.3430000000008,429.46008,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,10649.141,6406.6387,1367.2659999999996,705.39166,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
5,11530.687999999998,7278.75,881.5469999999987,872.1116,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
8,12814.703,8237.3125,1284.0150000000012,958.5628,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
11,13921.328,9144.331,1106.625,907.01843,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
13,14966.016,9893.947,1044.688,749.6167,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
14,16102.265999999998,10491.431,1136.2499999999982,597.48376,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
14,17049.203,11023.499,946.9370000000017,532.06866,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
14,17935.766,11527.86,886.5629999999983,504.36172,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
14,18897.86,12019.763,962.094000000001,491.90192,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
14,19838.094,12520.68,940.2340000000004,500.9173,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
14,20810.672000000002,13061.348,972.5780000000013,540.66797,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
15,21726.922000000002,13549.235,916.25,487.88788,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
15,22308.782,13974.783,581.859999999997,425.54764,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
13,22800.422000000002,14395.507,491.64000000000306,420.72403,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
10,23298.391,14824.7,497.9689999999973,429.193,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
7,23615.797000000002,15260.512,317.4060000000027,435.81198,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
1,23988.953,15670.978,373.15599999999904,410.46594,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,24330.766,16089.969,341.8129999999983,418.99094,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,24676.141,16508.979,345.375,419.0104,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,25056.61,16922.414,380.46900000000096,413.43542,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,25442.625,17332.113,386.0149999999994,409.69885,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,25724.766,17740.443,282.1409999999996,408.32913,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,26054.766,18148.195,330.0,407.751,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,26406.578,18555.766,351.8120000000017,407.57083,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,26733.485,18964.273,326.90699999999924,408.50745,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,27065.969,19373.979,332.4840000000004,409.70428,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,27438.406000000003,19784.666,372.4370000000017,410.68832,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,27774.891,20195.988,336.48499999999694,411.32285,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,28144.219,20607.537,369.32800000000134,411.54886,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,28534.016,21018.848,389.79699999999866,411.311,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,28883.485,21429.19,349.46900000000096,410.34128,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
0,29269.844,21837.045,386.3590000000004,407.85626,141.1328092749291,42927.901482472706,207.190495637403,3.57695590712837e+16,0
