time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,0313,0314,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,033d,0345,0348,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,0409,040a,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed
811605,2024-08-19 20:07:25,2024-08-19 19:31:26,6,64,FALSE,13,97,32,80,64,10.939,0,88,0,1139.25,14.5,678,3,24,1,9271.082,30.312,998809.938,0.741,14.188,0.691,1430,35.762352,51.297501,12,0,0
812605,2024-08-19 20:07:25,2024-08-19 19:31:26,6,64,FALSE,13.1,97,32,80,63,10.664,0,88,0,1156.5,14.5,678,3,24,1,9271.082,30.438,999553.562,0.718,14.312,0.691,1430,35.762352,51.297501,12,0,0
813605,2024-08-19 20:07:26,2024-08-19 19:31:29,6,64,FALSE,13,97,32,80,62,10.576,0,88,0,1160.5,14.5,675,3,24,1,9271.082,30.438,1000313.375,0.709,14.375,0.691,1430,35.762352,51.297501,12,0,0
814605,2024-08-19 20:07:26,2024-08-19 19:31:29,6,64,FALSE,13.1,97,32,80,62,10.512,0,88,0,1166,14.5,675,3,24,1,9271.082,30.062,1001004.938,0.712,14.312,0.691,1430,35.762352,51.297501,12,0,0
815605,2024-08-19 20:07:26,2024-08-19 19:31:29,6,64,FALSE,13.1,97,32,80,62,10.322,0,88,0,1168.5,14.5,672,3,24,1,9271.082,33.375,1001733.875,0.733,14.312,0.691,1430,35.762352,51.297501,12,0,0
816605,2024-08-19 19:31:34,2024-08-19 19:31:32,6,64,TRUE,13.3,96,32,80,54,8.789,0,88,0,1176.25,14.5,672,3,24,1,9271.082,31.812,1002435.438,0.61,15.188,0.691,1430,35.762348,51.297501,12,180,-3.141592654
817605,2024-08-19 19:31:34,2024-08-19 19:31:32,6,64,TRUE,13.4,96,32,80,53,8.611,0,88,0,1176.25,14.5,669,3,24,1,9271.082,34.25,1003004.188,0.582,15.312,0.691,1430,35.762348,51.297501,12,180,0
818605,2024-08-19 19:31:34,2024-08-19 19:31:32,6,64,TRUE,13.5,96,32,80,53,8.58,0,89,0,1188,14.5,669,3,24,1,9271.082,33.562,1003592.188,0.592,15.312,0.691,1430,35.762348,51.297501,12,180,0
819605,2024-08-19 19:31:37,2024-08-19 19:31:35,6,64,TRUE,13.5,96,32,80,53,8.635,0,88,0,1183.5,14.5,666,3,24,1,9271.082,33.938,1004232.875,0.607,15.312,0.691,1430,35.762348,51.297501,12,180,0
820605,2024-08-19 19:31:37,2024-08-19 19:31:35,6,64,TRUE,13.5,96,32,80,53,8.557,0,89,0,1181.5,14.5,666,3,24,1,9271.082,33.875,1004801.062,0.616,15.375,0.691,1430,35.762348,51.297501,12,180,0
821605,2024-08-19 19:31:37,2024-08-19 19:31:35,6,64,TRUE,13.4,96,32,80,53,8.611,0,89,0,1173.75,14.5,663,3,24,1,9271.082,36.438,1005409.25,0.613,15.312,0.691,1430,35.762348,51.297501,12,180,0
822605,2024-08-19 19:31:41,2024-08-19 19:31:38,6,64,TRUE,13.4,96,32,77.647,51,7.939,0,88,3,1156.25,14.5,663,3,24,1,9271.082,33.062,1006053.875,0.585,15.5,0.691,1430,35.762363,51.297527,12,54.59,-2.188817415
823605,2024-08-19 19:31:41,2024-08-19 19:31:38,6,64,TRUE,13.5,96,32,77.647,49,7.619,0,88,5,1171.5,14.5,660,3,24,1,9271.082,28.188,1006604.688,0.539,15.75,0.691,1430,35.762363,51.297527,12,54.59,0
824605,2024-08-19 19:31:41,2024-08-19 19:31:38,6,64,TRUE,13.5,96,32,80,49,7.539,0,88,5,1178.75,14.5,660,3,24,1,9271.086,27.062,1007143.25,0.556,15.812,0.691,1430,35.762363,51.297527,12,54.59,0
825605,2024-08-19 19:31:43,2024-08-19 19:31:41,6,64,TRUE,13.5,96,32,80,49,7.537,0,89,4,1167.25,14.5,657,3,24,1,9271.086,31.25,1007708.75,0.55,15.75,0.691,1430,35.762383,51.297558,12,51.51,-0.053756141
826605,2024-08-19 19:31:43,2024-08-19 19:31:41,6,64,TRUE,13.4,96,32,82.353,54,8.748,0,88,2,1128.5,14.5,657,3,24,1,9271.086,37.562,1008242.75,0.634,15.125,0.691,1430,35.762383,51.297558,12,51.51,0
