time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,0313,0314,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,033d,0345,0348,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,0409,040a,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed,slope
1474604,2024-08-19 19:42:31,2024-08-19 19:42:29,6,51,True,13.4,96,32,76.863,46,6.912,0.0,92,5,1128.75,14.5,471,3,24,1,9271.547,25.312,1435900.0,0.504,15.688,0.691,1495,35.763729,51.302231,12,78.85,0.0,-3.4188034187978906
1475604,2024-08-19 19:42:31,2024-08-19 19:42:29,6,51,True,13.4,96,32,87.451,46,7.039,0.0,92,4,1127.25,14.5,468,3,24,1,9271.551,27.688,1436399.5,0.506,15.688,0.691,1495,35.763729,51.302231,12,78.85,0.0,-3.4188034187978906
1476604,2024-08-19 19:42:35,2024-08-19 19:42:32,6,51,True,13.5,96,32,77.647,48,7.324,0.0,92,3,1116.0,14.5,468,3,24,1,9271.551,34.0,1436957.875,0.535,15.438,0.691,1495,35.763729,51.302261,12,90.0,0.194604212,-3.4188034187978906
1477604,2024-08-19 19:42:35,2024-08-19 19:42:32,6,51,True,13.3,96,32,76.471,51,7.961,0.0,92,3,1124.25,14.5,468,3,24,1,9271.551,32.312,1437480.75,0.557,15.062,0.691,1495,35.763729,51.302261,12,90.0,0.0,-3.4188034187978906
1478604,2024-08-19 19:42:35,2024-08-19 19:42:32,6,51,True,13.4,96,32,80.784,49,7.596,0.0,92,3,1125.75,14.5,468,3,24,1,9271.551,35.625,1438042.75,0.531,15.25,0.691,1495,35.763729,51.302261,12,90.0,0.0,-3.4188034187978906
1479604,2024-08-19 20:08:09,2024-08-19 19:42:35,6,51,False,13.4,96,32,69.412,48,7.338,0.0,92,5,1157.25,14.5,468,3,24,1,9271.555,27.938,1438608.0,0.51,15.5,0.691,1495,35.763737,51.302319,12,80.35,-0.168424273,-3.4188034187978906
1480604,2024-08-19 20:08:09,2024-08-19 19:42:35,6,51,False,13.4,96,32,78.824,43,6.557,0.0,92,6,1220.5,14.5,468,3,24,1,9271.555,14.438,1439093.5,0.48,16.125,0.691,1495,35.763737,51.302319,12,80.35,0.0,-3.4188034187978906
1481604,2024-08-19 20:08:09,2024-08-19 19:42:35,6,51,False,13.4,96,32,82.353,46,7.332,0.0,92,5,1173.25,14.5,468,3,24,1,9271.559,27.812,1439594.625,0.538,15.625,0.691,1495,35.763737,51.302319,12,80.35,0.0,-3.4188034187978906
1482604,2024-08-19 19:42:40,2024-08-19 19:42:38,6,48,True,13.4,96,32,89.804,47,7.305,0.0,92,5,1165.5,14.5,468,3,24,1,9271.559,27.812,1440183.625,0.544,15.562,0.691,1494,35.763744,51.302353,12,75.76,-0.080110613,-3.4188034187978906
1483604,2024-08-19 19:42:40,2024-08-19 19:42:38,6,48,True,13.4,96,32,76.471,47,7.354,0.0,92,5,1154.75,14.5,465,3,24,1,9271.559,28.812,1440686.625,0.542,15.5,0.691,1494,35.763744,51.302353,12,75.76,0.0,-3.4188034187978906
1484604,2024-08-19 19:42:40,2024-08-19 19:42:38,6,48,True,13.4,96,32,81.176,51,8.129,0.0,93,3,1128.75,14.5,465,3,24,1,9271.562,34.938,1441243.625,0.587,15.0,0.691,1494,35.763744,51.302353,12,75.76,0.0,-3.4188034187978906
1485604,2024-08-19 19:42:43,2024-08-19 19:42:41,6,48,True,13.4,96,32,72.549,53,8.361,0.0,92,2,1136.0,14.5,465,3,24,1,9271.562,35.5,1441846.25,0.602,14.938,0.691,1494,35.763748,51.302376,12,77.9,0.037350046,-3.4188034187978906
1486604,2024-08-19 19:42:43,2024-08-19 19:42:41,6,48,True,13.4,96,32,69.804,52,8.242,0.0,92,1,1153.5,14.5,465,3,24,1,9271.562,35.812,1442400.75,0.587,14.938,0.691,1494,35.763748,51.302376,12,77.9,0.0,-3.4188034187978906
1487604,2024-08-19 19:42:43,2024-08-19 19:42:41,6,48,True,13.4,96,32,80.0,51,7.967,0.0,93,2,1131.5,14.5,465,3,24,1,9271.562,34.062,1442992.75,0.558,15.0,0.691,1494,35.763748,51.302376,12,77.9,0.0,-3.4188034187978906
1488604,2024-08-19 19:42:50,2024-08-19 19:42:44,6,48,True,13.5,97,32,77.647,72,13.225,0.0,92,3,1107.25,14.5,465,3,24,1,9271.562,31.625,1443597.875,0.769,12.875,0.691,1494,35.763752,51.30241,12,81.75,0.067195176,-3.4188034187978906
1489604,2024-08-19 19:42:50,2024-08-19 19:42:44,6,48,True,13.0,97,32,79.608,64,11.084,0.0,92,4,1131.25,14.5,462,3,24,1,9271.566,29.312,1444308.25,0.729,13.562,0.691,1494,35.763752,51.30241,12,81.75,0.0,-3.4188034187978906
1490604,2024-08-19 19:42:50,2024-08-19 19:42:44,6,48,True,11.6,97,32,59.216,74,15.506,0.0,93,3,1113.75,14.5,462,3,24,1,9271.566,30.0,1445086.0,0.888,12.812,0.691,1494,35.763752,51.30241,12,81.75,0.0,-3.4188034187978906
1491604,2024-08-19 20:08:10,2024-08-19 19:42:47,6,48,False,12.3,97,32,77.647,69,12.902,0.0,93,3,1163.25,14.5,465,3,24,1,9271.566,25.5,1445996.75,0.809,13.125,0.691,1494,35.76376,51.302448,12,75.46,-0.10978121,-3.4188034187978906
