time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,0313,0314,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,033d,0345,0348,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,0409,040a,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed
617519,2024-08-18 07:06:25,2024-08-18 06:52:11,3,83,FALSE,13.4,1,32,98.824,64,15.041,6.83,70,64,1672.5,14.5,678,3,8,6,9212.902,47.438,430656.5,1.325,16.75,0.528,1365,35.71299,51.346779,12,254.92,0
618519,2024-08-18 06:52:17,2024-08-18 06:52:14,3,90,TRUE,13.7,0,32,96.471,56,12.746,6.72,70,64,1677.75,14.5,678,3,8,6,9212.918,44.812,432128.969,1.167,17.438,0.528,1365,35.712868,51.346199,12,255.48,0.009773844
619519,2024-08-18 06:52:17,2024-08-18 06:52:14,3,90,TRUE,13.8,0,32,98.431,55,15.057,11.792,70,65,1689.75,14.5,678,3,8,6,9212.938,56.938,433167,1.572,17.312,0.528,1365,35.712868,51.346199,12,255.48,0
620519,2024-08-18 06:52:17,2024-08-18 06:52:14,3,90,TRUE,13.9,0,32,91.765,55,12.078,5.441,70,66,1710.5,14.5,675,3,8,6,9212.953,42.312,434558.688,1.003,17.625,0.528,1365,35.712868,51.346199,12,255.48,0
621519,2024-08-18 06:52:24,2024-08-18 06:52:17,3,90,TRUE,13.8,0,32,98.824,67,16.9,12.265,70,66,1727.25,14.5,675,3,8,6,9212.973,67.688,435787.938,1.498,16.562,0.528,1365,35.712734,51.345615,12,254.22,-0.021991149
622519,2024-08-18 06:52:24,2024-08-18 06:52:17,3,90,TRUE,13.8,0,32,96.471,63,14.922,9.787,70,67,1750,14.5,675,3,8,6,9212.992,56.562,437087.688,1.211,16.875,0.528,1365,35.712734,51.345615,12,254.22,0
623519,2024-08-18 06:52:24,2024-08-18 06:52:17,3,90,TRUE,13.9,0,32,94.118,62,14.52,9.787,70,68,1772.25,14.5,675,3,8,6,9213.012,55.5,438292,1.264,17.125,0.528,1365,35.712734,51.345615,12,254.22,0
624519,2024-08-18 07:06:27,2024-08-18 06:52:20,3,90,FALSE,13.8,0,32,96.471,62,15.742,14.096,70,68,1781.5,14.5,675,3,8,6,9213.027,65.312,439632.375,1.431,17,0.528,1365,35.712605,51.345005,12,255.4,0.020594885
625519,2024-08-18 07:06:27,2024-08-18 06:52:20,3,90,FALSE,13.9,0,32,89.804,68,17.221,12.622,71,69,1799.5,14.5,675,3,8,6,9213.047,67.938,441058.812,1.409,16.812,0.528,1365,35.712605,51.345005,12,255.4,0
626519,2024-08-18 07:06:27,2024-08-18 06:52:20,3,90,FALSE,13.9,0,32,98.824,62,14.537,9.561,71,70,1835,14.5,675,3,8,6,9213.066,54.312,442432.531,1.11,17.375,0.528,1365,35.712605,51.345005,12,255.4,0
627519,2024-08-18 07:06:29,2024-08-18 06:52:23,3,90,FALSE,13.8,0,32,94.118,60,14.258,9.561,71,71,1840.5,14.5,675,3,8,6,9213.086,54.625,443740.062,1.187,17.438,0.528,1365,35.712467,51.344376,12,254.88,-0.009075712
628519,2024-08-18 07:06:29,2024-08-18 06:52:23,3,90,FALSE,13.9,0,32,98.824,58,14.086,9.561,71,71,1852.75,14.5,675,3,8,6,9213.105,53.875,444816.562,1.195,17.562,0.528,1365,35.712467,51.344376,12,254.88,0
629519,2024-08-18 07:06:29,2024-08-18 06:52:23,3,90,FALSE,13.9,0,32,98.824,59,14.189,9.561,71,72,1870.5,14.5,672,3,8,6,9213.125,53.75,446016.719,1.239,17.625,0.528,1365,35.712467,51.344376,12,254.88,0
630519,2024-08-18 06:52:29,2024-08-18 06:52:26,3,51,TRUE,13.9,0,32,94.118,58,14.152,9.561,71,72,1878.5,14.5,672,3,8,6,9213.145,53.5,447348.312,1.162,17.625,0.528,1365,35.71233,51.343735,12,255.25,0.006457718
631519,2024-08-18 06:52:29,2024-08-18 06:52:26,3,51,TRUE,13.9,0,32,98.824,53,12.793,7.596,71,73,1889.75,14.5,672,3,8,6,9213.164,46.812,448364.75,1.066,18.125,0.528,1365,35.71233,51.343735,12,255.25,0
632519,2024-08-18 06:52:29,2024-08-18 06:52:26,3,51,TRUE,13.9,0,32,85.49,59,14.709,10.446,71,73,1899,14.5,672,3,8,6,9213.184,56.875,449493.594,1.316,17.625,0.528,1365,35.71233,51.343735,12,255.25,0
633519,2024-08-18 07:06:35,2024-08-18 06:52:29,3,51,FALSE,13.9,0,32,96.471,59,14.697,10.538,71,73,1913.75,14.5,672,3,8,6,9213.207,57,450870.25,1.233,17.688,0.528,1365,35.712196,51.343067,12,256.12,0.015184364
634519,2024-08-18 06:52:42,2024-08-18 06:52:29,3,51,TRUE,13.9,0,32,85.49,63,16.406,12.799,71,74,1928.5,14.5,672,3,8,6,9213.227,64.688,452023.219,1.483,17.5,0.528,1365,35.712196,51.343067,12,256.12,0
635519,2024-08-18 07:06:35,2024-08-18 06:52:29,3,51,FALSE,13.9,0,32,87.843,64,16.602,12.842,71,75,1943.25,14.5,672,3,8,6,9213.246,66.25,453472.594,1.451,17.375,0.528,1365,35.712196,51.343067,12,256.12,0
636519,2024-08-18 07:06:30,2024-08-18 06:52:32,3,51,FALSE,13.8,0,32,89.02,63,16.436,12.9,71,75,1957.75,14.5,672,3,8,6,9213.266,65.438,454991.75,1.44,17.5,0.528,1365,35.712097,51.342384,12,259.88,0.06562438
637519,2024-08-18 07:06:30,2024-08-18 06:52:32,3,51,FALSE,13.8,0,32,85.49,60,15.381,11.609,72,76,1977.25,14.5,675,3,8,6,9213.289,59.688,456313.25,1.343,17.812,0.528,1365,35.712097,51.342384,12,259.88,0
638519,2024-08-18 07:06:30,2024-08-18 06:52:32,3,51,FALSE,13.1,1,32,91.765,63,16.496,6.458,72,76,1987.5,14.5,675,3,8,6,9213.309,53.312,457819.562,1.341,17.688,0.528,1365,35.712097,51.342384,12,259.88,0
639519,2024-08-18 07:06:32,2024-08-18 06:52:35,3,51,FALSE,13.4,1,32,87.451,45,9.49,4.053,72,75,1964.75,14.5,675,3,24,6,9213.328,14.75,458653.062,1.109,19.25,0.528,1365,35.712009,51.34169,12,261.12,0.021642083
640519,2024-08-18 07:06:32,2024-08-18 06:52:35,3,51,FALSE,13.4,1,32,87.451,71,20.84,13.107,72,75,1952.25,12.2,675,3,8,6,9213.352,67.188,459689.688,1.823,16.875,0.528,1365,35.712009,51.34169,12,261.12,0
641519,2024-08-18 07:06:32,2024-08-18 06:52:35,3,51,FALSE,13.4,1,32,91.765,68,21.875,22.336,72,75,1965.75,14.5,678,3,8,6,9213.371,80.25,461496.125,2.191,16.688,0.528,1365,35.712009,51.34169,12,261.12,0
642519,2024-08-18 07:06:34,2024-08-18 06:52:38,3,51,FALSE,13.3,1,32,83.529,109,50.756,39.828,72,76,1997,14.5,687,3,8,6,9213.391,117.438,464078.5,3.153,14.875,0.528,1365,35.711941,51.341007,12,263.01,0.032986723
643519,2024-08-18 07:06:34,2024-08-18 06:52:38,3,51,FALSE,13.3,1,32,89.804,150,48.787,39.865,72,78,2034.25,14.5,705,3,8,6,9213.414,168.938,466940.062,4.706,19.812,0.528,1365,35.711941,51.341007,12,263.01,0
