time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,0313,0314,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,033d,0345,0348,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,0409,040a,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed
59526,2024-08-20 11:47:01,2024-08-20 11:46:58,8,54,TRUE,12.2,96,32,77.255,87,7.576,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706226,51.266739,5,180,0
60526,2024-08-20 11:47:04,2024-08-20 11:47:01,8,54,TRUE,12.2,96,32,77.255,87,7.561,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706223,51.266739,6,180,0
61526,2024-08-20 11:47:04,2024-08-20 11:47:01,8,54,TRUE,12.2,96,32,77.255,87,7.549,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706223,51.266739,6,180,0
62526,2024-08-20 11:47:04,2024-08-20 11:47:01,8,54,TRUE,12.2,96,32,77.255,87,7.539,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706223,51.266739,6,180,0
63526,2024-08-20 11:47:06,2024-08-20 11:47:04,8,54,TRUE,12.2,96,32,77.647,87,7.52,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706223,51.266739,6,180,0
64526,2024-08-20 11:47:06,2024-08-20 11:47:04,8,54,TRUE,12.2,96,32,77.255,87,7.531,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706223,51.266739,6,180,0
65526,2024-08-20 11:47:06,2024-08-20 11:47:04,8,54,TRUE,12.2,96,32,77.255,87,7.559,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706223,51.266739,6,180,0
66526,2024-08-20 11:47:09,2024-08-20 11:47:07,8,54,TRUE,12.2,96,32,77.255,87,7.549,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706226,51.266739,6,0,-3.141592654
67526,2024-08-20 11:47:09,2024-08-20 11:47:07,8,54,TRUE,12.2,96,32,77.255,87,7.592,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706226,51.266739,6,0,0
68526,2024-08-20 11:47:09,2024-08-20 11:47:07,8,54,TRUE,12.2,96,32,77.255,87,7.525,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706226,51.266739,6,0,0
69526,2024-08-20 11:47:13,2024-08-20 11:47:10,8,54,TRUE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.70623,51.266739,6,0,0
70526,2024-08-20 11:47:13,2024-08-20 11:47:10,8,54,TRUE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.70623,51.266739,6,0,0
71526,2024-08-20 11:47:13,2024-08-20 11:47:10,8,54,TRUE,12.2,96,32,77.255,87,7.539,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.70623,51.266739,6,0,0
72526,2024-08-20 11:47:15,2024-08-20 11:47:13,8,54,TRUE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706234,51.266739,6,0,0
73526,2024-08-20 11:47:15,2024-08-20 11:47:13,8,54,TRUE,12.2,96,32,77.255,87,7.576,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706234,51.266739,6,0,0
74526,2024-08-20 11:47:15,2024-08-20 11:47:13,8,54,TRUE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1271,35.706234,51.266739,6,0,0
75526,2024-08-20 11:47:18,2024-08-20 11:47:16,8,54,TRUE,12.2,96,32,77.255,87,7.559,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706242,51.266739,6,0,0
76526,2024-08-20 11:47:18,2024-08-20 11:47:16,8,54,TRUE,12.2,96,32,77.255,87,7.559,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706242,51.266739,6,0,0
77526,2024-08-20 11:47:18,2024-08-20 11:47:16,8,54,TRUE,12.2,96,32,77.647,87,7.471,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706242,51.266739,6,0,0
78526,2024-08-20 11:47:21,2024-08-20 11:47:19,8,54,TRUE,12.2,96,32,77.255,87,7.525,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706249,51.266739,6,0,0
79526,2024-08-20 11:47:21,2024-08-20 11:47:19,8,54,TRUE,12.2,96,32,77.647,87,7.531,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706249,51.266739,6,0,0
80526,2024-08-20 11:47:21,2024-08-20 11:47:19,8,54,TRUE,12.2,96,32,77.255,87,7.568,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706249,51.266739,6,0,0
81526,2024-08-20 11:47:26,2024-08-20 11:47:22,8,54,TRUE,12.2,96,32,77.255,87,7.559,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706253,51.266747,6,58.38,1.018923217
82526,2024-08-20 11:47:26,2024-08-20 11:47:22,8,54,TRUE,12.2,96,32,77.255,87,7.592,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706253,51.266747,6,58.38,0
83526,2024-08-20 11:47:26,2024-08-20 11:47:22,8,54,TRUE,12.2,96,32,77.255,87,7.525,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1272,35.706253,51.266747,6,58.38,0
84526,2024-08-20 12:08:52,2024-08-20 11:47:25,8,54,FALSE,12.2,96,32,77.647,87,7.52,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1273,35.706257,51.266747,6,0,-1.018923217
85526,2024-08-20 12:08:52,2024-08-20 11:47:25,8,54,FALSE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1273,35.706257,51.266747,6,0,0
86526,2024-08-20 12:08:52,2024-08-20 11:47:25,8,54,FALSE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1273,35.706257,51.266747,6,0,0
87526,2024-08-20 11:47:32,2024-08-20 11:47:28,8,54,TRUE,12.2,96,32,77.647,87,7.547,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1275,35.706261,51.266747,6,0,0
88526,2024-08-20 11:47:32,2024-08-20 11:47:28,8,54,TRUE,11.8,96,32,77.255,87,7.559,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1275,35.706261,51.266747,6,0,0
89526,2024-08-20 11:47:32,2024-08-20 11:47:28,8,54,TRUE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1275,35.706261,51.266747,6,0,0
90526,2024-08-20 12:08:53,2024-08-20 11:47:31,8,54,FALSE,11.7,96,32,77.255,87,7.525,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1276,35.706264,51.266747,6,0,0
91526,2024-08-20 12:08:53,2024-08-20 11:47:31,8,54,FALSE,12.2,96,32,77.647,87,7.547,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1276,35.706264,51.266747,6,0,0
92526,2024-08-20 12:08:53,2024-08-20 11:47:31,8,54,FALSE,12.2,96,32,77.255,87,7.525,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1276,35.706264,51.266747,6,0,0
93526,2024-08-20 11:47:38,2024-08-20 11:47:34,8,54,TRUE,12.2,96,32,77.255,87,7.531,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1277,35.706264,51.266747,6,0,0
94526,2024-08-20 11:47:38,2024-08-20 11:47:34,8,54,TRUE,12.2,96,32,77.255,87,7.561,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1277,35.706264,51.266747,6,0,0
95526,2024-08-20 11:47:38,2024-08-20 11:47:34,8,54,TRUE,12.2,96,32,77.255,87,7.568,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1277,35.706264,51.266747,6,0,0
96526,2024-08-20 12:08:56,2024-08-20 11:47:37,8,54,FALSE,12.2,96,32,77.255,87,7.504,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1278,35.706264,51.266747,6,0,0
97526,2024-08-20 12:08:56,2024-08-20 11:47:37,8,54,FALSE,12.2,96,32,77.255,87,7.506,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1278,35.706264,51.266747,6,0,0
98526,2024-08-20 12:08:56,2024-08-20 11:47:37,8,54,FALSE,12.2,96,32,77.647,87,7.52,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1278,35.706264,51.266747,6,0,0
99526,2024-08-20 11:47:50,2024-08-20 11:47:40,8,54,TRUE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1279,35.706264,51.266739,6,270,-1.570796327
100526,2024-08-20 11:47:50,2024-08-20 11:47:40,8,54,TRUE,12.2,96,32,77.647,87,7.504,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1279,35.706264,51.266739,6,270,0
101526,2024-08-20 11:47:50,2024-08-20 11:47:40,8,54,TRUE,12.2,96,32,77.255,87,7.609,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1279,35.706264,51.266739,6,270,0
102526,2024-08-20 12:08:57,2024-08-20 11:47:43,8,54,FALSE,12.2,96,32,77.255,87,7.576,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1280,35.706264,51.266739,6,270,0
103526,2024-08-20 12:08:57,2024-08-20 11:47:43,8,54,FALSE,12.2,96,32,77.255,87,7.574,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1280,35.706264,51.266739,6,270,0
104526,2024-08-20 12:08:57,2024-08-20 11:47:43,8,54,FALSE,12.2,96,32,77.647,87,7.525,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1280,35.706264,51.266739,6,270,0
105526,2024-08-20 12:08:58,2024-08-20 11:47:46,8,54,FALSE,12.2,96,32,77.255,87,7.568,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1281,35.706264,51.266739,6,270,0
106526,2024-08-20 12:08:58,2024-08-20 11:47:46,8,54,FALSE,12.2,96,32,77.255,87,7.559,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1281,35.706264,51.266739,6,270,0
107526,2024-08-20 12:08:58,2024-08-20 11:47:46,8,54,FALSE,12.2,96,32,77.255,87,7.617,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1281,35.706264,51.266739,6,270,0
108526,2024-08-20 12:09:01,2024-08-20 11:47:49,8,54,FALSE,12.2,96,32,77.255,87,7.547,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1281,35.706264,51.266739,6,270,0
109525,2024-08-20 12:09:01,2024-08-20 11:47:49,8,54,FALSE,12.2,96,32,77.255,87,7.547,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1281,35.706264,51.266739,6,270,0
110525,2024-08-20 12:09:01,2024-08-20 11:47:49,8,54,FALSE,12.2,96,32,77.255,87,7.547,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1281,35.706264,51.266739,6,270,0
111525,2024-08-20 11:47:54,2024-08-20 11:47:52,8,54,TRUE,12.2,96,32,77.255,87,7.568,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1280,35.706264,51.266731,6,270,0
112525,2024-08-20 11:47:54,2024-08-20 11:47:52,8,54,TRUE,12.2,96,32,77.647,87,7.531,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1280,35.706264,51.266731,6,270,0
113525,2024-08-20 11:47:54,2024-08-20 11:47:52,8,54,TRUE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1280,35.706264,51.266731,6,270,0
114525,2024-08-20 11:47:58,2024-08-20 11:47:55,8,54,TRUE,12.2,96,32,77.255,87,7.607,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1279,35.706261,51.266731,5,180,-1.570796327
115525,2024-08-20 11:47:58,2024-08-20 11:47:55,8,54,TRUE,12.2,96,32,77.255,87,7.592,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1279,35.706261,51.266731,5,180,0
116525,2024-08-20 11:47:58,2024-08-20 11:47:55,8,54,TRUE,12.2,96,32,77.647,87,7.561,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1279,35.706261,51.266731,5,180,0
117525,2024-08-20 12:09:02,2024-08-20 11:47:58,8,54,FALSE,12.2,96,32,77.255,87,7.57,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1279,35.706261,51.266731,5,180,0
118525,2024-08-20 12:09:02,2024-08-20 11:47:58,8,54,FALSE,12.2,96,32,77.647,87,7.52,0,44,0,0,14.5,399,1,24,13,9300.105,0,0,0,13.875,0.771,1279,35.706261,51.266731,5,180,0
