time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,0313,0314,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,033d,0345,0348,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,0409,040a,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed
36526,2024-08-20 06:34:50,2024-08-20 06:13:33,8,87,FALSE,13.7,96,32,76.471,45,5.682,0,48,4,945.75,14.4,522,3,24,2,9279.73,18.438,24023.531,0.521,20.5,0.691,0,0,0,0,244.97,0
37526,2024-08-20 06:34:50,2024-08-20 06:13:33,8,87,FALSE,13.7,96,32,81.961,45,5.635,0,48,3,935.25,14.4,522,3,24,2,9279.73,19.375,24504.484,0.502,20.438,0.691,0,0,0,0,244.97,0
38526,2024-08-20 06:34:50,2024-08-20 06:13:33,8,87,FALSE,13.8,0,32,77.647,45,5.438,0,48,6,939.5,14.4,522,3,24,2,9279.73,16.688,25149.906,0.484,20.5,0.691,0,0,0,0,244.97,0
39526,2024-08-20 06:13:38,2024-08-20 06:13:36,8,100,TRUE,13.6,0,32,82.353,42,4.521,0,48,9,982.5,14.4,522,3,24,2,9279.734,7.875,25624.109,0.388,20.75,0.691,0,0,0,0,244.97,0
40526,2024-08-20 06:13:38,2024-08-20 06:13:36,8,100,TRUE,13.6,0,32,96.078,37,4.375,0,48,10,1015,14.5,522,3,24,2,9279.738,-0.375,25901.688,0.339,20.875,0.691,0,0,0,0,244.97,0
41526,2024-08-20 06:13:38,2024-08-20 06:13:36,8,100,TRUE,13.6,0,32,94.118,33,4.43,0,48,11,1070.25,14.5,525,3,24,2,9279.738,-3.125,26243.031,0.332,21.125,0.691,0,0,0,0,244.97,0
42526,2024-08-20 06:13:42,2024-08-20 06:13:39,8,100,TRUE,13.6,0,32,94.118,49,10.115,2.676,48,13,1401.5,14.5,525,3,8,2,9279.742,36.812,26734.797,0.877,19.688,0.691,0,0,0,0,244.97,0
43526,2024-08-20 06:13:42,2024-08-20 06:13:39,8,100,TRUE,13.6,0,32,91.765,40,8.465,0.327,49,15,1623.75,14.5,528,3,8,2,9279.746,17.438,27519.5,0.57,20.688,0.691,0,0,0,0,244.97,0
44526,2024-08-20 06:13:42,2024-08-20 06:13:39,8,100,TRUE,13.9,0,32,83.529,37,9.527,0,49,17,1722.25,14.5,528,3,24,2,9279.75,-4.812,28125.672,0.54,20.75,0.691,0,0,0,0,244.97,0
45526,2024-08-20 06:13:44,2024-08-20 06:13:42,8,100,TRUE,13.8,0,32,80,33,8.227,1.05,49,18,1717,14.5,531,3,8,2,9279.758,13.625,28580.625,0.646,21.312,0.691,0,0,0,0,244.97,0
46526,2024-08-20 06:13:44,2024-08-20 06:13:42,8,100,TRUE,13.8,0,32,72.549,34,9.465,1.099,49,20,2018.5,14.5,531,3,8,2,9279.762,14.562,29211.219,0.721,21.125,0.691,0,0,0,0,244.97,0
47526,2024-08-20 06:13:44,2024-08-20 06:13:42,8,100,TRUE,13.8,0,32,75.294,30,8.828,0.732,49,22,2185,14.5,534,3,8,2,9279.77,7.125,29950.062,0.667,22.062,0.691,0,0,0,0,244.97,0
48526,2024-08-20 06:13:48,2024-08-20 06:13:45,8,100,TRUE,13.8,0,32,83.529,30,7.525,0,49,25,1814.25,14.5,537,3,8,3,9279.773,2.812,30652.234,0.537,21.562,0.691,0,0,0,0,244.97,0
49526,2024-08-20 06:13:48,2024-08-20 06:13:45,8,100,TRUE,13.8,0,32,82.745,41,8.83,0,49,26,1489.5,14.5,537,3,24,3,9279.781,-18.688,31117.281,0.172,20.562,0.691,0,0,0,0,244.97,0
50526,2024-08-20 06:13:48,2024-08-20 06:13:45,8,100,TRUE,13.8,0,32,85.49,43,7.748,0,49,26,1237.75,14.5,537,3,24,3,9279.789,-14.938,31302.156,0.169,20.312,0.691,0,0,0,0,244.97,0
51526,2024-08-20 06:13:51,2024-08-20 06:13:48,8,93,TRUE,13.8,0,32,82.745,34,8.705,0.696,49,27,1763.75,14.5,537,3,8,3,9279.797,14.125,31630.406,0.672,21,0.691,0,0,0,0,244.97,0
52526,2024-08-20 06:13:51,2024-08-20 06:13:48,8,93,TRUE,13.8,0,32,77.647,33,8.938,0,49,29,1824.75,14.5,537,3,24,3,9279.805,3.25,32249.859,0.509,21.125,0.691,0,0,0,0,244.97,0
53526,2024-08-20 06:13:51,2024-08-20 06:13:48,8,93,TRUE,13.8,0,32,81.961,40,9.041,0,49,30,1592.5,14.5,537,3,24,3,9279.812,-19.812,32717.984,0.169,20.562,0.691,0,0,0,0,244.97,0
54526,2024-08-20 06:13:53,2024-08-20 06:13:51,8,93,TRUE,13.9,0,32,87.451,40,8.105,0,49,30,1360.75,14.5,537,3,24,3,9279.82,-25.688,32797.547,0,20.562,0.691,0,0,0,0,244.97,0
55526,2024-08-20 06:13:53,2024-08-20 06:13:51,8,93,TRUE,13.9,0,32,85.49,42,7.83,0,49,30,1298.25,14.5,537,3,24,3,9279.828,-25.5,32797.547,0,20.562,0.691,0,0,0,0,244.97,0
56526,2024-08-20 06:13:53,2024-08-20 06:13:51,8,93,TRUE,13.8,0,32,87.059,37,7.686,0.879,50,29,1370.75,14.5,537,3,8,3,9279.836,13.25,32820.469,0.87,21,0.691,0,0,0,0,244.97,0
57526,2024-08-20 06:13:56,2024-08-20 06:13:54,8,93,TRUE,13.9,0,32,80.784,35,10.254,0,50,31,1902.75,14.5,540,3,24,3,9279.844,-13.062,33684.547,0.389,20.812,0.691,0,0,0,0,244.97,0
58526,2024-08-20 06:13:56,2024-08-20 06:13:54,8,93,TRUE,13.8,0,32,81.176,40,9.27,0,50,31,1632.75,14.5,540,3,24,3,9279.855,-27.312,34007.641,0,20.562,0.691,0,0,0,0,244.97,0
59526,2024-08-20 06:13:56,2024-08-20 06:13:54,8,93,TRUE,13.8,0,32,81.176,40,8.545,0,50,31,1445.5,14.5,540,3,24,3,9279.863,-26.25,34033.172,0,20.562,0.691,0,0,0,0,244.97,0
60526,2024-08-20 06:14:00,2024-08-20 06:13:57,8,93,TRUE,13.9,0,32,81.176,40,8.447,0,50,31,1419,14.5,540,3,24,3,9279.871,-26.125,34033.172,0,20.562,0.691,0,0,0,0,244.97,0
61526,2024-08-20 06:14:00,2024-08-20 06:13:57,8,93,TRUE,13.8,0,32,98.824,40,8.496,0,50,31,1409,14.5,540,3,24,3,9279.879,-26.062,34033.172,0,20.562,0.691,0,0,0,0,244.97,0
62526,2024-08-20 06:14:00,2024-08-20 06:13:57,8,93,TRUE,13.8,0,32,83.529,40,8.4,0,50,31,1393.25,14.5,540,3,24,3,9279.887,-25.875,34033.172,0,20.5,0.691,0,0,0,0,244.97,0
63526,2024-08-20 06:14:02,2024-08-20 06:14:00,8,93,TRUE,13.9,0,32,85.49,40,8.23,0,50,31,1373,14.5,540,3,24,3,9279.898,-25.812,34033.172,0,20.5,0.691,0,0,0,0,244.97,0
64526,2024-08-20 06:14:02,2024-08-20 06:14:00,8,93,TRUE,13.9,0,32,89.804,40,8.252,0,50,30,1355.5,14.5,540,3,24,3,9279.906,-25.688,34033.172,0,20.5,0.691,0,0,0,0,244.97,0
65526,2024-08-20 06:14:02,2024-08-20 06:14:00,8,93,TRUE,13.9,0,32,85.882,40,8.014,0,50,30,1338.5,14.5,537,3,24,3,9279.914,-25.5,34033.172,0,20.438,0.691,0,0,0,0,244.97,0
66526,2024-08-20 06:14:06,2024-08-20 06:14:03,8,93,TRUE,13.9,0,32,82.353,41,7.951,0,50,30,1310.75,14.5,537,3,24,3,9279.922,-25.438,34033.172,0,20.5,0.691,0,0,0,0,244.97,0
67526,2024-08-20 06:14:06,2024-08-20 06:14:03,8,93,TRUE,13.9,0,32,87.843,41,7.939,0,50,30,1303,14.5,537,3,24,3,9279.93,-25.312,34033.172,0,20.438,0.691,0,0,0,0,244.97,0
68526,2024-08-20 06:14:06,2024-08-20 06:14:03,8,93,TRUE,13.9,0,32,92.157,42,7.881,0,50,30,1292.75,14.5,537,3,24,3,9279.938,-25.375,34033.172,0,20.438,0.691,0,0,0,0,244.97,0
69526,2024-08-20 06:14:08,2024-08-20 06:14:06,8,96,TRUE,13.9,0,32,87.451,42,7.961,0,50,29,1275.25,14.5,537,3,24,3,9279.945,-25.562,34033.172,0,20.312,0.691,0,0,0,0,244.97,0
70526,2024-08-20 06:14:08,2024-08-20 06:14:06,8,96,TRUE,13.9,0,32,81.176,43,7.896,0,50,29,1262.75,14.5,537,3,24,3,9279.957,-25.5,34033.172,0,20.25,0.691,0,0,0,0,244.97,0
71526,2024-08-20 06:14:08,2024-08-20 06:14:06,8,96,TRUE,13.9,0,32,92.157,43,7.791,0,50,29,1253.5,14.5,534,3,24,3,9279.965,-25.688,34033.172,0,20.25,0.691,0,0,0,0,244.97,0
72526,2024-08-20 06:14:12,2024-08-20 06:14:09,8,96,TRUE,13.8,96,32,87.451,43,7.814,0,50,29,1239.5,14.5,534,3,24,3,9279.973,-25.875,34033.172,0,20.188,0.691,0,0,0,0,244.97,0
73526,2024-08-20 06:14:12,2024-08-20 06:14:09,8,96,TRUE,13.9,0,32,91.765,44,7.732,0,50,29,1210.5,14.5,534,3,24,3,9279.98,-25.938,34033.172,0,20.125,0.691,0,0,0,0,244.97,0
74526,2024-08-20 06:14:12,2024-08-20 06:14:09,8,96,TRUE,14,0,32,80,33,7.379,0,50,28,1563.5,14.5,534,3,24,3,9279.988,1.125,34253.422,0.609,21.25,0.691,0,0,0,0,244.97,0
75526,2024-08-20 06:14:14,2024-08-20 06:14:12,8,96,TRUE,13.9,0,32,80,27,5.309,0,50,28,1538,14.5,537,3,24,3,9279.996,-6.188,34767.906,0.429,22.062,0.691,0,0,0,0,244.97,0
76526,2024-08-20 06:14:14,2024-08-20 06:14:12,8,96,TRUE,13.8,96,32,98.431,25,5.264,0,50,29,1506,14.5,537,3,24,3,9280.004,-7.75,35171.172,0.438,22.188,0.691,0,0,0,0,244.97,0
77526,2024-08-20 06:14:14,2024-08-20 06:14:12,8,96,TRUE,13.8,96,32,87.843,25,4.51,0,50,28,1491,14.5,540,3,24,3,9280.012,-9.5,35597.344,0.393,22.312,0.691,0,0,0,0,244.97,0
78526,2024-08-20 06:14:20,2024-08-20 06:14:15,8,96,TRUE,13.8,96,32,94.118,26,4.275,0,50,25,1357.5,14.5,543,3,24,3,9280.02,-9.25,36041.438,0.38,22,0.691,0,0,0,0,244.97,0
79526,2024-08-20 06:14:20,2024-08-20 06:14:15,8,96,TRUE,13.8,96,32,77.647,28,4.314,0,50,22,1230.5,14.5,546,3,24,3,9280.023,-8.812,36404.078,0.39,21.688,0.691,0,0,0,0,244.97,0
80526,2024-08-20 06:14:20,2024-08-20 06:14:15,8,96,TRUE,13.7,96,32,78.824,29,4.213,0,50,19,1169.5,14.5,552,3,24,3,9280.031,-6.375,36791.859,0.396,21.5,0.691,0,0,0,0,244.97,0
81526,2024-08-20 06:34:52,2024-08-20 06:14:18,8,96,FALSE,13.7,0,32,44.706,31,4.316,0,50,16,1111.5,14.5,555,3,24,3,9280.035,-3.375,37211.578,0.409,21.188,0.691,0,0,0,0,244.97,0
82526,2024-08-20 06:34:52,2024-08-20 06:14:18,8,96,FALSE,13.9,0,32,56.471,30,4.373,0,50,15,1161.5,14.5,558,3,24,3,9280.039,-8.062,37598.594,0.4,21.438,0.691,0,0,0,0,244.97,0
83526,2024-08-20 06:34:52,2024-08-20 06:14:18,8,96,FALSE,13.8,0,32,63.922,43,10.352,2.002,50,14,1657.75,14.5,558,3,8,2,9280.043,26.812,38261.703,0.992,20.125,0.691,0,0,0,0,244.97,0
84526,2024-08-20 06:14:23,2024-08-20 06:14:21,8,80,TRUE,13.8,0,32,52.549,44,11.855,4.376,50,15,1732.75,14.5,561,3,8,2,9280.047,33.562,39344.859,1.207,19.812,0.691,0,0,0,0,244.97,0
85526,2024-08-20 06:14:23,2024-08-20 06:14:21,8,80,TRUE,13.9,0,32,50.588,46,11.303,2.634,50,16,1801.5,14.5,561,3,8,2,9280.051,30.938,40338.5,1.021,19.938,0.691,0,0,0,0,244.97,0
86526,2024-08-20 06:14:23,2024-08-20 06:14:21,8,80,TRUE,13.9,0,32,74.118,41,9.967,0,50,17,1829.5,14.5,564,3,8,2,9280.059,14.562,41359.953,0.825,20.438,0.691,0,0,0,0,244.97,0
87526,2024-08-20 06:14:26,2024-08-20 06:14:24,8,80,TRUE,13.9,0,32,75.294,36,10.137,2.969,50,17,1637.5,14.5,564,3,8,2,9280.062,24.125,42051.484,0.824,20.688,0.691,0,0,0,0,244.97,0
88526,2024-08-20 06:14:26,2024-08-20 06:14:24,8,80,TRUE,13.8,0,32,74.118,46,11.455,3.275,50,17,1814.75,14.5,567,3,8,2,9280.066,31.625,42855.078,0.974,19.938,0.691,0,0,0,0,244.97,0
89526,2024-08-20 06:14:26,2024-08-20 06:14:24,8,80,TRUE,13.9,0,32,59.216,48,12.535,5.42,50,17,1889.75,14.5,567,3,8,2,9280.07,37.812,43886.172,1.131,19.75,0.691,0,0,0,0,244.97,0
90526,2024-08-20 06:14:30,2024-08-20 06:14:27,8,51,TRUE,13.8,0,32,63.137,57,14.818,8.014,50,18,1742.75,14.5,570,3,8,2,9280.078,51.438,45166.375,1.34,18.938,0.691,0,0,0,0,244.97,0
91526,2024-08-20 06:14:30,2024-08-20 06:14:27,8,51,TRUE,13.8,0,32,69.804,76,27.355,17.099,50,20,1915.5,14.5,576,3,8,2,9280.082,85.688,46685.25,2.154,17.625,0.691,0,0,0,0,244.97,0
92526,2024-08-20 06:14:30,2024-08-20 06:14:27,8,51,TRUE,13.9,0,32,61.569,73,25.977,17.099,51,23,2215.5,14.5,588,3,8,2,9280.09,71.375,48850.266,2.216,18.438,0.691,0,0,0,0,244.97,0
93526,2024-08-20 06:14:32,2024-08-20 06:14:30,8,51,TRUE,13.9,0,32,48.627,81,30.383,16.687,51,26,1591,14.5,597,3,8,3,9280.094,89.875,51022.734,1.86,17.188,0.691,0,0,0,0,244.97,0
94526,2024-08-20 06:14:32,2024-08-20 06:14:30,8,51,TRUE,13.9,0,32,72.549,73,20.998,12.686,50,28,1698.75,14.5,600,3,8,3,9280.102,77.438,52653.844,1.527,18,0.691,0,0,0,0,244.97,0
95526,2024-08-20 06:14:32,2024-08-20 06:14:30,8,51,TRUE,13.9,0,32,75.294,64,15.447,5.939,51,29,1774.5,14.5,606,3,8,3,9280.109,56.5,54122.781,1.035,18.562,0.691,0,0,0,0,244.97,0
96526,2024-08-20 06:14:35,2024-08-20 06:14:33,8,51,TRUE,13.9,0,32,77.255,41,10.162,0,51,29,1740,14.5,606,3,24,3,9280.117,-10.625,54957.312,0.338,20.25,0.691,0,0,0,0,244.97,0
97526,2024-08-20 06:14:35,2024-08-20 06:14:33,8,51,TRUE,13.9,0,32,87.451,41,8.816,0,51,26,1541.5,14.5,606,3,24,3,9280.125,-26.812,55184.422,0,20.438,0.691,0,0,0,0,244.97,0
98526,2024-08-20 06:14:35,2024-08-20 06:14:33,8,51,TRUE,13.9,0,32,85.49,45,10.287,7.361,51,22,1270.25,14.5,603,3,8,3,9280.133,41.75,55346.719,0.942,20,0.691,0,0,0,0,244.97,0
99526,2024-08-20 06:14:43,2024-08-20 06:14:36,8,51,TRUE,13.9,0,32,78.824,60,14.928,10.965,51,22,1796.75,14.5,606,3,8,3,9280.141,53.188,56790.562,1.427,18.688,0.691,0,0,0,0,244.97,0
100526,2024-08-20 06:14:43,2024-08-20 06:14:36,8,51,TRUE,13.8,0,32,74.118,70,17.529,11.975,51,23,1581.5,14.5,609,3,8,3,9280.145,75.375,58325.156,1.38,17.688,0.691,0,0,0,0,244.97,0
101526,2024-08-20 06:14:43,2024-08-20 06:14:36,8,51,TRUE,13.9,0,32,76.471,73,20.883,13.12,51,24,1498,14.5,612,3,8,3,9280.152,81.5,59789.547,1.581,17.562,0.691,0,0,0,0,244.97,0
102526,2024-08-20 06:34:54,2024-08-20 06:14:39,8,51,FALSE,13.9,0,32,72.549,70,17.883,9.976,51,26,1596.75,14.5,615,3,8,3,9280.16,69.25,61364.625,1.267,17.75,0.691,0,0,0,0,244.97,0
103526,2024-08-20 06:34:54,2024-08-20 06:14:39,8,51,FALSE,13.8,0,32,74.118,59,14.119,5.807,51,27,1646,14.5,615,3,8,3,9280.168,53.562,62512.641,0.972,18.562,0.691,0,0,0,0,244.97,0
104526,2024-08-20 06:34:54,2024-08-20 06:14:39,8,51,FALSE,13.8,0,32,78.824,54,12.402,4.428,52,27,1664,14.5,615,3,8,3,9280.172,41.25,63460.188,0.9,18.875,0.691,0,0,0,0,244.97,0
105526,2024-08-20 06:34:56,2024-08-20 06:14:42,8,51,FALSE,13.9,0,32,78.824,42,8.602,0,52,27,1627,14.5,615,3,24,3,9280.18,0.25,64386.594,0.555,20.25,0.691,1533,35.770992,51.381519,5,47.32,2.833542041
106526,2024-08-20 06:34:56,2024-08-20 06:14:42,8,51,FALSE,13.9,0,32,83.529,40,8.752,0,52,25,1493.25,14.5,615,3,24,3,9280.188,-18.875,64806.141,0.151,20.188,0.691,1533,35.770992,51.381519,5,47.32,0
107526,2024-08-20 06:34:56,2024-08-20 06:14:42,8,51,FALSE,13.7,96,32,83.529,42,7.875,0,52,22,1294.25,14.5,615,3,24,3,9280.195,-25.688,64905.359,0,20.062,0.691,1533,35.770992,51.381519,5,47.32,0
108526,2024-08-20 06:14:48,2024-08-20 06:14:45,8,100,TRUE,13.7,96,32,98.431,40,5.342,0,52,17,1102.25,14.5,612,3,24,3,9280.199,9.312,65104.906,0.465,20.312,0.691,1533,35.770927,51.381435,5,226.36,3.124837493
109526,2024-08-20 06:14:48,2024-08-20 06:14:45,8,100,TRUE,13.8,0,32,98.039,29,4.467,0,52,15,1286.5,14.5,615,3,24,2,9280.203,-2.875,65507.734,0.329,21.375,0.691,1533,35.770927,51.381435,5,226.36,0
110526,2024-08-20 06:14:48,2024-08-20 06:14:45,8,100,TRUE,13.9,0,32,98.431,37,7.568,1.721,52,14,1262.75,14.5,615,3,8,2,9280.207,21.562,65844.766,0.659,20.438,0.691,1533,35.770927,51.381435,5,226.36,0
111526,2024-08-20 06:14:50,2024-08-20 06:14:48,8,100,TRUE,13.8,0,32,98.039,45,10.336,2.386,52,16,1601.75,14.5,615,3,8,2,9280.215,29.125,66638.312,0.922,19.812,0.691,1530,35.770878,51.381569,5,114.26,-1.956514091
112526,2024-08-20 06:14:50,2024-08-20 06:14:48,8,100,TRUE,13.9,0,32,98.431,44,10.908,2.435,53,18,1804.5,14.5,615,3,8,2,9280.219,28.625,67533.531,0.974,19.875,0.691,1530,35.770878,51.381569,5,114.26,0
