Time,Speed,Accelerator pedal position,Throttle position,FC_avg_rate,Engine speed,Trip fuel consumption,slope
794,1.167035398,0.0,2.481484202,0.216001798,627.3528761,403744.8675,0
795,0.021017699,0.0,2.488019825,0.206590501,627.9435841,403974.117,0
796,0.0,0.0,2.1351502,0.194361864,643.0188053,404155.2139,0
797,0.0,0.0,1.981671089,0.177518321,648.0840708,404349.6249,0
798,0.0,0.0,2.028878811,0.183550539,647.9557522,404510.154,0
799,0.0,0.0,2.023423457,0.184691303,648.8285398,404699.4336,0
800,0.0,0.0,2.051240364,0.185512306,648.7267699,404870.335,0
801,0.0,0.0,2.051807505,0.185149336,645.9137168,405054.0021,0
802,0.0,0.0,2.045271882,0.180983822,646.045354,405228.536,0
803,0.0,0.0,2.09874516,0.176524475,643.3982301,405415.7829,0
804,0.0,0.0,2.14368432,0.176152862,638.1725664,405575.6464,0
805,0.0,0.0,2.045676983,0.179860343,645.704646,405765.3386,0
806,0.0,0.0,2.079192305,0.182781388,643.3550885,405934.3554,0
807,0.0,0.0,2.066067046,0.182228291,647.0210177,406124.8056,0
808,0.0,0.0,2.115732379,0.176325705,639.449115,406299.2226,0
809,0.0,0.0,2.154649042,0.17481333,637.8794248,406474.1648,0
810,0.0,0.0,2.100689643,0.179661574,642.8705752,406648.2084,0
811,0.0,0.0,2.07103628,0.180180102,645.0298673,406815.7105,0
812,0.0,0.0,2.152650546,0.176075083,639.7068584,406996.2059,0
813,0.0,0.0,2.112599601,0.182522124,642.6814159,407159.4083,0
814,0.0,0.0,2.088293565,0.178676369,644.8915929,407340.8386,0
815,0.0,0.0,2.127021182,0.174994815,640.7057522,407507.8602,0
816,0.0,0.0,2.088698666,0.182297428,645.8019912,407680.8046,0
816,0.0,0.0,2.128209477,0.178322041,642.0265487,407862.6712,0
817,0.0,0.0,2.127102202,0.172894773,638.1725664,408016.7243,0
818,0.0,0.0,2.122862149,0.180309735,641.1725664,408200.2168,0
819,0.0,0.0,2.051051317,0.182435702,650.0829646,408364.4605,0
820,0.0,0.0,2.169691778,0.179868985,640.1902655,408550.661,0
821,0.0,0.0,2.038304152,0.176533117,639.8893805,408710.999,0
822,0.0,0.0,2.318795803,0.214852392,663.6847345,408906.5409,0
823,0.863938053,4.201946427,2.803593188,0.230019358,688.0044248,409103.4953,0
824,2.551161504,9.958101796,5.134569016,0.43999758,864.3639381,409378.2998,0
825,5.118570243,13.15969281,6.137463055,0.520490528,1101.526549,409810.0676,0
826,7.082204093,14.53525239,6.527466901,0.512505185,1213.431416,410333.2272,0
827,8.799294801,15.14282227,7.596257303,0.62439505,1415.554204,410859.4288,0
828,10.46881914,15.95540004,8.246632804,0.691579093,1548.865044,411502.3725,0
829,12.34665376,18.08730944,8.479646666,0.761649613,1336.647124,412190.3879,0
830,14.02198562,15.05523952,7.31290294,0.614698562,1360.394912,412889.3107,0
831,15.21266593,15.8468871,7.448206539,0.623003664,1353.161504,413501.3659,0
832,16.62831858,18.10794256,8.038411098,0.687543211,1312.442478,414121.5357,0
833,18.2909292,18.31270741,8.964795138,0.778709209,1436.830752,414801.6099,0
834,19.84354259,18.08628319,9.310291932,0.806148023,1563.799779,415585.9234,0
835,21.38938053,18.01452637,9.7430744,0.821392768,1682.924779,416363.1723,0
836,22.85985896,18.17475716,10.03917593,0.852953886,1792.455752,417201.5402,0
837,24.29611449,19.31676274,9.0069256,0.753163025,1363.704646,417990.2028,0
838,25.63440265,19.94064466,9.120164719,0.780783324,1318.215708,418773.0382,0
839,26.98561947,20.42555007,9.640286876,0.844890763,1386.443584,419514.5538,0
840,28.46570796,23.43444824,11.8931053,1.042139104,1465.473451,420430.018,0
841,30.43293695,24.74945879,13.43745679,1.155178374,1564.138274,421439.5584,0
842,32.58496958,25.78430176,15.20031954,1.277568446,1677.391593,422639.5297,0
843,34.90230918,25.80912092,15.50608947,1.330691717,1794.126106,423901.9784,0
844,37.03525996,25.86675323,15.10636321,1.309224627,1903.882743,425176.8725,0
845,38.92339602,25.8972168,14.95844748,1.330000346,1907.751106,426573.8285,0
846,40.49115044,25.8972168,14.59382994,1.23602565,1552.931416,427765.5744,0
847,41.95519912,25.8972168,14.88606951,1.267284292,1608.168142,429135.9183,0
848,43.66440819,25.8972168,15.17585147,1.313701258,1666.93031,430337.8927,0
849,45.10094027,25.8972168,15.44999654,1.335375761,1724.971239,431690.6303,0
850,46.6196073,25.8972168,15.52426499,1.336931347,1782.626106,432995.9663,0
851,48.12907909,26.5242585,15.59429337,1.346524129,1837.973451,434320.6457,0
852,49.53332412,27.90151951,16.66138235,1.467600595,1894.074115,435761.3498,0
853,51.0492948,28.06952823,16.5947028,1.472379701,1950.965708,437095.1373,0
854,52.53954646,29.5477673,18.13222159,1.580337389,2007.790929,438714.8308,0
855,54.38779038,33.55269981,28.0690151,2.15697594,2083.268805,440315.8833,0
856,56.79355642,35.08903031,37.3417407,2.387505185,2177.279867,442716.6012,0
857,59.44192478,35.2142334,42.1520672,2.590656112,2280.607301,445035.6659,0
858,62.01908186,35.21339619,41.89971654,2.6673638,2386.588496,447783.8913,0
859,64.65113385,29.68393511,24.99724532,2.028475871,2286.622788,450369.2797,0
860,66.01362002,25.39648546,14.55134839,1.285199461,1848.405973,452263.1882,0
861,66.63723728,25.21972656,14.54848568,1.323233545,1867.001106,453623.6597,0
862,67.27378319,25.21972656,14.49882035,1.337553581,1883.884956,454855.0426,0
863,67.81346792,24.70052263,13.99752186,1.280878388,1899.227876,456287.26,0
864,68.23900719,24.27983917,13.64967549,1.240191164,1911.998894,457485.8601,0
865,68.69952987,24.09973145,13.43813196,1.201811394,1923.462389,458770.2948,0
866,69.08248064,22.92634407,12.63284599,1.10595271,1887.861726,459931.7608,0
867,69.19054204,22.37997139,11.43661094,1.017249723,1546.753319,461029.2879,0
868,69.32024336,22.29003906,11.39655999,0.993950498,1530.820796,462003.4093,0
869,69.44365321,22.29003906,11.42205432,0.997286366,1533.442478,462985.7087,0
870,69.5474281,22.27151246,11.42813083,0.991435633,1536.158186,463956.4141,0
871,69.63965708,19.36956085,9.964691432,0.858631775,1537.03208,464921.9206,0
872,69.54480088,18.66149902,9.411729121,0.780126521,1535.068584,465730.2412,0
873,69.43017146,18.67554251,9.4293645,0.798508366,1531.840708,466503.2157,0
874,69.21397954,18.87722859,9.487725992,0.81358891,1529.153761,467292.5235,0
875,69.11946903,18.94380012,9.566369521,0.824668142,1526.412611,468082.0467,0
876,69.0595271,20.5593683,10.20632043,0.886312569,1524.88385,468885.1681,0
877,69.06457412,21.1151123,10.66276078,0.922333034,1524.82854,469809.3165,0
878,69.07646571,21.04297739,10.61622822,0.911331582,1525.640487,470637.6384,0
879,69.10073285,20.95166772,10.49594035,0.899707895,1526.209071,471616.0607,0
880,69.14283739,20.81604004,10.44392544,0.882069275,1526.743363,472391.4811,0
881,69.16931692,20.81604004,10.43606648,0.88365943,1527.02323,473357.5297,0
882,69.12665929,20.81604004,10.45397193,0.890045976,1527.309735,474128.0358,0
883,69.15403761,20.81604004,10.46979786,0.889441026,1527.605088,475076.0451,0
884,69.17920354,20.81604004,10.47792688,0.887608891,1527.969027,475879.2829,0
885,69.21605365,20.81604004,10.46304618,0.881948285,1528.294248,476813.354,0
886,69.22296737,20.81604004,10.44919174,0.888801507,1528.831858,477638.4986,0
887,69.24350111,20.81604004,10.43144834,0.894626314,1529.215708,478541.5672,0
888,69.2753042,20.81604004,10.45926524,0.882216192,1529.67146,479391.315,0
889,69.28871681,20.81604004,10.47090514,0.882121128,1529.986726,480277.1612,0
890,69.32252489,20.81604004,10.47698164,0.880842091,1530.375,481124.6634,0
891,69.32909292,20.81604004,10.46590889,0.885534776,1530.81969,482000.3738,0
892,69.33953263,20.81604004,10.46118272,0.88390141,1531.196903,482889.2955,0
892,69.3803927,20.81604004,10.4530537,0.881317409,1531.699115,483717.1676,0
893,69.37389381,20.62591283,10.31707494,0.871914754,1531.797566,484641.9074,0
894,69.39394358,19.99800691,9.993507588,0.842306762,1531.460177,485408.9288,0
895,69.33144358,19.96154785,9.959614171,0.842194414,1530.707965,486299.0389,0
896,69.28387721,19.96154785,9.928097345,0.84052648,1529.659292,487079.1374,0
897,69.21902655,19.96154785,9.918077857,0.840172152,1528.806416,487950.9548,0
898,69.21349558,19.96154785,9.942626953,0.845651272,1527.811947,488735.9793,0
899,69.16019082,19.96154785,9.927098097,0.845806831,1526.994469,489580.6532,0
900,69.10813053,19.96154785,9.909300678,0.839774613,1526.151549,490396.9275,0
901,69.08953263,19.96154785,9.923614232,0.84326604,1525.295354,491250.0726,0
902,69.03443031,19.96154785,9.895473244,0.838884472,1524.313053,492040.212,0
903,69.02053374,19.96154785,9.902278934,0.840241289,1523.686947,492945.7319,0
904,68.98126383,19.96154785,9.903440222,0.834260924,1522.743363,493680.3155,0
905,68.92989491,19.96154785,9.93601031,0.843300608,1522.026549,494575.6315,0
906,68.9092229,19.96154785,9.901306692,0.837570866,1521.346239,495357.8227,0
907,68.87403208,19.96154785,9.849534836,0.835159707,1520.579646,496205.7915,0
908,68.83531527,19.96154785,9.917834797,0.836404176,1519.748894,496996.3944,0
909,68.79487002,19.96154785,9.864199478,0.836317754,1519.140487,497852.5712,0
910,68.79784292,19.96154785,9.875947395,0.832930033,1518.480088,498653.7395,0
911,68.76431139,19.96154785,9.873408765,0.840863523,1517.68031,499472.1962,0
912,68.7168833,19.10143827,9.833735913,0.842721585,1517.136062,500292.1388,0
913,68.21868086,0.032191994,5.394886658,0.240476355,1503.09292,501005.8993,0
914,66.66599834,0.0,5.194793971,0.0,1471.168142,501179.182,0
915,64.24937777,0.0,4.803655844,0.0,1417.102876,501182.9375,0
916,61.38502489,0.0,4.40609012,0.0,1353.725664,501182.9375,0
917,58.14083241,0.0,4.189226269,0.0,1283.030973,501182.9375,0
918,54.78456858,0.0,4.845327192,0.0,1463.096239,501182.9375,0
919,52.84748341,0.0,5.045797973,0.0,1477.775442,501182.9375,0
920,51.54383296,0.545832541,5.27319444,0.0,1441.574115,501182.9375,0
921,50.29514657,1.884717013,4.740217091,0.194068031,1410.150442,501182.9375,0
922,49.47759956,5.987170734,4.187686886,0.565300055,1386.084071,501499.1607,0
923,48.97580199,9.411972181,5.431048638,0.479647746,1372.082965,502041.7497,0
924,48.65313883,9.487915039,5.468885034,0.428201051,1361.738938,502500.0754,0
925,48.30600111,9.703347535,5.464347907,0.445528554,1352.59292,502914.1856,0
926,48.0234375,10.37597656,5.782162827,0.496517215,1344.642699,503387.172,0
927,47.81512721,13.90848075,6.758077166,0.620990044,1339.649336,503842.6525,0
928,47.83559181,14.36489409,7.100846282,0.616625761,1339.080752,504540.6191,0
929,47.80648507,13.56811523,6.8452008,0.558386338,1338.349558,505089.2146,0
930,47.76064712,15.29095405,7.316872926,0.609988592,1337.78208,505666.4712,0
931,47.85889104,16.02478027,7.713790488,0.659775996,1339.935841,506267.1131,0
932,48.00131361,16.02478027,7.724350111,0.661867395,1343.233407,506940.2071,0
933,48.10246128,16.02478027,7.7488722,0.661789616,1347.11615,507575.4491,0
934,48.23333794,16.02478027,7.796647063,0.664918072,1350.706858,508213.5708,0
935,48.36919248,16.02478027,7.807206686,0.665514381,1354.701327,508885.6144,0
936,48.53187223,16.02478027,7.796052916,0.662429134,1358.817478,509530.2259,0
937,48.65334624,16.02478027,7.795674822,0.650260993,1362.388274,510187.7803,0
938,48.78042035,16.02478027,7.794351493,0.65141904,1365.95354,510828.1589,0
939,48.88827434,16.02478027,7.847014571,0.659404383,1369.50885,511471.7638,0
940,49.00829646,16.02478027,7.885850214,0.662524198,1373.138274,512110.1191,0
941,49.12493086,16.02478027,7.860166837,0.657952503,1376.767699,512738.3915,0
942,49.2753042,16.02191756,7.852361899,0.659603153,1380.457965,513414.5144,0
943,49.37437777,15.80643105,7.854360395,0.652378319,1383.675885,514053.4621,0
944,49.46314989,15.72570801,7.792596057,0.647988108,1386.797566,514697.5877,0
945,49.59782909,15.52337376,7.699774008,0.642733684,1389.603982,515343.5156,0
946,49.6610896,14.1261278,7.236690015,0.594009264,1390.860619,515949.1134,0
947,49.64311394,13.90075684,7.171090725,0.574884195,1390.746681,516537.1421,0
948,49.57307799,12.48333686,6.595496794,0.521631291,1388.719027,517070.9029,0
949,49.45526825,12.20703125,6.576105979,0.50293833,1385.463496,517618.6744,0
950,49.33130531,12.20703125,6.572135993,0.513602738,1381.823009,518075.2069,0
951,49.1899198,12.44255674,6.58831301,0.513862002,1378.292035,518640.7425,0
952,49.08884126,12.58912213,6.662446419,0.527525235,1374.79646,519133.7544,0
952,48.95084347,12.65869141,6.691208561,0.528864768,1371.983407,519638.336,0
953,48.89477323,12.65869141,6.677165074,0.529659845,1369.248894,520166.0867,0
954,48.80842091,12.6848339,6.672871007,0.527577088,1366.715708,520670.4712,0
955,48.71916482,12.7029824,6.664741989,0.526712873,1364.128319,521202.3359,0
956,48.61303927,12.73498535,6.657693238,0.527862279,1361.439159,521708.0983,0
957,48.54652931,12.96324603,6.739955666,0.528380808,1359.355088,522239.6536,0
958,48.44738662,12.99133301,6.703280559,0.533211767,1357.153761,522756.0973,0
959,48.38862002,13.74003993,6.948258392,0.557720893,1355.734513,523269.6247,0
960,48.37949392,13.85438632,6.988795458,0.569085315,1354.691372,523841.5003,0
961,48.36780973,13.87939453,7.011589118,0.567365528,1353.89823,524390.5355,0
962,48.33559181,13.91633971,7.019394056,0.560339463,1353.515487,524960.094,0
963,48.31830752,15.04411275,7.30396372,0.592306762,1353.72677,525501.7745,0
964,48.44081858,16.58325195,8.078381024,0.681260371,1356.771018,526119.8487,0
965,48.61449115,16.49545315,8.063743389,0.666897124,1361.952434,526800.016,0
966,48.77717091,15.39393062,7.564281362,0.611241704,1365.746681,527406.8761,0
967,48.8731333,15.38058931,7.610651877,0.615986242,1368.588496,528045.2107,0
968,48.933974,15.1522206,7.522096887,0.612183697,1371.243363,528630.9511,0
969,49.0083656,14.19837074,7.175087718,0.573726148,1372.438053,529249.8498,0
970,48.99827157,13.23906552,6.838854224,0.536167381,1371.945796,529792.4339,0
971,48.9404729,13.21465146,6.840069526,0.528804273,1370.688053,530353.3606,0
972,48.87638274,13.67365744,6.979721204,0.538397055,1369.283186,530841.7211,0
973,48.87278761,13.81384926,7.076000112,0.558611034,1368.25885,531405.47,0
974,48.87230365,13.82141113,7.053449513,0.567002558,1367.771018,531915.2037,0
975,48.82791759,13.82141113,7.061956625,0.554022055,1367.475664,532500.5394,0
976,48.84202157,13.84728356,7.0630639,0.555154176,1367.059735,532994.027,0
977,48.79618363,13.90075684,7.065683551,0.560106126,1366.627212,533608.8964,0
978,48.77143252,13.94807259,7.095850041,0.566786504,1366.320796,534099.9017,0
979,48.78698838,13.97399902,7.092852297,0.562716054,1366.40708,534695.0744,0
980,48.79680586,13.97399902,7.080834313,0.567356886,1366.097345,535205.8522,0
981,48.76873617,13.97399902,7.11291828,0.563692616,1365.789823,535798.4732,0
982,48.77212389,13.97399902,7.079727038,0.559846861,1366.011062,536314.6681,0
983,48.77191648,13.97399902,7.084669265,0.55754805,1365.996681,536917.2046,0
984,48.77143252,14.0008977,7.09233917,0.560287611,1365.85177,537439.0118,0
985,48.77309181,14.01062012,7.101089343,0.559553028,1365.97677,538013.8544,0
986,48.78387721,14.01062012,7.108975301,0.560961698,1365.788717,538548.8785,0
987,48.76845962,14.01062012,7.107922039,0.567590224,1366.016593,539109.8908,0
988,48.76555586,14.44610326,7.166769652,0.564332135,1366.193584,539655.3917,0
989,48.9200083,22.11357724,10.29773813,0.859660191,1372.169248,540266.2864,0
990,49.61373064,24.09006304,12.27868004,1.032252489,1390.971239,541207.5725,0
991,50.42173673,24.39893874,12.63643788,1.039451397,1414.841814,542150.0101,0
992,51.35142423,25.31840907,13.24308952,1.068843335,1439.813053,543247.2037,0
993,52.53947732,32.39035817,26.59380077,1.536305655,1474.059735,544260.6261,0
994,54.0775719,33.13598633,34.51343638,1.708967091,1517.612832,545862.9611,0
995,55.80365044,33.33410753,35.49704763,1.735325636,1566.887168,547449.1285,0
996,57.67215155,33.8619536,36.13559419,1.831391731,1617.795354,549274.6144,0
997,59.5342229,34.1269164,36.03458911,1.889562016,1670.498894,551039.9094,0
998,61.49681969,34.8578259,37.93659041,1.982672497,1723.817478,553012.7889,0
999,63.38025442,35.09367546,38.57897193,2.072135993,1778.94469,554910.0087,0
1000,65.43431969,35.20812988,39.34307267,2.136468128,1833.787611,557081.0377,0
1001,67.25421737,32.71886775,30.23160411,1.970115459,1885.714602,559065.6177,0
1002,68.61615044,23.88616241,14.63431299,1.211732577,1918.557522,560995.9917,0
1003,68.86255531,21.13939133,10.66675777,0.871543142,1659.735619,562084.8999,0
1004,68.94227046,22.03209801,11.10788531,0.990813399,1522.753319,563012.487,0
1005,69.07750277,22.10234245,11.22344701,0.994987555,1525.199115,563903.3988,0
1006,69.23036504,22.12843093,11.26522638,0.98602565,1527.896018,564925.9617,0
1007,69.2831167,22.14811882,11.26646869,0.979561325,1530.752212,565881.5827,0
1008,69.46750553,22.20634528,11.3659614,0.977098313,1533.469027,566855.5412,0
1009,69.51728429,21.0583172,10.80268252,0.925841745,1535.639381,567809.0709,0
1010,69.51597069,19.91882324,9.949000536,0.818203816,1535.720133,568671.3249,0
1011,69.52302268,19.91882324,9.945543677,0.844190749,1534.730088,569520.3183,0
1012,69.47967367,19.91882324,9.962422869,0.853679826,1533.853982,570285.1421,0
1013,69.43957412,19.91882324,9.967392103,0.848157494,1532.679204,571203.5857,0
1014,69.37050608,19.91882324,9.955914253,0.850283462,1531.903761,571974.3512,0
1015,69.33974004,20.47084032,10.12592147,0.860740459,1530.808628,572855.1387,0
1015,69.34693031,21.80313515,11.11949819,0.972163648,1531.865044,573662.7371,0
1016,69.49018252,22.5418766,11.55292882,0.988868916,1534.368363,574710.658,0
1017,69.65611173,22.88920985,11.8081692,1.00390625,1538.06969,575557.7689,0
1018,69.81892976,23.13121694,12.03675397,1.01349039,1542.386062,576658.3673,0
1019,70.03650442,23.2635498,12.13170955,1.026358545,1547.056416,577567.6673,0
1020,70.24688883,22.44675898,11.87033864,1.014924986,1551.561947,578650.8182,0
1021,70.27433628,18.51444751,9.403411055,0.752143252,1552.211283,579522.3744,0
1022,70.17249723,18.48754883,9.404653364,0.773618985,1549.928097,580355.3744,0
1023,70.04618363,18.57902054,9.367222069,0.794204577,1547.027655,581081.6073,0
1024,69.93127765,19.47675047,9.792469666,0.845132743,1544.573009,581870.3545,0
1025,69.88357301,19.69582887,9.812211568,0.839377074,1543.144912,582683.0996,0
1026,69.81236173,19.1385995,9.606609513,0.823043418,1541.320796,583530.5407,0
1027,69.70340155,18.47229004,9.352584434,0.78217471,1539.064159,584321.8215,0
1028,69.5878042,18.71337891,9.383318066,0.788872373,1536.304204,585077.2275,0
1029,69.48396018,19.45017587,9.728247718,0.829637376,1534.293142,585897.6981,0
1030,69.41516869,19.94561389,9.975953229,0.850300747,1533.289823,586680.9643,0
1031,69.3857854,20.21821959,10.00290592,0.848062431,1532.358407,587552.889,0
1032,69.43639381,20.703125,10.40762842,0.881144566,1532.561947,588336.6166,0
1033,69.46487832,20.703125,10.34416266,0.882259403,1533.115044,589284.1777,0
1034,69.44676438,20.703125,10.31872235,0.871724627,1533.797566,590052.3432,0
1035,69.51839049,20.703125,10.32674334,0.872165376,1534.244469,590988.8067,0
1036,69.51272124,20.703125,10.37748894,0.873764173,1534.65708,591746.3507,0
1037,69.52309181,20.703125,10.38904781,0.877774129,1535.184735,592692.0426,0
1038,69.52150166,20.1051155,10.03034474,0.83460661,1535.240044,593458.7203,0
1039,69.51769912,19.61899479,9.826309069,0.817348244,1534.537611,594314.9852,0
1040,69.45962389,19.61364746,9.813561904,0.820087804,1533.543142,595082.3761,0
1041,69.42851217,19.61364746,9.807782469,0.81958656,1532.498894,595933.9743,0
1042,69.37237279,19.61364746,9.798492162,0.822282909,1531.640487,596706.911,0
1043,69.30461836,19.61364746,9.788364647,0.819189021,1530.196903,597562.8418,0
1044,69.23935288,19.6041411,9.848859669,0.825653346,1529.262168,598298.5335,0
1045,69.19434458,19.13616889,9.565019186,0.796693515,1527.827434,599170.8406,0
1046,69.10571073,18.79061809,9.483323899,0.788829162,1525.811947,599881.3707,0
1047,69.00636062,18.87614833,9.421127454,0.781241358,1523.853982,600723.7488,0
1048,68.95374723,19.680246,9.780802769,0.815472898,1522.165929,601425.2976,0
1049,68.91482301,20.79997105,10.45475512,0.874429618,1521.95354,602313.9367,0
1050,68.97441925,21.23215937,10.59516299,0.879156872,1522.710177,603072.5481,0
1051,69.07549779,22.74056494,11.66371033,0.984029314,1525.222345,604041.1792,0
1052,69.27281527,23.21666616,11.88216758,0.986691095,1529.436947,604958.4448,0
1053,69.5878042,27.57392816,15.91135211,1.229846515,1537.769912,606008.6358,0
1054,70.12154314,27.3944956,16.68385193,1.220798189,1549.857301,607174.2348,0
1055,70.68667035,27.1456288,15.67120847,1.201733614,1562.136062,608406.992,0
1056,71.18300608,27.31487983,15.91772569,1.238082481,1573.982301,609544.2829,0
1057,71.73409845,28.02494015,16.58881533,1.29119711,1586.209071,610826.4887,0
1058,72.31471239,28.31804394,17.15025775,1.323950843,1599.306416,612011.1462,0
1059,73.08337942,30.98579339,23.3509165,1.547229328,1614.452434,613442.1965,0
1060,74.01126936,33.72403035,33.58332541,1.795595962,1634.378319,614900.555,0
1061,74.97020188,33.91602103,35.91457131,1.919126798,1657.714602,616829.4273,0
1062,76.07452987,33.9263916,35.80916413,1.90741669,1682.809735,618656.7058,0
1063,77.26541759,33.94146134,35.94738445,1.93266904,1708.371681,620608.0288,0
1064,78.42892699,31.21016511,27.0228023,1.765089187,1731.529867,622481.0336,0
1065,79.12292588,29.32804074,19.66604047,1.48389104,1748.233407,624178.3132,0
1066,79.76673119,29.26330566,20.43989063,1.595590777,1763.084071,625691.589,0
1067,80.39933628,30.22903847,22.25619966,1.673698493,1777.763274,627260.2188,0
1068,81.11725664,30.72766329,23.71302242,1.702295354,1793.566372,629026.5514,0
1069,81.88066925,30.74035645,23.49021709,1.707454715,1809.350664,630588.2768,0
1070,82.5967229,30.74035645,23.29463452,1.712052337,1824.49115,632428.8989,0
1071,83.24972345,30.78075848,23.16132942,1.710591814,1839.734513,633992.5295,0
1072,83.98707135,34.02194133,30.86488437,1.939314851,1856.558628,635884.8292,0
1073,84.87679757,34.32617188,37.31008884,2.140331167,1877.230088,637842.4512,0
1074,85.97642423,34.37996923,38.54915653,2.146294248,1899.769912,639935.3982,0
1075,87.0204646,34.53369141,39.35214693,2.170267561,1922.448009,642176.2658,0
1076,87.98727876,34.62232742,39.7040173,2.215742533,1944.641593,644215.2972,0
1077,88.97324392,32.92133703,35.34572905,2.189504978,1966.63385,646526.2656,0
1078,89.8515625,32.5592041,28.75871236,2.0178806,1985.509956,648619.9328,0
1079,90.65763274,32.5592041,26.86367879,2.010024889,2001.855088,650694.1243,0
1080,91.33012998,32.56155369,26.48971693,1.982819414,2017.182522,652629.0408,0
1081,91.99239491,34.58619244,31.41317452,2.125959278,2032.716814,654727.771,0
1082,92.80593197,35.08300781,39.87761641,2.365623272,2051.310841,656813.753,0
1083,93.65147954,35.08300781,40.86997783,2.382293971,2071.855088,659305.9723,0
1084,94.67464049,35.08300781,41.10936528,2.410311809,2092.674779,661538.8682,0
1085,95.60660951,35.08300781,41.3800805,2.440222276,2113.300885,664202.6114,0
1086,96.5239906,35.08300781,41.48284102,2.440844511,2133.003319,666473.6087,0
1087,97.39180033,32.81082558,34.15924342,2.325929895,2151.507743,669152.7246,0
1088,97.87735066,31.04993432,21.74647508,1.892439851,2163.497788,671316.2875,0
1089,98.20077434,28.20024068,17.18212567,1.614465224,2167.829646,673162.5704,0
1090,98.17311947,28.11279297,16.72001391,1.582238662,2168.269912,674851.2626,0
1091,98.13011615,28.11279297,16.74602137,1.590751175,2167.597345,676364.7211,0
1092,98.0985896,28.11279297,16.74599437,1.573968128,2166.740044,678111.966,0
1093,98.0450083,28.11279297,16.81988471,1.596817962,2166.022124,679614.9068,0
1094,98.03256361,28.11279297,16.8560737,1.579913924,2165.567478,681280.5727,0
1095,98.01548673,28.11279297,16.85310296,1.591961076,2165.368363,682888.3504,0
1096,98.01845962,28.11279297,16.91751396,1.609392284,2165.234513,684434.9145,0
1097,98.02170907,28.11279297,16.93706681,1.586680725,2164.980088,686120.439,0
1098,98.00954093,28.11279297,17.01706068,1.602210661,2165.065265,687649.4957,0
1099,98.02067201,28.50992658,17.59162835,1.669835454,2165.755531,689391.4079,0
1100,98.11297013,28.62027599,17.85205402,1.699063191,2167.189159,690975.1738,0
1101,98.18189989,28.72689846,18.10610611,1.734219441,2169.184735,692858.4876,0
1102,98.27240044,28.72924805,18.10721338,1.728472414,2171.209071,694430.8949,0
1103,98.387099,28.72924805,18.12325537,1.727236587,2173.067478,696368.0055,0
1104,98.46252765,28.72924805,18.1415119,1.738428166,2175.087389,698032.0828,0
1105,98.59395741,28.72924805,18.15469117,1.736881222,2177.238938,699916.746,0
1106,98.77779314,28.72924805,18.17527028,1.738021986,2179.186947,701621.9461,0
1107,98.86808628,28.73040934,18.17780891,1.734236726,2181.330752,703384.6168,0
1108,98.92519358,28.75231177,18.23962726,1.730563814,2183.175885,705229.3968,0
1109,99.02751659,28.83727487,18.37196013,1.758685357,2185.175885,706882.9578,0
1110,99.078125,27.72959481,17.09994426,1.633011269,2186.271018,708782.4882,0
1111,99.06153208,27.31933594,16.53777266,1.587078263,2185.540929,710338.8771,0
1112,98.98610343,27.31933594,16.49375173,1.588521502,2184.295354,711973.8186,0
1113,98.94399889,27.31933594,16.50242088,1.571193999,2182.736726,713602.6712,0
1114,98.82051991,27.48526514,16.59221818,1.594277171,2181.327434,715154.5062,0
1115,98.83628319,27.78160973,16.93693178,1.607179895,2180.382743,716882.4942,0
1116,98.84105365,28.9300159,18.3738776,1.74041586,2181.378319,718384.5353,0
1117,99.07522124,32.99538942,25.27311882,2.135240943,2187.799779,720343.3462,0
1118,99.62818031,36.28364495,37.50467216,2.444984098,2201.182522,722397.1456,0
1119,100.4241565,37.48279673,43.82091961,2.613834347,2219.327434,725163.7214,0
1120,101.3485205,38.28856882,45.74544451,2.685348106,2239.629425,727661.0928,0
1121,102.220271,38.98887972,46.62961707,2.713279522,2260.06969,730514.0917,0
1122,103.185495,39.2288343,46.95180707,2.745765348,2280.759956,733026.846,0
1123,104.1341952,39.5787872,47.25733394,2.768934942,2301.349558,736190.0861,0
1124,104.9859652,39.79187012,47.29614258,2.793876175,2321.554204,738853.4629,0
1125,105.9162749,39.79187012,46.69948342,2.806804826,2341.629425,741735.4914,0
1126,106.6858407,39.79187012,46.9503217,2.818609997,2360.983407,744685.7653,0
1127,107.7280144,39.79187012,47.05591793,2.8682332,2380.707965,747424.8527,0
1128,108.5465985,39.79187012,47.10188334,2.879476632,2399.620575,750604.5921,0
1129,109.3829508,39.79187012,47.48265089,2.883771778,2418.255531,753399.5311,0
1131,110.1172566,39.79187012,47.61371444,2.906517907,2436.339602,756488.4795,0
1132,110.9781527,39.79187012,47.90549489,2.939090155,2454.332965,759424.1069,0
1133,111.8672566,39.87202602,48.40152707,2.931960384,2471.836283,762390.215,0
1134,112.6136615,40.34018728,49.79077905,2.980183559,2489.082965,765652.7322,0
1135,113.3990597,45.7236771,58.24239275,3.471264864,2509.201327,768569.5931,0
1136,114.6041897,46.26842938,59.92526164,4.016757121,2536.189159,772375.0762,0
1137,115.8075221,46.45326327,60.23230088,4.172160191,2567.271018,776667.539,0
1138,117.0542035,43.22207291,52.98467315,4.135024889,2598.730088,780774.6167,0
1139,118.3033739,29.66319396,17.99275896,2.004839602,2608.29646,784887.154,0
1140,118.043349,28.57055664,18.52633046,1.857663855,2602.685841,786834.7226,0
