time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,altitude,latitude,longitude,satelites,bearing,correct_altitude,slope
585357,2024-08-11 17:42:46,2024-08-11 14:33:01,3,83,False,8.357,38.431,65,5.092,0.0,86,0,1946.75,13.2,13,4773.07,25.875,113679.625,0.252,1269,35.705566,51.266357,12,180.0,1240,1.173708920186731
585857,2024-08-11 17:42:46,2024-08-11 14:33:01,3,83,False,8.929,38.431,27,6.479,0.0,87,0,1941.25,13.6,13,4773.07,2.188,114174.281,0.252,1269,35.705566,51.266357,12,180.0,1240,1.173708920186731
588356,2024-08-11 17:42:57,2024-08-11 14:33:05,3,-1,False,9.214,38.431,32,4.785,0.0,87,0,1091.75,14.1,13,4773.07,-6.688,115082.359,0.252,1269,35.705563,51.266357,12,180.0,1240,1.173708920186731
588856,2024-08-11 17:42:57,2024-08-11 14:33:05,3,-1,False,9.286,38.431,33,4.656,0.0,87,0,1045.75,14.1,13,4773.07,-6.938,115232.906,0.252,1269,35.705563,51.266357,12,180.0,1240,1.173708920186731
589356,2024-08-11 17:42:57,2024-08-11 14:33:05,3,-1,False,9.286,38.431,33,4.701,0.0,87,0,1002.5,14.1,13,4773.07,-3.938,115378.141,0.252,1269,35.705563,51.266357,12,180.0,1240,1.173708920186731
589856,2024-08-11 17:42:57,2024-08-11 14:33:05,3,-1,False,9.143,38.431,34,4.689,0.0,87,0,1025.5,14.1,13,4773.07,-5.938,115535.844,0.252,1269,35.705563,51.266357,12,180.0,1240,1.173708920186731
590356,2024-08-11 17:42:58,2024-08-11 14:33:07,3,-1,False,9.214,38.431,34,4.598,0.0,87,0,1019.25,14.2,13,4773.07,-6.938,115722.234,0.252,1269,35.705563,51.266357,12,180.0,1240,1.173708920186731
590856,2024-08-11 17:42:58,2024-08-11 14:33:07,3,-1,False,9.214,38.431,33,4.121,0.0,87,0,1006.5,14.2,13,4773.07,-6.875,115849.156,0.252,1269,35.705563,51.266357,12,180.0,1240,1.173708920186731
591356,2024-08-11 17:42:58,2024-08-11 14:33:07,3,-1,False,9.214,38.431,32,4.297,0.0,87,0,977.25,14.2,13,4773.07,-6.5,115985.469,0.252,1269,35.705563,51.266357,12,180.0,1240,1.173708920186731
591856,2024-08-11 17:42:58,2024-08-11 14:33:07,3,-1,False,9.286,38.431,33,4.379,0.0,87,0,962.25,14.2,13,4773.07,-7.438,116133.422,0.252,1269,35.705563,51.266357,12,180.0,1240,1.173708920186731
592356,2024-08-11 17:43:00,2024-08-11 14:33:09,3,-1,False,9.571,38.431,31,3.869,0.0,87,0,939.0,14.3,13,4773.07,-7.312,116290.547,0.252,1269,35.705566,51.266357,12,0.0,1240,1.173708920186731
592856,2024-08-11 17:43:00,2024-08-11 14:33:09,3,-1,False,9.571,38.431,31,3.777,0.0,87,0,907.75,14.3,13,4773.07,-5.312,116395.875,0.252,1269,35.705566,51.266357,12,0.0,1240,1.173708920186731
593356,2024-08-11 17:43:00,2024-08-11 14:33:09,3,-1,False,9.643,38.431,41,7.678,23.621,87,0,765.75,14.1,13,4773.07,34.25,116519.812,0.252,1269,35.705566,51.266357,12,0.0,1240,1.173708920186731
593856,2024-08-11 17:43:00,2024-08-11 14:33:09,3,-1,False,9.571,38.431,80,18.17,23.267,86,0,1236.5,14.2,13,4773.07,59.0,116892.141,0.252,1269,35.705566,51.266357,12,0.0,1240,1.173708920186731
594356,2024-08-11 17:43:15,2024-08-11 14:33:11,3,-1,False,9.571,38.157,32,5.615,0.0,87,0,1512.5,14.3,13,4773.07,-18.5,117455.516,0.252,1269,35.705566,51.26635,12,270.0,1240,1.173708920186731
594856,2024-08-11 17:43:15,2024-08-11 14:33:11,3,-1,False,9.571,37.91,29,3.795,2.283,86,0,1010.5,14.3,13,4773.07,-6.938,117522.656,0.252,1269,35.705566,51.26635,12,270.0,1240,1.173708920186731
595356,2024-08-11 17:43:15,2024-08-11 14:33:11,3,-1,False,9.071,37.844,81,17.445,28.461,86,0,733.75,14.2,1,4773.07,61.562,117708.172,0.252,1269,35.705566,51.26635,12,270.0,1240,1.173708920186731
595856,2024-08-11 17:43:15,2024-08-11 14:33:11,3,-1,False,9.571,36.923,46,5.092,0.0,86,3,1368.0,14.3,1,4773.074,6.562,118259.016,0.252,1269,35.705566,51.26635,12,270.0,1240,1.173708920186731
596357,2024-08-11 17:43:23,2024-08-11 14:33:13,3,67,False,9.571,37.23,28,3.641,0.0,86,4,946.25,14.4,1,4773.074,2.938,118419.5,0.252,1269,35.705566,51.266335,12,270.0,1240,1.173708920186731
596857,2024-08-11 17:43:23,2024-08-11 14:33:13,3,67,False,9.357,37.311,29,2.791,0.0,86,4,761.25,14.4,1,4773.074,2.062,118487.922,0.252,1269,35.705566,51.266335,12,270.0,1240,1.173708920186731
597357,2024-08-11 17:43:23,2024-08-11 14:33:13,3,67,False,9.429,37.423,44,5.043,17.981,86,4,596.25,14.3,1,4773.074,23.125,118583.422,0.252,1269,35.705566,51.266335,12,270.0,1240,1.173708920186731
597857,2024-08-11 17:43:23,2024-08-11 14:33:13,3,67,False,9.571,37.25,55,7.135,22.351,86,5,693.75,14.3,1,4773.074,43.188,118754.734,0.252,1269,35.705566,51.266335,12,270.0,1240,1.173708920186731
598357,2024-08-11 17:43:27,2024-08-11 14:33:15,3,67,False,9.643,36.113,60,9.463,23.337,86,7,985.25,14.3,1,4773.074,50.875,119092.453,0.252,1269,35.705566,51.266308,12,270.0,1240,1.173708920186731
598857,2024-08-11 17:43:27,2024-08-11 14:33:15,3,67,False,9.571,35.443,58,8.08,9.634,86,9,1185.5,14.3,1,4773.078,40.812,119377.297,0.252,1269,35.705566,51.266308,12,270.0,1240,1.173708920186731
599357,2024-08-11 17:43:27,2024-08-11 14:33:15,3,67,False,9.571,34.016,32,5.205,2.701,86,10,1311.5,14.4,1,4773.078,6.25,119638.562,0.252,1269,35.705566,51.266308,12,270.0,1240,1.173708920186731
599857,2024-08-11 17:43:27,2024-08-11 14:33:15,3,67,False,9.571,34.732,28,5.664,18.387,86,10,1318.0,14.4,1,4773.078,4.875,119770.969,0.252,1269,35.705566,51.266308,12,270.0,1240,1.173708920186731
600357,2024-08-11 17:43:30,2024-08-11 14:33:17,3,67,False,9.643,34.984,36,7.574,29.126,85,10,1329.25,14.4,1,4773.082,19.688,119961.969,0.252,1269,35.705574,51.266251,12,279.81,1240,1.173708920186731
600857,2024-08-11 17:43:30,2024-08-11 14:33:17,3,67,False,9.571,35.329,47,11.719,32.513,86,11,1443.25,14.4,1,4773.082,46.375,120216.312,0.252,1269,35.705574,51.266251,12,279.81,1240,1.173708920186731
601357,2024-08-11 17:43:30,2024-08-11 14:33:17,3,67,False,9.571,34.384,62,14.822,28.751,85,13,1692.0,14.4,1,4773.082,63.438,120741.344,0.252,1269,35.705574,51.266251,12,279.81,1240,1.173708920186731
601857,2024-08-11 17:43:30,2024-08-11 14:33:17,3,67,False,9.643,33.966,34,6.826,0.0,85,15,1852.0,14.5,1,4773.086,2.5,121322.609,0.252,1269,35.705574,51.266251,12,279.81,1240,1.173708920186731
602357,2024-08-11 17:43:32,2024-08-11 14:33:19,3,67,False,9.571,36.177,29,5.936,0.0,85,15,1559.5,14.5,1,4773.086,-5.125,121496.938,0.252,1269,35.705585,51.266171,12,279.61,1240,1.173708920186731
602857,2024-08-11 17:43:32,2024-08-11 14:33:19,3,67,False,9.571,35.893,29,5.287,0.0,85,15,1386.0,14.5,2,4773.09,-6.625,121632.094,0.252,1269,35.705585,51.266171,12,279.61,1240,1.173708920186731
603357,2024-08-11 17:43:32,2024-08-11 14:33:19,3,67,False,9.571,36.421,30,4.818,34.308,86,15,1263.0,14.5,2,4773.094,4.188,121791.172,0.252,1269,35.705585,51.266171,12,279.61,1240,1.173708920186731
603857,2024-08-11 17:43:32,2024-08-11 14:33:19,3,67,False,9.643,36.504,51,14.543,40.588,85,15,1115.0,14.4,2,4773.094,61.688,122014.125,0.252,1269,35.705585,51.266171,12,279.61,1240,1.173708920186731
