time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,altitude,latitude,longitude,satelites,bearing,correct_altitude,slope
887359,2024-08-11 14:38:07,2024-08-11 14:38:03,3,87,True,9.643,37.762,29,7.539,0.0,84,68,2156.25,14.5,4,4776.605,5.562,403461.844,0.152,1269,35.717285,51.266201,12,354.32,1268,-0.9836065573761106
887859,2024-08-11 14:38:07,2024-08-11 14:38:03,3,87,True,9.571,38.064,26,6.006,0.0,84,67,2144.0,14.5,4,4776.613,-12.25,403700.938,0.152,1269,35.717285,51.266201,12,354.32,1268,-0.9836065573761106
888359,2024-08-11 17:48:26,2024-08-11 14:38:05,3,87,False,9.571,38.336,26,6.014,0.0,84,67,2122.25,14.5,4,4776.625,-23.312,403773.75,0.152,1269,35.717625,51.266163,12,354.82,1268,-0.9836065573761106
888859,2024-08-11 17:48:26,2024-08-11 14:38:05,3,87,False,9.643,38.738,26,6.006,0.0,85,66,2098.25,14.5,4,4776.633,-23.25,403773.75,0.152,1269,35.717625,51.266163,12,354.82,1268,-0.9836065573761106
889359,2024-08-11 17:48:26,2024-08-11 14:38:05,3,87,False,9.571,39.099,27,5.998,0.0,85,66,2076.25,14.5,4,4776.645,-23.062,403773.75,0.152,1269,35.717625,51.266163,12,354.82,1268,-0.9836065573761106
889859,2024-08-11 17:48:26,2024-08-11 14:38:05,3,87,False,9.643,38.993,26,5.887,0.0,84,65,2063.0,14.5,4,4776.652,-23.25,403773.75,0.152,1269,35.717625,51.266163,12,354.82,1268,-0.9836065573761106
890359,2024-08-11 14:38:10,2024-08-11 14:38:07,3,87,True,9.643,39.486,26,5.736,0.0,85,64,2038.5,14.5,4,4776.66,-22.812,403773.75,0.152,1269,35.717949,51.266113,12,352.86,1268,-0.9836065573761106
890859,2024-08-11 14:38:10,2024-08-11 14:38:07,3,87,True,9.643,39.341,26,5.762,0.0,85,63,2013.25,14.5,4,4776.668,-23.0,403773.75,0.152,1269,35.717949,51.266113,12,352.86,1268,-0.9836065573761106
891359,2024-08-11 14:38:10,2024-08-11 14:38:07,3,87,True,9.571,39.368,26,5.395,0.0,85,63,1987.5,14.5,4,4776.68,-22.938,403773.75,0.152,1269,35.717949,51.266113,12,352.86,1268,-0.9836065573761106
891859,2024-08-11 14:38:10,2024-08-11 14:38:07,3,87,True,9.643,40.137,26,5.654,0.0,85,62,1965.5,14.5,4,4776.688,-23.0,403773.75,0.152,1269,35.717949,51.266113,12,352.86,1268,-0.9836065573761106
892359,2024-08-11 17:48:28,2024-08-11 14:38:09,3,87,False,9.571,40.359,27,5.672,0.0,85,61,1941.0,14.5,4,4776.695,-22.875,403773.75,0.152,1269,35.718258,51.266056,12,351.48,1268,-0.9836065573761106
892859,2024-08-11 17:48:28,2024-08-11 14:38:09,3,87,False,9.643,40.558,27,5.602,0.0,85,61,1915.75,14.5,4,4776.703,-23.188,403773.75,0.152,1269,35.718258,51.266056,12,351.48,1268,-0.9836065573761106
893359,2024-08-11 17:48:28,2024-08-11 14:38:09,3,87,False,9.5,40.032,26,5.068,0.0,82,60,1900.0,12.7,4,4776.711,-6.0,403782.688,0.152,1269,35.718258,51.266056,12,351.48,1268,-0.9836065573761106
893859,2024-08-11 17:48:28,2024-08-11 14:38:09,3,87,False,9.571,40.107,23,4.604,0.0,83,59,1856.0,12.7,4,4776.719,-12.625,403975.781,0.152,1269,35.718258,51.266056,12,351.48,1268,-0.9836065573761106
894359,2024-08-11 14:38:14,2024-08-11 14:38:11,3,87,True,9.643,40.332,22,4.516,0.0,83,57,1809.75,12.7,4,4776.73,-13.688,404194.344,0.152,1269,35.718555,51.265999,12,351.14,1268,-0.9836065573761106
894859,2024-08-11 14:38:14,2024-08-11 14:38:11,3,87,True,9.571,40.808,22,3.955,0.0,84,56,1751.75,12.7,4,4776.738,-14.875,404351.312,0.152,1269,35.718555,51.265999,12,351.14,1268,-0.9836065573761106
895359,2024-08-11 14:38:14,2024-08-11 14:38:11,3,87,True,9.571,41.12,22,3.955,0.0,83,54,1697.75,12.7,4,4776.746,-16.062,404521.5,0.152,1269,35.718555,51.265999,12,351.14,1268,-0.9836065573761106
895859,2024-08-11 14:38:14,2024-08-11 14:38:11,3,87,True,9.571,42.537,21,3.506,0.0,84,51,1615.25,12.7,4,4776.75,-17.25,404679.188,0.152,1269,35.718555,51.265999,12,351.14,1268,-0.9836065573761106
896359,2024-08-11 17:48:30,2024-08-11 14:38:13,3,87,False,9.571,43.813,21,3.277,0.0,84,48,1519.75,12.7,4,4776.758,-19.375,404838.719,0.152,1269,35.718819,51.265949,12,351.26,1268,-0.9836065573761106
896859,2024-08-11 17:48:30,2024-08-11 14:38:13,3,87,False,9.643,44.726,21,2.91,0.0,84,46,1444.5,12.7,4,4776.766,-21.188,404960.625,0.152,1269,35.718819,51.265949,12,351.26,1268,-0.9836065573761106
897359,2024-08-11 17:48:30,2024-08-11 14:38:13,3,87,False,9.643,45.116,20,1.869,0.0,84,43,1369.5,14.5,4,4776.77,-22.812,405090.438,0.152,1269,35.718819,51.265949,12,351.26,1268,-0.9836065573761106
897859,2024-08-11 17:48:30,2024-08-11 14:38:13,3,87,False,9.714,45.898,19,2.318,0.0,84,40,1273.25,14.5,4,4776.777,-24.188,405188.938,0.152,1269,35.718819,51.265949,12,351.26,1268,-0.9836065573761106
898359,2024-08-11 14:38:18,2024-08-11 14:38:15,3,74,True,9.571,47.073,20,2.162,0.0,84,37,1160.25,14.5,4,4776.781,-25.062,405295.938,0.152,1269,35.719036,51.265903,12,350.23,1268,-0.9836065573761106
898859,2024-08-11 14:38:18,2024-08-11 14:38:15,3,74,True,9.643,47.699,20,2.068,0.0,84,34,1084.0,14.5,4,4776.789,-25.438,405366.5,0.152,1269,35.719036,51.265903,12,350.23,1268,-0.9836065573761106
899359,2024-08-11 14:38:18,2024-08-11 14:38:15,3,74,True,9.643,47.792,20,1.699,0.0,83,32,1003.75,14.5,4,4776.793,-25.562,405453.688,0.152,1269,35.719036,51.265903,12,350.23,1268,-0.9836065573761106
899859,2024-08-11 14:38:18,2024-08-11 14:38:15,3,74,True,9.643,48.542,21,1.742,0.0,84,29,920.75,14.5,4,4776.797,-24.125,405529.531,0.152,1269,35.719036,51.265903,12,350.23,1268,-0.9836065573761106
900359,2024-08-11 17:48:32,2024-08-11 14:38:17,3,74,False,9.5,49.217,22,1.359,0.0,83,26,851.75,14.5,4,4776.801,-14.375,405613.625,0.152,1269,35.719193,51.265846,12,343.58,1268,-0.9836065573761106
900859,2024-08-11 17:48:32,2024-08-11 14:38:17,3,74,False,9.429,49.394,22,1.238,0.0,84,24,788.75,14.5,4,4776.805,-9.5,405674.688,0.152,1269,35.719193,51.265846,12,343.58,1268,-0.9836065573761106
901359,2024-08-11 17:48:32,2024-08-11 14:38:17,3,74,False,9.643,49.474,23,1.629,0.0,84,22,721.75,14.5,4,4776.809,-7.188,405739.812,0.152,1269,35.719193,51.265846,12,343.58,1268,-0.9836065573761106
901859,2024-08-11 17:48:32,2024-08-11 14:38:17,3,74,False,9.357,48.919,26,3.045,0.0,83,21,679.5,14.5,4,4776.809,-0.5,405802.844,0.152,1269,35.719193,51.265846,12,343.58,1268,-0.9836065573761106
902359,2024-08-11 14:38:22,2024-08-11 14:38:19,3,74,True,9.643,48.419,33,2.99,0.0,84,20,722.75,14.5,4,4776.812,5.875,405908.656,0.152,1269,35.719296,51.26577,12,329.08,1268,-0.9836065573761106
902859,2024-08-11 14:38:22,2024-08-11 14:38:19,3,74,True,9.643,47.107,34,3.438,0.0,83,20,682.0,14.5,4,4776.816,10.75,405993.438,0.152,1269,35.719296,51.26577,12,329.08,1268,-0.9836065573761106
903359,2024-08-11 14:38:22,2024-08-11 14:38:19,3,74,True,9.643,47.415,40,3.877,0.0,84,19,665.25,14.5,4,4776.82,17.938,406102.344,0.152,1269,35.719296,51.26577,12,329.08,1268,-0.9836065573761106
903859,2024-08-11 14:38:22,2024-08-11 14:38:19,3,74,True,9.571,47.694,45,4.592,0.0,84,19,657.25,14.5,4,4776.82,22.812,406235.312,0.152,1269,35.719296,51.26577,12,329.08,1268,-0.9836065573761106
904359,2024-08-11 14:38:24,2024-08-11 14:38:21,3,67,True,9.571,47.316,54,5.541,0.0,85,19,655.5,14.5,4,4776.824,34.438,406399.875,0.152,1269,35.719322,51.265667,12,287.27,1268,-0.9836065573761106
