time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,altitude,latitude,longitude,satelites,bearing,correct_altitude,slope
1503484,2024-08-12 08:41:20,2024-08-12 08:14:36,1,100,False,9.5,31.96,33,10.0,0.0,84,66,2089.25,14.5,4,4843.414,-6.438,1218399.625,0.253,1406,35.753376,51.300278,12,272.54,1397.0,1.447178002894768
1503984,2024-08-12 08:41:20,2024-08-12 08:14:36,1,100,False,9.429,32.333,35,8.996,0.0,85,65,2057.5,14.5,4,4843.422,-8.0,1218719.875,0.253,1406,35.753376,51.300278,12,272.54,1397.0,1.447178002894768
1504484,2024-08-12 08:14:41,2024-08-12 08:14:38,1,83,True,9.286,32.237,33,8.398,0.0,85,64,2046.75,14.5,4,4843.434,-9.812,1219053.125,0.253,1406,35.753395,51.29987,12,273.28,1397.0,1.447178002894768
1504984,2024-08-12 08:14:41,2024-08-12 08:14:38,1,83,True,9.357,32.229,32,8.447,0.0,85,64,2025.0,14.5,4,4843.441,-11.188,1219295.25,0.253,1406,35.753395,51.29987,12,273.28,1397.0,1.447178002894768
1505484,2024-08-12 08:14:41,2024-08-12 08:14:38,1,83,True,9.357,31.947,31,8.105,0.0,85,64,2015.0,14.5,4,4843.449,-12.688,1219592.375,0.253,1406,35.753395,51.29987,12,273.28,1397.0,1.447178002894768
1505984,2024-08-12 08:14:41,2024-08-12 08:14:38,1,83,True,9.429,31.772,31,7.869,0.0,85,63,1996.0,14.5,4,4843.457,-13.5,1219868.125,0.253,1406,35.753395,51.29987,12,273.28,1397.0,1.447178002894768
1506484,2024-08-12 08:41:21,2024-08-12 08:14:40,1,83,False,9.286,31.614,31,7.754,0.0,85,63,1974.5,14.5,4,4843.469,-13.562,1220186.5,0.253,1406,35.753414,51.29948,12,273.44,1397.0,1.447178002894768
1506984,2024-08-12 08:41:21,2024-08-12 08:14:40,1,83,False,9.429,31.786,31,7.701,0.0,85,62,1972.0,14.5,4,4843.477,-13.562,1220427.5,0.253,1406,35.753414,51.29948,12,273.44,1397.0,1.447178002894768
1507484,2024-08-12 08:41:21,2024-08-12 08:14:40,1,83,False,9.429,31.745,31,7.52,0.0,84,62,1949.5,14.5,4,4843.484,-13.625,1220690.875,0.253,1406,35.753414,51.29948,12,273.44,1397.0,1.447178002894768
1507984,2024-08-12 08:41:21,2024-08-12 08:14:40,1,83,False,9.357,31.708,31,7.586,0.0,85,61,1947.5,14.5,4,4843.492,-13.562,1220937.125,0.253,1406,35.753414,51.29948,12,273.44,1397.0,1.447178002894768
1508484,2024-08-12 08:14:44,2024-08-12 08:14:42,1,83,True,9.429,31.556,31,7.619,0.0,85,61,1925.0,14.5,4,4843.512,-13.625,1221248.25,0.253,1406,35.753441,51.299107,12,275.1,1397.0,1.447178002894768
1508984,2024-08-12 08:14:44,2024-08-12 08:14:42,1,83,True,9.5,31.42,31,7.568,0.0,85,60,1906.75,14.5,4,4843.512,-13.625,1221454.25,0.253,1406,35.753441,51.299107,12,275.1,1397.0,1.447178002894768
1509484,2024-08-12 08:14:44,2024-08-12 08:14:42,1,83,True,9.429,31.298,31,7.582,0.0,85,60,1897.75,14.5,4,4843.52,-13.688,1221706.5,0.253,1406,35.753441,51.299107,12,275.1,1397.0,1.447178002894768
1509984,2024-08-12 08:14:44,2024-08-12 08:14:42,1,83,True,9.5,31.109,31,7.592,0.0,85,59,1885.75,14.5,4,4843.527,-13.688,1221967.5,0.253,1406,35.753441,51.299107,12,275.1,1397.0,1.447178002894768
1510484,2024-08-12 08:14:46,2024-08-12 08:14:44,1,83,True,9.357,31.018,31,7.482,0.0,84,59,1860.5,14.5,4,4843.535,-13.688,1222246.625,0.253,1406,35.753483,51.298729,12,277.8,1397.0,1.447178002894768
1510984,2024-08-12 08:14:46,2024-08-12 08:14:44,1,83,True,9.429,31.132,31,7.293,0.0,85,59,1853.75,14.5,4,4843.543,-13.688,1222467.875,0.253,1406,35.753483,51.298729,12,277.8,1397.0,1.447178002894768
1511484,2024-08-12 08:14:46,2024-08-12 08:14:44,1,83,True,9.357,31.234,31,7.375,0.0,85,58,1840.0,14.5,4,4843.551,-13.688,1222719.25,0.253,1406,35.753483,51.298729,12,277.8,1397.0,1.447178002894768
1511984,2024-08-12 08:14:46,2024-08-12 08:14:44,1,83,True,9.429,31.562,31,7.387,0.0,85,57,1820.25,14.5,4,4843.559,-13.688,1222965.875,0.253,1406,35.753483,51.298729,12,277.8,1397.0,1.447178002894768
1512484,2024-08-12 08:14:48,2024-08-12 08:14:46,1,83,True,9.357,32.014,31,5.215,0.0,85,56,1790.75,14.5,4,4843.566,-19.25,1223236.5,0.253,1406,35.753517,51.298382,12,276.88,1397.0,1.447178002894768
1512984,2024-08-12 08:14:48,2024-08-12 08:14:46,1,83,True,9.429,32.263,20,2.947,0.0,84,56,1761.0,14.5,4,4843.574,-18.5,1223401.375,0.253,1406,35.753517,51.298382,12,276.88,1397.0,1.447178002894768
1513484,2024-08-12 08:14:48,2024-08-12 08:14:46,1,83,True,9.429,32.488,19,2.916,0.0,84,55,1728.0,14.5,4,4843.582,-18.438,1223515.625,0.253,1406,35.753517,51.298382,12,276.88,1397.0,1.447178002894768
1513984,2024-08-12 08:14:48,2024-08-12 08:14:46,1,83,True,9.429,32.69,19,2.693,0.0,84,54,1492.25,14.5,5,4843.59,-21.875,1223626.0,0.253,1406,35.753517,51.298382,12,276.88,1397.0,1.447178002894768
1514484,2024-08-12 08:14:50,2024-08-12 08:14:48,1,83,True,9.5,32.99,20,1.912,0.0,84,53,958.25,14.5,6,4843.598,-9.688,1223720.25,0.253,1406,35.753532,51.298038,12,273.08,1397.0,1.447178002894768
1514984,2024-08-12 08:14:50,2024-08-12 08:14:48,1,83,True,9.5,32.906,24,1.824,0.0,84,53,775.75,14.5,6,4843.605,-5.875,1223785.875,0.253,1406,35.753532,51.298038,12,273.08,1397.0,1.447178002894768
1515484,2024-08-12 08:14:50,2024-08-12 08:14:48,1,83,True,9.5,32.635,30,2.916,0.0,85,53,663.0,14.5,6,4843.613,5.562,1223857.875,0.253,1406,35.753532,51.298038,12,273.08,1397.0,1.447178002894768
1515984,2024-08-12 08:14:50,2024-08-12 08:14:48,1,83,True,9.429,32.509,34,3.621,12.064,85,53,850.0,14.5,6,4843.621,10.625,1223954.75,0.253,1406,35.753532,51.298038,12,273.08,1397.0,1.447178002894768
1516484,2024-08-12 08:14:52,2024-08-12 08:14:50,1,51,True,9.5,32.278,32,8.6,24.146,84,52,1790.25,14.5,3,4843.629,13.438,1224123.25,0.253,1406,35.75354,51.297707,12,271.71,1397.0,1.447178002894768
1516984,2024-08-12 08:14:52,2024-08-12 08:14:50,1,51,True,9.429,32.658,46,12.973,31.287,83,52,2300.0,14.5,3,4843.633,33.688,1224446.25,0.253,1406,35.75354,51.297707,12,271.71,1397.0,1.447178002894768
1517484,2024-08-12 08:14:52,2024-08-12 08:14:50,1,51,True,9.429,31.98,59,17.141,34.534,85,52,2385.75,14.5,3,4843.641,59.625,1225036.0,0.253,1406,35.75354,51.297707,12,271.71,1397.0,1.447178002894768
1517984,2024-08-12 08:14:52,2024-08-12 08:14:50,1,51,True,9.429,31.371,71,19.68,31.012,85,53,2414.0,14.5,3,4843.648,75.125,1225933.25,0.253,1406,35.75354,51.297707,12,271.71,1397.0,1.447178002894768
1518484,2024-08-12 08:14:55,2024-08-12 08:14:52,1,51,True,9.429,30.39,63,15.82,28.546,85,54,2469.5,14.5,3,4843.656,60.75,1226973.75,0.253,1406,35.753544,51.297386,12,270.88,1397.0,1.447178002894768
1518984,2024-08-12 08:14:55,2024-08-12 08:14:52,1,51,True,9.5,29.508,62,15.869,34.918,85,55,2508.0,14.5,3,4843.664,60.875,1227755.75,0.253,1406,35.753544,51.297386,12,270.88,1397.0,1.447178002894768
1519484,2024-08-12 08:14:55,2024-08-12 08:14:52,1,51,True,9.5,29.146,72,18.785,35.052,85,56,2554.75,14.5,3,4843.672,77.625,1228777.25,0.253,1406,35.753544,51.297386,12,270.88,1397.0,1.447178002894768
1519984,2024-08-12 08:14:55,2024-08-12 08:14:52,1,51,True,9.5,28.153,76,18.865,32.892,85,57,2601.5,14.5,3,4843.68,82.062,1229996.5,0.253,1406,35.753544,51.297386,12,270.88,1397.0,1.447178002894768
1520484,2024-08-12 08:41:23,2024-08-12 08:14:54,1,51,False,9.429,27.926,70,16.775,31.644,85,59,2673.75,14.5,3,4843.688,71.0,1231264.875,0.253,1406,35.753548,51.297047,12,270.83,1397.0,1.447178002894768
1520984,2024-08-12 08:41:23,2024-08-12 08:14:54,1,51,False,9.5,27.094,67,15.49,28.394,85,59,2704.75,14.5,3,4843.695,61.0,1232230.0,0.253,1406,35.753548,51.297047,12,270.83,1397.0,1.447178002894768
1521484,2024-08-12 08:41:23,2024-08-12 08:14:54,1,51,False,9.357,27.012,25,7.031,0.0,85,60,2654.75,14.5,3,4843.703,-6.375,1232854.25,0.253,1406,35.753548,51.297047,12,270.83,1397.0,1.447178002894768
1521984,2024-08-12 08:41:23,2024-08-12 08:14:54,1,51,False,9.5,27.526,24,5.803,18.488,85,59,2290.0,14.5,3,4843.711,-0.812,1233040.125,0.253,1406,35.753548,51.297047,12,270.83,1397.0,1.447178002894768
1522484,2024-08-12 08:14:59,2024-08-12 08:14:56,1,51,True,9.5,27.715,46,13.727,38.361,85,59,1906.25,14.5,4,4843.719,52.062,1233281.25,0.253,1406,35.753555,51.29668,12,271.35,1397.0,1.447178002894768
1522984,2024-08-12 08:14:59,2024-08-12 08:14:56,1,51,True,9.429,27.885,76,21.617,38.461,85,59,1887.5,14.5,4,4843.727,86.438,1233817.375,0.253,1406,35.753555,51.29668,12,271.35,1397.0,1.447178002894768
1523484,2024-08-12 08:14:59,2024-08-12 08:14:56,1,51,True,9.5,27.253,75,12.42,23.26,85,59,1889.0,14.5,4,4843.734,60.438,1234784.625,0.253,1406,35.753555,51.29668,12,271.35,1397.0,1.447178002894768
1523984,2024-08-12 08:14:59,2024-08-12 08:14:56,1,51,True,9.429,26.998,38,9.508,17.221,85,60,1884.25,14.5,4,4843.742,24.75,1235170.0,0.253,1406,35.753555,51.29668,12,271.35,1397.0,1.447178002894768
1524484,2024-08-12 08:41:25,2024-08-12 08:14:58,1,51,False,9.429,27.436,41,10.449,23.376,85,59,1876.25,14.5,4,4843.754,29.812,1235476.25,0.253,1406,35.753563,51.296322,12,271.58,1397.0,1.447178002894768
1524984,2024-08-12 08:41:25,2024-08-12 08:14:58,1,51,False,9.357,27.712,48,12.207,31.259,85,59,1867.25,14.5,4,4843.762,43.125,1235833.625,0.253,1406,35.753563,51.296322,12,271.58,1397.0,1.447178002894768
1525484,2024-08-12 08:41:25,2024-08-12 08:14:58,1,51,False,9.429,27.999,63,15.848,36.926,85,59,1873.25,14.5,4,4843.77,70.25,1236354.875,0.253,1406,35.753563,51.296322,12,271.58,1397.0,1.447178002894768
1525984,2024-08-12 08:41:25,2024-08-12 08:14:58,1,51,False,9.429,27.827,81,22.104,35.794,85,59,1880.5,14.5,4,4843.777,90.625,1237157.375,0.253,1406,35.753563,51.296322,12,271.58,1397.0,1.447178002894768
1526484,2024-08-12 08:15:03,2024-08-12 08:15:00,1,51,True,9.5,27.005,62,11.914,23.398,85,60,1887.75,14.5,4,4843.793,50.25,1238211.5,0.253,1406,35.753574,51.295956,12,272.12,1397.0,1.447178002894768
1526984,2024-08-12 08:15:03,2024-08-12 08:15:00,1,51,True,9.429,27.089,46,8.014,0.275,85,60,1893.0,14.5,4,4843.793,10.188,1238511.625,0.253,1406,35.753574,51.295956,12,272.12,1397.0,1.447178002894768
1527484,2024-08-12 08:15:03,2024-08-12 08:15:00,1,51,True,9.357,27.517,37,8.984,0.0,85,59,1892.75,14.5,4,4843.801,-5.25,1238767.875,0.253,1406,35.753574,51.295956,12,272.12,1397.0,1.447178002894768
1527984,2024-08-12 08:15:03,2024-08-12 08:15:00,1,51,True,9.429,27.942,36,8.477,0.0,85,59,1847.5,14.5,4,4843.809,-6.812,1239056.875,0.253,1406,35.753574,51.295956,12,272.12,1397.0,1.447178002894768
1528484,2024-08-12 08:41:27,2024-08-12 08:15:02,1,51,False,9.429,28.481,34,8.227,0.0,85,58,1837.75,14.5,4,4843.816,-8.188,1239362.375,0.253,1406,35.75359,51.295589,12,273.08,1397.0,1.447178002894768
1528984,2024-08-12 08:41:27,2024-08-12 08:15:02,1,51,False,9.286,28.966,35,8.0,0.0,84,56,1783.0,14.5,4,4843.824,-9.312,1239601.875,0.253,1406,35.75359,51.295589,12,273.08,1397.0,1.447178002894768
