time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed,correct_altitude,slope
3770765,2024-09-04 18:57:48,2024-09-04 10:27:28,14,32,False,9.357,93.967,40,9.025,0.0,86,58,2638.25,14.5,3,5466.582,-38.75,1951648.0,0,4,37.407608,49.292603,12,297.33,0.0,-21,-0.2614379084969309
3771265,2024-09-04 18:57:48,2024-09-04 10:27:28,14,32,False,9.357,94.1,41,9.053,0.0,87,58,2600.25,14.5,3,5466.59,-38.625,1951648.0,0,4,37.407608,49.292603,12,297.33,0.0,-21,-0.2614379084969309
3771765,2024-09-04 18:57:48,2024-09-04 10:27:28,14,32,False,9.357,94.219,40,8.76,0.0,87,57,2556.75,14.5,3,5466.598,-38.625,1951648.0,0,4,37.407608,49.292603,12,297.33,0.0,-21,-0.2614379084969309
3772265,2024-09-04 18:57:50,2024-09-04 10:27:30,14,32,False,9.357,94.327,40,8.795,4.636,87,55,2506.75,12.2,3,5466.605,-38.75,1951648.0,0,5,37.407734,49.292301,12,297.71,0.0132645023151567,-21,-0.2614379084969309
3772765,2024-09-04 18:57:50,2024-09-04 10:27:30,14,32,False,9.286,94.424,37,8.221,7.642,87,55,2489.25,12.3,3,5466.613,6.0,1951870.25,0,5,37.407734,49.292301,12,297.71,0.0,-21,-0.2614379084969309
3773265,2024-09-04 18:57:50,2024-09-04 10:27:30,14,32,False,9.286,93.883,39,8.938,0.0,87,55,2450.5,14.5,3,5466.621,-19.25,1952405.25,0,5,37.407734,49.292301,12,297.71,0.0,-21,-0.2614379084969309
3773765,2024-09-04 18:57:50,2024-09-04 10:27:30,14,32,False,9.357,93.593,40,8.91,0.0,86,54,2434.75,14.5,3,5466.629,-38.25,1952599.0,0,5,37.407734,49.292301,12,297.71,0.0,-21,-0.2614379084969309
3774265,2024-09-04 18:57:53,2024-09-04 10:27:32,14,32,False,9.286,93.763,43,10.42,34.43,87,53,2374.0,13.6,3,5466.637,19.625,1952914.75,0,4,37.407856,49.292,12,297.03,-0.0237364778271231,-21,-0.2614379084969309
3774765,2024-09-04 18:57:53,2024-09-04 10:27:32,14,32,False,9.214,93.681,61,14.982,34.973,87,53,2413.5,14.5,3,5466.645,53.25,1953469.75,0,4,37.407856,49.292,12,297.03,0.0,-21,-0.2614379084969309
3775265,2024-09-04 18:57:53,2024-09-04 10:27:32,14,32,False,9.286,93.215,79,19.182,50.952,87,54,2426.75,14.5,3,5466.652,82.812,1954412.25,0,4,37.407856,49.292,12,297.03,0.0,-21,-0.2614379084969309
3775765,2024-09-04 18:57:53,2024-09-04 10:27:32,14,32,False,9.214,92.285,122,36.572,67.252,86,55,2512.5,13.4,3,5466.66,114.312,1955929.375,0,4,37.407856,49.292,12,297.03,0.0,-23,0.2123142250530769
3776265,2024-09-04 18:57:55,2024-09-04 10:27:34,14,32,False,9.286,91.606,142,58.48,59.763,86,57,2582.0,12.1,3,5466.668,134.188,1958976.375,0,5,37.407986,49.291676,12,296.8,-0.0080285145591725,-23,0.2123142250530769
3776765,2024-09-04 18:57:55,2024-09-04 10:27:34,14,32,False,9.286,90.641,150,53.555,33.292,87,59,2678.75,11.9,3,5466.676,135.688,1961267.25,0,5,37.407986,49.291676,12,296.8,0.0,-23,0.2123142250530769
3777265,2024-09-04 18:57:55,2024-09-04 10:27:34,14,32,False,9.286,90.009,93,15.654,24.606,87,61,2740.75,14.5,3,5466.684,79.125,1963734.875,0,5,37.407986,49.291676,12,296.8,0.0,-23,0.2123142250530769
3777765,2024-09-04 18:57:55,2024-09-04 10:27:34,14,32,False,9.357,90.106,65,13.971,22.885,87,61,2783.75,14.5,3,5466.691,46.5,1964550.5,0,5,37.407986,49.291676,12,296.8,0.0,-23,0.2123142250530769
3778265,2024-09-04 18:57:58,2024-09-04 10:27:36,14,32,False,9.286,90.193,64,14.119,32.745,87,62,2808.75,14.5,3,5466.699,46.062,1965476.5,0,5,37.408127,49.291325,12,296.83,0.0010471975511956,-23,0.2123142250530769
3778765,2024-09-04 18:57:58,2024-09-04 10:27:36,14,32,False,9.286,90.076,70,15.654,40.32,87,62,2818.25,14.5,3,5466.707,59.5,1966119.375,0,5,37.408127,49.291325,12,296.83,0.0,-23,0.2123142250530769
3779265,2024-09-04 18:57:58,2024-09-04 10:27:36,14,32,False,9.286,89.304,99,22.43,14.572,87,63,2864.5,14.6,3,5466.719,81.625,1967302.5,0,5,37.408127,49.291325,12,296.83,0.0,-23,0.2123142250530769
3779766,2024-09-04 18:57:58,2024-09-04 10:27:36,14,32,False,9.286,88.765,35,8.594,0.0,87,63,2757.5,14.5,3,5466.727,-9.875,1968109.25,0,5,37.408127,49.291325,12,296.83,0.0,-23,0.2123142250530769
3780266,2024-09-04 18:58:02,2024-09-04 10:27:38,14,32,False,9.214,88.752,35,7.479,0.0,87,63,2367.75,14.5,4,5466.734,-6.75,1968539.625,0,5,37.408268,49.290974,12,296.83,0.0,-23,0.2123142250530769
3780766,2024-09-04 18:58:02,2024-09-04 10:27:38,14,32,False,9.286,88.974,41,9.105,39.322,87,63,1960.25,14.5,4,5466.742,22.562,1968823.25,0,5,37.408268,49.290974,12,296.83,0.0,-23,0.2123142250530769
3781266,2024-09-04 18:58:02,2024-09-04 10:27:38,14,32,False,9.286,88.979,90,22.559,45.007,87,63,1968.0,14.5,4,5466.754,90.75,1969399.75,0,5,37.408268,49.290974,12,296.83,0.0,-23,0.2123142250530769
3781766,2024-09-04 18:58:02,2024-09-04 10:27:38,14,32,False,9.286,87.924,90,12.029,0.0,87,64,2025.75,14.5,4,5466.762,41.5,1970669.625,0,5,37.408268,49.290974,12,296.83,0.0,-23,0.2123142250530769
3782266,2024-09-04 18:58:03,2024-09-04 10:27:40,14,32,False,9.286,87.093,49,8.154,0.0,87,63,2012.75,14.5,4,5466.77,2.5,1971377.625,0,5,37.408409,49.290627,12,297.09,0.0090757121103701,-23,0.2123142250530769
3782766,2024-09-04 18:58:03,2024-09-04 10:27:40,14,32,False,9.214,86.775,44,6.57,0.0,87,63,1952.5,14.5,4,5466.777,-14.312,1971633.5,0,5,37.408409,49.290627,12,297.09,0.0,-23,0.2123142250530769
3783266,2024-09-04 18:58:03,2024-09-04 10:27:40,14,32,False,9.286,87.627,53,6.6,0.0,87,62,1984.75,14.5,4,5466.785,-35.438,1971767.125,0,5,37.408409,49.290627,12,297.09,0.0,-23,0.2123142250530769
3783766,2024-09-04 18:58:03,2024-09-04 10:27:40,14,32,False,9.357,88.159,52,9.246,0.0,87,62,1887.25,14.5,4,5466.797,14.0,1971927.0,0,5,37.408409,49.290627,12,297.09,0.0,-23,0.2123142250530769
3784266,2024-09-04 18:58:05,2024-09-04 10:27:42,14,32,False,9.357,88.872,46,6.641,0.0,87,62,1914.5,14.5,4,5466.805,-23.438,1972450.875,0,5,37.408554,49.290283,12,297.95,0.0300196631343029,-23,0.2123142250530769
3784766,2024-09-04 18:58:05,2024-09-04 10:27:42,14,32,False,9.286,88.887,50,6.566,0.0,87,61,1900.5,14.5,4,5466.812,-35.625,1972535.625,0,5,37.408554,49.290283,12,297.95,0.0,-23,0.2123142250530769
3785266,2024-09-04 18:58:05,2024-09-04 10:27:42,14,32,False,9.357,88.743,49,6.465,0.0,87,60,1901.5,14.5,4,5466.82,-35.688,1972535.625,0,5,37.408554,49.290283,12,297.95,0.0,-23,0.2123142250530769
3785766,2024-09-04 18:58:05,2024-09-04 10:27:42,14,32,False,9.286,88.771,46,5.852,0.0,87,59,1853.0,12.2,4,5466.828,5.188,1972573.375,0,5,37.408554,49.290283,12,297.95,0.0,-23,0.2123142250530769
3786266,2024-09-04 18:58:07,2024-09-04 10:27:44,14,32,False,9.286,89.423,44,5.156,0.0,87,57,1778.5,14.5,4,5466.836,-9.375,1973063.5,0,5,37.40868,49.289967,12,296.66,-0.0450294947014524,-23,0.2123142250530769
3786766,2024-09-04 18:58:07,2024-09-04 10:27:44,14,32,False,9.286,90.01,44,4.883,0.0,87,56,1585.75,14.5,5,5466.844,-11.188,1973324.375,0,5,37.40868,49.289967,12,296.66,0.0,-23,0.2123142250530769
3787266,2024-09-04 18:58:07,2024-09-04 10:27:44,14,32,False,9.357,90.539,49,6.408,2.936,87,56,1750.0,14.5,3,5466.852,16.0,1973660.75,0,5,37.40868,49.289967,12,296.66,0.0,-23,0.2123142250530769
3787766,2024-09-04 18:58:07,2024-09-04 10:27:44,14,32,False,9.286,90.779,50,8.574,3.458,87,55,2624.25,14.5,3,5466.859,16.438,1974103.875,0,5,37.40868,49.289967,12,296.66,0.0,-23,0.2123142250530769
