time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,altitude,latitude,longitude,satelites,bearing,correct_altitude,slope
2852002,2024-08-11 18:21:03,2024-08-11 15:10:48,2,48,False,9.643,39.8,25,5.943,0.0,90,71,2257.5,14.5,4,4797.898,-23.688,372329.75,0.152,1272,35.744572,51.135368,12,87.42,1258,-3.067484662579334
2852502,2024-08-11 18:21:03,2024-08-11 15:10:48,2,48,False,9.571,41.624,25,5.586,0.0,90,69,2189.25,14.5,4,4797.91,-23.625,372329.75,0.152,1272,35.744572,51.135368,12,87.42,1258,-3.067484662579334
2853002,2024-08-11 18:21:03,2024-08-11 15:10:48,2,48,False,9.643,41.579,24,5.541,0.0,89,69,2169.25,14.5,4,4797.918,-23.5,372329.75,0.152,1272,35.744572,51.135368,12,87.42,1258,-3.067484662579334
2853502,2024-08-11 18:21:03,2024-08-11 15:10:48,2,48,False,9.643,41.539,25,5.537,0.0,89,68,2129.75,14.5,4,4797.93,-23.375,372329.75,0.152,1272,35.744572,51.135368,12,87.42,1258,-3.067484662579334
2854002,2024-08-11 18:21:07,2024-08-11 15:10:50,2,48,False,9.643,42.091,25,5.188,0.0,90,65,2044.5,14.5,4,4797.938,-22.938,372329.75,0.152,1271,35.744591,51.135757,12,86.56,1258,-3.067484662579334
2854502,2024-08-11 18:21:07,2024-08-11 15:10:50,2,48,False,9.714,42.274,25,5.156,0.0,89,63,1986.25,14.5,4,4797.945,-22.75,372329.75,0.152,1271,35.744591,51.135757,12,86.56,1258,-3.067484662579334
2855002,2024-08-11 18:21:07,2024-08-11 15:10:50,2,48,False,9.643,43.85,26,5.031,0.0,90,60,1900.75,14.5,4,4797.953,-23.125,372329.75,0.152,1271,35.744591,51.135757,12,86.56,1258,-3.067484662579334
2855502,2024-08-11 18:21:07,2024-08-11 15:10:50,2,48,False,9.643,44.838,25,4.814,0.0,90,58,1836.75,14.5,4,4797.961,-23.125,372329.75,0.152,1271,35.744591,51.135757,12,86.56,1258,-3.067484662579334
2856001,2024-08-11 18:21:12,2024-08-11 15:10:52,2,48,False,9.643,43.648,25,4.818,0.0,89,58,1832.5,14.5,4,4797.973,-23.125,372329.75,0.152,1270,35.74461,51.136116,12,86.27,1258,-3.067484662579334
2856501,2024-08-11 18:21:12,2024-08-11 15:10:52,2,48,False,9.714,43.087,25,4.826,0.0,89,58,1836.5,14.5,4,4797.98,-23.125,372329.75,0.152,1270,35.74461,51.136116,12,86.27,1258,-3.067484662579334
2857001,2024-08-11 18:21:12,2024-08-11 15:10:52,2,48,False,9.643,42.582,25,4.826,0.0,88,57,1828.25,14.5,4,4797.988,-23.125,372329.75,0.152,1270,35.74461,51.136116,12,86.27,1258,-3.067484662579334
2857501,2024-08-11 18:21:12,2024-08-11 15:10:52,2,48,False,9.643,41.893,25,4.812,10.953,88,58,1850.75,12.7,4,4797.996,2.0,372346.125,0.152,1270,35.74461,51.136116,12,86.27,1258,-3.067484662579334
2858001,2024-08-11 18:21:17,2024-08-11 15:10:54,2,48,False,9.714,40.998,30,7.635,13.394,88,58,1857.75,12.7,4,4798.004,10.188,372637.562,0.152,1268,35.744625,51.136475,12,87.05,1258,-3.067484662579334
2858501,2024-08-11 18:21:17,2024-08-11 15:10:54,2,48,False,9.643,40.31,30,5.666,0.0,88,59,1868.5,12.7,4,4798.012,-4.625,372902.938,0.152,1268,35.744625,51.136475,12,87.05,1258,-3.067484662579334
2859001,2024-08-11 18:21:17,2024-08-11 15:10:54,2,48,False,9.643,39.847,24,4.748,0.0,88,59,1881.75,14.5,4,4798.02,-18.125,373121.312,0.152,1268,35.744625,51.136475,12,87.05,1258,-3.067484662579334
2859501,2024-08-11 18:21:17,2024-08-11 15:10:54,2,48,False,9.643,39.784,25,5.105,0.0,88,60,1894.0,14.5,4,4798.027,-23.125,373178.125,0.152,1268,35.744625,51.136475,12,87.05,1258,-3.067484662579334
2860001,2024-08-11 18:21:19,2024-08-11 15:10:56,2,48,False,9.643,39.61,25,5.02,0.0,89,60,1902.5,14.5,4,4798.035,-22.75,373178.125,0.152,1267,35.74464,51.136848,12,87.16,1258,-3.067484662579334
2860501,2024-08-11 18:21:19,2024-08-11 15:10:56,2,48,False,9.643,39.335,25,4.916,0.0,88,60,1910.0,14.5,4,4798.043,-22.875,373178.125,0.152,1267,35.74464,51.136848,12,87.16,1258,-3.067484662579334
2861001,2024-08-11 18:21:19,2024-08-11 15:10:56,2,48,False,9.643,39.088,25,4.988,0.0,88,60,1914.5,14.5,4,4798.051,-23.0,373178.125,0.152,1267,35.74464,51.136848,12,87.16,1258,-3.067484662579334
2861501,2024-08-11 18:21:19,2024-08-11 15:10:56,2,48,False,9.643,39.297,25,4.938,0.0,88,61,1920.25,14.5,4,4798.062,-23.125,373178.125,0.152,1267,35.74464,51.136848,12,87.16,1258,-3.067484662579334
