Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE,slope
0,208.20300000000003,373.25974,373.25974,208.20300000000003,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,553.9680000000001,625.8334,252.57362,345.765,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,908.7500000000001,930.3337,304.5003,354.78200000000004,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,1297.078,1254.0785,323.7448,388.328,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,1621.922,1590.08,336.00143,324.84400000000005,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,1999.062,1924.8916,334.8117,377.1399999999999,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,2384.656,2258.5845,333.69278,385.59400000000005,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,2686.218,2601.7961,343.21173,301.5619999999999,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,3014.781,2962.4746,360.6786,328.5630000000001,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
1,3391.375,3254.4983,292.02365,376.59400000000005,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,3996.3279999999995,3593.497,338.99887,604.9529999999995,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,4507.39,4031.6802,438.1832,511.0620000000008,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
1,5088.937,4590.617,558.9371,581.5469999999996,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
4,5440.437,4911.629,321.0117,351.5,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
4,6008.5,5254.383,342.75397,568.0630000000001,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
3,6429.875,5713.279,458.89584,421.375,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
5,6741.297,6030.9424,317.6638,311.42199999999957,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
3,7133.125,6356.5127,325.57022,391.82800000000043,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
2,7773.968,6704.2637,347.75104,640.8429999999998,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
1,8858.546999999999,7120.5015,416.23798,1084.5789999999997,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
0,9947.594,7802.089,681.5873,1089.0470000000005,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
2,11235.171999999999,8673.671,871.5817,1287.5779999999995,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
6,12024.39,9688.248,1014.5771,789.2180000000008,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
10,14505.515,11786.988,2098.7402,2481.125,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
18,18746.125,17095.576,5308.5874,4240.610000000001,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
29,22046.936999999998,22774.756,5679.1797,3300.811999999998,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
35,22785.061999999998,23932.69,1157.9336,738.125,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
35,26348.125,27641.838,3709.1487,3563.063000000002,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
41,29473.156,31864.613,4222.776,3125.030999999999,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
46,30457.297,32557.596,692.9824,984.1409999999996,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
45,32764.624999999996,34270.918,1713.3229,2307.3279999999977,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
47,34279.344,36332.367,2061.4475,1514.7190000000046,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
48,38307.312,40427.4,4095.0305,4027.9680000000008,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
53,39496.952999999994,41918.223,1490.8225,1189.640999999996,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
53,40336.812,42783.86,865.6362,839.859000000004,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
52,41297.422,43980.68,1196.8188,960.6100000000006,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
52,42346.905999999995,45093.566,1112.8856,1049.4839999999967,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
52,43039.155999999995,45680.492,586.9244,692.25,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
51,43199.49999999999,46007.04,326.5485,160.34399999999732,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
50,43199.49999999999,46193.332,186.294,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
47,43859.51499999999,46521.13,327.79523,660.0149999999994,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
46,44878.452999999994,47238.21,717.0829,1018.9380000000019,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
46,46570.780999999995,48226.79,988.5775,1692.3280000000013,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
46,49302.312,50882.086,2655.2964,2731.5310000000027,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
49,57197.202999999994,57712.934,6830.846,7894.890999999996,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
55,68852.20300000001,69359.89,11646.959,11655.000000000007,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
63,81658.265,82903.02,13543.131,12806.06199999999,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
71,96819.21800000001,97219.516,14316.488,15160.953000000009,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
78,107546.156,108649.805,11430.287,10726.937999999995,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
82,108033.45300000001,109440.33,790.52277,487.29700000000594,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
81,108033.45300000001,109502.266,61.93986,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
78,108033.45300000001,109577.87,75.60315,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
75,108033.45300000001,109616.66,38.787426,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
69,108033.45300000001,109663.695,47.03779,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
60,108033.45300000001,109763.484,99.79265,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
49,108033.45300000001,109905.516,142.02962,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
42,108033.45300000001,110082.484,176.96606,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
35,108033.45300000001,110295.086,212.59831,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
30,108033.45300000001,110588.484,293.40097,0.0,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
28,108353.437,111182.734,594.24945,319.98399999999674,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
27,110712.156,112903.875,1721.142,2358.7189999999973,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
30,113326.344,115390.664,2486.7925,2614.1879999999946,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
34,119607.187,121085.48,5694.809,6280.843000000008,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
41,129103.484,130768.54,9683.0625,9496.296999999991,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
50,138286.75,140663.4,9894.864,9183.266000000018,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
57,151432.88999999998,153121.42,12458.013,13146.139999999985,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
66,167947.734,167028.73,13907.315,16514.844000000012,610.6179900491423,1177742.1410834594,49.22618597992795,1.816418875241835
