Speed,Actual,Predicted_sum,Predicted,rate
19,687.1879999999983,804.5203,804.5203,687.1879999999983
20,1070.0469999999987,1532.4314,727.9111,382.8590000000004
20,1948.344000000001,2570.93,1038.4985,878.2970000000023
22,2676.969000000001,3314.6685,743.7386,728.625
22,3337.844000000001,4087.6086,772.94025,660.875
23,3772.5780000000013,4577.467,489.8581,434.7340000000004
22,3807.6569999999992,5031.3564,453.88943,35.078999999997905
21,3807.6569999999992,5467.92,436.56326,0.0
19,3807.6569999999992,5908.838,440.91785,0.0
18,3807.6569999999992,6339.9536,431.1157,0.0
16,3807.6569999999992,6774.0635,434.10995,0.0
15,3986.2659999999996,7200.1104,426.04678,178.60900000000038
13,4372.437999999998,7632.862,432.7514,386.17199999999866
12,4761.985000000001,8061.319,428.45718,389.5470000000023
11,5114.671999999999,8481.8955,420.5771,352.6869999999981
9,5443.985000000001,8916.863,434.96802,329.3130000000019
8,5872.578000000001,9371.286,454.42276,428.59300000000076
8,6212.656999999999,9791.961,420.67432,340.0789999999979
6,6542.860000000001,10211.351,419.38998,330.20300000000134
2,6882.719000000001,10648.185,436.83417,339.8590000000004
0,7664.391,11160.627,512.4425,781.6719999999987
1,8145.391,11700.429,539.8015,481.0
3,8473.687999999998,12127.474,427.04523,328.29699999999866
2,8826.297000000002,12561.59,434.1162,352.609000000004
1,9457.766,13055.802,494.21176,631.4689999999973
1,10289.094000000001,13737.832,682.0301,831.3280000000013
4,10635.077999999998,14319.047,581.2146,345.98399999999674
6,10939.984999999997,14750.109,431.06296,304.90699999999924
5,11269.469000000001,15182.444,432.335,329.484000000004
4,11602.907000000003,15646.43,463.9855,333.4380000000019
3,11938.954000000002,16298.676,652.2457,336.04699999999866
5,12535.844000000001,17106.002,807.32635,596.8899999999994
8,13351.172000000002,17953.105,847.1035,815.3280000000013
11,13822.077999999998,18531.604,578.4979,470.9059999999954
12,14132.282000000003,18969.668,438.06418,310.2040000000052
10,14267.907000000003,19405.857,436.18933,135.625
8,14370.844000000001,19850.293,444.43555,102.93699999999808
7,14624.344000000001,20295.316,445.02362,253.5
6,14928.282000000003,20745.393,450.0767,303.9380000000019
5,15245.047000000002,21229.977,484.5842,316.7649999999994
5,15535.827999999998,21796.25,566.274,290.7809999999954
6,16118.749999999996,22537.709,741.4591,582.9219999999987
8,17167.859999999997,23647.893,1110.184,1049.1100000000006
12,19202.844,25277.256,1629.3636,2034.984000000004
18,23550.282000000003,27907.89,2630.6343,4347.438000000002
28,24057.313,29288.719,1380.8274,507.0309999999954
29,25190.344,30851.117,1562.398,1133.0310000000027
32,26299.922000000002,32249.975,1398.8578,1109.5780000000013
34,26848.297000000002,32959.074,709.0985,548.375
34,27166.391,33469.78,510.70825,318.0939999999973
33,27166.391,34000.316,530.53467,0.0
32,27166.391,34664.027,663.70996,0.0
32,27428.891,35392.098,728.06976,262.5
32,28229.969,36106.184,714.0843,801.0780000000013
32,28767.859999999997,36755.39,649.2057,537.890999999996
32,28833.766,37367.7,612.3099,65.90600000000268
31,29376.077999999998,38323.137,955.4386,542.3119999999981
32,30051.484999999997,39179.93,856.7937,675.4069999999992
32,30670.359999999997,40101.492,921.56256,618.875
33,31179.813,40683.45,581.95575,509.45300000000134
32,31179.813,41339.008,655.5585,0.0
32,31865.124999999996,41989.51,650.5034,685.3119999999981
32,32053.438,42540.92,551.40875,188.31300000000192
31,32053.438,43101.816,560.8928,0.0
31,32053.438,43541.39,439.57428,0.0
29,32053.438,43972.285,430.89487,0.0
25,32053.438,44450.086,477.80267,0.0
25,32053.438,44917.125,467.0372,0.0
23,32053.438,45405.184,488.0581,0.0
23,32053.438,45842.676,437.49197,0.0
20,32053.438,46296.383,453.70816,0.0
19,32053.438,46768.055,471.6714,0.0
18,32053.438,47296.332,528.27625,0.0
17,32725.547000000002,48199.645,903.3112,672.109000000004
19,33572.547000000006,49120.402,920.75964,847.0
20,35479.625,50663.41,1543.0065,1907.077999999994
24,37781.86,52693.152,2029.7422,2302.2350000000006
29,40919.57800000001,55227.285,2534.134,3137.718000000008
35,43763.235,57634.566,2407.2808,2843.656999999992
39,46725.704,59769.406,2134.8394,2962.4689999999973
43,47295.28200000001,60720.65,951.2441,569.5780000000086
43,49401.469,62217.96,1497.3132,2106.186999999991
45,51804.485,64009.336,1791.3743,2403.0160000000033
47,53850.625,65681.21,1671.8766,2046.1399999999994
49,54365.719,66385.836,704.62836,515.0939999999973
48,55036.391,66910.68,524.84125,670.6720000000059
48,55093.18800000001,67325.125,414.4453,56.79700000000594
45,56028.5,67849.52,524.4018,935.3119999999908
45,56637.922000000006,68318.48,468.95453,609.4220000000059
44,56793.11,68718.49,400.0195,155.18799999999464
42,56793.11,69103.42,384.93097,0.0
40,56793.11,69485.62,382.19177,0.0
37,56793.11,69887.74,402.12772,0.0
33,57553.25,70371.19,483.4474,760.1399999999994
33,58122.40700000001,70966.7,595.5172,569.1570000000065
32,59177.594,72092.73,1126.0215,1055.1869999999908
33,60860.90700000001,73574.82,1482.0934,1683.3130000000092
35,62629.766,74869.74,1294.9211,1768.8589999999967
37,62918.53200000001,75475.984,606.23846,288.76600000000326
36,63509.875,76228.055,752.0729,591.3429999999935
36,64911.235,77364.97,1136.9131,1401.3600000000006
37,66187.61,78489.39,1124.4218,1276.375
38,66879.516,79132.92,643.53033,691.9060000000027
