Speed,Actual,Predicted_sum,Predicted,rate
0,235.156,333.10287,333.10287,235.156
0,481.016,685.5078,352.40494,245.86
0,880.3130000000001,1037.4531,351.94537,399.297
0,1329.422,1384.1849,346.73184,449.1089999999999
0,1695.906,1725.1726,340.98767,366.4839999999999
0,2129.813,2060.9734,335.80072,433.90700000000015
0,2552.313,2392.4224,331.44885,422.5
0,2882.844,2720.3486,327.9262,330.53099999999995
0,3232.906,3045.476,325.12732,350.0619999999999
0,3601.406,3368.4238,322.9478,368.5
0,3898.828,3689.75,321.32617,297.422
0,4234.282,4010.0188,320.2687,335.4540000000002
0,4591.688,4329.7114,319.6925,357.40599999999995
0,4907.0470000000005,4649.285,319.5738,315.3590000000004
0,5392.6720000000005,4972.535,323.25,485.625
0,6212.032,5331.734,359.19876,819.3599999999997
0,6858.438,6008.0454,676.31165,646.406
2,7371.391,6797.3813,789.3359,512.9529999999995
4,7767.485,7560.0693,762.6882,396.09400000000005
6,8147.438,8150.235,590.16534,379.95300000000043
7,8672.562999999998,8712.154,561.91986,525.1249999999991
8,9268.391,9160.782,448.62784,595.8280000000013
9,9629.953,9511.818,351.03656,361.5619999999999
8,10034.766,9867.201,355.38287,404.8130000000001
7,10429.891,10220.503,353.30212,395.125
6,10743.734999999999,10572.724,352.2203,313.84399999999914
4,11105.219,10987.014,414.28976,361.4840000000004
4,11718.891,11958.2,971.18695,613.6720000000005
6,12404.687999999998,13225.141,1266.9406,685.7969999999987
10,13303.219,14397.951,1172.8102,898.5310000000009
13,13649.421999999999,15229.651,831.7,346.2029999999995
14,14101.905999999999,16182.318,952.66675,452.4840000000004
15,15175.953,17510.846,1328.5265,1074.0470000000005
18,15802.641,18557.664,1046.8184,626.6880000000001
19,16370.265999999998,19244.871,687.20654,567.6249999999982
19,16852.453,19884.502,639.63086,482.1870000000017
19,17391.735,20558.123,673.6218,539.2819999999992
19,17756.328,21358.834,800.71,364.59300000000076
19,18670.656000000003,22546.814,1187.9796,914.3280000000013
20,19743.641,23917.537,1370.7224,1072.984999999997
22,20537.828,25175.65,1258.1125,794.1870000000017
23,21444.766,26436.494,1260.8433,906.9379999999983
24,22320.735,27698.25,1261.7565,875.969000000001
25,23028.906000000003,29055.229,1356.9788,708.1710000000021
26,24589.016,30841.314,1786.0859,1560.109999999997
29,26686.875,33058.08,2216.765,2097.8590000000004
33,29109.578,35514.67,2456.5942,2422.7030000000013
37,31885.938000000002,37764.965,2250.2935,2776.3600000000006
41,32539.266,39151.63,1386.6652,653.3279999999977
41,34406.125,41094.125,1942.4949,1866.859000000004
44,36938.032,43237.39,2143.2659,2531.9069999999992
47,38371.155999999995,44826.797,1589.4058,1433.1239999999962
48,38974.282,46282.91,1456.1147,603.1260000000038
48,40116.687999999995,47960.32,1677.4113,1142.4059999999954
49,42253.485,50052.273,2091.9517,2136.797000000006
51,44774.125,52555.492,2503.22,2520.6399999999994
54,45822.375,54165.277,1609.7843,1048.25
54,46890.390999999996,55808.46,1643.1823,1068.015999999996
55,48858.297,57541.395,1732.9341,1967.9060000000027
56,51441.0,59540.3,1998.9076,2582.7030000000013
58,54977.547,61686.523,2146.2244,3536.5469999999987
60,56335.905999999995,63753.44,2066.9194,1358.3589999999967
62,58494.5,65601.516,1848.0771,2158.5940000000046
63,61031.5,67614.836,2013.32,2537.0
65,63310.985,69510.734,1895.896,2279.4850000000006
66,65814.094,71735.57,2224.838,2503.1089999999967
68,68588.078,74171.13,2435.5627,2773.9839999999967
70,70960.641,76483.79,2312.6558,2372.563000000009
72,73666.92199999999,78472.79,1988.9966,2706.280999999988
73,76515.094,80855.58,2382.789,2848.172000000006
75,79177.92199999999,83504.336,2648.7556,2662.827999999994
77,82000.453,86256.586,2752.2488,2822.5310000000027
79,85017.28199999999,88908.42,2651.837,3016.828999999998
81,87160.563,90789.695,1881.2719,2143.2810000000027
82,87305.78199999999,92291.94,1502.2416,145.21899999999732
81,87863.938,93849.1,1557.166,558.1560000000027
80,89555.03199999999,95660.01,1810.9084,1691.0939999999973
81,91398.969,97460.93,1800.9225,1843.9370000000054
81,93382.641,99416.6,1955.6729,1983.672000000006
82,94935.766,101305.086,1888.481,1553.125
83,95598.86,102939.83,1634.7413,663.0939999999973
82,97079.875,104661.2,1721.3785,1481.0149999999994
82,98691.17199999999,106625.25,1964.0504,1611.2969999999914
83,101319.219,108830.125,2204.872,2628.047000000006
84,104595.953,111755.94,2925.8147,3276.7339999999967
86,107545.953,114743.88,2987.9436,2950.0
88,109051.485,116799.42,2055.5403,1505.5320000000065
89,110323.54699999999,118547.6,1748.1827,1272.0619999999908
89,111375.141,120279.74,1732.1431,1051.5940000000119
89,112469.188,122028.74,1749.0007,1094.0469999999914
89,113611.094,123789.43,1760.6898,1141.9060000000027
89,114541.516,125556.945,1767.5121,930.4220000000059
89,115574.344,127330.875,1773.9279,1032.827999999994
89,116650.969,129105.375,1774.499,1076.625
89,117622.313,130844.695,1739.3193,971.3439999999973
89,118638.61,132497.83,1653.1361,1016.2970000000059
88,119811.11,134227.6,1729.7622,1172.5
88,120790.75,135988.94,1761.3394,979.6399999999994
88,121981.36,137800.88,1811.9451,1190.6100000000006
88,124046.625,139985.47,2184.5981,2065.2649999999994
89,126837.75,142895.28,2909.8188,2791.125
91,129707.75,145254.27,2358.979,2870.0
92,131530.75,147281.95,2027.6903,1822.9999999999854
93,133061.15600000002,149131.88,1849.9153,1530.4060000000172
93,134619.29700000002,151070.38,1938.5068,1558.1410000000033
94,136020.43800000002,152847.52,1777.1451,1401.1410000000033
94,137177.453,154518.83,1671.3188,1157.0149999999849
93,138398.953,156269.95,1751.1251,1221.5
93,139735.641,158064.16,1794.2098,1336.6879999999946
93,140778.532,159859.06,1794.9021,1042.8910000000033
93,142085.90600000002,161619.72,1760.6564,1307.3740000000107
93,143580.75,163333.17,1713.4492,1494.8439999999828
92,145064.782,165240.08,1906.9127,1484.0320000000065
93,146666.43800000002,167075.25,1835.1781,1601.6560000000172
93,148394.782,168870.84,1795.5879,1728.3439999999828
93,149849.18800000002,170663.64,1792.7946,1454.4060000000172
93,151463.11000000002,172454.17,1790.5292,1613.9219999999914
93,153136.032,174248.17,1793.9928,1672.9219999999914
93,154689.92200000002,176089.56,1841.3899,1553.890000000014
93,156274.282,178070.72,1981.1562,1584.359999999986
94,157882.23500000002,179871.33,1800.6088,1607.9530000000086
94,159342.266,181558.81,1687.4895,1460.0309999999881
93,160878.79700000002,183316.55,1757.7354,1536.5310000000172
93,162479.48500000002,185110.53,1793.9794,1600.6879999999946
93,163903.56300000002,186907.61,1797.0745,1424.0780000000086
93,165416.875,188703.88,1796.2693,1513.3119999999763
93,167059.641,190499.2,1795.3306,1642.7660000000033
93,168402.75,192294.0,1794.7924,1343.1089999999967
93,169895.11000000002,194088.55,1794.5452,1492.3600000000151
93,171479.078,195882.98,1794.43,1583.9679999999935
93,172888.5,197677.33,1794.3408,1409.4219999999914
93,174395.61000000002,199471.5,1794.1786,1507.1100000000151
93,176081.90600000002,201265.47,1793.9613,1686.296000000002
93,177624.73500000002,203059.48,1794.0114,1542.828999999998
93,179269.81300000002,204854.17,1794.6873,1645.0780000000086
93,180986.98500000002,206649.17,1794.9939,1717.1719999999914
93,182546.969,208441.98,1792.8107,1559.9839999999967
93,184210.40600000002,210237.45,1795.468,1663.4370000000054
93,186046.73500000002,212075.89,1838.4373,1836.328999999998
93,187547.43800000002,214052.03,1976.145,1500.7030000000086
94,189219.54700000002,215889.27,1837.2417,1672.1089999999967
94,190957.516,217688.34,1799.0792,1737.9689999999828
94,192522.875,219484.98,1796.6426,1565.3589999999967
94,194051.25,221248.72,1763.736,1528.375
94,195723.61000000002,222933.83,1685.1047,1672.3600000000151
93,197079.594,224692.33,1758.4994,1355.9839999999967
93,198599.032,226492.55,1800.2196,1519.4379999999946
93,200181.625,228333.78,1841.2374,1582.5929999999935
93,201626.67200000002,230251.1,1917.3068,1445.0470000000205
94,203143.032,232002.25,1751.155,1516.359999999986
93,204857.266,233908.03,1905.7888,1714.2339999999967
94,206192.42200000002,235743.88,1835.8489,1335.1560000000172
94,207700.65600000002,237544.67,1800.7963,1508.2339999999967
94,209208.625,239342.75,1798.082,1507.9689999999828
94,210471.219,241107.08,1764.3303,1262.5940000000119
94,211820.594,242791.83,1684.7498,1349.375
93,213293.266,244548.69,1756.8668,1472.6719999999914
93,214508.594,246346.55,1797.8545,1215.3280000000086
93,215850.094,248188.39,1841.8414,1341.5
93,217295.17200000002,250102.94,1914.5522,1445.0780000000086
94,218498.42200000002,251811.06,1708.1279,1203.25
93,219828.844,253563.39,1752.3344,1330.4219999999914
93,221272.078,255397.22,1833.8247,1443.2339999999967
93,222495.766,257397.92,2000.7078,1223.6879999999946
94,223885.828,259305.2,1907.2837,1390.0620000000054
94,226623.125,261551.77,2246.5596,2737.2969999999914
95,229863.641,264571.5,3019.7312,3240.5160000000033
97,233456.56300000002,267064.78,2493.2683,3592.9220000000205
98,235137.219,269174.28,2109.5056,1680.6559999999881
99,236379.078,271003.34,1829.0709,1241.8589999999967
99,237746.15600000002,272760.47,1757.11,1367.0780000000086
99,239205.98500000002,274447.1,1686.622,1459.828999999998
98,240514.61000000002,276217.7,1770.5925,1308.625
98,241903.469,278032.28,1814.6038,1388.8589999999967
98,243417.203,279851.34,1819.0668,1513.7339999999967
98,244635.625,281669.8,1818.4749,1218.4219999999914
98,245998.0,283487.72,1817.9183,1362.375
98,247602.75,285306.22,1818.5062,1604.75
98,248983.453,287125.34,1819.1338,1380.7030000000086
98,250479.719,288943.0,1817.6537,1496.2660000000033
98,252151.06300000002,290765.28,1822.2705,1671.3440000000119
98,253507.016,292636.72,1871.4338,1355.9529999999795
98,255024.42200000002,294666.12,2029.4011,1517.4060000000172
99,256653.98500000002,296535.16,1869.0198,1629.5629999999946
99,257976.594,298358.75,1823.5979,1322.6089999999967
99,259273.953,300177.97,1819.2063,1297.3589999999967
99,260689.54700000002,301961.94,1783.9656,1415.5940000000119
99,261805.75,303669.28,1707.3407,1116.2029999999795
98,263077.96900000004,305450.6,1781.3024,1272.2190000000119
98,264432.78200000006,307271.28,1820.7001,1354.8130000000237
98,265899.53200000006,309094.3,1823.0253,1466.75
98,267474.25000000006,310915.6,1821.2845,1574.7179999999935
98,269145.75000000006,312735.28,1819.6857,1671.5
98,270667.21900000004,314554.34,1819.0565,1521.4689999999828
98,272332.03200000006,316373.97,1819.6233,1664.8130000000237
98,274044.406,318194.2,1820.2174,1712.3739999999525
98,275601.53200000006,320012.84,1818.6693,1557.1260000000475
98,277255.84400000004,321835.72,1822.8706,1654.3119999999763
98,279055.438,323706.97,1871.2491,1799.5939999999828
98,280517.46900000004,325738.3,2031.347,1462.0310000000172
99,282163.313,327613.3,1875.013,1645.8439999999828
99,283761.50000000006,329435.97,1822.6565,1598.1870000000345
