time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Electrical_load,Switch,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Estimated_catalyst_temperature,Engine_status,Status_bit,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,Average_fuel_consumption_rate,Pumping_and_rubbing_friction_torque_at_current_condition,RON_factor,altitude,latitude,longitude,satelites,bearing,slope
1351571,2024-08-06 06:43:40,2024-08-06 06:43:38,13,74,TRUE,13.7,1,33,22.791,76,21.518,46.136,85,97,2319.75,14.5,645,3,8,5,4079.852,101.438,2026135.5,2.627,10.625,0,1348,35.890804,50.870972,12,132.85,-2.9
1352571,2024-08-06 06:43:40,2024-08-06 06:43:38,13,74,TRUE,13.6,1,33,22.512,123,45.906,47.717,85,99,2346.75,13.2,645,3,8,5,4079.879,123.75,2028966.5,3.92,10.125,0,1348,35.890804,50.870972,12,132.85,-2.9
1353571,2024-08-06 06:43:42,2024-08-06 06:43:41,13,74,TRUE,13.7,1,33,21.869,142,45.771,36.127,85,101,2395.75,12.9,648,3,8,5,4079.906,138.5,2033536.25,4.192,10.375,0,1348,35.890282,50.871662,12,133.04,-2.9
1354571,2024-08-06 06:43:42,2024-08-06 06:43:41,13,74,TRUE,13.7,1,33,21.486,81,16.229,32.169,85,102,2422.5,14.5,648,3,8,5,4079.934,88.375,2036145.625,1.9,12.125,0,1348,35.890282,50.871662,12,133.04,-2.9
1355571,2024-08-06 06:43:42,2024-08-06 06:43:41,13,74,TRUE,13.7,1,33,21.141,71,15.205,30.789,85,102,2437.5,14.5,648,3,8,5,4079.961,78.062,2037844.375,1.496,12.5,0,1348,35.890282,50.871662,12,133.04,-2.9
1356571,2024-08-06 06:43:46,2024-08-06 06:43:44,13,70,TRUE,13.6,1,33,21.498,71,15.42,30.731,85,103,2445.25,14.5,648,3,8,5,4079.992,77.875,2039561.5,1.724,12.312,0,1348,35.889748,50.872379,12,132.59,-2.9
1357571,2024-08-06 06:43:46,2024-08-06 06:43:44,13,70,TRUE,13.7,1,33,21.583,63,11.662,25.146,85,103,2459.25,14.5,648,3,8,5,4080.02,53.188,2041118.125,1.081,12.938,0,1348,35.889748,50.872379,12,132.59,-2.9
1358571,2024-08-06 06:43:46,2024-08-06 06:43:44,13,70,TRUE,13.7,1,33,21.895,52,11.697,23.254,85,103,2452.75,14.5,648,3,8,5,4080.047,46.062,2042331.875,1.058,13.062,0,1348,35.889748,50.872379,12,132.59,-2.9
1359571,2024-08-06 06:43:48,2024-08-06 06:43:47,13,70,TRUE,13.7,1,33,22.412,55,12.883,25.305,85,103,2452,14.5,648,3,8,5,4080.074,52.125,2043495.25,1.191,12.75,0,1348,35.889206,50.873096,12,133.02,-2.9
1360571,2024-08-06 06:43:48,2024-08-06 06:43:47,13,70,TRUE,13.7,1,33,22.641,59,13.727,32.144,85,103,2454.25,14.5,648,3,8,5,4080.105,60.375,2044596.5,1.389,12.375,0,1348,35.889206,50.873096,12,133.02,-2.9
1361571,2024-08-06 06:43:48,2024-08-06 06:43:47,13,70,TRUE,13.7,1,33,22.024,113,38.76,43.887,85,104,2479,13.7,648,3,8,5,4080.133,126.125,2046574,3.989,10.438,0,1348,35.889206,50.873096,12,133.02,-2.9
1362571,2024-08-06 06:43:52,2024-08-06 06:43:50,13,70,TRUE,13.6,1,33,21.273,121,31.641,38.837,85,106,2517,13.8,651,3,8,5,4080.16,129,2050732.25,3.513,11.125,0,1348,35.88866,50.873829,12,132.6,-2.9
1363571,2024-08-06 06:43:52,2024-08-06 06:43:50,13,70,TRUE,13.7,1,33,20.792,75,15.355,31.857,85,107,2544.75,14.5,651,3,8,5,4080.191,82.375,2053257.875,1.801,13.188,0,1348,35.88866,50.873829,12,132.6,-2.9
1364571,2024-08-06 06:43:52,2024-08-06 06:43:50,13,70,TRUE,13.7,1,33,21.027,43,4.248,0,85,107,2552,14.5,651,3,8,5,4080.219,9.438,2054972.625,0.381,14,0,1348,35.88866,50.873829,12,132.6,-2.9
1365571,2024-08-06 06:43:55,2024-08-06 06:43:53,13,70,TRUE,13.5,1,33,22.061,28,3.43,4.929,85,106,2534.75,14.5,651,3,8,5,4080.25,5,2055541.625,0.502,14.062,0,1348,35.888107,50.874569,12,132.69,-2.9
1366571,2024-08-06 06:43:55,2024-08-06 06:43:53,13,70,TRUE,13.8,1,33,22.483,31,3.924,0,85,105,2507.75,14.5,648,3,24,5,4080.277,5.188,2056018.375,0.582,13.938,0,1348,35.888107,50.874569,12,132.69,-2.9
1367571,2024-08-06 06:43:55,2024-08-06 06:43:53,13,70,TRUE,13.8,1,33,23.019,27,2.98,0,85,104,2485.25,14.5,648,3,24,5,4080.309,-8.438,2056589.75,0.515,13.812,0,1348,35.888107,50.874569,12,132.69,-2.9
1368571,2024-08-06 06:43:57,2024-08-06 06:43:56,13,67,TRUE,13.7,1,33,23.658,28,2.611,0,85,103,2457,14.5,645,3,24,5,4080.336,-6.812,2057159.5,0.482,13.5,0,1348,35.887566,50.875294,12,132.65,-2.9
1369571,2024-08-06 06:43:57,2024-08-06 06:43:56,13,67,TRUE,13.7,1,33,23.881,29,3.713,3.738,85,102,2433.25,14.5,645,3,24,5,4080.363,9.938,2057640.625,0.548,13.812,0,1348,35.887566,50.875294,12,132.65,-2.9
1370571,2024-08-06 06:43:57,2024-08-06 06:43:56,13,67,TRUE,13.7,1,33,24.277,37,9.023,21.75,85,102,2412.25,14.5,645,3,8,5,4080.395,27.5,2058215.75,0.825,13.25,0,1348,35.887566,50.875294,12,132.65,-2.9
1371571,2024-08-06 06:44:10,2024-08-06 06:43:59,13,67,TRUE,13.6,1,33,24.28,61,13.971,23.578,85,101,2410.75,14.5,642,3,8,5,4080.422,53.625,2059201.75,1.175,12.312,0,1348,35.887032,50.875999,12,133.07,-2.9
1372571,2024-08-06 06:44:10,2024-08-06 06:43:59,13,67,TRUE,13.6,1,33,24.284,27,3.518,0,85,102,2348.5,14.5,642,3,24,5,4080.449,-1.938,2060194.625,0.477,13.688,0,1348,35.887032,50.875999,12,133.07,-2.9
1373571,2024-08-06 06:44:10,2024-08-06 06:43:59,13,67,TRUE,13.7,1,33,24.287,39,8.35,2.921,84,101,2372.25,14.5,642,3,8,5,4080.477,16.812,2060734,0.616,13.062,0,1348,35.887032,50.875999,12,133.07,-2.9
1383570,2024-08-06 06:44:12,2024-08-06 06:44:11,13,54,TRUE,13.7,1,33,23.374,29,3.475,0,84,102,2428,14.5,642,3,24,5,4080.762,-3.875,2078989.25,0.513,13.625,0,1348,35.884884,50.878872,12,132.7,-2.9
1384570,2024-08-06 06:44:12,2024-08-06 06:44:11,13,54,TRUE,13.7,1,33,23.625,29,3.225,23.788,84,101,2403,14.5,639,3,24,5,4080.789,13.625,2079480.875,0.696,13.688,0,1348,35.884884,50.878872,12,132.7,-2.9
1385570,2024-08-06 06:44:12,2024-08-06 06:44:11,13,54,TRUE,13.7,1,33,23.85,65,18.594,49.173,84,100,2390.5,14.5,639,3,8,5,4080.816,89.812,2080295.25,2.189,11.438,0,1348,35.884884,50.878872,12,132.7,-2.9
1386570,2024-08-06 06:44:16,2024-08-06 06:44:14,13,54,TRUE,13.6,1,33,23.073,57,5.713,6.555,84,101,2405,14.5,639,3,8,5,4080.844,28.562,2082791,0.398,13.312,0,1348,35.884357,50.879574,12,132.82,-2.9
1387570,2024-08-06 06:44:16,2024-08-06 06:44:14,13,54,TRUE,13.8,1,33,23.864,50,12.697,32.376,84,100,2406.75,14.5,639,3,8,5,4080.871,51.188,2083466,1.498,13.188,0,1348,35.884357,50.879574,12,132.82,-2.9
1388570,2024-08-06 06:44:16,2024-08-06 06:44:14,13,54,TRUE,13.6,1,33,23.477,70,15.904,24.545,84,100,2392.25,14.5,639,3,8,5,4080.898,63.438,2084962.5,0.971,11.875,0,1348,35.884357,50.879574,12,132.82,-2.9
1389570,2024-08-06 06:44:26,2024-08-06 06:44:17,13,58,TRUE,13.7,1,33,23.561,64,16.174,20.496,84,100,2394,14.5,639,3,8,5,4080.93,66.438,2086053,1.095,11.875,0,1348,35.883835,50.880272,12,132.71,-2.9
1390570,2024-08-06 06:44:26,2024-08-06 06:44:17,13,58,TRUE,13.7,1,33,23.793,58,24.762,69.937,84,100,2420,14.5,636,3,8,5,4080.957,91.5,2086803.25,2.432,10.75,0,1348,35.883835,50.880272,12,132.71,-2.9
1391570,2024-08-06 06:44:26,2024-08-06 06:44:17,13,58,TRUE,13.6,1,33,22.669,126,58.562,55.64,84,100,2390,13,639,3,8,5,4080.984,133.188,2089276.25,4.514,10.062,0,1348,35.883835,50.880272,12,132.71,-2.9
1401569,2024-08-06 06:44:43,2024-08-06 06:44:29,13,90,TRUE,13.6,1,33,16.843,76,13.184,30.109,84,116,2797.5,14.5,663,3,8,5,4081.281,64.625,2153978,1.196,14.062,0,1348,35.881565,50.883251,12,133.24,-2.9
1402569,2024-08-06 06:44:43,2024-08-06 06:44:29,13,90,TRUE,13.5,1,33,17.12,78,18.631,41.571,84,116,2757,14.5,663,3,8,5,4081.312,94.125,2155559.25,2.496,14,0,1348,35.881565,50.883251,12,133.24,-2.9
1403569,2024-08-06 06:44:43,2024-08-06 06:44:29,13,90,TRUE,13.6,1,33,17.369,120,36.064,46.96,84,116,2770.5,13.4,666,3,8,5,4081.344,136.625,2158459.75,4.764,12,0,1348,35.881565,50.883251,12,133.24,-2.9
1413568,2024-08-06 06:44:54,2024-08-06 06:44:41,13,90,TRUE,13.5,1,33,21.288,62,15.438,31.775,85,112,2658.5,14.5,669,3,8,5,4081.664,64.375,2181844,1.566,12.875,0,1348,35.879154,50.886509,12,132.41,-2.9
1414568,2024-08-06 06:44:54,2024-08-06 06:44:41,13,90,TRUE,13.6,1,33,21.12,89,22.836,38.339,84,111,2657.25,14.5,669,3,8,5,4081.695,104.688,2183541.5,2.751,12,0,1348,35.879154,50.886509,12,132.41,-2.9
1415568,2024-08-06 06:44:54,2024-08-06 06:44:41,13,90,TRUE,13.5,1,33,21.439,41,4.178,0,85,111,2645,14.5,669,3,8,5,4081.727,5.5,2185937.5,0.415,14.062,0,1348,35.879154,50.886509,12,132.41,-2.9
1428568,2024-08-06 06:44:58,2024-08-06 06:44:56,13,61,TRUE,13.6,1,33,23.961,28,2.936,3.326,84,102,2435,14.5,657,3,24,5,4082.109,4.875,2198412.25,0.531,13.688,0,1348,35.876385,50.890217,12,132.66,-2.9
1429568,2024-08-06 06:44:58,2024-08-06 06:44:56,13,61,TRUE,13.7,1,33,24.232,30,3.082,12.842,84,102,2413.75,14.5,654,3,8,5,4082.137,7.562,2198926,0.499,13.625,0,1348,35.876385,50.890217,12,132.66,-2.9
1430568,2024-08-06 06:44:58,2024-08-06 06:44:56,13,61,TRUE,13.7,1,33,24.711,30,3.516,0,84,100,2388.5,14.5,654,3,24,5,4082.164,-3.438,2199479.75,0.519,13.5,0,1348,35.876385,50.890217,12,132.66,-2.9
1431568,2024-08-06 06:45:00,2024-08-06 06:44:59,13,61,TRUE,13.5,1,33,24.945,28,2.621,0,84,99,2362.75,14.5,654,3,24,5,4082.191,-9.312,2200055.25,0.506,13.438,0,1348,35.875858,50.890911,12,133.14,-2.9
1432568,2024-08-06 06:45:00,2024-08-06 06:44:59,13,61,TRUE,13.6,1,33,24.882,27,2.334,0,84,98,2340,14.5,651,3,24,5,4082.219,-10.125,2200512.75,0.431,13.5,0,1348,35.875858,50.890911,12,133.14,-2.9
1433568,2024-08-06 06:45:00,2024-08-06 06:44:59,13,61,TRUE,13.6,1,33,25.335,27,2.371,0,84,97,2317.5,14.5,651,3,24,5,4082.246,-10,2200944.25,0.435,13.438,0,1348,35.875858,50.890911,12,133.14,-2.9
1434568,2024-08-06 06:45:04,2024-08-06 06:45:02,13,61,TRUE,13.7,1,33,25.468,29,3.627,16.321,84,96,2294.75,14.5,648,3,8,5,4082.273,12,2201449.75,0.592,14,0,1348,35.875351,50.891586,12,132.83,-2.9
1435568,2024-08-06 06:45:04,2024-08-06 06:45:02,13,61,TRUE,13.5,1,33,25.627,38,8.014,19.336,84,96,2303,14.5,648,3,8,5,4082.301,22.812,2202008.75,0.704,13.375,0,1348,35.875351,50.891586,12,132.83,-2.9
1436568,2024-08-06 06:45:04,2024-08-06 06:45:02,13,61,TRUE,13.5,1,33,25.496,43,9.594,19.336,84,95,2276.75,14.5,648,3,8,5,4082.324,31.812,2202740.5,0.78,13.375,0,1348,35.875351,50.891586,12,132.83,-2.9
1437568,2024-08-06 06:45:06,2024-08-06 06:45:05,13,67,TRUE,13.6,1,33,25.221,40,8.438,14.587,84,95,2269.5,14.5,648,3,8,5,4082.352,25.75,2203580.75,0.637,13.375,0,1348,35.874851,50.892254,12,132.73,-2.9
1438568,2024-08-06 06:45:06,2024-08-06 06:45:05,13,67,TRUE,13.6,1,33,25.13,38,7.695,14.774,83,95,2267.25,14.5,645,3,8,5,4082.379,22.062,2204187.25,0.604,13.375,0,1348,35.874851,50.892254,12,132.73,-2.9
1439568,2024-08-06 06:45:06,2024-08-06 06:45:05,13,67,TRUE,13.6,1,33,25.049,38,8.963,18.475,83,95,2257.5,14.5,645,3,8,5,4082.402,28.188,2204794.25,0.673,13.375,0,1348,35.874851,50.892254,12,132.73,-2.9
1440568,2024-08-06 06:45:09,2024-08-06 06:45:08,13,67,TRUE,13.4,1,33,24.975,49,11.312,23.358,83,95,2255.25,14.5,645,3,8,5,4082.43,42.438,2205556.5,0.922,13.375,0,1348,35.874352,50.89291,12,133.19,-2.9
1441568,2024-08-06 06:45:09,2024-08-06 06:45:08,13,67,TRUE,13.6,1,33,24.831,45,9.604,18.677,83,95,2258.75,14.5,645,3,8,5,4082.457,34.438,2206421.75,0.771,13.375,0,1348,35.874352,50.89291,12,133.19,-2.9
1442568,2024-08-06 06:45:09,2024-08-06 06:45:08,13,67,TRUE,13.7,1,33,24.779,45,9.35,18.219,83,95,2252.5,14.5,642,3,8,5,4082.484,32.25,2207240.75,0.746,13.438,0,1348,35.874352,50.89291,12,133.19,-2.9
1443568,2024-08-06 06:45:14,2024-08-06 06:45:11,13,64,TRUE,13.5,1,33,24.654,29,3.301,0,83,94,2264.75,14.5,642,3,24,5,4082.508,-2.25,2207938.5,0.471,13.875,0,1348,35.873856,50.893562,12,133.19,-2.9
1444568,2024-08-06 06:45:14,2024-08-06 06:45:11,13,64,TRUE,13.6,1,33,24.973,28,2.59,0,83,93,2220.25,14.5,642,3,24,5,4082.535,-7.5,2208372.25,0.514,13.688,0,1348,35.873856,50.893562,12,133.19,-2.9
1445568,2024-08-06 06:45:14,2024-08-06 06:45:11,13,64,TRUE,13.6,1,33,25.064,27,2.15,0,83,92,2199.5,14.5,639,3,24,5,4082.559,-9.938,2208867.25,0.449,13.562,0,1348,35.873856,50.893562,12,133.19,-2.9
1449568,2024-08-06 06:45:24,2024-08-06 06:45:17,13,64,TRUE,13.4,1,33,24.883,78,16.51,28.555,83,90,2159.5,14.5,636,3,8,5,4082.66,76.875,2211456,1.292,12.062,0,1348,35.87289,50.894825,12,133.35,-2.9
1450568,2024-08-06 06:45:24,2024-08-06 06:45:17,13,64,TRUE,13.5,1,33,24.826,30,2.812,0,83,91,2150.75,14.5,636,3,24,5,4082.684,-1.875,2212405.25,0.415,14.188,0,1348,35.87289,50.894825,12,133.35,-2.9
1451568,2024-08-06 06:45:24,2024-08-06 06:45:17,13,64,TRUE,13.4,1,33,25.01,28,2.295,0,83,90,2140.25,14.5,636,3,24,5,4082.711,-6.25,2212847.75,0.478,13.75,0,1348,35.87289,50.894825,12,133.35,-2.9
1458568,2024-08-06 06:45:28,2024-08-06 06:45:26,13,61,TRUE,13.4,1,33,22.18,90,11.852,20.816,82,86,2050.25,14.5,630,3,8,5,4082.875,62.438,2218196,0.686,12.188,0,1348,35.871487,50.896557,12,134.99,-2.9
1459568,2024-08-06 06:45:28,2024-08-06 06:45:26,13,61,TRUE,13.5,1,33,22.589,41,7.959,21.222,82,87,2064.5,14.5,630,3,8,5,4082.898,29.812,2219103.25,0.683,13.562,0,1348,35.871487,50.896557,12,134.99,-2.9
1460568,2024-08-06 06:45:28,2024-08-06 06:45:26,13,61,TRUE,13.5,1,33,22.605,37,3.529,6.061,82,87,2068.25,14.5,630,3,8,5,4082.922,16.125,2219818,0.417,13.938,0,1348,35.871487,50.896557,12,134.99,-2.9
1461567,2024-08-06 06:45:31,2024-08-06 06:45:29,13,61,TRUE,13.4,1,33,23.325,30,2.547,9.143,83,87,2064,14.5,627,3,24,5,4082.945,7.438,2220307.75,0.435,13.938,0,1348,35.870998,50.897118,12,137.09,-2.9
1462567,2024-08-06 06:45:31,2024-08-06 06:45:29,13,61,TRUE,13.5,1,33,23.423,31,3.729,15.747,82,86,2056.5,14.5,627,3,8,5,4082.973,16.438,2220732.5,0.554,14.312,0,1348,35.870998,50.897118,12,137.09,-2.9
1463567,2024-08-06 06:45:31,2024-08-06 06:45:29,13,61,TRUE,13.6,1,33,23.238,30,2.908,0,82,86,2033,14.5,624,3,24,5,4082.996,-2.688,2221262.75,0.446,14.375,0,1348,35.870998,50.897118,12,137.09,-2.9
1464567,2024-08-06 06:45:33,2024-08-06 06:45:32,13,61,TRUE,13.5,1,33,23.816,28,2.352,0,82,86,2043,14.5,624,3,24,5,4083.02,-6.625,2221732.75,0.469,14.062,0,1348,35.870506,50.897663,12,138.09,-2.9
1465567,2024-08-06 06:45:33,2024-08-06 06:45:32,13,61,TRUE,13.6,1,33,23.827,28,1.939,0,82,86,2033.5,14.5,624,3,24,5,4083.043,-9.625,2222138,0.386,14.125,0,1348,35.870506,50.897663,12,138.09,-2.9
1466567,2024-08-06 06:45:33,2024-08-06 06:45:32,13,61,TRUE,13.6,1,33,24.189,26,1.602,0,82,85,2023.5,14.5,621,3,24,5,4083.066,-10.125,2222526.25,0.352,14.312,0,1348,35.870506,50.897663,12,138.09,-2.9
1467567,2024-08-06 06:45:37,2024-08-06 06:45:35,13,90,TRUE,13.6,1,33,24.515,26,1.574,0,82,85,2018.25,14.5,621,3,24,5,4083.09,-10.125,2222919.5,0.371,14.312,0,1348,35.87001,50.898186,12,139.49,-2.9
1468567,2024-08-06 06:45:37,2024-08-06 06:45:35,13,90,TRUE,13.5,1,33,24.456,25,1.574,0,82,84,2013.25,14.5,621,3,24,5,4083.113,-10.125,2223265.75,0.379,14.25,0,1348,35.87001,50.898186,12,139.49,-2.9
1469567,2024-08-06 06:45:37,2024-08-06 06:45:35,13,90,TRUE,13.5,1,33,24.599,27,1.418,0,82,84,2002.5,14.5,618,3,24,5,4083.137,-10.25,2223649.25,0.386,14.188,0,1348,35.87001,50.898186,12,139.49,-2.9
1470567,2024-08-06 06:45:39,2024-08-06 06:45:38,13,90,TRUE,13.7,1,33,24.845,26,1.484,0,82,84,1992.75,14.5,618,3,24,5,4083.16,-10.25,2224057.25,0.386,14.188,0,1348,35.869514,50.898697,12,140.14,-2.9
1471567,2024-08-06 06:45:39,2024-08-06 06:45:38,13,90,TRUE,13.6,1,33,24.713,26,2.514,15.271,82,83,1986.25,14.5,618,3,8,5,4083.184,9.438,2224413.75,0.458,14.438,0,1348,35.869514,50.898697,12,140.14,-2.9
1472567,2024-08-06 06:45:39,2024-08-06 06:45:38,13,90,TRUE,13.6,1,33,25.026,47,10.734,26.99,82,83,1996,14.5,615,3,8,5,4083.203,45.812,2224950.25,0.935,13.875,0,1348,35.869514,50.898697,12,140.14,-2.9
1473567,2024-08-06 06:45:43,2024-08-06 06:45:41,13,90,TRUE,13.5,1,33,24.916,62,13.434,27.121,82,84,2010,14.5,615,3,8,5,4083.227,63.5,2225996.5,1.161,13.312,0,1348,35.869011,50.899193,12,141.37,-2.9
1474567,2024-08-06 06:45:43,2024-08-06 06:45:41,13,90,TRUE,13.5,1,33,23.993,61,12.598,25.696,82,85,2028.5,14.5,615,3,8,5,4083.25,61.312,2227065,1.133,13.062,0,1348,35.869011,50.899193,12,141.37,-2.9
1475567,2024-08-06 06:45:43,2024-08-06 06:45:41,13,90,TRUE,13.5,1,33,23.986,60,12.506,27.487,82,86,2050,14.5,615,3,8,5,4083.273,60.688,2228195.5,1.114,13.125,0,1348,35.869011,50.899193,12,141.37,-2.9
1476567,2024-08-06 06:45:45,2024-08-06 06:45:44,13,90,TRUE,13.5,1,33,23.156,65,13.51,27.753,82,87,2075.75,14.5,615,3,8,5,4083.301,67.25,2229462.25,1.25,13.125,0,1348,35.868484,50.899708,12,141.62,-2.9
1477567,2024-08-06 06:45:45,2024-08-06 06:45:44,13,90,TRUE,13.5,1,33,22.605,55,11.328,24.112,82,88,2094,14.5,612,3,8,5,4083.324,52.812,2230536,0.979,13.375,0,1348,35.868484,50.899708,12,141.62,-2.9
1478567,2024-08-06 06:45:45,2024-08-06 06:45:44,13,90,TRUE,13.6,1,33,22.776,55,11.416,23.434,82,88,2109.5,14.5,612,3,8,5,4083.348,52.312,2231508.75,0.973,13.25,0,1348,35.868484,50.899708,12,141.62,-2.9
1479567,2024-08-06 06:45:49,2024-08-06 06:45:47,13,87,TRUE,13.7,1,33,22.812,42,7.488,14.587,82,89,2118,14.5,612,3,8,5,4083.371,28.5,2232529.5,0.565,13.375,0,1348,35.867947,50.900219,12,142.36,-2.9
1480567,2024-08-06 06:45:49,2024-08-06 06:45:47,13,87,TRUE,13.6,1,33,23.04,41,8.09,24.542,82,89,2121.5,14.5,612,3,8,5,4083.395,29.625,2233079.25,0.615,13.438,0,1348,35.867947,50.900219,12,142.36,-2.9
