Speed,Actual,Predicted,MAE,MSE,MAPE,mae,mean_mae,last_error
32,0.0,113.2701,137.36547489682954,38201.57780217679,39.4800216376238,,10.968606235808782,15.093269714097337
30,162.67199999999866,253.52103,137.36547489682954,38201.57780217679,39.4800216376238,0.5584798244319986,10.968606235808782,15.093269714097337
27,404.75,409.57776,137.36547489682954,38201.57780217679,39.4800216376238,0.011927757875231653,10.968606235808782,15.093269714097337
23,614.6719999999987,579.535,137.36547489682954,38201.57780217679,39.4800216376238,0.05716382070437367,10.968606235808782,15.093269714097337
20,875.8280000000013,748.32117,137.36547489682954,38201.57780217679,39.4800216376238,0.14558432705965224,10.968606235808782,15.093269714097337
18,1076.4850000000006,911.6708,137.36547489682954,38201.57780217679,39.4800216376238,0.15310403767818456,10.968606235808782,15.093269714097337
16,1288.218999999997,1073.0032,137.36547489682954,38201.57780217679,39.4800216376238,0.16706460625095382,10.968606235808782,15.093269714097337
15,1498.828000000001,1228.5499,137.36547489682954,38201.57780217679,39.4800216376238,0.18032629494511773,10.968606235808782,15.093269714097337
14,1769.125,1394.6292,137.36547489682954,38201.57780217679,39.4800216376238,0.21168419416378148,10.968606235808782,15.093269714097337
14,1930.265999999996,1560.1361,137.36547489682954,38201.57780217679,39.4800216376238,0.1917507224392891,10.968606235808782,15.093269714097337
14,2138.125,1722.8201,137.36547489682954,38201.57780217679,39.4800216376238,0.19423789535223623,10.968606235808782,15.093269714097337
12,2367.875,1893.9532,137.36547489682954,38201.57780217679,39.4800216376238,0.20014646043393342,10.968606235808782,15.093269714097337
12,2655.75,2151.8315,137.36547489682954,38201.57780217679,39.4800216376238,0.18974621105149214,10.968606235808782,15.093269714097337
12,3016.2030000000013,2504.702,137.36547489682954,38201.57780217679,39.4800216376238,0.1695844079460172,10.968606235808782,15.093269714097337
13,3709.625,2834.643,137.36547489682954,38201.57780217679,39.4800216376238,0.235868045961519,10.968606235808782,15.093269714097337
13,4370.328000000001,3055.9038,137.36547489682954,38201.57780217679,39.4800216376238,0.3007609955133804,10.968606235808782,15.093269714097337
13,4995.140999999996,3250.016,137.36547489682954,38201.57780217679,39.4800216376238,0.349364512433182,10.968606235808782,15.093269714097337
13,5494.563000000002,3439.96,137.36547489682954,38201.57780217679,39.4800216376238,0.37393383240851025,10.968606235808782,15.093269714097337
13,6030.953000000001,3637.9937,137.36547489682954,38201.57780217679,39.4800216376238,0.39677963001867217,10.968606235808782,15.093269714097337
13,6645.125,3868.5857,137.36547489682954,38201.57780217679,39.4800216376238,0.41783101145576645,10.968606235808782,15.093269714097337
