Speed,Actual,Predicted,MAE,MSE,MAPE,mae,mean_mae,last_error
0,0.0,68.07897,125.22934908512252,34540.32122442746,43.03706429132223,,10.07711213641258,12.521408176362185
0,334.4369999999999,230.7774,125.22934908512252,34540.32122442746,43.03706429132223,0.30995254711649706,10.07711213641258,12.521408176362185
0,946.4530000000004,417.4789,125.22934908512252,34540.32122442746,43.03706429132223,0.558901604200103,10.07711213641258,12.521408176362185
0,1536.2030000000004,609.7764,125.22934908512252,34540.32122442746,43.03706429132223,0.6030626160735268,10.07711213641258,12.521408176362185
0,2118.531000000001,803.23926,125.22934908512252,34540.32122442746,43.03706429132223,0.6208508348473544,10.07711213641258,12.521408176362185
0,2581.781000000001,997.74475,125.22934908512252,34540.32122442746,43.03706429132223,0.6135440031513132,10.07711213641258,12.521408176362185
0,3070.656000000001,1193.5115,125.22934908512252,34540.32122442746,43.03706429132223,0.6113170931553389,10.07711213641258,12.521408176362185
0,3356.0,1389.6979,125.22934908512252,34540.32122442746,43.03706429132223,0.5859064660309893,10.07711213641258,12.521408176362185
0,3719.422000000001,1583.87,125.22934908512252,34540.32122442746,43.03706429132223,0.5741623295232433,10.07711213641258,12.521408176362185
0,3967.203,1775.29,125.22934908512252,34540.32122442746,43.03706429132223,0.5525084045358909,10.07711213641258,12.521408176362185
0,4329.266,1967.0704,125.22934908512252,34540.32122442746,43.03706429132223,0.545634202195014,10.07711213641258,12.521408176362185
0,4582.313,2156.7268,125.22934908512252,34540.32122442746,43.03706429132223,0.5293366472347044,10.07711213641258,12.521408176362185
0,4853.578,2343.4985,125.22934908512252,34540.32122442746,43.03706429132223,0.5171606390172364,10.07711213641258,12.521408176362185
0,5111.968999999999,2527.416,125.22934908512252,34540.32122442746,43.03706429132223,0.5055885511042808,10.07711213641258,12.521408176362185
0,5454.109,2710.109,125.22934908512252,34540.32122442746,43.03706429132223,0.5031069236056706,10.07711213641258,12.521408176362185
0,5788.125,2891.7532,125.22934908512252,34540.32122442746,43.03706429132223,0.5003989720332578,10.07711213641258,12.521408176362185
0,6164.484,3072.5574,125.22934908512252,34540.32122442746,43.03706429132223,0.5015710317359896,10.07711213641258,12.521408176362185
0,6437.359,3253.1074,125.22934908512252,34540.32122442746,43.03706429132223,0.4946518595591764,10.07711213641258,12.521408176362185
0,6770.531000000001,3433.9722,125.22934908512252,34540.32122442746,43.03706429132223,0.4928060738515192,10.07711213641258,12.521408176362185
0,7077.063,3615.512,125.22934908512252,34540.32122442746,43.03706429132223,0.48912253571856007,10.07711213641258,12.521408176362185
0,7443.625,3798.007,125.22934908512252,34540.32122442746,43.03706429132223,0.48976379116357954,10.07711213641258,12.521408176362185
0,7705.016,3981.7773,125.22934908512252,34540.32122442746,43.03706429132223,0.48322270842786047,10.07711213641258,12.521408176362185
0,8001.922,4167.2266,125.22934908512252,34540.32122442746,43.03706429132223,0.4792217919644805,10.07711213641258,12.521408176362185
0,8325.672,4354.8438,125.22934908512252,34540.32122442746,43.03706429132223,0.4769378615924337,10.07711213641258,12.521408176362185
0,8683.531,4545.176,125.22934908512252,34540.32122442746,43.03706429132223,0.47657513976745175,10.07711213641258,12.521408176362185
0,8921.766,4738.954,125.22934908512252,34540.32122442746,43.03706429132223,0.4688322917234099,10.07711213641258,12.521408176362185
0,9242.219,4937.894,125.22934908512252,34540.32122442746,43.03706429132223,0.46572419459006537,10.07711213641258,12.521408176362185
0,9596.078,5146.842,125.22934908512252,34540.32122442746,43.03706429132223,0.46365150429164914,10.07711213641258,12.521408176362185
0,10519.266,5379.164,125.22934908512252,34540.32122442746,43.03706429132223,0.488636944821055,10.07711213641258,12.521408176362185
0,11104.453,5670.7417,125.22934908512252,34540.32122442746,43.03706429132223,0.48932723655996385,10.07711213641258,12.521408176362185
0,11394.75,6068.293,125.22934908512252,34540.32122442746,43.03706429132223,0.46744834243840366,10.07711213641258,12.521408176362185
3,11729.469,6400.564,125.22934908512252,34540.32122442746,43.03706429132223,0.4543176677477897,10.07711213641258,12.521408176362185
3,12159.344,6616.8857,125.22934908512252,34540.32122442746,43.03706429132223,0.4558188583199883,10.07711213641258,12.521408176362185
3,12463.453,6812.465,125.22934908512252,34540.32122442746,43.03706429132223,0.4534046864861607,10.07711213641258,12.521408176362185
3,12867.75,7026.5,125.22934908512252,34540.32122442746,43.03706429132223,0.4539449398690525,10.07711213641258,12.521408176362185
4,13255.703,7352.786,125.22934908512252,34540.32122442746,43.03706429132223,0.4453115010195989,10.07711213641258,12.521408176362185
6,13705.516,7778.6294,125.22934908512252,34540.32122442746,43.03706429132223,0.432445345363137,10.07711213641258,12.521408176362185
7,14055.125,8151.3457,125.22934908512252,34540.32122442746,43.03706429132223,0.42004459583248105,10.07711213641258,12.521408176362185
9,14461.516,8565.391,125.22934908512252,34540.32122442746,43.03706429132223,0.4077114045304794,10.07711213641258,12.521408176362185
10,14924.141,8998.428,125.22934908512252,34540.32122442746,43.03706429132223,0.39705554912674706,10.07711213641258,12.521408176362185
12,15533.359,9485.105,125.22934908512252,34540.32122442746,43.03706429132223,0.3893719317244905,10.07711213641258,12.521408176362185
13,16074.5,9913.495,125.22934908512252,34540.32122442746,43.03706429132223,0.38327817350461907,10.07711213641258,12.521408176362185
14,16806.328,10371.04,125.22934908512252,34540.32122442746,43.03706429132223,0.3829086282262253,10.07711213641258,12.521408176362185
15,17610.953,10887.529,125.22934908512252,34540.32122442746,43.03706429132223,0.38177513732505,10.07711213641258,12.521408176362185
16,18097.156,11439.8545,125.22934908512252,34540.32122442746,43.03706429132223,0.36786451418112326,10.07711213641258,12.521408176362185
17,18641.281,11908.296,125.22934908512252,34540.32122442746,43.03706429132223,0.36118681972553274,10.07711213641258,12.521408176362185
17,19104.641,12228.151,125.22934908512252,34540.32122442746,43.03706429132223,0.35993819512232655,10.07711213641258,12.521408176362185
16,19385.844,12469.127,125.22934908512252,34540.32122442746,43.03706429132223,0.35679215204661713,10.07711213641258,12.521408176362185
14,19736.578,12670.364,125.22934908512252,34540.32122442746,43.03706429132223,0.3580263002025985,10.07711213641258,12.521408176362185
13,19995.469,12881.608,125.22934908512252,34540.32122442746,43.03706429132223,0.35577365052052545,10.07711213641258,12.521408176362185
13,20522.734,13115.736,125.22934908512252,34540.32122442746,43.03706429132223,0.36091672776151557,10.07711213641258,12.521408176362185
13,20956.125,13350.899,125.22934908512252,34540.32122442746,43.03706429132223,0.3629118455821389,10.07711213641258,12.521408176362185
11,21178.344,13570.251,125.22934908512252,34540.32122442746,43.03706429132223,0.3592392776319055,10.07711213641258,12.521408176362185
11,21489.313,13799.707,125.22934908512252,34540.32122442746,43.03706429132223,0.3578339614672651,10.07711213641258,12.521408176362185
