time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Electrical_load,Switch,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Estimated_catalyst_temperature,Engine_status,Status_bit,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,Average_fuel_consumption_rate,Pumping_and_rubbing_friction_torque_at_current_condition,RON_factor,altitude,latitude,direction,longitude,satelites,correct_altitude,slope
1006552,2024-07-27 08:03:49,2024-07-27 08:03:46,27.0,74,True,13.0,1,33,35.27,84,16.957,32.156,85,97,2320.5,14.5,600,3,8,5,3557.211,77.5,1419691.25,2.217,12.188,0.0,1332,35.889961,0,50.872112,12,1356,-1.178637200736585
1007552,2024-07-27 08:03:49,2024-07-27 08:03:46,27.0,74,True,13.0,1,33,35.116,82,17.766,32.156,85,98,2333.25,14.5,600,3,8,5,3557.238,77.688,1421953.125,2.306,12.0,0.0,1332,35.889961,0,50.872112,12,1356,-1.178637200736585
1008552,2024-07-27 08:03:52,2024-07-27 08:03:49,27.0,74,True,13.0,1,33,34.977,82,17.549,32.156,85,99,2358.5,14.5,600,3,8,5,3557.266,77.438,1424321.375,2.003,12.062,0.0,1332,35.88945,0,50.872795,12,1356,-1.178637200736585
1009552,2024-07-27 08:03:52,2024-07-27 08:03:49,27.0,74,True,13.0,1,33,34.969,81,17.928,32.156,85,100,2378.25,14.5,603,3,8,5,3557.293,77.625,1426213.375,2.166,12.0,0.0,1332,35.88945,0,50.872795,12,1356,-1.178637200736585
1010552,2024-07-27 08:03:52,2024-07-27 08:03:49,27.0,74,True,13.0,1,33,34.61,72,15.053,26.813,85,101,2400.25,14.5,603,3,8,5,3557.32,55.375,1428255.25,1.39,12.812,0.0,1332,35.88945,0,50.872795,12,1356,-1.178637200736585
1011552,2024-07-27 08:03:55,2024-07-27 08:03:52,27.0,74,True,13.1,1,33,34.639,51,11.982,20.462,85,101,2396.25,14.5,603,3,8,5,3557.348,27.688,1429620.125,1.005,13.25,0.0,1332,35.888924,0,50.873493,12,1356,-1.178637200736585
1012552,2024-07-27 08:03:55,2024-07-27 08:03:52,27.0,74,True,13.1,1,33,34.783,35,7.715,0.0,85,101,2392.25,14.5,603,3,8,5,3557.375,-9.688,1430621.0,0.52,13.25,0.0,1332,35.888924,0,50.873493,12,1356,-1.178637200736585
1013552,2024-07-27 08:03:55,2024-07-27 08:03:52,27.0,74,True,13.0,1,33,35.069,31,7.881,6.546,85,100,2379.25,14.5,600,3,24,5,3557.402,-4.938,1431224.5,0.556,13.438,0.0,1332,35.888924,0,50.873493,12,1356,-1.178637200736585
1014552,2024-07-27 08:03:58,2024-07-27 08:03:55,27.0,74,True,13.0,1,33,35.17,47,12.963,26.404,85,100,2375.75,14.5,600,3,8,5,3557.434,28.5,1431938.375,1.109,13.25,0.0,1332,35.888401,0,50.874195,12,1356,-1.178637200736585
1015552,2024-07-27 08:03:58,2024-07-27 08:03:55,27.0,74,True,13.2,1,33,34.79,60,15.248,30.801,85,100,2376.0,14.5,600,3,8,5,3557.461,60.312,1433039.375,1.591,12.312,0.0,1332,35.888401,0,50.874195,12,1356,-1.178637200736585
