time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Electrical_load,Switch,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Estimated_catalyst_temperature,Engine_status,Status_bit,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,Average_fuel_consumption_rate,Pumping_and_rubbing_friction_torque_at_current_condition,RON_factor,altitude,latitude,direction,longitude,satelites,correct_altitude,slope
21373868,2024-07-23 19:13:51,2024-07-23 19:13:48,17.0,100,True,13.6,1,32,32.111,28,6.695,18.219,88,95,2278.5,14.5,618,3,8,5,3169.766,12.562,5147125.0,0.67,13.562,0.0,1388,35.919773,0,50.784611,12,1361,-1.143323805635133
21374868,2024-07-23 19:13:51,2024-07-23 19:13:48,17.0,100,True,13.6,1,32,32.39,50,12.842,28.479,87,94,2244.75,14.5,618,3,8,5,3169.793,46.375,5147851.0,1.27,13.188,0.0,1388,35.919773,0,50.784611,12,1361,-1.143323805635133
21375868,2024-07-23 19:13:56,2024-07-23 19:13:51,17.0,87,True,13.6,1,32,32.288,69,16.705,32.196,88,95,2254.5,14.5,618,3,8,5,3169.832,74.938,5149282.0,1.812,11.938,0.0,1388,35.920162,0,50.783855,12,1361,-1.143323805635133
21376868,2024-07-23 19:13:56,2024-07-23 19:13:51,17.0,87,True,13.7,1,32,32.079,63,13.809,7.574,88,96,2274.25,14.5,618,3,8,5,3169.844,56.812,5150925.0,1.257,12.375,0.0,1388,35.920162,0,50.783855,12,1361,-1.143323805635133
21377868,2024-07-23 19:13:56,2024-07-23 19:13:51,17.0,87,True,13.7,1,32,32.479,27,6.025,26.089,88,96,2262.75,14.5,618,3,8,5,3169.871,14.0,5151873.5,0.623,13.688,0.0,1388,35.920162,0,50.783855,12,1361,-1.143323805635133
21378868,2024-07-25 16:42:33,2024-07-23 19:13:54,17.0,87,False,13.7,1,32,32.329,39,7.91,0.0,88,95,2264.5,14.5,615,3,24,5,3169.91,6.875,5152738.0,0.628,13.25,0.0,1388,35.920555,0,50.783089,12,1361,-1.143323805635133
21379868,2024-07-25 16:42:33,2024-07-23 19:13:54,17.0,87,False,13.7,1,32,32.743,29,5.355,0.0,88,95,2269.75,14.5,615,3,24,5,3169.922,-22.5,5153165.5,0.0,13.438,0.0,1388,35.920555,0,50.783089,12,1361,-1.143323805635133
21380868,2024-07-25 16:42:33,2024-07-23 19:13:54,17.0,87,False,13.7,1,32,33.077,29,5.238,0.0,88,94,2225.25,14.5,612,3,24,5,3169.949,-22.375,5153165.5,0.0,13.562,0.0,1388,35.920555,0,50.783089,12,1361,-1.143323805635133
21381868,2024-07-23 19:14:00,2024-07-23 19:13:57,17.0,87,True,13.6,1,32,33.259,29,5.209,0.0,88,92,2201.0,14.5,612,3,24,5,3169.988,-22.25,5153165.5,0.0,13.562,0.0,1388,35.920944,0,50.782341,12,1361,-1.143323805635133
21382868,2024-07-23 19:14:00,2024-07-23 19:13:57,17.0,87,True,13.7,1,32,33.149,28,4.98,0.0,88,92,2178.0,14.5,609,3,24,5,3170.0,-22.312,5153165.5,0.0,13.625,0.0,1388,35.920944,0,50.782341,12,1361,-1.143323805635133
21383868,2024-07-23 19:14:00,2024-07-23 19:13:57,17.0,87,True,13.6,1,32,33.599,28,5.07,0.0,88,91,2152.25,14.5,609,3,24,5,3170.027,-22.188,5153165.5,0.0,13.625,0.0,1388,35.920944,0,50.782341,12,1361,-1.143323805635133
21384868,2024-07-23 19:14:03,2024-07-23 19:14:00,17.0,87,True,13.6,1,32,33.886,29,5.059,0.0,88,90,2130.75,14.5,606,3,24,5,3170.051,-22.438,5153165.5,0.0,13.625,0.0,1388,35.921322,0,50.781616,12,1361,-1.143323805635133
21385868,2024-07-23 19:14:03,2024-07-23 19:14:00,17.0,87,True,13.6,1,32,34.262,26,4.607,0.0,88,89,2141.5,14.5,606,3,8,5,3170.074,2.188,5153174.5,0.5,13.938,0.0,1388,35.921322,0,50.781616,12,1361,-1.143323805635133
21386868,2024-07-23 19:14:03,2024-07-23 19:14:00,17.0,87,True,13.7,1,32,34.326,28,4.967,0.0,88,88,2098.5,14.5,603,3,8,5,3170.102,2.812,5153577.0,0.496,13.812,0.0,1388,35.921322,0,50.781616,12,1361,-1.143323805635133
21387868,2024-07-23 19:14:06,2024-07-23 19:14:03,17.0,100,True,13.8,1,32,34.541,36,9.789,25.632,88,88,2094.5,14.5,603,3,8,5,3170.137,30.688,5154140.5,0.856,13.5,0.0,1388,35.921688,0,50.780918,12,1361,-1.143323805635133
21388868,2024-07-23 19:14:06,2024-07-23 19:14:03,17.0,100,True,13.5,1,32,34.459,58,12.988,22.791,88,87,2089.75,14.5,603,3,8,5,3170.148,53.188,5154964.0,1.116,12.938,0.0,1388,35.921688,0,50.780918,12,1361,-1.143323805635133
21389868,2024-07-23 19:14:06,2024-07-23 19:14:03,17.0,100,True,13.6,1,32,34.268,62,11.232,0.0,88,88,2100.75,14.5,603,3,8,5,3170.172,36.188,5156170.0,0.968,13.0,0.0,1388,35.921688,0,50.780918,12,1361,-1.143323805635133
21390868,2024-07-23 19:14:09,2024-07-23 19:14:06,17.0,100,True,13.6,1,32,34.763,47,11.834,27.661,87,88,2101.5,14.5,600,3,8,5,3170.195,43.812,5157069.0,1.052,13.5,0.0,1388,35.922054,0,50.780209,12,1361,-1.143323805635133
21391868,2024-07-23 19:14:09,2024-07-23 19:14:06,17.0,100,True,13.6,1,32,34.424,41,7.848,0.0,88,88,2097.25,14.5,600,3,24,5,3170.223,9.062,5158107.0,0.623,13.25,0.0,1388,35.922054,0,50.780209,12,1361,-1.143323805635133
21392868,2024-07-23 19:14:09,2024-07-23 19:14:06,17.0,100,True,13.7,65,32,34.472,28,4.922,0.0,88,88,2103.25,14.5,600,3,24,5,3170.246,-22.125,5158554.0,0.0,13.625,0.0,1388,35.922054,0,50.780209,12,1361,-1.143323805635133
21393868,2024-07-23 19:14:12,2024-07-23 19:14:09,17.0,100,True,13.6,1,32,34.671,29,4.834,0.0,87,87,2060.25,14.5,597,3,24,5,3170.27,-22.25,5158554.0,0.0,13.75,0.0,1388,35.922421,0,50.779518,12,1361,-1.143323805635133
21394868,2024-07-23 19:14:12,2024-07-23 19:14:09,17.0,100,True,13.8,1,32,34.851,30,6.186,9.113,87,86,2066.25,14.5,597,3,8,5,3170.293,13.188,5158783.0,0.611,13.75,0.0,1388,35.922421,0,50.779518,12,1361,-1.143323805635133
21395868,2024-07-23 19:14:12,2024-07-23 19:14:09,17.0,100,True,13.6,1,32,34.856,45,12.664,43.906,87,86,2042.75,14.5,594,3,8,5,3170.316,56.312,5159387.5,1.415,13.562,0.0,1388,35.922421,0,50.779518,12,1361,-1.143323805635133
21396868,2024-07-23 19:14:15,2024-07-23 19:14:12,17.0,100,True,13.6,1,32,34.234,104,46.844,53.586,87,87,2069.75,14.5,597,3,8,5,3170.352,101.0,5161364.5,2.723,10.25,0.0,1388,35.922783,0,50.778824,12,1361,-1.143323805635133
21397868,2024-07-23 19:14:15,2024-07-23 19:14:12,17.0,100,True,13.6,1,33,33.869,128,99.943,56.107,88,88,2115.25,12.1,600,3,8,5,3170.363,109.625,5164116.5,4.314,9.625,0.0,1388,35.922783,0,50.778824,12,1361,-1.143323805635133
21398868,2024-07-23 19:14:15,2024-07-23 19:14:12,17.0,100,True,13.6,1,32,33.384,146,99.992,45.853,87,90,2172.25,10.8,603,3,8,5,3170.391,125.75,5168523.0,5.476,9.625,0.0,1388,35.922783,0,50.778824,12,1361,-1.143323805635133
21399868,2024-07-23 19:14:18,2024-07-23 19:14:15,17.0,83,True,13.7,1,32,33.418,40,5.965,0.0,87,92,2150.5,14.5,606,3,24,5,3170.426,6.25,5172822.0,0.26,13.312,0.0,1388,35.923172,0,50.778118,12,1361,-1.143323805635133
21400868,2024-07-23 19:14:18,2024-07-23 19:14:15,17.0,83,True,13.6,1,32,33.449,27,4.961,0.0,87,91,2174.5,14.5,603,3,24,5,3170.441,-22.625,5173017.5,0.0,13.625,0.0,1388,35.923172,0,50.778118,12,1361,-1.143323805635133
21401868,2024-07-23 19:14:18,2024-07-23 19:14:15,17.0,83,True,13.7,1,32,34.026,28,4.906,0.0,87,90,2146.75,14.5,603,3,24,5,3170.465,-22.312,5173023.5,0.0,13.625,0.0,1388,35.923172,0,50.778118,12,1361,-1.143323805635133
21402868,2024-07-23 19:14:22,2024-07-23 19:14:18,17.0,83,True,13.8,1,32,34.27,29,4.994,0.0,87,89,2123.75,14.5,600,3,24,5,3170.504,-22.25,5173023.5,0.0,13.625,0.0,1388,35.92355,0,50.777393,12,1361,-1.143323805635133
21403868,2024-07-23 19:14:22,2024-07-23 19:14:18,17.0,83,True,13.7,1,32,34.216,29,4.961,0.0,87,89,2108.75,14.5,600,3,24,5,3170.516,-22.312,5173023.5,0.0,13.688,0.0,1388,35.92355,0,50.777393,12,1361,-1.143323805635133
21404868,2024-07-23 19:14:22,2024-07-23 19:14:18,17.0,83,True,13.7,1,32,34.167,29,5.775,0.0,87,88,2070.0,14.5,597,3,8,5,3170.539,5.375,5173353.5,0.591,13.875,0.0,1388,35.92355,0,50.777393,12,1361,-1.143323805635133
21405868,2024-07-23 19:14:24,2024-07-23 19:14:21,17.0,83,True,13.7,1,32,34.24,29,4.916,0.0,87,87,2071.0,14.5,597,3,24,5,3170.574,-22.312,5173736.5,0.0,13.812,0.0,1388,35.923916,0,50.776691,12,1361,-1.143323805635133
21406868,2024-07-23 19:14:24,2024-07-23 19:14:21,17.0,83,True,13.7,1,32,34.738,29,4.938,0.0,87,86,2051.75,14.5,594,3,24,5,3170.586,-22.25,5173736.5,0.0,13.812,0.0,1388,35.923916,0,50.776691,12,1361,-1.143323805635133
21407868,2024-07-23 19:14:24,2024-07-23 19:14:21,17.0,83,True,13.6,1,32,35.303,29,4.951,0.0,87,85,2031.75,14.5,594,3,24,5,3170.609,-22.062,5173736.5,0.0,13.812,0.0,1388,35.923916,0,50.776691,12,1361,-1.143323805635133
21408868,2024-07-23 19:14:27,2024-07-23 19:14:24,17.0,83,True,13.7,1,32,35.028,27,5.322,19.22,87,84,2001.5,14.5,591,3,8,5,3170.645,8.188,5173829.0,0.577,14.0,0.0,1388,35.924263,0,50.776009,12,1361,-1.143323805635133
21409868,2024-07-23 19:14:27,2024-07-23 19:14:24,17.0,83,True,13.7,1,32,35.015,46,10.9,27.328,87,84,2001.5,14.5,591,3,8,5,3170.656,42.312,5174436.5,1.034,13.562,0.0,1388,35.924263,0,50.776009,12,1361,-1.143323805635133
21410868,2024-07-23 19:14:27,2024-07-23 19:14:24,17.0,83,True,13.6,1,32,34.651,55,9.408,0.0,87,84,2005.0,14.5,591,3,24,5,3170.68,20.0,5175694.0,0.626,13.25,0.0,1388,35.924263,0,50.776009,12,1361,-1.143323805635133
21411868,2024-07-23 19:14:30,2024-07-23 19:14:27,17.0,87,True,13.7,1,32,34.794,29,5.02,0.0,87,84,1994.25,14.5,588,3,24,5,3170.715,-22.188,5176289.0,0.0,13.812,0.0,1388,35.924606,0,50.775326,12,1361,-1.143323805635133
21412868,2024-07-23 19:14:30,2024-07-23 19:14:27,17.0,87,True,13.7,1,32,35.236,28,4.672,0.0,87,83,1972.25,14.5,588,3,24,5,3170.727,-22.0,5176309.0,0.0,13.812,0.0,1388,35.924606,0,50.775326,12,1361,-1.143323805635133
21413868,2024-07-23 19:14:30,2024-07-23 19:14:27,17.0,87,True,13.7,1,32,35.124,29,4.619,0.0,87,82,1956.75,14.5,585,3,24,5,3170.75,-22.062,5176309.0,0.0,13.75,0.0,1388,35.924606,0,50.775326,12,1361,-1.143323805635133
21414868,2024-07-23 19:14:33,2024-07-23 19:14:30,17.0,87,True,13.7,1,32,35.141,29,5.828,16.501,87,81,1961.0,14.5,585,3,8,5,3170.785,11.875,5176502.5,0.592,13.938,0.0,1388,35.924942,0,50.774666,12,1361,-1.143323805635133
21415868,2024-07-23 19:14:33,2024-07-23 19:14:30,17.0,87,True,13.7,1,32,34.882,41,10.213,24.46,87,81,1924.25,14.5,585,3,8,5,3170.793,35.188,5177067.5,0.889,13.625,0.0,1388,35.924942,0,50.774666,12,1361,-1.143323805635133
21416868,2024-07-23 19:14:33,2024-07-23 19:14:30,17.0,87,True,13.6,1,32,34.531,73,18.574,33.249,87,81,1930.25,14.5,585,3,8,5,3170.816,80.125,5178080.5,1.683,12.375,0.0,1388,35.924942,0,50.774666,12,1361,-1.143323805635133
21417868,2024-07-23 19:14:36,2024-07-23 19:14:33,17.0,87,True,13.6,1,32,34.333,79,16.74,34.36,87,82,1957.25,14.5,585,3,8,5,3170.852,83.75,5179921.0,1.755,12.312,0.0,1388,35.925282,0,50.774014,12,1361,-1.143323805635133
21418868,2024-07-23 19:14:36,2024-07-23 19:14:33,17.0,87,True,13.7,1,32,33.841,75,14.605,30.017,87,83,1973.25,14.5,585,3,8,5,3170.863,78.25,5181628.0,1.63,12.75,0.0,1388,35.925282,0,50.774014,12,1361,-1.143323805635133
21419868,2024-07-23 19:14:36,2024-07-23 19:14:33,17.0,87,True,13.6,1,32,33.711,72,14.668,30.017,87,84,1997.75,14.5,585,3,8,5,3170.887,76.125,5183226.5,1.518,12.75,0.0,1388,35.925282,0,50.774014,12,1361,-1.143323805635133
21420868,2024-07-23 19:14:41,2024-07-23 19:14:36,17.0,87,True,13.7,1,32,33.399,71,14.787,30.017,87,85,2014.5,14.5,585,3,8,5,3170.918,75.938,5184838.5,1.545,12.75,0.0,1388,35.925632,0,50.77335,12,1361,-1.143323805635133
21421868,2024-07-23 19:14:41,2024-07-23 19:14:36,17.0,87,True,13.6,1,32,33.196,103,35.455,51.733,87,85,2028.25,14.5,588,3,8,5,3170.93,100.375,5186468.0,2.968,10.438,0.0,1388,35.925632,0,50.77335,12,1361,-1.143323805635133
21422868,2024-07-23 19:14:41,2024-07-23 19:14:36,17.0,87,True,13.7,1,32,33.132,71,13.043,26.074,87,87,2059.75,14.5,591,3,8,5,3170.957,67.0,5189067.0,1.143,12.688,0.0,1388,35.925632,0,50.77335,12,1361,-1.143323805635133
21423868,2024-07-25 16:42:35,2024-07-23 19:14:39,17.0,87,False,13.6,1,32,33.191,59,12.93,29.88,87,87,2076.25,14.5,591,3,8,5,3170.992,58.688,5190306.5,1.164,12.875,0.0,1388,35.925987,0,50.772648,12,1361,-1.143323805635133
21424868,2024-07-25 16:42:35,2024-07-23 19:14:39,17.0,87,False,13.7,1,32,33.166,86,21.26,35.959,87,88,2089.25,14.5,591,3,8,5,3171.004,93.438,5191615.0,2.118,11.062,0.0,1388,35.925987,0,50.772648,12,1361,-1.143323805635133
21425868,2024-07-25 16:42:35,2024-07-23 19:14:39,17.0,87,False,13.6,1,32,32.987,65,14.141,28.613,87,89,2109.25,14.5,591,3,8,5,3171.027,67.5,5193500.0,1.365,12.812,0.0,1388,35.925987,0,50.772648,12,1361,-1.143323805635133
21426868,2024-07-23 19:14:45,2024-07-23 19:14:42,17.0,70,True,13.6,1,32,33.218,67,14.312,26.102,87,89,2122.5,14.5,591,3,8,5,3171.062,68.25,5195047.0,1.453,12.688,0.0,1388,35.926353,0,50.771938,12,1361,-1.143323805635133
21427868,2024-07-23 19:14:45,2024-07-23 19:14:42,17.0,70,True,13.6,1,32,32.955,32,5.67,0.0,87,89,2120.5,14.5,591,3,24,5,3171.078,-8.562,5196052.5,0.227,13.625,0.0,1388,35.926353,0,50.771938,12,1361,-1.143323805635133
21428868,2024-07-23 19:14:45,2024-07-23 19:14:42,17.0,70,True,13.6,1,32,33.032,29,4.932,0.0,87,88,2097.25,14.5,588,3,24,5,3171.102,-22.438,5196245.5,0.0,13.688,0.0,1388,35.926353,0,50.771938,12,1361,-1.143323805635133
21429868,2024-07-23 19:14:56,2024-07-23 19:14:45,17.0,70,True,13.7,1,32,33.219,29,4.869,0.0,87,87,2072.5,14.5,588,3,24,5,3171.137,-22.312,5196245.5,0.0,13.688,0.0,1388,35.92672,0,50.77124,12,1361,-1.143323805635133
21430868,2024-07-23 19:14:56,2024-07-23 19:14:45,17.0,70,True,13.8,1,32,33.387,28,4.721,0.0,87,86,2046.75,14.5,585,3,24,5,3171.148,-22.062,5196245.5,0.0,13.688,0.0,1388,35.92672,0,50.77124,12,1361,-1.143323805635133
21431868,2024-07-23 19:14:56,2024-07-23 19:14:45,17.0,70,True,13.7,1,32,33.813,28,4.77,0.0,87,85,2021.75,14.5,585,3,24,5,3171.172,-21.938,5196245.5,0.0,13.75,0.0,1388,35.92672,0,50.77124,12,1361,-1.143323805635133
21432868,2024-07-25 16:42:37,2024-07-23 19:14:48,17.0,70,False,13.5,1,32,33.804,27,4.918,0.0,87,84,1997.75,14.5,582,3,24,5,3171.207,-9.25,5196559.5,0.246,13.938,0.0,1388,35.927078,0,50.770565,12,1361,-1.143323805635133
21433868,2024-07-25 16:42:37,2024-07-23 19:14:48,17.0,70,False,13.7,65,32,33.953,29,4.742,0.0,87,83,1968.5,14.5,582,3,24,5,3171.219,-22.125,5196731.0,0.0,13.812,0.0,1388,35.927078,0,50.770565,12,1361,-1.143323805635133
21434868,2024-07-25 16:42:37,2024-07-23 19:14:48,17.0,70,False,13.7,65,32,34.597,30,4.736,0.0,87,81,1925.75,14.5,579,3,24,5,3171.242,-22.438,5196731.0,0.0,13.875,0.0,1388,35.927078,0,50.770565,12,1361,-1.143323805635133
21435868,2024-07-25 16:42:38,2024-07-23 19:14:51,17.0,70,False,13.6,1,32,35.059,29,4.785,0.0,86,80,1902.5,14.5,579,3,24,5,3171.277,-22.312,5196731.0,0.0,13.875,0.0,1388,35.927414,0,50.769913,12,1361,-1.143323805635133
21436868,2024-07-25 16:42:38,2024-07-23 19:14:51,17.0,70,False,13.8,1,32,35.083,28,5.09,3.232,87,79,1830.5,14.5,576,3,24,5,3171.285,6.875,5196826.5,0.512,14.062,0.0,1388,35.927414,0,50.769913,12,1361,-1.143323805635133
21437868,2024-07-25 16:42:38,2024-07-23 19:14:51,17.0,70,False,13.7,1,32,34.633,32,8.873,45.093,87,79,1867.5,14.5,576,3,8,5,3171.309,31.625,5197292.0,0.951,14.0,0.0,1388,35.927414,0,50.769913,12,1361,-1.143323805635133
21438868,2024-07-25 16:42:40,2024-07-23 19:14:54,17.0,70,False,13.6,1,32,33.601,100,49.881,60.513,87,80,1907.75,14.5,579,3,8,5,3171.34,94.438,5199004.0,2.288,10.438,0.0,1388,35.927742,0,50.769279,12,1361,-1.143323805635133
21439868,2024-07-25 16:42:40,2024-07-23 19:14:54,17.0,70,False,13.6,1,33,33.3,121,99.99,59.875,86,81,1945.75,12.9,582,3,8,5,3171.352,105.188,5201161.5,3.514,9.938,0.0,1388,35.927742,0,50.769279,12,1361,-1.143323805635133
