time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Electrical_load,Switch,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Estimated_catalyst_temperature,Engine_status,Status_bit,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,Average_fuel_consumption_rate,Pumping_and_rubbing_friction_torque_at_current_condition,RON_factor,altitude,latitude,direction,longitude,satelites,correct_altitude,slope
2836545,2024-07-27 09:05:46,2024-07-27 08:34:17,27.0,70,False,13.0,1,33,33.117,45,10.82,15.863,88,97,2302.75,14.5,642,3,8,5,3592.504,18.188,4018364.5,0.873,13.312,0.0,1253,35.728649,0,51.186661,12,1266,-1.218637992831557
2837545,2024-07-27 09:05:46,2024-07-27 08:34:17,27.0,70,False,13.1,1,33,33.334,45,10.938,28.137,88,96,2289.0,14.5,642,3,8,5,3592.531,21.875,4019220.0,0.981,13.375,0.0,1253,35.728649,0,51.186661,12,1266,-1.218637992831557
2838545,2024-07-27 09:05:48,2024-07-27 08:34:20,27.0,70,False,12.9,1,33,33.177,109,37.598,39.526,89,97,2309.25,13.7,642,3,8,5,3592.555,94.5,4021107.75,3.542,10.25,0.0,1252,35.728321,0,51.187492,12,1266,-1.218637992831557
2839545,2024-07-27 09:05:48,2024-07-27 08:34:20,27.0,70,False,13.1,1,33,32.84,73,15.908,28.439,89,98,2329.75,14.5,642,3,8,5,3592.582,59.0,4023814.0,1.563,11.875,0.0,1252,35.728321,0,51.187492,12,1266,-1.218637992831557
2840545,2024-07-27 09:05:48,2024-07-27 08:34:20,27.0,70,False,13.1,1,33,32.85,34,7.631,9.094,88,98,2320.75,14.5,642,3,8,5,3592.609,0.875,4024939.0,0.601,13.5,0.0,1252,35.728321,0,51.187492,12,1266,-1.218637992831557
2841545,2024-07-27 08:35:37,2024-07-27 08:34:23,27.0,70,True,13.0,1,33,32.938,34,7.84,0.0,88,97,2308.5,14.5,639,3,24,5,3592.637,-13.25,4025597.25,0.577,13.438,0.0,1251,35.727989,0,51.188313,12,1266,-1.218637992831557
2842545,2024-07-27 08:35:37,2024-07-27 08:34:23,27.0,70,True,13.1,1,33,33.565,30,6.396,0.0,88,96,2285.0,14.5,639,3,24,5,3592.664,-17.625,4026092.25,0.485,13.75,0.0,1251,35.727989,0,51.188313,12,1266,-1.218637992831557
2843545,2024-07-27 08:35:37,2024-07-27 08:34:23,27.0,70,True,12.9,1,33,33.974,28,5.785,0.0,88,95,2259.0,14.5,639,3,24,5,3592.609,-19.125,4026566.75,0.453,13.75,0.0,1251,35.727989,0,51.188313,12,1266,-1.218637992831557
2844545,2024-07-27 09:05:53,2024-07-27 08:34:26,27.0,-1,False,13.2,1,33,34.066,28,6.096,11.551,88,94,2231.75,14.5,636,3,24,5,3592.715,-2.438,4027047.25,0.584,13.875,0.0,1251,35.727673,0,51.189121,12,1266,-1.218637992831557
2845545,2024-07-27 09:05:53,2024-07-27 08:34:26,27.0,-1,False,13.0,1,33,33.915,48,11.857,23.129,88,93,2230.75,14.5,636,3,8,5,3592.742,25.125,4027641.25,1.009,13.438,0.0,1251,35.727673,0,51.189121,12,1266,-1.218637992831557
2846545,2024-07-27 09:05:53,2024-07-27 08:34:26,27.0,-1,False,13.1,1,33,34.013,63,14.785,29.016,88,93,2223.25,14.5,636,3,8,5,3592.77,47.25,4028721.25,1.449,12.312,0.0,1251,35.727673,0,51.189121,12,1232,0.07465472191115845
2847545,2024-07-27 09:05:55,2024-07-27 08:34:29,27.0,-1,False,13.0,1,33,34.102,37,6.73,0.0,88,94,2223.5,14.5,636,3,24,5,3592.793,-6.438,4030570.25,0.407,13.562,0.0,1250,35.727356,0,51.189907,12,1232,0.07465472191115845
2848545,2024-07-27 09:05:55,2024-07-27 08:34:29,27.0,-1,False,12.9,1,33,34.339,55,14.697,32.654,88,93,2192.0,14.5,633,3,8,5,3592.82,42.0,4031047.5,1.416,13.062,0.0,1250,35.727356,0,51.189907,12,1232,0.07465472191115845
2849545,2024-07-27 09:05:55,2024-07-27 08:34:29,27.0,-1,False,13.1,1,33,33.964,34,7.207,0.0,88,93,2236.5,14.5,633,3,24,5,3592.844,-12.75,4032176.5,0.509,13.562,0.0,1250,35.727356,0,51.189907,12,1232,0.07465472191115845
2850545,2024-07-27 09:05:57,2024-07-27 08:34:32,27.0,-1,False,12.8,1,33,33.705,30,6.898,12.485,88,92,2191.5,14.5,633,3,24,5,3592.871,1.438,4032716.0,0.51,13.875,0.0,1250,35.727036,0,51.190689,12,1232,0.07465472191115845
2851545,2024-07-27 09:05:57,2024-07-27 08:34:32,27.0,-1,False,13.3,1,33,33.864,46,11.754,29.623,88,92,2181.25,14.5,630,3,8,5,3592.898,40.812,4033201.0,0.975,13.688,0.0,1250,35.727036,0,51.190689,12,1232,0.07465472191115845
2852545,2024-07-27 09:05:57,2024-07-27 08:34:32,27.0,-1,False,13.2,1,33,33.85,41,9.814,20.477,88,92,2175.75,14.5,630,3,8,5,3592.922,28.062,4034098.25,0.797,13.438,0.0,1250,35.727036,0,51.190689,12,1232,0.07465472191115845
2853545,2024-07-27 09:05:59,2024-07-27 08:34:35,27.0,-1,False,13.2,1,33,33.877,25,4.631,0.0,88,91,2146.5,14.5,630,3,24,5,3592.945,-10.375,4034868.25,0.363,13.75,0.0,1250,35.726723,0,51.191463,12,1232,0.07465472191115845
2854545,2024-07-27 09:05:59,2024-07-27 08:34:35,27.0,-1,False,13.4,1,33,34.018,32,7.559,25.192,88,90,2163.25,14.5,627,3,8,5,3592.973,15.0,4035210.75,0.58,13.75,0.0,1250,35.726723,0,51.191463,12,1232,0.07465472191115845
2855545,2024-07-27 09:05:59,2024-07-27 08:34:35,27.0,-1,False,13.3,1,33,34.264,50,5.736,0.0,88,90,2150.0,14.5,627,3,8,5,3592.996,9.062,4035924.0,0.491,13.188,0.0,1250,35.726723,0,51.191463,12,1232,0.07465472191115845
2856545,2024-07-27 09:06:00,2024-07-27 08:34:38,27.0,-1,False,13.2,1,33,34.131,31,7.506,24.371,88,90,2131.0,14.5,624,3,8,5,3593.023,14.25,4036488.5,0.582,13.75,0.0,1250,35.726421,0,51.192238,12,1232,0.07465472191115845
2857545,2024-07-27 09:06:00,2024-07-27 08:34:38,27.0,-1,False,13.2,1,33,34.012,39,9.555,24.268,88,89,2127.5,14.5,624,3,8,5,3593.047,28.375,4037068.0,0.767,13.562,0.0,1250,35.726421,0,51.192238,12,1232,0.07465472191115845
2858545,2024-07-27 09:06:00,2024-07-27 08:34:38,27.0,-1,False,13.2,1,33,33.788,51,11.982,24.792,88,89,2125.25,14.5,624,3,8,5,3593.07,43.0,4037874.25,1.027,13.5,0.0,1250,35.726421,0,51.192238,12,1232,0.07465472191115845
2859545,2024-07-27 09:06:01,2024-07-27 08:34:41,27.0,-1,False,12.9,1,33,33.468,61,14.52,31.317,88,89,2131.0,14.5,624,3,8,5,3593.098,48.688,4039169.25,1.6,12.812,0.0,1250,35.72612,0,51.193001,12,1232,0.07465472191115845
