speed,act_trip_fuel_cons,pred_trip_fuel_cons,act_diff_trip_fuel_cons,pred_diff_trip_fuel_cons,MAE,MSE,RMSE,MAPE,slope
0,1011.797,244.6992,1011.797,244.6992,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,1931.203,547.90137,919.406,303.20218,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,2595.656,876.0343,664.453,328.13297,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,3124.375,1213.5125,528.719,337.4781,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,3712.5780000000004,1555.478,588.2030000000004,341.96564,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,4315.782,1899.6813,603.2039999999997,344.20328,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,4951.828,2245.0042,636.0460000000003,345.3228,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,5535.235,2591.1526,583.4069999999992,346.1484,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,6150.313,2939.4773,615.0780000000004,348.32465,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,6676.235,3293.705,525.9219999999996,354.2279,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,7348.532,3659.1492,672.2970000000005,365.44406,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,9281.875,4091.2031,1933.3430000000008,432.05396,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,10649.141,5004.0166,1367.2659999999996,912.8135,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
5,11530.687999999998,5715.6494,881.5469999999987,711.63306,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
8,12814.703,6468.2104,1284.0150000000012,752.56104,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
11,13921.328,7129.599,1106.625,661.3886,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
13,14966.016,7696.8145,1044.688,567.2155,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
14,16102.265999999998,8200.223,1136.2499999999982,503.4086,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
14,17049.203,8710.471,946.9370000000017,510.24844,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
14,17935.766,9223.351,886.5629999999983,512.8797,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
14,18897.86,9735.659,962.094000000001,512.30896,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
14,19838.094,10269.292,940.2340000000004,533.6327,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
14,20810.672000000002,10901.279,972.5780000000013,631.9869,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
15,21726.922000000002,11411.941,916.25,510.66162,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
15,22308.782,11780.906,581.859999999997,368.96518,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
13,22800.422000000002,12101.787,491.64000000000306,320.8805,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
10,23298.391,12404.568,497.9689999999973,302.78104,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
7,23615.797000000002,12720.503,317.4060000000027,315.93488,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
1,23988.953,13018.021,373.15599999999904,297.51813,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,24330.766,13347.0625,341.8129999999983,329.04062,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,24676.141,13676.613,345.375,329.5511,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,25056.61,13998.862,380.46900000000096,322.24918,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,25442.625,14317.264,386.0149999999994,318.4016,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,25724.766,14633.648,282.1409999999996,316.3847,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,26054.766,14949.332,330.0,315.68375,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,26406.578,15265.303,351.8120000000017,315.9707,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,26733.485,15582.204,326.90699999999924,316.9015,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,27065.969,15900.453,332.4840000000004,318.2487,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,27438.406000000003,16220.365,372.4370000000017,319.91205,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,27774.891,16542.223,336.48499999999694,321.85687,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,28144.219,16866.287,369.32800000000134,324.0647,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,28534.016,17192.793,389.79699999999866,326.5067,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
0,28883.485,17521.932,349.46900000000096,329.13773,137.29645057272512,39366.47877929777,198.40987571010112,3.8510343430921576e+16,0
