Speed,Actual,Predicted,Predicted_Diff,Actual_Diff
51,647.0630000000237,597.772,349.04496000000006,647.0630000000237
51,1278.3760000000475,1028.8506,431.07859999999994,631.3130000000237
51,1663.9070000000063,1508.861,480.0104000000001,385.5309999999588
51,2089.5320000000065,2070.4722,561.6112,425.6250000000002
52,2629.063000000024,2739.2896,668.8173999999999,539.5310000000177
52,3559.938000000024,3472.3303,733.0407,930.875
53,4382.5,4239.705,767.3746999999998,822.5619999999758
53,5217.876000000048,4992.232,752.527,835.3760000000484
54,5940.813000000024,5671.689,679.4570000000003,722.9369999999753
54,6655.063000000024,6220.6494,548.9603999999999,714.25
54,7196.376000000048,6671.489,450.83959999999934,541.3130000000247
54,7750.0,7075.6704,404.1814000000004,553.6239999999516
54,8280.219000000041,7474.3623,398.6918999999998,530.219000000041
54,8858.094000000041,7942.103,467.7407000000003,577.875
54,9523.0,8586.552,644.4489999999996,664.905999999959
55,10521.876000000047,9458.883,872.3310000000001,998.8760000000475
56,11520.34400000004,10428.641,969.7579999999998,998.4679999999917
56,12365.438000000024,11324.468,895.8270000000011,845.0939999999846
57,12828.126000000047,12100.289,775.8209999999999,462.68800000002375
57,13372.938000000024,12705.38,605.0909999999985,544.8119999999763
57,13974.876000000047,13131.0205,425.64050000000134,601.9380000000237
57,14392.376000000047,13441.296,310.27549999999974,417.5
56,14702.532000000008,13724.871,283.5749999999989,310.15599999996084
56,15094.063000000024,14102.256,377.3850000000002,391.5310000000154
57,15946.71900000004,14653.235,550.9790000000012,852.6560000000154
57,17033.657000000007,15311.009,657.7739999999994,1086.9379999999674
58,17898.657000000007,15920.79,609.7810000000009,865.0
58,18358.438000000024,16383.642,462.85199999999895,459.78100000001723
58,18708.376000000047,16764.488,380.84600000000137,349.93800000002375
58,19041.813000000024,17114.05,349.5619999999981,333.43699999997625
58,19224.188000000024,17415.758,301.70800000000236,182.375
58,19450.438000000024,17660.498,244.73999999999796,226.25
57,19663.563000000024,17894.959,234.46099999999933,213.125
57,20077.626000000047,18203.172,308.21299999999974,414.06300000002375
57,20446.46900000004,18632.844,429.6720000000023,368.8429999999935
58,20920.282000000007,19103.768,470.92399999999907,473.81299999996554
58,21238.188000000024,19468.693,364.9249999999993,317.90600000001723
57,21499.5,19753.965,285.27200000000084,261.31199999997625
57,21688.282000000007,20046.855,292.8899999999994,188.78200000000652
57,21880.657000000007,20375.646,328.7910000000011,192.375
57,22085.21900000004,20729.967,354.3209999999999,204.56200000003446
57,22354.09400000004,21104.893,374.9259999999995,268.875
57,22783.157000000007,21548.756,443.8630000000012,429.06299999996554
57,23460.938000000024,22148.023,599.2669999999998,677.7810000000172
58,24197.313000000024,22919.984,771.9609999999993,736.375
59,24963.657000000007,23691.066,771.0819999999985,766.3439999999828
59,25144.876000000047,24210.846,519.7800000000025,181.21900000004098
