Actual,Predicted,MAE,MSE,MAPE,mae,mean_mae,last_error
0.0,23.73471,147.20493,69204.63,61.90599203109741,,19.059510935061756,20.46331921409107
413.30682,171.69516,147.20493,69204.63,61.90599203109741,0.5845818368058868,19.059510935061756,20.46331921409107
889.03754,339.91428,147.20493,69204.63,61.90599203109741,0.6176603746114029,19.059510935061756,20.46331921409107
1479.1113,515.5049,147.20493,69204.63,61.90599203109741,0.6514765994959271,19.059510935061756,20.46331921409107
2093.5007,694.691,147.20493,69204.63,61.90599203109741,0.6681677727645374,19.059510935061756,20.46331921409107
2581.5732,877.2573,147.20493,69204.63,61.90599203109741,0.6601849988216487,19.059510935061756,20.46331921409107
2999.2402,1063.2314,147.20493,69204.63,61.90599203109741,0.6454997502367433,19.059510935061756,20.46331921409107
3437.0881,1252.4656,147.20493,69204.63,61.90599203109741,0.6356027068378026,19.059510935061756,20.46331921409107
3789.0173,1444.635,147.20493,69204.63,61.90599203109741,0.6187309569687106,19.059510935061756,20.46331921409107
4181.7695,1639.3418,147.20493,69204.63,61.90599203109741,0.6079789189719806,19.059510935061756,20.46331921409107
4526.0034,1836.3365,147.20493,69204.63,61.90599203109741,0.5942697480077015,19.059510935061756,20.46331921409107
4894.3223,2035.6273,147.20493,69204.63,61.90599203109741,0.584083929250021,19.059510935061756,20.46331921409107
5324.494,2237.42,147.20493,69204.63,61.90599203109741,0.5797872999762982,19.059510935061756,20.46331921409107
5704.3804,2441.9783,147.20493,69204.63,61.90599203109741,0.5719117364613341,19.059510935061756,20.46331921409107
6066.067,2649.4832,147.20493,69204.63,61.90599203109741,0.5632288268494232,19.059510935061756,20.46331921409107
6395.482,2859.938,147.20493,69204.63,61.90599203109741,0.5528190056668129,19.059510935061756,20.46331921409107
6706.7227,3073.1494,147.20493,69204.63,61.90599203109741,0.5417807567919873,19.059510935061756,20.46331921409107
7178.5566,3288.7163,147.20493,69204.63,61.90599203109741,0.5418694198218065,19.059510935061756,20.46331921409107
7533.39,3505.9292,147.20493,69204.63,61.90599203109741,0.5346146688277124,19.059510935061756,20.46331921409107
7864.4062,3724.2485,147.20493,69204.63,61.90599203109741,0.5264425049662363,19.059510935061756,20.46331921409107
8206.68,3949.0088,147.20493,69204.63,61.90599203109741,0.5188055583987679,19.059510935061756,20.46331921409107
8511.172,4210.203,147.20493,69204.63,61.90599203109741,0.5053321681197371,19.059510935061756,20.46331921409107
8859.354,4577.5396,147.20493,69204.63,61.90599203109741,0.4833100020610983,19.059510935061756,20.46331921409107
9415.646,5092.8647,147.20493,69204.63,61.90599203109741,0.45910618347376275,19.059510935061756,20.46331921409107
10117.287,5686.331,147.20493,69204.63,61.90599203109741,0.43795891131683823,19.059510935061756,20.46331921409107
10704.773,6230.152,147.20493,69204.63,61.90599203109741,0.41800241817365014,19.059510935061756,20.46331921409107
11296.233,6650.016,147.20493,69204.63,61.90599203109741,0.41130676040410996,19.059510935061756,20.46331921409107
11936.666,7045.699,147.20493,69204.63,61.90599203109741,0.40974313933220546,19.059510935061756,20.46331921409107
12610.377,7477.283,147.20493,69204.63,61.90599203109741,0.40705317533329893,19.059510935061756,20.46331921409107
13253.6875,7919.9385,147.20493,69204.63,61.90599203109741,0.4024350958931241,19.059510935061756,20.46331921409107
13988.865,8311.903,147.20493,69204.63,61.90599203109741,0.4058200575958092,19.059510935061756,20.46331921409107
14789.591,8652.434,147.20493,69204.63,61.90599203109741,0.41496461937317947,19.059510935061756,20.46331921409107
15666.213,8948.529,147.20493,69204.63,61.90599203109741,0.42880075740065576,19.059510935061756,20.46331921409107
16547.82,9200.601,147.20493,69204.63,61.90599203109741,0.44399920956355576,19.059510935061756,20.46331921409107
17134.475,9429.382,147.20493,69204.63,61.90599203109741,0.44968363489397833,19.059510935061756,20.46331921409107
17856.479,9673.73,147.20493,69204.63,61.90599203109741,0.45825097993843017,19.059510935061756,20.46331921409107
18611.7,9953.028,147.20493,69204.63,61.90599203109741,0.46522735698512224,19.059510935061756,20.46331921409107
19385.766,10257.036,147.20493,69204.63,61.90599203109741,0.47089859642378845,19.059510935061756,20.46331921409107
20370.574,10579.658,147.20493,69204.63,61.90599203109741,0.48064016261888354,19.059510935061756,20.46331921409107
21194.193,10908.809,147.20493,69204.63,61.90599203109741,0.4852925515965623,19.059510935061756,20.46331921409107
21964.691,11237.76,147.20493,69204.63,61.90599203109741,0.48837158692557975,19.059510935061756,20.46331921409107
22728.043,11561.972,147.20493,69204.63,61.90599203109741,0.4912904731832829,19.059510935061756,20.46331921409107
23406.842,11880.083,147.20493,69204.63,61.90599203109741,0.4924525487034945,19.059510935061756,20.46331921409107
24404.998,12192.998,147.20493,69204.63,61.90599203109741,0.5003893055020943,19.059510935061756,20.46331921409107
25094.488,12486.531,147.20493,69204.63,61.90599203109741,0.5024193759203216,19.059510935061756,20.46331921409107
25830.434,12740.259,147.20493,69204.63,61.90599203109741,0.5067733279278235,19.059510935061756,20.46331921409107
26459.365,12942.064,147.20493,69204.63,61.90599203109741,0.5108701966203648,19.059510935061756,20.46331921409107
26942.357,13115.253,147.20493,69204.63,61.90599203109741,0.5132106296416457,19.059510935061756,20.46331921409107
27612.746,13279.397,147.20493,69204.63,61.90599203109741,0.5190845198807825,19.059510935061756,20.46331921409107
