Actual,Predicted,MAE,MSE,MAPE,mae,mean_mae,last_error
0.0,187.80731,89.0312,19630.912,33.82312059402466,,16.049025710224843,22.96767830671765
63.562,375.16605,89.0312,19630.912,33.82312059402466,4.902363833737138,16.049025710224843,22.96767830671765
151.078,539.0186,89.0312,19630.912,33.82312059402466,2.5678166245250797,16.049025710224843,22.96767830671765
238.188,712.33704,89.0312,19630.912,33.82312059402466,1.9906504106000305,16.049025710224843,22.96767830671765
331.438,886.0002,89.0312,19630.912,33.82312059402466,1.6732004175743276,16.049025710224843,22.96767830671765
408.578,1057.9296,89.0312,19630.912,33.82312059402466,1.5892965357899838,16.049025710224843,22.96767830671765
494.797,1225.8402,89.0312,19630.912,33.82312059402466,1.477460857685071,16.049025710224843,22.96767830671765
582.141,1389.3348,89.0312,19630.912,33.82312059402466,1.386595000180369,16.049025710224843,22.96767830671765
678.203,1548.9967,89.0312,19630.912,33.82312059402466,1.2839720555644842,16.049025710224843,22.96767830671765
758.359,1705.4476,89.0312,19630.912,33.82312059402466,1.2488657746529017,16.049025710224843,22.96767830671765
846.734,1859.1699,89.0312,19630.912,33.82312059402466,1.1956953423389163,16.049025710224843,22.96767830671765
935.531,2010.5928,89.0312,19630.912,33.82312059402466,1.149146099915449,16.049025710224843,22.96767830671765
1030.422,2160.1162,89.0312,19630.912,33.82312059402466,1.096341304824625,16.049025710224843,22.96767830671765
1108.516,2308.0935,89.0312,19630.912,33.82312059402466,1.0821472130307543,16.049025710224843,22.96767830671765
1188.875,2454.822,89.0312,19630.912,33.82312059402466,1.0648276732204816,16.049025710224843,22.96767830671765
1266.797,2600.5522,89.0312,19630.912,33.82312059402466,1.0528562982072107,16.049025710224843,22.96767830671765
1347.141,2745.5125,89.0312,19630.912,33.82312059402466,1.0380290556073934,16.049025710224843,22.96767830671765
1420.219,2889.897,89.0312,19630.912,33.82312059402466,1.0348249108060095,16.049025710224843,22.96767830671765
1500.891,3033.821,89.0312,19630.912,33.82312059402466,1.021346653421201,16.049025710224843,22.96767830671765
1574.984,3177.3586,89.0312,19630.912,33.82312059402466,1.017391033813677,16.049025710224843,22.96767830671765
1664.562,3320.6243,89.0312,19630.912,33.82312059402466,0.9948937318045229,16.049025710224843,22.96767830671765
1739.734,3463.6133,89.0312,19630.912,33.82312059402466,0.9908867102672019,16.049025710224843,22.96767830671765
1823.0,3605.8716,89.0312,19630.912,33.82312059402466,0.9779877125617115,16.049025710224843,22.96767830671765
1907.422,3747.5715,89.0312,19630.912,33.82312059402466,0.9647311921535979,16.049025710224843,22.96767830671765
2007.406,3888.8894,89.0312,19630.912,33.82312059402466,0.9372709855405434,16.049025710224843,22.96767830671765
2077.094,4030.3518,89.0312,19630.912,33.82312059402466,0.9403800694624316,16.049025710224843,22.96767830671765
2163.031,4171.6655,89.0312,19630.912,33.82312059402466,0.9286203017894797,16.049025710224843,22.96767830671765
2251.109,4312.3228,89.0312,19630.912,33.82312059402466,0.9156437116105884,16.049025710224843,22.96767830671765
2349.344,4452.448,89.0312,19630.912,33.82312059402466,0.8951877630521542,16.049025710224843,22.96767830671765
2429.625,4592.0684,89.0312,19630.912,33.82312059402466,0.8900317538714823,16.049025710224843,22.96767830671765
2518.156,4731.331,89.0312,19630.912,33.82312059402466,0.8788871698179145,16.049025710224843,22.96767830671765
2607.312,4870.5244,89.0312,19630.912,33.82312059402466,0.8680251538749487,16.049025710224843,22.96767830671765
2713.5,5009.106,89.0312,19630.912,33.82312059402466,0.8459944720840242,16.049025710224843,22.96767830671765
2787.609,5147.172,89.0312,19630.912,33.82312059402466,0.846446901269152,16.049025710224843,22.96767830671765
2878.328,5284.7734,89.0312,19630.912,33.82312059402466,0.8360566968045338,16.049025710224843,22.96767830671765
2966.938,5421.982,89.0312,19630.912,33.82312059402466,0.8274672406366428,16.049025710224843,22.96767830671765
3063.062,5558.8804,89.0312,19630.912,33.82312059402466,0.8148115839640204,16.049025710224843,22.96767830671765
3142.672,5695.5503,89.0312,19630.912,33.82312059402466,0.8123273125544123,16.049025710224843,22.96767830671765
3230.766,5832.1045,89.0312,19630.912,33.82312059402466,0.80517700755796,16.049025710224843,22.96767830671765
3320.4841,5968.7144,89.0312,19630.912,33.82312059402466,0.7975434365127662,16.049025710224843,22.96767830671765
3435.297,6105.555,89.0312,19630.912,33.82312059402466,0.7773004779499415,16.049025710224843,22.96767830671765
3500.0,6242.7954,89.0312,19630.912,33.82312059402466,0.7836558285714286,16.049025710224843,22.96767830671765
3588.2969,6380.741,89.0312,19630.912,33.82312059402466,0.778208765278035,16.049025710224843,22.96767830671765
3676.0469,6519.827,89.0312,19630.912,33.82312059402466,0.7735973390328618,16.049025710224843,22.96767830671765
3781.5618,6660.3013,89.0312,19630.912,33.82312059402466,0.7612567643347783,16.049025710224843,22.96767830671765
3899.2808,6802.21,89.0312,19630.912,33.82312059402466,0.7444781099119612,16.049025710224843,22.96767830671765
4025.1558,6945.7373,89.0312,19630.912,33.82312059402466,0.725582224668173,16.049025710224843,22.96767830671765
4154.625,7090.9272,89.0312,19630.912,33.82312059402466,0.7067550500947739,16.049025710224843,22.96767830671765
4312.7812,7235.2437,89.0312,19630.912,33.82312059402466,0.6776282784760793,16.049025710224843,22.96767830671765
4418.2812,7383.827,89.0312,19630.912,33.82312059402466,0.6711989721251783,16.049025710224843,22.96767830671765
4550.4844,7542.922,89.0312,19630.912,33.82312059402466,0.6576085833851005,16.049025710224843,22.96767830671765
4681.844,7714.766,89.0312,19630.912,33.82312059402466,0.6478050101626623,16.049025710224843,22.96767830671765
4821.2812,7897.048,89.0312,19630.912,33.82312059402466,0.6379563175033224,16.049025710224843,22.96767830671765
5033.2812,8088.084,89.0312,19630.912,33.82312059402466,0.6069207498281637,16.049025710224843,22.96767830671765
5726.6562,8286.424,89.0312,19630.912,33.82312059402466,0.44699170171940833,16.049025710224843,22.96767830671765
6361.1724,8489.55,89.0312,19630.912,33.82312059402466,0.3345888880483728,16.049025710224843,22.96767830671765
6455.703,8695.752,89.0312,19630.912,33.82312059402466,0.3469876169953915,16.049025710224843,22.96767830671765
6557.641,8905.809,89.0312,19630.912,33.82312059402466,0.3580812063362419,16.049025710224843,22.96767830671765
6690.844,9121.444,89.0312,19630.912,33.82312059402466,0.36327255574931944,16.049025710224843,22.96767830671765
6811.516,9336.461,89.0312,19630.912,33.82312059402466,0.37068767070355557,16.049025710224843,22.96767830671765
7344.078,9545.023,89.0312,19630.912,33.82312059402466,0.2996897636435777,16.049025710224843,22.96767830671765
7676.016,9749.549,89.0312,19630.912,33.82312059402466,0.27013140670889707,16.049025710224843,22.96767830671765
7827.891,9954.413,89.0312,19630.912,33.82312059402466,0.2716596334823774,16.049025710224843,22.96767830671765
8111.938,10163.937,89.0312,19630.912,33.82312059402466,0.25296038998325676,16.049025710224843,22.96767830671765
8467.516,10385.24,89.0312,19630.912,33.82312059402466,0.22648011530181936,16.049025710224843,22.96767830671765
8727.094,10628.827,89.0312,19630.912,33.82312059402466,0.21791136889324217,16.049025710224843,22.96767830671765
