Speed,Actual,Predicted_sum,Predicted,rate
0,222.234,315.39313,315.39313,222.234
0,476.562,647.20374,331.8106,254.32799999999997
0,842.297,985.2903,338.08652,365.73500000000007
0,1250.937,1325.9844,340.6941,408.6399999999999
0,1919.812,1674.7354,348.75098,668.875
0,2625.609,2061.7253,386.9899,705.797
1,3170.344,2448.4941,386.76883,544.7350000000001
2,3501.562,2853.93,405.43588,331.21799999999985
3,3830.016,3358.8965,504.96664,328.4540000000002
5,4299.5470000000005,3889.879,530.9823,469.53099999999995
7,4709.234,4342.813,452.93402,409.6869999999999
8,5344.25,4836.0327,493.2197,635.0159999999996
9,6236.625,5543.2476,707.215,892.375
11,7117.578,6340.53,797.28204,880.9530000000004
13,7899.531000000001,7038.773,698.2433,781.9530000000004
15,8280.655999999999,7422.0615,383.28833,381.1249999999991
14,8765.187,7908.857,486.79556,484.53100000000086
15,9174.844,8264.468,355.6105,409.65699999999924
14,9562.875,8635.867,371.39957,388.03100000000086
14,9904.016,8991.711,355.8442,341.1409999999996
13,10400.766,9538.533,546.8225,496.75
14,11147.969,10103.839,565.3056,747.2029999999995
15,11555.39,10532.037,428.19846,407.4210000000003
15,12047.671999999999,10941.609,409.5723,492.28199999999924
15,12507.953,11358.736,417.1272,460.28100000000086
15,12893.75,11772.967,414.22998,385.7970000000005
15,13258.625,12160.19,387.2239,364.875
15,13664.796999999999,12493.544,333.35376,406.17199999999866
14,14034.984,12905.86,412.31622,370.1870000000017
14,14460.25,13438.6,532.73956,425.2659999999996
15,14891.39,13865.882,427.28183,431.1399999999994
15,15282.594,14250.525,384.64398,391.2039999999997
15,15659.812,14604.645,354.11932,377.21800000000076
14,16231.453,15159.005,554.3604,571.6409999999996
15,16857.186999999998,15824.386,665.3806,625.7340000000004
16,17649.14,16656.258,831.8716,791.9530000000013
18,18534.624999999996,17335.697,679.43854,885.484999999997
19,19314.468999999997,18030.127,694.4294,779.844000000001
20,20204.061999999998,18837.742,807.6155,889.5930000000008
21,21264.406,19815.14,977.3975,1060.344000000001
23,22030.983999999997,20368.107,552.96747,766.5779999999977
23,22640.608999999997,20838.773,470.667,609.625
23,23119.515999999996,21367.096,528.3229,478.90699999999924
23,24193.327999999998,22200.531,833.4353,1073.8120000000017
24,25496.906,23339.535,1139.0035,1303.5780000000013
26,26875.952999999998,24538.47,1198.9354,1379.0469999999987
28,28207.874999999996,25877.615,1339.1448,1331.9219999999987
30,30067.202999999998,27729.725,1852.1101,1859.3280000000013
33,32566.233999999997,29866.896,2137.1711,2499.030999999999
36,34719.0,32056.502,2189.6062,2152.7659999999996
39,36198.89,33504.508,1448.004,1479.8899999999994
41,37055.203,33970.113,465.607,856.3130000000019
40,38622.234000000004,35152.793,1182.6781,1567.0310000000027
41,40555.812,36962.656,1809.8622,1933.577999999994
43,43042.25,38931.895,1969.2399,2486.438000000002
45,45252.609000000004,41075.125,2143.2312,2210.359000000004
47,47800.156,43702.25,2627.1262,2547.5469999999987
50,50496.969000000005,46056.027,2353.777,2696.813000000002
52,52894.672,48399.945,2343.918,2397.702999999994
54,55224.906,50693.285,2293.339,2330.234000000004
56,57132.078,52167.953,1474.6683,1907.1719999999987
57,57895.484000000004,52693.11,525.1545,763.4060000000027
56,59051.719000000005,53551.684,858.57477,1156.2350000000006
56,60305.031,54469.965,918.28076,1253.311999999998
56,61398.859000000004,55148.41,678.4434,1093.8280000000013
55,63357.156,56666.695,1518.2858,1958.2969999999987
56,65406.89,58396.605,1729.9111,2049.7339999999967
57,67152.67199999999,59990.086,1593.4811,1745.7819999999992
58,68414.54699999999,61059.777,1069.6924,1261.875
58,69712.0,62046.402,986.62524,1297.4530000000086
58,70767.344,63122.426,1076.025,1055.3439999999973
58,72430.469,64395.85,1273.4266,1663.125
58,74462.578,66020.19,1624.3339,2032.1089999999967
59,75866.828,67155.8,1135.6107,1404.25
59,76282.31199999999,67282.945,127.15068,415.48399999999674
57,76760.56199999999,67361.1,78.15409,478.25
55,76760.56199999999,67435.94,74.83821,0.0
52,76760.56199999999,67544.41,108.46876,0.0
50,78647.5,68649.49,1105.0897,1886.9380000000092
50,80667.828,70228.05,1578.5541,2020.327999999994
51,82075.078,71839.91,1611.8611,1407.25
52,84682.578,73391.15,1551.245,2607.5
53,86543.875,74811.16,1420.0116,1861.297000000006
54,87528.859,75833.016,1021.856,984.9839999999967
54,89337.06199999999,77332.43,1499.4126,1808.202999999994
55,91329.25,79281.625,1949.1975,1992.1880000000092
56,94664.42199999999,82147.12,2865.495,3335.1719999999914
59,97205.984,84753.88,2606.7666,2541.5620000000054
61,99121.078,86706.68,1952.7997,1915.0939999999973
62,101986.094,89300.22,2593.541,2865.0160000000033
64,105045.828,92098.61,2798.39,3059.7339999999967
66,107572.953,94559.805,2461.1929,2527.125
68,108607.609,95396.97,837.1674,1034.6560000000027
67,110526.875,96993.32,1596.3535,1919.2660000000033
68,112098.234,98479.734,1486.4115,1571.3589999999967
68,113962.844,100228.016,1748.2781,1864.6100000000006
69,115763.42199999999,101667.35,1439.334,1800.577999999994
69,117195.125,103368.16,1700.8014,1431.7030000000086
70,119320.75,104980.516,1612.3607,2125.625
70,121699.984,107874.88,2894.367,2379.2339999999967
72,127454.703,111883.46,4008.5762,5754.718999999997
75,134782.15600000002,116012.08,4128.6187,7327.453000000009
78,135185.54700000002,116821.3,809.2194,403.39100000000326
77,135909.437,116895.766,74.47031,723.8899999999849
75,135909.437,116961.67,65.90936,0.0
73,135909.437,117029.96,68.285576,0.0
71,135909.437,117098.086,68.126434,0.0
69,135909.437,117158.89,60.806015,0.0
67,135909.437,117226.92,68.02741,0.0
61,135909.437,117455.73,228.80774,0.0
60,137737.969,118995.43,1539.705,1828.5320000000065
60,140545.25,120915.7,1920.2712,2807.280999999988
61,142360.29700000002,122864.54,1948.839,1815.0470000000205
62,145382.125,125058.54,2193.9963,3021.8279999999795
63,149010.062,128470.6,3412.0608,3627.9370000000054
66,157463.187,133864.17,5393.573,8453.125
71,165834.03100000002,139246.9,5382.7407,8370.844000000012
75,172135.78100000002,144145.56,4898.6562,6301.75
79,175037.609,147636.97,3491.411,2901.8279999999795
81,178974.42200000002,151007.55,3370.584,3936.8130000000237
83,182424.40600000002,154146.22,3138.6704,3449.9839999999967
85,182729.78100000002,154926.05,779.83136,305.375
83,184602.969,156831.39,1905.3474,1873.1879999999946
84,186592.719,158397.19,1565.7919,1989.75
84,186642.79700000002,158519.72,122.52476,50.078000000008615
82,186642.79700000002,158662.05,142.32103,0.0
81,187185.79700000002,158852.78,190.72998,543.0
80,187919.203,158923.52,70.737564,733.4059999999881
78,187919.203,158980.69,57.178772,0.0
75,187919.203,159037.33,56.643673,0.0
72,187919.203,159096.33,58.995636,0.0
69,187919.203,159185.5,89.17909,0.0
68,187919.203,159269.6,84.099655,0.0
66,188868.844,159382.4,112.81919,949.6410000000033
65,189019.594,159460.14,77.732544,150.75
63,189019.594,159531.48,71.336815,0.0
61,189019.594,159606.05,74.55759,0.0
59,189019.594,159709.72,103.67129,0.0
58,189156.375,159852.8,143.07126,136.78099999998813
56,191156.812,161436.81,1584.0128,2000.4370000000054
57,193925.437,163658.45,2221.6406,2768.625
58,197721.719,166762.98,3104.5334,3796.2820000000065
61,200769.703,169065.06,2302.0796,3047.9839999999967
62,204300.609,171837.08,2772.0227,3530.905999999988
64,208108.39,175094.31,3257.2385,3807.7810000000172
67,210794.04700000002,177236.31,2142.0,2685.6570000000065
68,213092.89,179291.75,2055.4397,2298.8429999999935
69,216070.359,181944.66,2652.91,2977.4689999999828
71,218939.359,184383.39,2438.7358,2869.0
72,222557.469,187352.55,2969.1543,3618.110000000015
74,226552.484,190514.2,3161.6506,3995.014999999985
76,229543.53100000002,193412.92,2898.7246,2991.0470000000205
78,231276.04700000002,194869.62,1456.7018,1732.5160000000033
78,234813.64,197380.1,2510.462,3537.5929999999935
79,243039.40600000002,201389.02,4008.9177,8225.766000000003
82,250458.859,205716.31,4327.2925,7419.4529999999795
85,252520.516,207564.62,1848.3063,2061.6570000000065
85,254029.42200000002,209642.08,2077.4482,1508.9060000000172
86,256828.516,211663.58,2021.5049,2799.0939999999828
86,260976.109,214315.67,2652.0933,4147.5929999999935
88,262727.89,215518.61,1202.9427,1751.7809999999881
87,265943.82800000004,217886.22,2367.6064,3215.9380000000237
88,270450.45300000004,221542.84,3656.6318,4506.625
90,279881.422,226014.1,4471.2544,9430.968999999983
