Speed,Actual,Predicted_sum,Predicted,rate
0,949.875,314.9223,314.9223,949.875
0,1671.0780000000013,633.067,318.14474,721.2030000000013
0,2199.8899999999994,950.6852,317.61813,528.8119999999981
0,2708.6399999999994,1266.5452,315.85995,508.75
0,3232.5780000000013,1580.7484,314.20325,523.9380000000019
0,3732.3120000000054,1893.609,312.86057,499.734000000004
0,4198.859000000004,2205.3794,311.77048,466.54699999999866
0,4651.389999999999,2516.2556,310.8762,452.5309999999954
0,5142.797000000006,2826.378,310.12225,491.4070000000065
0,5589.422000000006,3135.8625,309.48456,446.625
0,6048.656000000003,3444.7996,308.93695,459.23399999999674
0,6522.359000000004,3753.27,308.47058,473.70300000000134
0,6955.406000000003,4061.3406,308.0705,433.04699999999866
0,7404.047000000006,4369.0674,307.7266,448.64100000000326
0,7881.297000000006,4676.5,307.43268,477.25
0,8293.047000000006,4983.685,307.1849,411.75
0,8721.797000000006,5290.6597,306.9748,428.75
0,9176.312000000005,5597.4526,306.79276,454.5149999999994
0,9584.719000000005,5904.09,306.63696,408.40699999999924
0,10008.922000000006,6210.596,306.5062,424.20300000000134
0,10405.719000000005,6516.9883,306.39188,396.79699999999866
0,10761.343,6823.284,306.29608,355.62399999999616
0,11111.953000000001,7129.4956,306.21136,350.6100000000006
0,11486.875,7435.635,306.13895,374.92199999999866
0,11782.969000000005,7741.71,306.07504,296.0940000000046
0,12128.109000000004,8047.7305,306.0206,345.1399999999994
0,12477.75,8353.703,305.97244,349.640999999996
0,12802.031000000003,8659.636,305.93265,324.2810000000027
0,13148.797000000006,8965.531,305.89587,346.76600000000326
0,13520.687000000005,9271.395,305.86337,371.8899999999994
0,13865.031000000003,9577.2295,305.83496,344.3439999999973
0,14217.953000000001,9883.042,305.81216,352.92199999999866
0,14588.453000000001,10188.83,305.78815,370.5
0,14925.906000000003,10494.6,305.76993,337.45300000000134
0,15278.062000000005,10800.351,305.75116,352.1560000000027
0,15657.39,11106.086,305.73538,379.32799999999406
0,15992.437000000005,11411.81,305.7232,335.04700000000594
0,16357.297000000006,11717.52,305.70947,364.8600000000006
0,16726.172000000006,12023.219,305.69907,368.875
0,17077.328,12328.907,305.6889,351.1559999999954
0,17430.687000000005,12634.588,305.68076,353.359000000004
0,17798.812000000005,12940.261,305.6729,368.125
0,18143.875,13245.925,305.66376,345.06299999999464
0,18510.64,13551.582,305.65738,366.7649999999994
0,18879.687000000005,13857.233,305.65125,369.04700000000594
0,19224.297000000006,14162.88,305.64655,344.6100000000006
0,19567.608999999997,14468.5205,305.64096,343.3119999999908
0,19951.625,14774.157,305.63715,384.01600000000326
0,20281.172000000006,15079.79,305.6327,329.54700000000594
0,20638.593000000008,15385.419,305.62854,357.4210000000021
0,21009.108999999997,15691.044,305.62488,370.5159999999887
0,21356.015,15996.665,305.62085,346.9060000000027
0,21710.89,16302.285,305.62027,354.875
0,22090.593000000008,16607.902,305.61703,379.7030000000086
0,22436.343000000008,16913.518,305.6148,345.75
0,22779.25,17219.129,305.61145,342.90699999999197
0,23157.75,17524.738,305.609,378.5
0,23491.562000000005,17830.348,305.60944,333.81200000000536
0,23860.797000000006,18135.955,305.60687,369.2350000000006
0,24246.45300000001,18441.56,305.60507,385.6560000000027
0,24574.031000000003,18747.164,305.60284,327.57799999999406
