time_bucket,time,trs_mt_gr_st\CCP:1,fmsp_af_sp\CCP:1,sys_veh_spd\CCP:1,sys_map\CCP:1,afm_stk_flw_pct\CCP:1,tq_imep_ref\CCP:1,sys_pps_pct\CCP:1,tq_clch_torq\CCP:1,hw_bat_vlt\CCP:1,afm_stk_flw\CCP:1,sys_tps_pct\CCP:1,sys_fc_avg_rate\CCP:1,sys_eng_spd\CCP:1,sys_trip_fc\CCP:1,sys_iat\CCP:1,knck_ron_fac\CCP:1,sys_ect\CCP:1,time_to_heat
9.9,10.03903267,0,7.44140625,0.0,76.203125,65.75927734,662.0625,0.0,66.5625,10.75878906,0.342926025,8.947753906,2.119140625,1097.5,0.0,29.2109375,1,28.4765625,305.7399776
10.35,10.35604118,0,10.40332031,0.0,41.1484375,30.65185547,342.625,0.0,-0.0625,11.70605469,0.155792236,8.026123047,1.086914063,1696.25,473.15625,29.21875,1,28.4765625,
10.8,10.80335899,0,10.82519531,0.0,39.36328125,31.57958984,351.5625,0.0,-0.375,13.08398438,0.166656494,9.353637695,0.846679688,1353.875,1235.5625,28.828125,1,28.4765625,
11.25,11.25613665,0,10.19042969,0.0,52.09765625,43.90869141,461.9375,0.0,33.4375,12.80273438,0.229003906,8.984375,0.817382813,845.0,1235.5625,28.828125,1,28.4765625,
11.700000000000001,11.70643421,0,10.22558594,0.0,55.9140625,45.21484375,477.3125,0.0,13.6875,13.06494141,0.232940674,7.943725586,1.104492188,946.375,1877.765625,28.78125,1,28.4765625,
12.15,12.15537165,0,10.43261719,0.0,54.2890625,43.9453125,475.6875,0.0,17.0625,13.14794922,0.229187012,7.894897461,0.865234375,911.25,1877.765625,28.78125,1,28.4765625,
12.6,12.600899,0,10.625,0.0,53.546875,43.44482422,474.1875,0.0,18.3125,13.30126953,0.226593018,7.71484375,0.826171875,926.625,2580.828125,28.84375,1,28.4765625,
13.05,13.05333668,0,10.81738281,0.0,52.7109375,42.41943359,463.5,0.0,25.625,13.37744141,0.221191406,7.51953125,0.725585938,894.625,3134.9375,28.8125,1,28.4765625,
13.5,13.50312629,0,10.89648438,0.0,54.3125,43.73779297,478.4375,0.0,28.75,13.46679688,0.22857666,7.861328125,0.76953125,880.375,3134.9375,28.8125,1,28.4765625,
13.950000000000001,13.9530859,0,11.01660156,0.0,55.9765625,45.17822266,497.6875,0.0,20.0,13.54638672,0.235595703,7.51953125,0.848632813,908.0,3666.703125,28.8359375,1,28.4765625,
14.4,14.40629551,0,11.16503906,0.0,54.765625,44.00634766,486.6875,0.0,20.5,13.64501953,0.228240967,7.965087891,0.775390625,922.0,4201.21875,28.8359375,1,28.4765625,
14.85,14.85138513,0,11.31689453,0.0,54.3671875,43.90869141,483.875,0.0,32.6875,13.66992188,0.228973389,7.946777344,0.734375,907.25,4201.21875,28.8359375,1,28.4765625,
15.3,15.30212474,0,11.41210938,0.0,55.3671875,44.27490234,487.375,0.0,33.9375,13.72460938,0.230865479,7.824707031,0.740234375,876.0,4695.046875,28.8359375,1,28.4765625,
15.75,15.75558435,0,11.42919922,0.0,58.578125,46.99707031,520.25,0.0,28.9375,13.76660156,0.245300293,8.529663086,0.834960938,872.375,5183.109375,28.8125,1,28.4765625,
16.2,16.20836385,0,11.53515625,0.0,57.3359375,45.99609375,509.875,0.0,32.5625,13.77587891,0.239868164,9.262084961,0.776367188,877.125,5183.109375,28.8125,1,28.453125,
16.650000000000002,16.6596031,0,11.68847656,0.0,56.44921875,45.45898438,506.5,0.0,29.25,13.90722656,0.237091064,8.770751953,0.728515625,902.75,5767.65625,28.8671875,1,28.453125,
17.1,17.10231234,0,11.72509766,0.0,58.28125,46.98486328,520.75,0.0,30.375,13.85595703,0.244995117,8.459472656,0.756835938,860.375,6271.046875,28.8125,1,28.453125,
17.55,17.55056157,0,11.81787109,0.0,58.2734375,46.13037109,511.0625,0.0,32.375,13.88720703,0.240539551,7.943725586,0.731445313,858.375,6271.046875,28.8125,1,28.453125,
18.0,18.00710076,0,11.95996094,0.0,56.48046875,45.34912109,507.6875,0.0,22.1875,14.01220703,0.23651123,8.551025391,0.70703125,920.375,6798.3125,28.8828125,1,28.453125,
18.45,18.45125996,0,12.0078125,0.0,56.3359375,45.23925781,505.1875,0.0,32.0,14.02587891,0.235900879,9.146118164,0.723632813,927.0,7312.0625,28.890625,1,28.453125,
18.900000000000002,18.90164914,0,12.12451172,0.0,56.1328125,44.7265625,497.875,0.0,29.0,14.00878906,0.233276367,7.946777344,0.666992188,878.0,7312.0625,28.890625,1,28.453125,
19.35,19.35032867,0,12.20361328,0.0,55.3125,43.90869141,492.625,0.0,21.5,14.04931641,0.229003906,7.968139648,0.673828125,923.5,7774.375,28.9140625,1,28.46875,
19.8,19.81598877,0,12.26367188,0.0,54.890625,43.64013672,487.9375,0.0,28.6875,14.06201172,0.227600098,7.989501953,0.638671875,896.5,8234.234375,28.921875,1,28.46875,
20.25,20.25468888,0,12.31445313,0.0,55.734375,44.54345703,498.3125,0.0,31.0,14.05273438,0.232299805,8.001708984,0.688476563,887.75,8234.234375,28.921875,1,28.46875,
20.7,20.70106901,0,12.39599609,0.0,55.41015625,43.54248047,491.375,0.0,18.875,14.05273438,0.226593018,7.861328125,0.692382813,930.0,8716.0,28.9140625,1,28.46875,
21.150000000000002,21.16075917,0,12.41650391,0.0,57.0703125,46.13037109,518.3125,5.740356445,31.4375,14.04931641,0.240570068,8.990478516,0.770507813,918.625,9186.1875,28.9375,1,28.46875,
21.6,21.60525934,0,12.45800781,0.0,57.7734375,46.09375,520.0625,15.88745117,39.8125,14.05566406,0.238464355,8.959960938,0.842773438,977.75,9186.1875,28.9375,1,28.46875,
