time,sys_iat\CCP:1,knck_ron_fac\CCP:1,hw_bat_vlt\CCP:1,sys_ect\CCP:1,Trip_fuel_consumption,afm_stk_flw\CCP:1,fmsp_af_sp\CCP:1,sys_eng_spd\CCP:1,tq_imep_ref\CCP:1,tq_clch_torq\CCP:1,sys_pps_pct\CCP:1,sys_tps_pct\CCP:1,Vehicle_Speed,sys_map\CCP:1,afm_stk_flw_pct\CCP:1,sys_fc_avg_rate\CCP:1,Current_gear_shift_position_(Current_gear)
108.0081348,27.3984375,1,14.11523438,41.40625,68249.23438,0.102142334,14.13037109,891.875,276,-14,0,3.973388672,16.625,39.828125,21.72851563,0.295898438,3
109.0086888,27.4296875,1,14.11816406,41.6328125,68579.17188,0.097442627,14.11669922,877.875,263.0625,-14.0625,0,3.741455078,13,38.0234375,20.67871094,0.256835938,2
110.0027838,27.421875,1,14.13085938,41.78125,68811.45313,0.102478027,14.14355469,847.375,277.375,-13.0625,0,3.68347168,10.2578125,39.8125,21.81396484,0.274414063,2
111.0103898,27.421875,1,14.09326172,41.9296875,69007.46875,0.103607178,14.15673828,813.875,280.25,-11.875,0,3.604125977,8.125,40.19140625,22.02148438,0.272460938,1
112.0002888,27.4375,1,14.10595703,42.0703125,69247.46875,0.116485596,14.2109375,770.5,320.3125,-2.5625,0,4.302978516,4.875,44.734375,24.79248047,0.287109375,1
113.0114938,27.4375,1,14.13720703,42.296875,69651.64063,0.130401611,14.25146484,748.25,363.3125,0.125,0,4.229736328,0.125,48.9375,27.79541016,0.328125,0
114.0045038,27.4765625,1,14.16357422,42.4296875,69940.21875,0.131408691,14.26513672,757.75,367.5625,-0.125,0,4.354858398,0,49.26171875,27.96630859,0.331054688,0
115.0124028,27.4609375,1,14.11523438,42.59375,70269.875,0.13168335,14.27880859,761.5,367.625,-0.1875,0,4.302978516,0,49.18359375,28.13720703,0.340820313,0
116.0221338,27.4296875,1,14.09033203,42.7265625,70565.375,0.130523682,14.27880859,761,363.8125,-0.1875,0,4.354858398,0,48.796875,27.79541016,0.322265625,0
117.0137088,27.3984375,1,14.10253906,42.921875,71014.25,0.130737305,14.27880859,757.25,364.1875,-0.0625,0,4.272460938,0,49.10546875,27.90527344,0.318359375,0
118.0024258,27.3671875,1,14.12158203,43.0859375,71368.375,0.132141113,14.29248047,745,369.5625,0.1875,0,4.248046875,0,49.390625,28.125,0.323242188,0
119.0071758,27.3671875,1,14.18212891,43.1953125,71576.51563,0.129821777,14.29248047,752.5,361.375,-0.0625,0,4.296875,0,48.53125,27.67333984,0.32421875,0
120.0077868,27.34375,1,14.17919922,43.3125,71821.875,0.128570557,14.29248047,769.875,358.375,-0.3125,0,4.248046875,0,48.15234375,27.36816406,0.318359375,0
121.0002398,27.3359375,1,14.09814453,43.5,72188.875,0.129211426,14.29248047,749.5,360.75,0.0625,0,4.17175293,0,48.28515625,27.50244141,0.310546875,0
122.0089348,27.2890625,1,14.12451172,43.59375,72411.32813,0.128112793,14.30615234,760.375,358.25,-0.25,0,4.165649414,0,48.05078125,27.27050781,0.323242188,0
123.0077428,27.3046875,1,14.16650391,43.8359375,72944.9375,0.126495361,14.30615234,768.625,351.5625,-0.375,0,4.235839844,0,47.5390625,26.92871094,0.315429688,0
124.0109728,27.3125,1,14.16064453,43.9453125,73177.48438,0.12689209,14.30615234,766.75,353.5,-0.375,0,4.202270508,0,47.6328125,27.00195313,0.310546875,0
125.0108728,27.3125,1,14.16064453,43.9453125,73177.48438,0.126495361,14.30615234,765.75,352.5,-0.5,0,4.110717773,0,47.4765625,26.92871094,0.319335938,0
126.0034638,27.2734375,1,14.13720703,44.3046875,73930.09375,0.125640869,14.31982422,770.75,349.125,-1.375,0,4.205322266,0,47.203125,26.69677734,0.325195313,0
127.0023348,27.28125,1,14.16357422,44.4296875,74198.9375,0.125488281,14.31982422,761.125,348.8125,-0.5,0,4.141235352,0,47.140625,26.70898438,0.303710938,0
128.0050868,27.265625,1,14.12744141,44.609375,74545.35938,0.124725342,14.31982422,759.75,346.625,-0.375,0,4.113769531,0,47.10546875,26.53808594,0.305664063,0
129.0006778,27.265625,1,14.12451172,44.7109375,74729.53125,0.123138428,14.33349609,767.875,341.375,-0.5625,0,4.1015625,0,46.5078125,26.20849609,0.313476563,0
130.0002098,27.2578125,1,14.09033203,44.8359375,75046.40625,0.123474121,14.33349609,764.125,342.25,-0.6875,0,4.1015625,0,46.6953125,26.29394531,0.299804688,0
131.0008478,27.2734375,1,14.18554688,44.984375,75388.78125,0.12399292,14.33349609,760.75,342.9375,-0.625,0,4.067993164,0,46.6328125,26.39160156,0.303710938,0
132.0006068,27.234375,1,14.17285156,45.0703125,75581.32813,0.122650146,14.33349609,773.875,339.625,-1.8125,0,4.1015625,0,46.25,26.19628906,0.31640625,0
133.0031948,27.25,1,14.11181641,45.28125,76042.84375,0.122619629,14.34716797,769.375,338.25,-1,0,4.113769531,0,46.3671875,26.09863281,0.30078125,0
134.0045978,27.2734375,1,14.23388672,45.3828125,76315.125,0.127075195,14.34716797,783.625,353.1875,-0.3125,0,4.177856445,0.875,47.5703125,27.05078125,0.330078125,0
135.0020388,27.265625,1,14.17919922,45.515625,76640.39063,0.121612549,14.34716797,828.125,336.0625,1.4375,0,4.248046875,2.6171875,45.796875,25.92773438,0.317382813,1
136.0065948,27.265625,1,14.20751953,45.609375,76941.82813,0.153503418,14.38867188,1186.25,438,24.875,10.71777344,7.791137695,4.3671875,51.73046875,32.421875,0.62109375,1
137.0052768,27.3359375,1,14.19775391,45.734375,77573.42188,0.139373779,14.38867188,1552.5,415.25,26.375,1.04675293,8.557128906,7.625,44.08984375,29.77294922,0.666992188,1
138.0008058,27.3359375,1,14.19775391,45.734375,77573.42188,0.120300293,14.34716797,1740.75,364.25,20.375,4.971313477,8.529663086,9.375,38.6796875,25.41503906,0.712890625,1
139.0116638,27.1875,1,14.19482422,45.921875,78711.89063,0.120239258,14.34716797,1317.25,346.1875,15.875,6.402587891,7.144165039,11,39.09765625,25.42724609,0.556640625,1
140.0020998,27.2421875,1,14.16210938,46.1328125,79677.375,0.119934082,14.36083984,1427.875,354.125,18.3125,6.22253418,7.12890625,12.2421875,39.1015625,25.73242188,0.541015625,1
141.0024748,27.2421875,1,14.16210938,46.1328125,79677.375,0.120269775,14.36083984,1514.375,357.8125,19.75,9.5703125,7.708740234,13.25,38.69921875,25.59814453,0.608398438,1
142.0119608,27.2421875,1,14.16210938,46.1328125,79677.375,0.119232178,14.36083984,1597.75,358,19.8125,14.29748535,8.23059082,14.25,38.22265625,25.40283203,0.64453125,1
143.0067058,27.25,1,14.16064453,46.4453125,80920.5625,0.150543213,14.40234375,1545.25,442.875,30.375,21.73156738,10.29663086,15.9921875,45.3515625,32.32421875,0.803710938,1
144.0010398,27.3359375,1,14.15087891,46.5703125,81726.9375,0.190643311,14.36083984,1792.625,581.9375,48.375,22.7355957,13.14697266,19,56.50390625,40.38085938,1.216796875,1
145.0089488,27.3359375,1,14.15087891,46.5703125,81726.9375,0.148040771,14.44433594,2049.5,451.6875,28.3125,11.01379395,10.87341309,22,45.9921875,31.66503906,0.896484375,1
146.0089928,27.40625,1,14.13720703,46.8515625,84173.95313,0.135925293,14.40234375,1481.875,402.375,25.5625,11.39221191,8.126831055,23.25,43.25,29.21142578,0.655273438,2
147.0088628,27.34375,1,14.18554688,47,84876.59375,0.161560059,14.40234375,1511.75,483.75,36.0625,21.51184082,10.3515625,24.6171875,49.18359375,34.20410156,0.8359375,2
148.0022608,27.3671875,1,14.18212891,47.1484375,85799.28125,0.189422607,14.375,1641.125,577.9375,48.8125,18.85070801,11.39526367,26.75,56.5625,40.16113281,1.075195313,2
149.0020848,27.3671875,1,14.18212891,47.1484375,85799.28125,0.172454834,14.38867188,1778.875,527.25,42.375,18.79882813,11.54785156,28.875,51.578125,36.57226563,1.03515625,2
150.0023058,27.3828125,1,14.16650391,47.40625,87685.51563,0.169464111,14.41650391,1877.25,518.625,39.875,18.79882813,11.95068359,30.625,50.84765625,36.08398438,1.044921875,2
151.0121058,27.3828125,1,14.16650391,47.40625,87685.51563,0.184265137,14.40234375,1603.125,556.3125,45.875,21.62475586,12.08496094,31.625,54.5546875,39.42871094,0.993164063,3
152.0172038,27.3828125,1,14.16650391,47.40625,87685.51563,0.21005249,14.38867188,1611.5,639.375,56.4375,23.31542969,13.28735352,33.375,61.0625,44.54345703,1.0390625,3
153.0041368,27.4453125,1,14.17285156,47.8203125,90965.28125,0.220031738,14.38867188,1617.25,667.4375,60.125,25.87280273,14.2791748,35.5,63.31640625,46.77734375,1.24609375,3
154.0037368,27.4296875,1,14.17285156,47.953125,92020.48438,0.262115479,14.34716797,1741.75,781.625,75.875,29.12597656,19.17114258,38.125,73.7890625,55.95703125,1.572265625,3
155.0084818,27.4296875,1,14.17285156,47.953125,92020.48438,0.277282715,14.34716797,1885.875,843.8125,82.5,29.63562012,22.94921875,41.25,78.05078125,59.14306641,1.676757813,3
156.0014048,27.4296875,1,14.17285156,47.953125,92020.48438,0.203735352,14.43017578,1985.75,635.75,53.5625,21.27380371,14.48059082,43.5,60.3046875,43.18847656,1.083984375,3
157.0061928,27.4296875,1,14.17285156,47.953125,92020.48438,0.204956055,14.38867188,1833.875,625.8125,55.125,26.68151855,14.22424316,44.25,59.62109375,43.59130859,1.178710938,3
158.0056558,27.234375,1,14.16357422,48.65625,98316.96875,0.247619629,14.375,1542.5,743.6875,71.1875,24.60021973,15.17028809,46.125,71.8828125,52.45361328,1.26953125,4
