time_bucket,time,time_to_heat,sys_ect\CCP:1,sys_veh_spd\CCP:1,fmsp_af_sp\CCP:1,sys_bst_t\CCP:1,hw_bat_vlt\CCP:1,sys_map\CCP:1,afm_stk_flw\CCP:1,tq_imep_ref\CCP:1,afm_stk_flw_pct\CCP:1,sys_bst_p\CCP:1,tq_clch_torq\CCP:1,sys_pps_pct\CCP:1,sys_tps_pct\CCP:1,sys_fc_avg_rate\CCP:1,sys_eng_spd\CCP:1,sys_trip_fc\CCP:1,knck_ron_fac\CCP:1,sys_iat\CCP:1
333.0,333.0038604,,56.0390625,0.0,14.59960938,25.1640625,13.68408203,34.62109375,0.108398438,265.5,22.19238281,87.66015625,-1.375,0.0,2.34375,0.193359375,651.875,181294.4844,1,25.1796875
334.0,334.0040565,,56.0859375,0.25,14.59960938,25.234375,13.63378906,42.71875,0.148284912,362.375,30.35888672,87.50390625,11.375,0.0,3.125,0.306640625,651.625,181442.5,1,25.1796875
335.0,335.0045126,,56.1640625,1.875,14.59960938,25.2265625,13.58544922,42.53125,0.161682129,378.75,31.71386719,87.54296875,17.0,9.240722656,3.961181641,0.328125,692.125,181813.6406,1,25.1796875
336.0,336.0024079,,56.1953125,3.875,14.59960938,25.2265625,13.50244141,56.4296875,0.222839355,562.875,45.62988281,87.26953125,46.9375,18.60351563,8.209228516,0.728515625,1117.0,182042.6094,1,25.21875
337.0,337.0058394,,56.2421875,7.375,14.59960938,25.171875,13.57617188,51.640625,0.206451416,524.875,42.27294922,87.30859375,45.125,18.88427734,8.911132813,0.836914063,1354.375,182944.0156,1,25.21875
338.0,338.0082509,,56.2890625,9.875,14.59960938,25.15625,13.59033203,48.609375,0.19229126,484.375,39.36767578,87.33203125,36.75,18.88427734,9.786987305,0.91015625,1594.25,184012.3438,1,25.21875
339.0,339.0069922,,56.359375,11.875,14.59960938,25.1328125,13.64648438,46.9609375,0.175933838,439.0625,36.02294922,87.46875,22.1875,12.39013672,9.786987305,0.879882813,1740.875,184617.2031,1,25.140625
340.0,340.0078706,,56.40625,13.75,14.59960938,25.140625,13.70410156,41.9765625,0.156280518,391.625,32.37304688,87.5390625,26.8125,11.69433594,6.799316406,0.53515625,1305.25,185611.3438,1,25.140625
341.0,341.0087391,,56.4921875,14.375,14.59960938,25.1640625,13.76025391,41.734375,0.156646729,393.125,32.2265625,87.58984375,26.25,13.72680664,6.939697266,0.552734375,1332.875,185939.0781,1,25.140625
342.0,342.0094473,,56.515625,15.375,14.59960938,25.140625,13.75244141,46.671875,0.178497314,447.3125,36.54785156,87.45703125,32.3125,18.18237305,7.165527344,0.663085938,1219.0,186658.8594,1,25.140625
343.0,343.0091215,,56.5234375,17.0,14.59960938,25.09375,13.70898438,54.2578125,0.217590332,560.875,44.83642578,87.30078125,49.3125,21.74377441,9.777832031,0.93359375,1348.25,187644.5625,1,25.15625
344.0,344.0071756,,56.546875,19.5,14.59960938,25.1171875,13.65576172,59.3125,0.236022949,602.8125,47.99804688,87.34765625,54.125,22.63183594,12.02697754,1.108398438,1526.0,188260.1719,1,25.15625
345.0,345.0022403,,56.53125,22.125,14.59960938,25.1015625,13.78076172,61.8984375,0.242614746,609.0,49.67041016,87.26171875,54.25,23.39172363,13.8671875,1.239257813,1740.375,189737.3906,1,25.15625
346.0,346.0122427,,56.5390625,24.5,14.59960938,25.1015625,13.78222656,57.15625,0.222229004,595.1875,45.49560547,87.37109375,51.5,23.46191406,13.53759766,1.19140625,1934.5,190496.6719,1,25.1015625
347.0,347.0084252,,56.5390625,26.75,14.59960938,25.1015625,13.75439453,64.625,0.25592041,663.375,52.23388672,87.74609375,63.3125,24.20043945,12.3260498,1.096679688,1386.25,192038.2969,1,25.1015625
348.0,348.0087076,,56.6015625,28.6171875,14.59960938,25.1015625,13.71044922,62.0625,0.245513916,635.1875,50.15869141,87.7265625,59.0,23.00720215,12.09716797,1.059570313,1472.375,192809.0156,1,25.1015625
349.0,349.0046393,,56.59375,30.375,14.59960938,25.1015625,13.75439453,61.28125,0.24017334,614.5625,49.12109375,87.57421875,55.625,23.00720215,12.42370605,1.118164063,1575.0,194203.7656,1,25.09375
350.0,350.0137909,,56.59375,32.125,14.59960938,25.1171875,13.74316406,61.3984375,0.239227295,607.4375,48.98681641,87.58203125,54.9375,23.00720215,13.02490234,1.149414063,1655.875,194995.4531,1,25.09375
351.0,351.0046825,,56.6875,34.0,14.59960938,25.1328125,13.78857422,61.94140625,0.24105835,604.8125,49.35302734,87.61328125,53.6875,23.00720215,13.58947754,1.186523438,1746.5,196562.875,1,25.09375
352.0,352.0057259,,56.75,35.8671875,14.59960938,25.078125,13.73095703,59.25390625,0.229705811,596.25,47.265625,87.6640625,52.3125,23.00720215,13.3026123,1.125,1834.875,197354.1563,1,25.09375
353.0,353.0002095,,56.84375,37.0,14.59960938,25.109375,13.79492188,57.4375,0.222442627,581.4375,45.54443359,87.58984375,42.125,23.00720215,13.20800781,1.181640625,1858.25,198849.0781,1,25.09375
354.0,354.0092832,,56.90625,38.25,14.59960938,25.1015625,13.79931641,62.53515625,0.249145508,644.9375,50.86669922,87.65234375,60.5625,23.00720215,12.1307373,1.055664063,1464.75,199578.5156,1,25.09375
355.0,355.0084451,,56.9609375,39.375,14.59960938,25.125,13.75878906,61.78125,0.246917725,638.875,50.56152344,87.62890625,58.75,23.20861816,12.31689453,1.061523438,1505.75,200931.9375,1,25.09375
356.0,356.0069364,,56.9609375,40.75,14.59960938,25.1328125,13.68212891,70.515625,0.288848877,748.6875,59.14306641,87.43359375,74.25,28.24707031,16.10107422,1.396484375,1556.125,202474.9531,1,25.125
357.0,357.0010677,,57.1171875,42.5,14.59960938,25.125,13.78564453,77.12890625,0.320220947,826.25,65.56396484,87.83984375,83.5,28.77197266,19.90356445,1.5,1628.375,203422.7969,1,25.125
358.0,358.0076593,,57.2265625,44.625,14.59960938,25.140625,13.63867188,79.625,0.331237793,851.9375,67.82226563,88.1171875,87.25,29.51660156,22.26867676,1.600585938,1710.625,205386.625,1,25.125
359.0,359.0015409,,57.3125,46.7421875,14.59960938,25.140625,13.68554688,78.38671875,0.327362061,846.1875,67.1875,88.2890625,86.25,29.58374023,21.8170166,1.561523438,1791.5,206398.6406,1,25.109375
360.0,360.0038725,,57.390625,48.625,14.59960938,25.1328125,13.75439453,66.4453125,0.262115479,701.1875,55.31005859,88.68359375,66.625,22.21069336,15.40222168,1.221679688,1857.75,208438.9063,1,25.109375
361.0,361.0116674,,57.390625,49.25,14.59960938,25.15625,13.78222656,43.546875,0.159881592,414.6875,32.73925781,88.44921875,27.75,14.51416016,9.228515625,0.623046875,1876.0,209526.6719,1,25.109375
362.0,362.0073224,,57.6328125,49.125,14.59960938,25.171875,13.78076172,44.3125,0.162780762,405.75,33.27636719,87.98046875,26.5625,14.41650391,8.245849609,0.625,1559.25,209904.25,1,25.125
363.0,363.0065821,,57.6328125,49.0,14.59960938,25.171875,13.81054688,44.14453125,0.163635254,406.25,33.3984375,87.73828125,27.0625,14.41650391,8.218383789,0.635742188,1486.25,210693.125,1,25.125
364.0,364.0127425,,57.8125,49.0,14.59960938,25.25,13.72900391,47.7109375,0.180847168,455.625,37.02392578,87.52734375,35.125,17.49572754,8.349609375,0.744140625,1375.375,211111.4531,1,25.125
365.0,365.0036331,,57.921875,49.125,14.59960938,25.21875,13.73242188,51.1015625,0.195281982,495.0,39.97802734,87.6484375,41.0625,17.64831543,8.865356445,0.78515625,1375.0,212104.7344,1,25.203125
366.0,366.0044238,,58.03125,49.375,14.59960938,25.234375,13.73095703,51.19921875,0.196685791,497.75,40.27099609,87.57421875,41.5,18.51501465,8.947753906,0.837890625,1382.375,212625.125,1,25.203125
367.0,367.0008651,,58.0703125,49.5,14.59960938,25.25,13.71337891,52.546875,0.204650879,520.8125,41.90673828,87.4609375,43.625,18.51501465,9.329223633,0.868164063,1387.5,213807.2188,1,25.203125
368.0,368.000457,,58.203125,49.7578125,14.59960938,25.2734375,13.65576172,52.12890625,0.200256348,505.1875,40.74707031,87.60546875,41.9375,17.51098633,9.005737305,0.864257813,1393.875,214362.25,1,25.2734375
369.0,369.0009989,,58.3828125,50.0,14.59960938,25.234375,13.80908203,50.83984375,0.192871094,487.75,39.48974609,87.53515625,39.75,17.45910645,8.840942383,0.790039063,1403.125,215448.6563,1,25.2734375
370.0,370.001701,,58.5234375,50.25,14.59960938,25.2421875,13.73876953,50.44921875,0.193725586,489.5625,39.66064453,87.58203125,38.9375,17.25158691,8.828735352,0.793945313,1405.375,215962.2031,1,25.2734375
371.0,371.0014733,,58.625,49.875,14.59960938,25.2890625,13.84960938,28.28125,0.109039307,264.0625,21.92382813,87.73828125,-17.125,0.0,5.554199219,0.162109375,1390.625,216766.2344,1,25.2734375
372.0,372.0114756,,58.7734375,48.5,14.59960938,25.3046875,13.82128906,33.0703125,0.117248535,290.125,23.99902344,87.68359375,-26.0,0.0,4.837036133,0.0,1355.5,216834.7188,1,25.2890625
373.0,373.0036476,,58.875,46.859375,14.59960938,25.3125,13.76660156,32.203125,0.116210938,287.125,23.79150391,87.703125,-25.75,0.0,4.907226563,0.0,1312.125,216834.7188,1,25.2890625
374.0,374.0037593,,58.9609375,45.5,14.59960938,25.3359375,13.76367188,32.55859375,0.117919922,291.6875,24.14550781,87.65625,-25.8125,0.0,4.788208008,0.0,1275.625,216834.7188,1,25.2890625
375.0,375.002071,,59.0703125,43.0,14.59960938,25.3359375,13.79345703,32.73046875,0.118865967,293.25,24.32861328,87.62109375,-26.6875,0.0,4.449462891,0.0,1199.875,216834.7188,1,25.359375
376.0,376.0021025,,59.09375,38.75,14.59960938,25.3359375,13.61523438,30.81640625,0.108764648,269.375,22.31445313,87.546875,-27.375,0.0,5.218505859,0.0,1495.625,216834.7188,1,25.359375
377.0,377.0133038,,59.1640625,37.0,14.59960938,25.3515625,13.71191406,31.2578125,0.111022949,274.0,22.72949219,87.66796875,-26.75,0.0,5.010986328,0.0,1410.875,216834.7188,1,25.359375
378.0,378.012045,,59.28125,35.5078125,12.15771484,25.3125,13.71972656,26.94140625,0.094512939,236.3125,19.54345703,87.75390625,4.0625,4.702758789,3.900146484,0.642578125,1373.875,216952.0,1,25.4140625
379.0,379.0143665,,59.34375,34.875,14.59960938,25.40625,13.72900391,30.3828125,0.109741211,271.3125,22.4609375,87.61328125,9.0,6.774902344,4.620361328,0.444335938,1334.625,217373.0781,1,25.4140625
380.0,380.0148181,,59.34375,34.5,14.59960938,25.4375,13.71679688,34.9765625,0.128662109,319.625,26.34277344,87.53515625,16.125,8.840942383,5.499267578,0.49609375,1313.375,218033.4531,1,25.4140625
381.0,381.0010198,,59.4140625,34.125,14.59960938,25.453125,13.80273438,35.4765625,0.130157471,322.75,26.64794922,87.38671875,17.125,8.929443359,5.511474609,0.46484375,1302.75,218635.5469,1,25.4453125
382.0,382.0154622,,59.4140625,33.875,14.59960938,25.4140625,13.71533203,35.7890625,0.131347656,326.0,26.89208984,87.51171875,17.625,8.929443359,5.511474609,0.474609375,1293.625,218908.7969,1,25.4453125
383.0,383.0091754,,59.40625,33.625,14.59960938,25.4453125,13.72753906,35.75,0.131866455,328.0,27.00195313,87.484375,17.6875,8.929443359,5.505371094,0.452148438,1282.25,219500.2344,1,25.4453125
384.0,384.0002387,,59.4140625,33.5,14.59960938,25.46875,13.70410156,36.11328125,0.133605957,332.9375,27.35595703,87.6015625,17.875,8.984375,5.541992188,0.455078125,1276.125,219804.75,1,25.4609375
385.0,385.0049512,,59.3828125,33.25,14.59960938,25.4609375,13.79150391,40.0078125,0.150756836,378.1875,30.859375,87.53515625,23.8125,11.99951172,6.433105469,0.565429688,1270.375,220437.1719,1,25.4609375
386.0,386.0052329,,59.421875,33.25,14.59960938,25.4453125,13.69482422,43.20703125,0.162261963,407.625,33.21533203,87.36328125,28.625,13.7512207,7.135009766,0.600585938,1263.875,220807.3906,1,25.4609375
387.0,387.0096946,,59.421875,33.5,14.59960938,25.453125,13.74804688,46.90625,0.17779541,448.0625,36.40136719,87.42578125,34.5,14.85595703,7.571411133,0.684570313,1279.5,221648.7344,1,25.4609375
388.0,388.0063069,,59.390625,33.875,14.59960938,25.4375,13.74023438,46.41015625,0.175720215,443.5,36.03515625,87.37890625,33.75,14.85595703,7.574462891,0.692382813,1285.5,222097.0625,1,25.453125
389.0,389.0082105,,59.4375,34.125,14.59960938,25.3984375,13.71679688,46.359375,0.175537109,442.0625,35.9375,87.44921875,33.4375,14.85595703,7.528686523,0.677734375,1299.75,223039.1406,1,25.453125
390.0,390.0202642,,59.4765625,34.5,14.59960938,25.4609375,13.72119141,45.5546875,0.171112061,429.5625,35.03417969,87.45703125,32.25,14.45007324,7.366943359,0.669921875,1317.0,223474.6719,1,25.453125
391.0,391.0218267,,59.5234375,34.75,14.59960938,25.4609375,13.70263672,45.12890625,0.169769287,426.75,34.75341797,87.53515625,31.3125,13.671875,7.263183594,0.62109375,1326.25,224327.6563,1,25.453125
392.0,392.009467,,59.5703125,34.75,14.59960938,25.4921875,13.76220703,32.6875,0.114959717,283.875,23.53515625,87.66015625,8.25,0.0,4.1015625,0.37109375,1320.5,224734.125,1,25.453125
393.0,393.0017273,,59.6484375,32.625,14.59960938,25.515625,13.68847656,33.109375,0.120880127,299.125,24.30419922,87.64453125,-20.8125,0.0,4.690551758,0.10546875,1235.75,225224.7656,1,25.453125
394.0,394.008578,,59.6796875,28.125,14.59960938,25.5625,13.65283203,31.1484375,0.106994629,259.8125,21.89941406,87.66015625,-10.5625,0.0,3.161621094,0.234375,946.375,225314.6094,1,25.4765625
395.0,395.0003196,,59.7421875,24.75,14.59960938,25.546875,13.71679688,24.86328125,0.075622559,181.0625,15.47851563,87.59375,-15.6875,0.0,1.794433594,0.205078125,965.125,225496.2344,1,25.4765625
396.0,396.0097313,,59.8125,23.5,14.59960938,25.5390625,13.61523438,28.546875,0.087646484,215.4375,17.94433594,87.58984375,-13.125,0.0,2.1484375,0.203125,791.25,225787.25,1,25.4765625
397.0,397.0000228,,59.8671875,22.25,14.59960938,25.578125,13.66992188,28.65625,0.090057373,219.5625,18.43261719,87.66796875,-10.25,0.0,2.215576172,0.227539063,838.625,225921.3906,1,25.5625
398.0,398.0005632,,59.9140625,19.875,14.59960938,25.609375,13.64306641,28.859375,0.089111328,218.4375,18.23730469,87.62109375,-10.75,0.0,2.066040039,0.211914063,814.5,226213.6563,1,25.5625
399.0,399.0114236,,59.984375,16.0,14.59960938,25.59375,13.62158203,30.5546875,0.091217041,223.3125,18.67675781,87.62890625,-8.375,0.0,1.736450195,0.171875,676.0,226460.8906,1,25.5625
400.0,400.0027341,,60.0625,12.25,14.59960938,25.6328125,13.59326172,31.2421875,0.09197998,224.5,18.82324219,87.62890625,-9.8125,0.0,1.525878906,0.162109375,654.75,226557.6719,1,25.6328125
401.0,401.0127452,,60.09375,9.25,14.59960938,25.6484375,13.61962891,32.8828125,0.099060059,241.8125,20.27587891,87.60546875,-7.625,0.0,1.974487305,0.174804688,624.875,226764.625,1,25.6328125
402.0,402.0035462,,60.1953125,6.875,14.59960938,25.6328125,13.56494141,35.43359375,0.114105225,278.0,23.36425781,87.66015625,-3.0625,0.0,2.099609375,0.1953125,628.0,226882.6094,1,25.6328125
403.0,403.0055373,,60.3046875,3.625,14.59960938,25.6484375,13.69189453,40.4921875,0.136199951,333.1875,27.88085938,87.578125,3.3125,0.0,2.587890625,0.232421875,625.625,227156.0,1,25.6328125
404.0,404.0013788,,60.3984375,0.125,14.59960938,25.640625,13.57275391,41.55859375,0.140319824,342.6875,28.34472656,87.578125,4.625,0.0,2.716064453,0.23828125,619.75,227299.3125,1,25.6484375
405.0,405.0054902,,60.46875,0.0,14.59960938,25.671875,13.53710938,41.12890625,0.138092041,337.875,28.27148438,87.62890625,3.5625,0.0,2.63671875,0.239257813,630.625,227609.5469,1,25.6484375
406.0,406.0065416,,60.5234375,0.0,14.59960938,25.671875,13.52001953,40.08203125,0.133544922,325.75,27.34375,87.61328125,3.125,0.0,2.5390625,0.23046875,628.75,227765.5156,1,25.6484375
407.0,407.001953,,60.6015625,0.0,14.59960938,25.6640625,13.51367188,39.8984375,0.130737305,319.125,26.77001953,87.55859375,3.0625,0.0,2.63671875,0.236328125,630.75,228065.0781,1,25.6953125
408.0,408.0092344,,60.65625,0.0,14.59960938,25.6875,13.49804688,40.140625,0.134185791,329.4375,27.61230469,87.57421875,5.625,0.0,2.621459961,0.232421875,627.75,228235.1719,1,25.6953125
409.0,409.0016558,,60.71875,0.0,14.59960938,25.640625,13.49804688,40.859375,0.135742188,330.9375,27.79541016,87.52734375,7.3125,0.0,2.713012695,0.196289063,618.0,228528.3281,1,25.6953125
410.0,410.0009981,,60.78125,0.0,14.59960938,25.6796875,13.72607422,41.328125,0.138641357,339.1875,28.38134766,87.54296875,4.6875,0.0,2.713012695,0.21875,630.375,228669.8438,1,25.6953125
411.0,411.0096405,,60.859375,0.0,14.59960938,25.703125,13.74169922,40.3359375,0.133300781,325.375,27.29492188,87.61328125,11.5,0.0,2.606201172,0.212890625,627.75,228951.8281,1,25.6953125
412.0,412.0055729,,60.8984375,0.0,14.59960938,25.6953125,13.53222656,37.23828125,0.119567871,292.6875,24.47509766,87.54296875,0.8125,0.0,2.401733398,0.197265625,647.0,229087.0469,1,25.6953125
413.0,413.0030352,,60.9609375,0.0,14.59960938,25.6796875,13.48681641,36.734375,0.118225098,288.8125,24.20654297,87.66015625,0.9375,0.0,2.288818359,0.200195313,644.125,229356.5313,1,25.7109375
414.0,414.0034875,,61.0234375,0.0,14.59960938,25.734375,13.54638672,36.4375,0.115203857,281.25,23.58398438,87.55078125,-0.3125,0.0,2.185058594,0.208984375,656.875,229615.4219,1,25.7109375
415.0,415.0006899,,61.0703125,0.0,14.59960938,25.7109375,13.48242188,36.76953125,0.119171143,291.1875,24.40185547,87.5859375,0.875,0.0,2.307128906,0.203125,652.875,229745.9531,1,25.7109375
416.0,416.0054099,,61.109375,0.0,14.59960938,25.796875,13.60107422,37.046875,0.120391846,293.875,24.64599609,87.66796875,0.375,0.0,2.380371094,0.19921875,646.75,229997.6563,1,25.7109375
417.0,417.0055098,,61.1640625,0.0,14.59960938,25.7578125,13.73535156,35.80859375,0.113891602,279.125,23.31542969,87.56640625,-0.75,0.0,2.102661133,0.198242188,663.625,230126.8125,1,25.734375
418.0,418.0059597,,61.2109375,0.0,14.59960938,25.703125,13.72607422,35.59375,0.114562988,280.0625,23.44970703,87.65234375,-0.5625,0.0,2.215576172,0.204101563,666.875,230391.5781,1,25.734375
419.0,419.0094824,,61.3046875,0.0,14.59960938,25.8203125,13.72460938,35.859375,0.112915039,276.25,23.12011719,87.54296875,-0.0625,0.0,2.255249023,0.19140625,647.25,230517.3281,1,25.734375
420.0,420.0077152,,61.3515625,0.0,14.59960938,25.78125,13.64013672,35.94140625,0.115356445,281.4375,23.62060547,87.55078125,0.4375,0.0,2.249145508,0.190429688,647.25,230756.1094,1,25.8125
421.0,421.0141381,,61.4453125,0.0,14.59960938,25.765625,13.62304688,35.52734375,0.11315918,276.4375,23.16894531,87.53515625,0.0625,0.0,2.157592773,0.194335938,653.5,231016.5,1,25.8125
422.0,422.0005106,,61.5078125,0.0,14.59960938,25.78125,13.76025391,36.8828125,0.122528076,299.375,25.08544922,87.546875,0.4375,0.0,2.416992188,0.193359375,645.125,231144.2188,1,25.8125
423.0,423.0010431,,61.5703125,0.625,14.59960938,25.75,13.53369141,40.921875,0.137420654,335.8125,28.13720703,87.640625,12.1875,13.29650879,3.018188477,0.231445313,660.75,231458.625,1,25.71875
424.0,424.0016656,,61.6484375,3.0,14.59960938,25.7890625,13.60107422,57.53125,0.231170654,591.125,47.32666016,87.328125,52.25,19.52209473,9.039306641,0.911132813,1182.75,231736.0313,1,25.71875
425.0,425.0036582,,61.6953125,7.6171875,14.59960938,25.765625,13.56689453,59.296875,0.233795166,602.3125,47.86376953,87.23046875,55.0625,22.92785645,11.53564453,1.002929688,1460.5,232931.7031,1,25.71875
426.0,426.0039307,,61.765625,11.5,14.59960938,25.7109375,13.48242188,58.578125,0.230133057,601.0625,47.11914063,87.15234375,52.875,23.00720215,13.39111328,1.247070313,1860.0,233646.0938,1,25.6875
427.0,427.0040433,,61.8125,14.375,14.59960938,25.6640625,13.62939453,43.96875,0.155426025,393.25,32.17773438,88.125,26.375,6.793212891,6.338500977,0.521484375,1391.625,235041.0938,1,25.6875
428.0,428.004404,,61.859375,14.875,14.59960938,25.6875,13.75244141,32.03515625,0.117004395,291.375,24.12109375,87.92578125,12.5625,6.582641602,4.479980469,0.357421875,1280.625,235331.5625,1,25.6875
429.0,429.0045145,,61.9296875,15.0,14.59960938,25.7265625,13.74804688,34.30859375,0.129425049,319.25,26.50146484,87.69921875,15.375,7.864379883,5.023193359,0.3984375,1178.625,235813.125,1,25.6875
430.0,430.012895,,61.953125,15.2421875,14.59960938,25.7265625,13.82470703,34.3984375,0.128204346,317.6875,26.24511719,87.64453125,15.5,7.711791992,4.876708984,0.392578125,1193.0,236076.8438,1,25.71875
431.0,431.006775,,61.9765625,15.25,14.59960938,25.734375,13.69775391,34.12109375,0.127410889,315.0625,26.08642578,87.66015625,15.1875,7.696533203,4.907226563,0.37109375,1202.0,236566.5313,1,25.71875
432.0,432.0015049,,61.9765625,15.375,14.59960938,25.7578125,13.72753906,34.0234375,0.127319336,315.6875,26.06201172,87.5390625,15.3125,7.696533203,4.91027832,0.372070313,1206.375,236797.8281,1,25.71875
433.0,433.0029748,,61.96875,15.375,14.59960938,25.7890625,13.73876953,33.7890625,0.12600708,311.5,25.79345703,87.515625,15.0,7.68737793,4.916381836,0.392578125,1213.875,237273.1406,1,25.7578125
434.0,434.0013757,,62.0078125,15.125,14.59960938,25.7578125,13.76513672,30.2890625,0.109375,268.375,22.21679688,87.58203125,-0.5625,0.0,3.997802734,0.291992188,1164.75,237726.3438,1,25.7578125
435.0,435.002517,,62.03125,12.5078125,14.59960938,25.7734375,13.65869141,30.65234375,0.105895996,257.75,21.6796875,87.53515625,-4.0,0.0,3.259277344,0.241210938,961.875,237893.0,1,25.7578125
436.0,436.0027083,,62.0859375,8.3828125,14.59960938,25.7890625,13.73242188,32.5625,0.106048584,259.9375,21.70410156,87.62109375,-2.3125,0.0,2.551269531,0.192382813,751.25,238186.8125,1,25.7734375
437.0,437.0003392,,62.1015625,4.75,14.59960938,25.8125,13.68994141,37.7734375,0.126312256,307.625,25.78125,87.45703125,8.125,0.0,2.734375,0.220703125,653.0,238310.7656,1,25.7734375
438.0,438.00394,,62.15625,1.875,14.59960938,25.8515625,13.65429688,40.0859375,0.134277344,327.75,27.49023438,87.55859375,7.5,0.0,2.783203125,0.2421875,652.25,238610.6094,1,25.7734375
439.0,439.0003007,,62.1875,0.0,14.59960938,25.8125,13.66503906,39.83984375,0.133117676,325.0625,27.24609375,87.58984375,7.4375,0.0,2.786254883,0.235351563,645.625,238753.7188,1,25.8671875
440.0,440.0049325,,62.234375,0.0,14.59960938,25.8359375,13.75439453,39.578125,0.130645752,319.625,26.74560547,87.54296875,6.75,0.0,2.630615234,0.224609375,630.75,239056.9219,1,25.8671875
441.0,441.0070048,,62.2578125,0.0,14.59960938,25.8515625,13.51025391,35.6796875,0.113739014,278.5625,23.27880859,87.66015625,0.0625,0.0,2.215576172,0.198242188,655.25,239331.3281,1,25.8671875
442.0,442.007027,,62.3046875,0.0,14.59960938,25.890625,13.53857422,35.82421875,0.11605835,284.1875,23.75488281,87.53515625,0.25,0.0,2.276611328,0.196289063,648.25,239460.0313,1,25.875
443.0,443.0005582,,62.3359375,0.0,14.59960938,25.859375,13.57910156,36.30859375,0.116882324,286.125,23.92578125,87.62890625,-0.125,0.0,2.41394043,0.196289063,651.5,239712.8438,1,25.875
444.0,444.008429,,62.3984375,0.0,14.59960938,25.890625,13.51220703,35.28515625,0.113525391,278.125,23.2421875,87.62890625,-0.8125,0.0,2.319335938,0.203125,662.125,239848.8281,1,25.875
445.0,445.0090498,,62.421875,0.0,14.59960938,25.90625,13.50439453,35.72265625,0.114807129,281.1875,23.49853516,87.65234375,0.5,0.0,2.313232422,0.1953125,653.125,240113.4844,1,25.875
446.0,446.0100146,,62.5078125,0.0,14.59960938,25.90625,13.78564453,35.47265625,0.111297607,272.3125,22.79052734,87.62890625,0.1875,0.0,2.221679688,0.186523438,651.0,240238.3438,1,25.9296875
447.0,447.000321,,62.609375,0.0,14.59960938,25.90625,13.62939453,35.078125,0.109741211,268.5,22.4609375,87.54296875,-1.5,0.0,2.127075195,0.233398438,666.25,240502.9688,1,25.9296875
448.0,448.0140876,,62.7109375,0.0,14.59960938,25.9375,13.73095703,34.14453125,0.10723877,261.875,21.94824219,87.58984375,-1.25,0.0,2.255249023,0.212890625,666.875,240652.4219,1,25.9296875
449.0,449.0145301,,62.7890625,0.0,14.59960938,26.0,13.72314453,34.15625,0.109344482,266.5625,22.38769531,87.54296875,-0.75,0.0,2.203369141,0.203125,656.5,240919.7188,1,25.953125
450.0,450.0150711,,62.9375,0.0,14.59960938,25.921875,13.71972656,34.3828125,0.109802246,268.625,22.47314453,87.57421875,-1.125,0.0,2.206420898,0.201171875,665.0,241048.9531,1,25.953125
451.0,451.002122,,63.0,0.0,14.59960938,25.921875,13.74804688,34.32421875,0.109466553,267.5625,22.41210938,87.62890625,-0.8125,0.0,2.221679688,0.19140625,657.375,241301.4063,1,25.953125
452.0,452.0050433,,63.078125,0.0,14.59960938,25.953125,13.71337891,35.0234375,0.111236572,271.6875,22.77832031,87.69140625,0.6875,0.0,2.276611328,0.190429688,649.875,241423.75,1,25.9609375
453.0,453.0029348,,63.15625,0.0,14.59960938,25.96875,13.67773438,34.62109375,0.110748291,271.5625,22.66845703,87.59765625,-1.3125,0.0,2.236938477,0.202148438,661.25,241674.7656,1,25.9609375
454.0,454.0035563,,63.2109375,0.0,14.59960938,25.921875,13.68994141,33.87109375,0.10647583,260.0,21.80175781,87.53125,-0.6875,0.0,2.127075195,0.186523438,654.75,241929.1406,1,25.9609375
455.0,455.0155243,,63.265625,0.0,14.59960938,26.0078125,13.76660156,34.69921875,0.110229492,270.4375,22.57080078,87.64453125,0.375,0.0,2.239990234,0.190429688,654.0,242050.1406,1,25.9453125
456.0,456.0074309,,63.296875,0.0,14.59960938,26.0,13.75878906,34.57421875,0.109680176,268.125,22.44873047,87.6953125,-0.875,0.0,2.221679688,0.197265625,654.0,242291.6406,1,25.9453125
457.0,457.0091574,,63.4140625,0.0,14.59960938,25.96875,13.76513672,34.3125,0.108093262,263.9375,22.13134766,87.546875,-0.625,0.0,2.221679688,0.197265625,655.75,242418.6094,1,25.9453125
458.0,458.007728,,63.4375,0.0,14.59960938,25.9921875,13.68408203,34.9921875,0.112060547,274.5,22.93701172,87.578125,0.4375,0.0,2.182006836,0.190429688,643.75,242660.875,1,25.9453125
459.0,459.0080902,,63.5546875,0.0,14.59960938,26.0078125,13.65869141,34.90234375,0.110931396,270.6875,22.70507813,87.59765625,-0.6875,0.0,2.221679688,0.200195313,652.5,242905.5469,1,25.9921875
460.0,460.0101625,,63.625,0.0,14.59960938,26.0390625,13.17431641,37.29296875,0.122253418,298.75,25.02441406,87.60546875,1.125,0.0,2.41394043,0.236328125,673.25,243037.5,1,25.9921875
461.0,461.008395,,63.65625,0.875,14.59960938,26.0390625,13.57617188,41.2421875,0.138519287,338.8125,28.35693359,87.671875,13.625,5.288696289,3.005981445,0.313476563,700.625,243387.875,1,25.9921875
462.0,462.0006576,,63.7265625,2.625,14.59960938,25.9921875,13.56347656,55.50390625,0.224243164,561.5,45.91064453,87.28125,44.625,15.93017578,8.276367188,0.767578125,1047.5,243602.4688,1,26.0390625
