Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE,"c_FC_Dil_vec
[liter]",Ac,Acc
0,146696.75,126744.766,278.40482,217.6719,260.2361751,127588.6507,36.91109304,0.000248363,248.362726,122071.0715
0,147205.0156,127019.9,275.13245,508.2656,260.2361751,127588.6507,36.91109304,0.000248017,248.0167596,122319.0882
0,147468.4219,127292.8,272.89474,263.4063,260.2361751,127588.6507,36.91109304,0.000243242,243.2418486,122562.3301
0,147960.2656,127563.77,270.97598,491.8437,260.2361751,127588.6507,36.91109304,0.000240745,240.7445694,122803.0746
0,148194.5469,127833.195,269.42215,234.2813,260.2361751,127588.6507,36.91109304,0.000244452,244.4515131,123047.5261
0,148690.625,128101.39,268.19266,496.0781,260.2361751,127588.6507,36.91109304,0.000242863,242.8628713,123290.389
0,148970.4531,128368.66,267.26953,279.8281,260.2361751,127588.6507,36.91109304,0.00024033,240.3298846,123530.7189
0,149235.4219,128635.195,266.54077,264.9688,260.2361751,127588.6507,36.91109304,0.000241991,241.9914989,123772.7104
0,149756.5156,128901.48,266.27872,521.0937,260.2361751,127588.6507,36.91109304,0.000240037,240.0365818,124012.747
0,150019.2813,129168.08,266.60425,262.7657,260.2361751,127588.6507,36.91109304,0.000241678,241.6776023,124254.4246
0,150537.6719,129435.61,267.5296,518.3906,260.2361751,127588.6507,36.91109304,0.000244298,244.2976542,124498.7222
0,150766.4375,129705.04,269.4331,228.7656,260.2361751,127588.6507,36.91109304,0.000241732,241.7322059,124740.4544
0,151333.7344,129977.58,272.53595,567.2969,260.2361751,127588.6507,36.91109304,0.000240434,240.4344965,124980.8889
0,151636.3438,130254.7,277.1276,302.6094,260.2361751,127588.6507,36.91109304,0.000238247,238.24675,125219.1357
0,152188.3125,130538.67,283.96786,551.9687,260.2361751,127588.6507,36.91109304,0.000238275,238.2748069,125457.4105
0,152456.1406,130835.21,296.5412,267.8281,260.2361751,127588.6507,36.91109304,0.000240516,240.5161355,125697.9266
0,153069.0938,131159.1,323.87793,612.9532,260.2361751,127588.6507,36.91109304,0.00024224,242.2395576,125940.1662
0,153445.7188,131554.84,395.7507,376.625,260.2361751,127588.6507,36.91109304,0.00030159,301.5902479,126241.7564
0.8671875,154124.2969,132135.47,580.6319,678.5781,260.2361751,127588.6507,36.91109304,0.000501981,501.9808699,126743.7373
4.1875,154757.125,132882.22,746.74365,632.8281,260.2361751,127588.6507,36.91109304,0.000534956,534.9558341,127278.6931
8.9765625,155582.2969,133517.6,635.3773,825.1719,260.2361751,127588.6507,36.91109304,0.000713312,713.3124041,127992.0055
11.2265625,156076.1875,134145.11,627.51965,493.8906,260.2361751,127588.6507,36.91109304,0.000804886,804.8855172,128796.8911
13.0703125,156714.1875,134881.23,736.12946,638,260.2361751,127588.6507,36.91109304,0.000592445,592.4448715,129389.3359
16,157672.4219,135319.83,438.58813,958.2344,260.2361751,127588.6507,36.91109304,0.000420074,420.0737543,129809.4097
15.8671875,158003.9531,135727.31,407.49136,331.5312,260.2361751,127588.6507,36.91109304,0.000511207,511.2069508,130320.6166
16,158878.0938,136407.77,680.456,874.1407,260.2361751,127588.6507,36.91109304,0.000709023,709.022998,131029.6396
17.625,159612.9844,137699.53,1291.7706,734.8906,260.2361751,127588.6507,36.91109304,0.000869921,869.9213099,131899.561
21.296875,161521.2031,139441.31,1741.774,1908.2187,260.2361751,127588.6507,36.91109304,0.001082614,1082.614367,132982.1753
25.671875,162493.9375,141279.55,1838.2411,972.7344,260.2361751,127588.6507,36.91109304,0.001219947,1219.947484,134202.1228
29.7734375,163381.9688,142494.72,1215.1697,888.0313,260.2361751,127588.6507,36.91109304,0.00121415,1214.15003,135416.2728
31.875,164575.1875,143153.25,658.5385,1193.2187,260.2361751,127588.6507,36.91109304,0.000969559,969.5593082,136385.8321
32.125,165091.4375,143728.58,575.3334,516.25,260.2361751,127588.6507,36.91109304,0.000764769,764.7687837,137150.6009
32.25,166084.4531,144297.75,569.1701,993.0156,260.2361751,127588.6507,36.91109304,0.000683624,683.623945,137834.2249
32.25,166590.625,144870.3,572.5448,506.1719,260.2361751,127588.6507,36.91109304,0.000661106,661.1063814,138495.3312
32.25,167631.9531,145453.38,583.07806,1041.3281,260.2361751,127588.6507,36.91109304,0.000656355,656.3552814,139151.6865
32.3203125,168150.5938,146033.83,580.4571,518.6407,260.2361751,127588.6507,36.91109304,0.000651279,651.2788258,139802.9654
32.375,169194.5469,146606.34,572.5144,1043.9531,260.2361751,127588.6507,36.91109304,0.000643079,643.0793544,140446.0447
32.375,169754.5938,147190.58,584.22876,560.0469,260.2361751,127588.6507,36.91109304,0.000638786,638.7861323,141084.8308
32.5,170305.1875,147759.75,569.1759,550.5937,260.2361751,127588.6507,36.91109304,0.000634247,634.2472375,141719.0781
32.5,171391.7031,148325.47,565.7228,1086.5156,260.2361751,127588.6507,36.91109304,0.000625464,625.4643563,142344.5424
32.5234375,171944.5,148892.64,567.1702,552.7969,260.2361751,127588.6507,36.91109304,0.000632434,632.4335855,142976.976
32.53125,173035.6406,149469.33,576.68304,1091.1406,260.2361751,127588.6507,36.91109304,0.000632425,632.4252247,143609.4012
32.625,173555.5313,150035.11,565.7784,519.8907,260.2361751,127588.6507,36.91109304,0.000629477,629.4773957,144238.8786
32.6484375,174574.7188,150587.17,552.05804,1019.1875,260.2361751,127588.6507,36.91109304,0.000632073,632.0728356,144870.9515
32.625,175103.0313,151131.47,544.2912,528.3125,260.2361751,127588.6507,36.91109304,0.000633382,633.3817429,145504.3332
32.546875,175630.2344,151687.33,555.86426,527.2031,260.2361751,127588.6507,36.91109304,0.000625979,625.9788574,146130.3121
32.5625,176675.1094,152250.28,562.9528,1044.875,260.2361751,127588.6507,36.91109304,0.00063606,636.0596314,146766.3717
32.625,177200.6875,152803.02,552.73065,525.5781,260.2361751,127588.6507,36.91109304,0.000632113,632.1130832,147398.4848
32.625,178239.7656,153351.92,548.90576,1039.0781,260.2361751,127588.6507,36.91109304,0.000640489,640.488594,148038.9734
32.625,178756.1406,153905.75,553.8227,516.375,260.2361751,127588.6507,36.91109304,0.00064397,643.9700242,148682.9434
32.625,179761.3906,154473.47,567.7177,1005.25,260.2361751,127588.6507,36.91109304,0.000638891,638.8914481,149321.8349
32.625,180279.2969,155059.17,585.6956,517.9063,260.2361751,127588.6507,36.91109304,0.000637483,637.4831303,149959.318
32.6875,181314.4688,155604.8,545.6252,1035.1719,260.2361751,127588.6507,36.91109304,0.000617705,617.7051875,150577.0232
32.75,181747.0313,155982.1,377.30313,432.5625,260.2361751,127588.6507,36.91109304,0.00052829,528.2901197,151105.3133
31.4140625,181879.8594,156284.34,302.25452,132.8281,260.2361751,127588.6507,36.91109304,0.000429319,429.3192883,151534.6326
28.5703125,181879.8594,156557.98,273.6334,0,260.2361751,127588.6507,36.91109304,0.000370822,370.8216043,151905.4542
25.59375,181879.8594,156816.89,258.90582,0,260.2361751,127588.6507,36.91109304,0.00036535,365.3496057,152270.8038
22.609375,181879.8594,157066.72,249.83159,0,260.2361751,127588.6507,36.91109304,0.000330651,330.6509738,152601.4548
19.671875,181879.8594,157311.47,244.7477,0,260.2361751,127588.6507,36.91109304,0.000288657,288.657376,152890.1121
17.0390625,182343.25,157554.38,242.90912,463.3906,260.2361751,127588.6507,36.91109304,0.00020808,208.0801305,153098.1923
15.0390625,182582.9531,157792.64,238.26535,239.7031,260.2361751,127588.6507,36.91109304,0.000145416,145.4160081,153243.6083
11.9296875,183068.7344,158022.73,230.08817,485.7813,260.2361751,127588.6507,36.91109304,0.000117986,117.9858298,153361.5941
9.0390625,183294.625,158254.84,232.103,225.8906,260.2361751,127588.6507,36.91109304,0.000132955,132.9548016,153494.5489
6.1484375,183746.7656,158485.5,230.64915,452.1406,260.2361751,127588.6507,36.91109304,0.000165407,165.407275,153659.9562
2.8828125,183968.3281,158714.42,228.91966,221.5625,260.2361751,127588.6507,36.91109304,0.000177437,177.4368149,153837.393
0.25,184382.1094,158972.14,257.7129,413.7813,260.2361751,127588.6507,36.91109304,0.000168537,168.5367673,154005.9298
0,184586.6094,159248,275.86462,204.5,260.2361751,127588.6507,36.91109304,0.000187463,187.4631088,154193.3929
0,184991.7344,159518.88,270.87015,405.125,260.2361751,127588.6507,36.91109304,0.000199987,199.9869566,154393.3798
0,185210.0938,159785.3,266.42932,218.3594,260.2361751,127588.6507,36.91109304,0.000204504,204.5043704,154597.8842
0,185420.8906,160048.92,263.6272,210.7968,260.2361751,127588.6507,36.91109304,0.000210161,210.1610938,154808.0453
0,185852.625,160310.56,261.6391,431.7344,260.2361751,127588.6507,36.91109304,0.000216161,216.160985,155024.2063
0,186068.875,160570.61,260.05402,216.25,260.2361751,127588.6507,36.91109304,0.000220161,220.1607348,155244.367
0,186299.25,160829.19,258.5758,230.375,260.2361751,127588.6507,36.91109304,0.000222727,222.7273809,155467.0944
0,186742.2969,161086.56,257.3803,443.0469,260.2361751,127588.6507,36.91109304,0.000225984,225.9842665,155693.0787
0,186969.6719,161343.06,256.49515,227.375,260.2361751,127588.6507,36.91109304,0.000226972,226.9722739,155920.0509
0,187381.5469,161599,255.93181,411.875,260.2361751,127588.6507,36.91109304,0.000230598,230.5975378,156150.6485
0,187588.2344,161854.61,255.60971,206.6875,260.2361751,127588.6507,36.91109304,0.000229806,229.8058153,156380.4543
0,188007.4844,162110.42,255.80977,419.25,260.2361751,127588.6507,36.91109304,0.000225402,225.4016642,156605.856
0,188243.7344,162367.11,256.68335,236.25,260.2361751,127588.6507,36.91109304,0.000227231,227.2313913,156833.0874
0,188741.5,162625.38,258.26535,497.7656,260.2361751,127588.6507,36.91109304,0.00022656,226.559847,157059.6472
0,188981.6719,162886.3,260.91666,240.1719,260.2361751,127588.6507,36.91109304,0.000229018,229.0184068,157288.6656
0,189479.1406,163151.17,264.88174,497.4687,260.2361751,127588.6507,36.91109304,0.000227422,227.4222722,157516.0879
0,189733.7656,163421.95,270.7763,254.625,260.2361751,127588.6507,36.91109304,0.000228882,228.8818738,157744.9698
0,190238.5781,163702.73,280.77393,504.8125,260.2361751,127588.6507,36.91109304,0.000233818,233.8177342,157978.7875
0,190487.1406,164004.75,302.01334,248.5625,260.2361751,127588.6507,36.91109304,0.000247458,247.4575915,158226.2451
0,191236.1406,164359.95,355.20688,749,260.2361751,127588.6507,36.91109304,0.000396281,396.2814314,158622.5265
0.375,191542.4844,164885.69,525.737,306.3438,260.2361751,127588.6507,36.91109304,0.000454458,454.4576379,159076.9841
3.7734375,192545.6875,165510.36,624.67285,1003.2031,260.2361751,127588.6507,36.91109304,0.000560329,560.3292496,159637.3134
7.9609375,192922.5313,166057.33,546.9763,376.8438,260.2361751,127588.6507,36.91109304,0.000763195,763.1949729,160400.5084
9.96875,193303.4531,166669.28,611.96045,380.9218,260.2361751,127588.6507,36.91109304,0.000721432,721.432292,161121.9407
11.734375,194564.0781,167637.61,968.33514,1260.625,260.2361751,127588.6507,36.91109304,0.000423986,423.985667,161545.9263
16.1640625,195334.25,168164.62,527.0172,770.1719,260.2361751,127588.6507,36.91109304,0.000340266,340.2664379,161886.1928
16.65625,195904.6406,168563.55,398.9219,570.3906,260.2361751,127588.6507,36.91109304,0.000455335,455.334598,162341.5274
16.5,196272.5156,168989.78,426.23666,367.875,260.2361751,127588.6507,36.91109304,0.000638476,638.4756197,162980.003
17.125,197086.4219,169589.52,599.7291,813.9063,260.2361751,127588.6507,36.91109304,0.00069494,694.9395862,163674.9426
18.4375,197610.1563,170513.75,924.2269,523.7344,260.2361751,127588.6507,36.91109304,0.000747941,747.9414705,164422.884
21.0390625,198949.0625,171630.98,1117.2405,1338.9062,260.2361751,127588.6507,36.91109304,0.000789654,789.6537041,165212.5377
23.9453125,199602.25,172718.55,1087.5681,653.1875,260.2361751,127588.6507,36.91109304,0.000827736,827.7359059,166040.2737
26.3203125,201107.2344,173834.45,1115.9064,1504.9844,260.2361751,127588.6507,36.91109304,0.000913979,913.979166,166954.2528
28.578125,201916.5156,175022.9,1188.4454,809.2812,260.2361751,127588.6507,36.91109304,0.001133306,1133.305635,168087.5585
30.75,203671.6094,176244.69,1221.7789,1755.0938,260.2361751,127588.6507,36.91109304,0.001415406,1415.405697,169502.9641
32.6796875,204663.2188,177530.38,1285.6908,991.6094,260.2361751,127588.6507,36.91109304,0.001070859,1070.858596,170573.8227
35.203125,205794.2656,178210.28,679.9056,1131.0468,260.2361751,127588.6507,36.91109304,0.000738826,738.8258727,171312.6486
35.625,206167.2188,178677.64,467.36063,372.9532,260.2361751,127588.6507,36.91109304,0.000972984,972.9839319,172285.6325
35.25,206747.9688,179419.02,741.3764,580.75,260.2361751,127588.6507,36.91109304,0.001013751,1013.750812,173299.3834
36.2421875,208471.0781,180648.52,1229.4943,1723.1093,260.2361751,127588.6507,36.91109304,0.001037764,1037.763849,174337.1472
38.1640625,209503.4688,182175.39,1526.8793,1032.3907,260.2361751,127588.6507,36.91109304,0.001110847,1110.846608,175447.9938
40.5390625,211695.0469,183778.1,1602.7085,2191.5781,260.2361751,127588.6507,36.91109304,0.001257228,1257.228245,176705.2221
42.8828125,212806.5313,185379.08,1600.9851,1111.4844,260.2361751,127588.6507,36.91109304,0.001375117,1375.117037,178080.3391
45.1171875,213916.9844,186892.36,1513.2798,1110.4531,260.2361751,127588.6507,36.91109304,0.001427325,1427.325314,179507.6644
47.109375,215881.1406,188171.17,1278.8201,1964.1562,260.2361751,127588.6507,36.91109304,0.001248788,1248.787928,180756.4523
48.4375,216850.5781,189386.53,1215.3535,969.4375,260.2361751,127588.6507,36.91109304,0.000888407,888.4065725,181644.8589
49.7265625,218671.4688,190436.45,1049.9258,1820.8907,260.2361751,127588.6507,36.91109304,0.000911655,911.6546522,182556.5136
50.5859375,219457.4219,191287.38,850.9235,785.9531,260.2361751,127588.6507,36.91109304,0.000931255,931.2548699,183487.7684
51,220773.2656,192013.03,725.65137,1315.8437,260.2361751,127588.6507,36.91109304,0.000928255,928.255433,184416.0239
51.1640625,221364.8906,192641.72,628.68225,591.625,260.2361751,127588.6507,36.91109304,0.000919767,919.7671407,185335.791
50.96875,222555.1875,193279.11,637.3923,1190.2969,260.2361751,127588.6507,36.91109304,0.000872615,872.6150773,186208.4061
50.8984375,223193.1094,193935.48,656.37634,637.9219,260.2361751,127588.6507,36.91109304,0.000805897,805.8970116,187014.3031
50.84375,224455.6563,194612.11,676.62445,1262.5469,260.2361751,127588.6507,36.91109304,0.000778243,778.2427575,187792.5459
50.875,225083.5469,195294.05,681.94226,627.8906,260.2361751,127588.6507,36.91109304,0.00076282,762.8197878,188555.3656
50.8984375,226408.2031,195985.22,691.17474,1324.6562,260.2361751,127588.6507,36.91109304,0.000753843,753.8433644,189309.209
50.90625,227065.9375,196704.84,719.6201,657.7344,260.2361751,127588.6507,36.91109304,0.000740543,740.5425583,190049.7516
50.9765625,227711.2969,197395.72,690.873,645.3594,260.2361751,127588.6507,36.91109304,0.000684064,684.0640931,190733.8157
51,228941.9688,197928.69,532.9621,1230.6719,260.2361751,127588.6507,36.91109304,0.000515863,515.8633439,191249.679
50.8046875,229184.6719,198248.17,319.4855,242.7031,260.2361751,127588.6507,36.91109304,0.000381869,381.8687374,191631.5477
48.7578125,229184.6719,198522.16,273.98117,0,260.2361751,127588.6507,36.91109304,0.000378588,378.5880069,192010.1357
46.5234375,229184.6719,198784.25,262.0895,0,260.2361751,127588.6507,36.91109304,0.000377541,377.5409277,192387.6767
44.09375,229184.6719,199044.86,260.60995,0,260.2361751,127588.6507,36.91109304,0.000322181,322.1805041,192709.8572
42.078125,229184.6719,199309.2,264.34763,0,260.2361751,127588.6507,36.91109304,0.000260663,260.6630323,192970.5202
39.6953125,229392.0313,199592.78,283.5778,207.3594,260.2361751,127588.6507,36.91109304,0.000186571,186.570725,193157.0909
38.1796875,229713.0156,199926.72,333.93002,320.9843,260.2361751,127588.6507,36.91109304,0.000145153,145.153015,193302.244
37.2890625,230381.6719,200294.23,367.52142,668.6563,260.2361751,127588.6507,36.91109304,0.000120187,120.1871507,193422.4311
36.6640625,230706.9219,200674.42,380.1952,325.25,260.2361751,127588.6507,36.91109304,0.000146492,146.4915442,193568.9226
36.125,231412.2813,201075.1,400.67636,705.3594,260.2361751,127588.6507,36.91109304,0.00028945,289.4503223,193858.373
35.75,231796.7344,201514.12,439.03778,384.4531,260.2361751,127588.6507,36.91109304,0.000424589,424.5886283,194282.9616
35.625,232632.8906,201994.92,480.79974,836.1562,260.2361751,127588.6507,36.91109304,0.000462159,462.1591639,194745.1208
35.75,233090.0938,202482.48,487.55557,457.2032,260.2361751,127588.6507,36.91109304,0.000480619,480.6193724,195225.7401
35.875,234004.7188,202961.14,478.65094,914.625,260.2361751,127588.6507,36.91109304,0.000481343,481.3433394,195707.0835
35.953125,234450.5625,203434.88,473.72818,445.8437,260.2361751,127588.6507,36.91109304,0.000495953,495.9527444,196203.0362
36,234901.9063,203911.1,476.21213,451.3438,260.2361751,127588.6507,36.91109304,0.000517443,517.4428414,196720.4791
36.125,235764.2031,204358.03,446.9312,862.2968,260.2361751,127588.6507,36.91109304,0.000539041,539.0413588,197259.5204
36,236188.4219,204794.38,436.34528,424.2188,260.2361751,127588.6507,36.91109304,0.000527448,527.4480973,197786.9685
35.8203125,236964.8906,205233.56,439.1929,776.4687,260.2361751,127588.6507,36.91109304,0.000512273,512.2727904,198299.2413
35.7265625,237357.0156,205627.62,394.06384,392.125,260.2361751,127588.6507,36.91109304,0.000434686,434.6858155,198733.9271
35.4765625,237888.2813,205937.58,309.95215,531.2657,260.2361751,127588.6507,36.91109304,0.000339548,339.5476124,199073.4747
34.625,238126.8281,206176.4,238.82336,238.5468,260.2361751,127588.6507,36.91109304,0.000316131,316.131291,199389.606
31.75,238736.25,206448.45,272.05423,609.4219,260.2361751,127588.6507,36.91109304,0.000290121,290.1205874,199679.7266
29.796875,238813.5,206722.52,274.063,77.25,260.2361751,127588.6507,36.91109304,0.00030461,304.6098211,199984.3364
27.28125,238813.5,206982.61,260.09427,0,260.2361751,127588.6507,36.91109304,0.000323669,323.6690427,200308.0055
23.9296875,238813.5,207229.02,246.41272,0,260.2361751,127588.6507,36.91109304,0.000324935,324.9353792,200632.9409
20.890625,238813.5,207469.1,240.0719,0,260.2361751,127588.6507,36.91109304,0.000319474,319.4739503,200952.4148
17.8203125,239161.75,207705.31,236.22607,348.25,260.2361751,127588.6507,36.91109304,0.000301488,301.4878728,201253.9027
15.8984375,239427.5938,207940.34,235.0307,265.8438,260.2361751,127588.6507,36.91109304,0.00029134,291.3396464,201545.2423
13.3125,239664.2344,208171.97,231.61966,236.6406,260.2361751,127588.6507,36.91109304,0.000296997,296.9971454,201842.2395
9.3046875,240124.5781,208396.55,224.57935,460.3437,260.2361751,127588.6507,36.91109304,0.000296915,296.9146818,202139.1542
6.1484375,240350.1719,208619.55,222.99693,225.5938,260.2361751,127588.6507,36.91109304,0.000281017,281.0166306,202420.1708
3.515625,240780.9688,208843.6,224.04974,430.7969,260.2361751,127588.6507,36.91109304,0.000236678,236.6783434,202656.8491
0.75,240975.3906,209082.55,238.94827,194.4218,260.2361751,127588.6507,36.91109304,0.000214764,214.764168,202871.6133
0.015625,241355.625,209341,258.45306,380.2344,260.2361751,127588.6507,36.91109304,0.000234162,234.1623877,203105.7757
0,241526.7813,209598.89,257.8956,171.1563,260.2361751,127588.6507,36.91109304,0.000231673,231.6725769,203337.4483
0,241901.5625,209853.16,254.2603,374.7812,260.2361751,127588.6507,36.91109304,0.000228984,228.9840792,203566.4323
0,242097.5156,210105.34,252.19101,195.9531,260.2361751,127588.6507,36.91109304,0.000233002,233.0019892,203799.4343
0,242479.2031,210356.28,250.94528,381.6875,260.2361751,127588.6507,36.91109304,0.000229615,229.614765,204029.0491
0,242670.3906,210606.47,250.18192,191.1875,260.2361751,127588.6507,36.91109304,0.000225092,225.0916691,204254.1408
0,243080.2188,210856.25,249.78053,409.8282,260.2361751,127588.6507,36.91109304,0.000232382,232.381501,204486.5223
0,243268.25,211105.95,249.70671,188.0312,260.2361751,127588.6507,36.91109304,0.000235107,235.1073047,204721.6296
0,243670.7813,211356.05,250.08801,402.5313,260.2361751,127588.6507,36.91109304,0.000233781,233.7809281,204955.4105
0,243909.4219,211607.11,251.059,238.6406,260.2361751,127588.6507,36.91109304,0.000234012,234.0122147,205189.4227
0,244360.8594,211859.84,252.72842,451.4375,260.2361751,127588.6507,36.91109304,0.000235819,235.8194442,205425.2422
0,244616.625,212115.2,255.36494,255.7656,260.2361751,127588.6507,36.91109304,0.000229646,229.6457097,205654.8879
0,245121.7344,212374.36,259.16287,505.1094,260.2361751,127588.6507,36.91109304,0.000232426,232.4260771,205887.3139
0,245372.5625,212638.88,264.51074,250.8281,260.2361751,127588.6507,36.91109304,0.000224537,224.5369685,206111.8509
0,245609.7188,212911.83,272.95883,237.1563,260.2361751,127588.6507,36.91109304,0.00022801,228.0100868,206339.861
0,246085.5938,213201.73,289.91333,475.875,260.2361751,127588.6507,36.91109304,0.00025459,254.5897564,206594.4508
0,246318.9063,213531.94,330.20972,233.3125,260.2361751,127588.6507,36.91109304,0.000345078,345.0782357,206939.529
0,246913.3281,214003,471.06854,594.4218,260.2361751,127588.6507,36.91109304,0.000398835,398.835359,207338.3643
2.8125,247565.375,214634.95,631.9462,652.0469,260.2361751,127588.6507,36.91109304,0.000523482,523.4816554,207861.846
7.0859375,248469.5,215320.8,685.83746,904.125,260.2361751,127588.6507,36.91109304,0.000715369,715.3694629,208577.2155
10.6171875,248956.7344,215956.42,635.61975,487.2344,260.2361751,127588.6507,36.91109304,0.000698533,698.5328674,209275.7483
12.96875,249976.8125,216551.2,594.7803,1020.0781,260.2361751,127588.6507,36.91109304,0.000574593,574.5929723,209850.3413
15,250393.0781,216990.84,439.6455,416.2656,260.2361751,127588.6507,36.91109304,0.000548898,548.8980389,210399.2393
15.375,251158.3125,217368.67,377.8228,765.2344,260.2361751,127588.6507,36.91109304,0.000557496,557.4964879,210956.7358
15.125,251534.2188,217746.62,377.94717,375.9063,260.2361751,127588.6507,36.91109304,0.000563484,563.4835767,211520.2194
15,251919.6563,218132.05,385.42688,385.4375,260.2361751,127588.6507,36.91109304,0.000553187,553.1873299,212073.4067
14.875,252658.0156,218527.25,395.20523,738.3593,260.2361751,127588.6507,36.91109304,0.000548214,548.2135129,212621.6203
14.875,253055.6875,218914.1,386.83972,397.6719,260.2361751,127588.6507,36.91109304,0.000538998,538.9979365,213160.6182
14.875,253744.25,219243.95,329.85785,688.5625,260.2361751,127588.6507,36.91109304,0.000450706,450.7056281,213611.3238
14.125,254043.3594,219520.03,276.08444,299.1094,260.2361751,127588.6507,36.91109304,0.00035273,352.7302328,213964.054
11.7734375,254291.875,219774.44,254.41302,248.5156,260.2361751,127588.6507,36.91109304,0.000297516,297.5163487,214261.5704
9,254707.0781,220018.78,244.33922,415.2031,260.2361751,127588.6507,36.91109304,0.000275334,275.3342447,214536.9046
6.9140625,254938.9375,220256.1,237.30498,231.8594,260.2361751,127588.6507,36.91109304,0.000283502,283.5018764,214820.4065
3.8984375,255349.2188,220488.12,232.03049,410.2813,260.2361751,127588.6507,36.91109304,0.000244947,244.9473607,215065.3539
0.875,255520.125,220739.6,251.47427,170.9062,260.2361751,127588.6507,36.91109304,0.000220063,220.0634594,215285.4173
0.125,255881.2031,221013.05,273.45004,361.0781,260.2361751,127588.6507,36.91109304,0.000238485,238.4851962,215523.9025
0,256060.7813,221286.05,273.00684,179.5782,260.2361751,127588.6507,36.91109304,0.00023021,230.2104639,215754.113
0,256414.7031,221554.17,268.12683,353.9218,260.2361751,127588.6507,36.91109304,0.000231114,231.1138882,215985.2269
0,256601.25,221818.78,264.6031,186.5469,260.2361751,127588.6507,36.91109304,0.000229557,229.5568616,216214.7837
0,256964.4063,222080.97,262.18842,363.1563,260.2361751,127588.6507,36.91109304,0.000226288,226.2875987,216441.0713
0,257138.8438,222341.27,260.2903,174.4375,260.2361751,127588.6507,36.91109304,0.000227842,227.8419491,216668.9133
0,257531.0469,222600.02,258.7502,392.2031,260.2361751,127588.6507,36.91109304,0.000229245,229.2449204,216898.1582
0,257707.8906,222857.47,257.44785,176.8437,260.2361751,127588.6507,36.91109304,0.000227968,227.9679038,217126.1261
0,258077.75,223113.86,256.3876,369.8594,260.2361751,127588.6507,36.91109304,0.000226549,226.5493027,217352.6754
0,258268.1406,223369.47,255.6157,190.3906,260.2361751,127588.6507,36.91109304,0.000225329,225.3285286,217578.004
0,258661.3281,223624.69,255.21321,393.1875,260.2361751,127588.6507,36.91109304,0.000220824,220.8240907,217798.828
0,258840.7188,223879.95,255.26204,179.3907,260.2361751,127588.6507,36.91109304,0.000229441,229.440829,218028.2689
0,259223.4688,224135.86,255.90636,382.75,260.2361751,127588.6507,36.91109304,0.000223293,223.2934684,218251.5623
0,259421.5313,224393.19,257.32712,198.0625,260.2361751,127588.6507,36.91109304,0.000226243,226.2429907,218477.8053
0,259624.7969,224652.95,259.76987,203.2656,260.2361751,127588.6507,36.91109304,0.00022764,227.6399492,218705.4453
0,260059.9375,224916.44,263.48862,435.1406,260.2361751,127588.6507,36.91109304,0.000226272,226.2717964,218931.7171
0,260297.2031,225185.33,268.89798,237.2656,260.2361751,127588.6507,36.91109304,0.000225163,225.1627793,219156.8799
0,260746.7188,225462.9,277.5809,449.5157,260.2361751,127588.6507,36.91109304,0.0002235,223.5004576,219380.3803
0,260981.7344,225757.34,294.43695,235.0156,260.2361751,127588.6507,36.91109304,0.000228898,228.8983199,219609.2786
0,261573.3125,226090.5,333.15814,591.5781,260.2361751,127588.6507,36.91109304,0.000319997,319.9971441,219929.2758
0,261929.0938,226547.52,457.01797,355.7813,260.2361751,127588.6507,36.91109304,0.000452381,452.3810119,220381.6568
2.25,262573.0469,227174.08,626.5563,643.9531,260.2361751,127588.6507,36.91109304,0.000536833,536.8334401,220918.4902
5.546875,263192.8906,228008.16,834.0818,619.8437,260.2361751,127588.6507,36.91109304,0.000754837,754.8371723,221673.3274
10.8359375,264129.2813,228634.69,626.52496,936.3907,260.2361751,127588.6507,36.91109304,0.00074508,745.0799932,222418.4074
12.75,264661.4688,229206.25,571.569,532.1875,260.2361751,127588.6507,36.91109304,0.000555836,555.8363794,222974.2438
14.9921875,265408.9375,229627.52,421.25885,747.4687,260.2361751,127588.6507,36.91109304,0.000567121,567.1208178,223541.3646
14.7890625,265816.2656,230135.78,508.26727,407.3281,260.2361751,127588.6507,36.91109304,0.000670994,670.9944807,224212.3591
16.1640625,266910.9219,231014.69,878.9101,1094.6563,260.2361751,127588.6507,36.91109304,0.000892427,892.4270478,225104.7861
18.578125,267740.7656,232571.27,1556.5714,829.8437,260.2361751,127588.6507,36.91109304,0.001009245,1009.244844,226114.031
22.9140625,268911.6406,234745.16,2173.8918,1170.875,260.2361751,127588.6507,36.91109304,0.001045889,1045.88945,227159.9204
28.703125,271354.0938,236555.45,1810.2913,2442.4532,260.2361751,127588.6507,36.91109304,0.001051422,1051.42201,228211.3424
32.3203125,271998.7813,237427,871.5391,644.6875,260.2361751,127588.6507,36.91109304,0.000905427,905.4274376,229116.7699
33.4375,272803.7188,237927.36,500.35986,804.9375,260.2361751,127588.6507,36.91109304,0.000681046,681.0463667,229797.8162
32.875,273183.4844,238393.38,466.02332,379.7656,260.2361751,127588.6507,36.91109304,0.000620239,620.2394433,230418.0557
32.390625,273583.0156,238883.89,490.5233,399.5312,260.2361751,127588.6507,36.91109304,0.000611119,611.1186443,231029.1743
32,274492.9688,239424.17,540.27686,909.9532,260.2361751,127588.6507,36.91109304,0.000612698,612.6975948,231641.8719
31.9140625,275019.1406,240012.17,587.9974,526.1718,260.2361751,127588.6507,36.91109304,0.000615617,615.6166392,232257.4886
