Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE
0,189.73499999999999,338.18268,338.18268,189.73499999999999,143.7049962558088,44611.51335394491,36.25304291871556
0,541.2660000000001,631.91675,293.73407,351.53100000000006,143.7049962558088,44611.51335394491,36.25304291871556
0,1117.953,945.7523,313.83557,576.6869999999999,143.7049962558088,44611.51335394491,36.25304291871556
0,1625.5,1285.1201,339.36786,507.547,143.7049962558088,44611.51335394491,36.25304291871556
0,2663.297,1696.2454,411.12518,1037.797,143.7049962558088,44611.51335394491,36.25304291871556
1,3275.25,2172.3057,476.06036,611.953,143.7049962558088,44611.51335394491,36.25304291871556
3,3561.672,2606.8901,434.5845,286.422,143.7049962558088,44611.51335394491,36.25304291871556
4,4065.1560000000004,3062.587,455.69672,503.4840000000004,143.7049962558088,44611.51335394491,36.25304291871556
5,4459.7029999999995,3537.5159,474.92892,394.54699999999957,143.7049962558088,44611.51335394491,36.25304291871556
6,4790.4529999999995,4013.2786,475.76263,330.75,143.7049962558088,44611.51335394491,36.25304291871556
7,5169.843999999999,4436.59,423.31134,379.3909999999996,143.7049962558088,44611.51335394491,36.25304291871556
7,5593.281,4937.861,501.27118,423.4370000000008,143.7049962558088,44611.51335394491,36.25304291871556
8,6007.735,5449.457,511.59628,414.4539999999997,143.7049962558088,44611.51335394491,36.25304291871556
9,6468.9529999999995,5963.142,513.68506,461.21799999999985,143.7049962558088,44611.51335394491,36.25304291871556
10,6946.641,6460.893,497.7511,477.6880000000001,143.7049962558088,44611.51335394491,36.25304291871556
11,7305.968999999999,6861.4805,400.58725,359.3279999999995,143.7049962558088,44611.51335394491,36.25304291871556
11,7494.3279999999995,7190.4004,328.9199,188.35900000000038,143.7049962558088,44611.51335394491,36.25304291871556
10,7617.75,7496.455,306.05466,123.42200000000048,143.7049962558088,44611.51335394491,36.25304291871556
8,7874.3279999999995,7870.6025,374.1474,256.5779999999995,143.7049962558088,44611.51335394491,36.25304291871556
8,8265.969000000001,8176.231,305.6285,391.64100000000053,143.7049962558088,44611.51335394491,36.25304291871556
7,8730.672,8439.684,263.45285,464.7029999999995,143.7049962558088,44611.51335394491,36.25304291871556
5,9218.735,8702.192,262.50858,488.0630000000001,143.7049962558088,44611.51335394491,36.25304291871556
1,9790.719000000001,9023.163,320.97046,571.9840000000004,143.7049962558088,44611.51335394491,36.25304291871556
