Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE
12,926.2659999999996,1119.8138,1119.8138,926.2659999999996,233.3598931715853,125172.41331952895,61.752762812663256
14,3868.7969999999987,3825.7036,2705.89,2942.530999999999,233.3598931715853,125172.41331952895,61.752762812663256
22,6157.953999999998,5855.4966,2029.793,2289.1569999999992,233.3598931715853,125172.41331952895,61.752762812663256
27,6844.484999999997,6445.49,589.99384,686.530999999999,233.3598931715853,125172.41331952895,61.752762812663256
26,7919.5,7243.9404,798.45044,1075.015000000003,233.3598931715853,125172.41331952895,61.752762812663256
27,9996.546999999999,8538.77,1294.8289,2077.0469999999987,233.3598931715853,125172.41331952895,61.752762812663256
30,11209.312999999998,9629.042,1090.2721,1212.7659999999996,233.3598931715853,125172.41331952895,61.752762812663256
32,12036.875999999997,10290.718,661.6757,827.5629999999983,233.3598931715853,125172.41331952895,61.752762812663256
32,12931.594000000001,10955.094,664.37604,894.7180000000044,233.3598931715853,125172.41331952895,61.752762812663256
32,14703.249999999996,11811.253,856.1589,1771.6559999999954,233.3598931715853,125172.41331952895,61.752762812663256
33,15836.094000000001,12659.78,848.527,1132.8440000000046,233.3598931715853,125172.41331952895,61.752762812663256
34,16949.484999999997,13305.861,646.08093,1113.390999999996,233.3598931715853,125172.41331952895,61.752762812663256
34,17664.406999999996,13899.515,593.6534,714.9219999999987,233.3598931715853,125172.41331952895,61.752762812663256
34,18383.296999999995,14330.571,431.0571,718.8899999999994,233.3598931715853,125172.41331952895,61.752762812663256
33,18679.641,14663.123,332.5522,296.3440000000046,233.3598931715853,125172.41331952895,61.752762812663256
31,18679.641,14984.278,321.15485,0.0,233.3598931715853,125172.41331952895,61.752762812663256
29,18679.641,15290.189,305.91144,0.0,233.3598931715853,125172.41331952895,61.752762812663256
27,18679.641,15555.24,265.0504,0.0,233.3598931715853,125172.41331952895,61.752762812663256
25,18679.641,15778.506,223.26538,0.0,233.3598931715853,125172.41331952895,61.752762812663256
20,18679.641,16029.508,251.00174,0.0,233.3598931715853,125172.41331952895,61.752762812663256
