Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE
0,235.156,331.51575,331.51575,235.156,601.0985950109801,820939.7373211558,39.66354125927619
0,481.016,619.41113,287.89536,245.86,601.0985950109801,820939.7373211558,39.66354125927619
0,880.3130000000001,922.8777,303.46655,399.297,601.0985950109801,820939.7373211558,39.66354125927619
0,1329.422,1235.1418,312.26416,449.1089999999999,601.0985950109801,820939.7373211558,39.66354125927619
0,1695.906,1550.4043,315.26242,366.4839999999999,601.0985950109801,820939.7373211558,39.66354125927619
0,2129.813,1866.3225,315.91815,433.90700000000015,601.0985950109801,820939.7373211558,39.66354125927619
0,2552.313,2181.5244,315.20193,422.5,601.0985950109801,820939.7373211558,39.66354125927619
0,2882.844,2495.7786,314.25406,330.53099999999995,601.0985950109801,820939.7373211558,39.66354125927619
0,3232.906,2809.1677,313.38907,350.0619999999999,601.0985950109801,820939.7373211558,39.66354125927619
0,3601.406,3121.9204,312.75272,368.5,601.0985950109801,820939.7373211558,39.66354125927619
0,3898.828,3434.4106,312.4902,297.422,601.0985950109801,820939.7373211558,39.66354125927619
0,4234.282,3747.2502,312.83966,335.4540000000002,601.0985950109801,820939.7373211558,39.66354125927619
0,4591.688,4061.5342,314.28403,357.40599999999995,601.0985950109801,820939.7373211558,39.66354125927619
0,4907.0470000000005,4379.7173,318.18292,315.3590000000004,601.0985950109801,820939.7373211558,39.66354125927619
0,5392.6720000000005,4705.4937,325.77643,485.625,601.0985950109801,820939.7373211558,39.66354125927619
0,6212.032,5058.695,353.20123,819.3599999999997,601.0985950109801,820939.7373211558,39.66354125927619
0,6858.438,5524.9478,466.25308,646.406,601.0985950109801,820939.7373211558,39.66354125927619
2,7371.391,6036.184,511.23615,512.9529999999995,601.0985950109801,820939.7373211558,39.66354125927619
4,7767.485,6564.593,528.40875,396.09400000000005,601.0985950109801,820939.7373211558,39.66354125927619
6,8147.438,7029.0063,464.41364,379.95300000000043,601.0985950109801,820939.7373211558,39.66354125927619
7,8672.562999999998,7499.852,470.8455,525.1249999999991,601.0985950109801,820939.7373211558,39.66354125927619
8,9268.391,7950.5347,450.6824,595.8280000000013,601.0985950109801,820939.7373211558,39.66354125927619
9,9629.953,8279.6045,329.06992,361.5619999999999,601.0985950109801,820939.7373211558,39.66354125927619
8,10034.766,8608.366,328.76147,404.8130000000001,601.0985950109801,820939.7373211558,39.66354125927619
7,10429.891,8933.095,324.7283,395.125,601.0985950109801,820939.7373211558,39.66354125927619
6,10743.734999999999,9251.637,318.5415,313.84399999999914,601.0985950109801,820939.7373211558,39.66354125927619
4,11105.219,9690.504,438.8672,361.4840000000004,601.0985950109801,820939.7373211558,39.66354125927619
4,11718.891,10335.478,644.97345,613.6720000000005,601.0985950109801,820939.7373211558,39.66354125927619
6,12404.687999999998,11248.984,913.5066,685.7969999999987,601.0985950109801,820939.7373211558,39.66354125927619
10,13303.219,12061.54,812.5558,898.5310000000009,601.0985950109801,820939.7373211558,39.66354125927619
13,13649.421999999999,12640.827,579.2874,346.2029999999995,601.0985950109801,820939.7373211558,39.66354125927619
14,14101.905999999999,13248.052,607.2248,452.4840000000004,601.0985950109801,820939.7373211558,39.66354125927619
15,15175.953,14136.597,888.54456,1074.0470000000005,601.0985950109801,820939.7373211558,39.66354125927619
18,15802.641,14754.616,618.0197,626.6880000000001,601.0985950109801,820939.7373211558,39.66354125927619
19,16370.265999999998,15245.872,491.25613,567.6249999999982,601.0985950109801,820939.7373211558,39.66354125927619
19,16852.453,15747.762,501.88947,482.1870000000017,601.0985950109801,820939.7373211558,39.66354125927619
19,17391.735,16269.587,521.825,539.2819999999992,601.0985950109801,820939.7373211558,39.66354125927619
19,17756.328,16825.5,555.9129,364.59300000000076,601.0985950109801,820939.7373211558,39.66354125927619
19,18670.656000000003,17518.838,693.3376,914.3280000000013,601.0985950109801,820939.7373211558,39.66354125927619
20,19743.641,18387.479,868.6414,1072.984999999997,601.0985950109801,820939.7373211558,39.66354125927619
22,20537.828,19133.818,746.34076,794.1870000000017,601.0985950109801,820939.7373211558,39.66354125927619
23,21444.766,19842.996,709.1775,906.9379999999983,601.0985950109801,820939.7373211558,39.66354125927619
24,22320.735,20600.426,757.4288,875.969000000001,601.0985950109801,820939.7373211558,39.66354125927619
25,23028.906000000003,21466.717,866.29034,708.1710000000021,601.0985950109801,820939.7373211558,39.66354125927619
26,24589.016,22958.555,1491.8384,1560.109999999997,601.0985950109801,820939.7373211558,39.66354125927619
29,26686.875,25024.145,2065.5889,2097.8590000000004,601.0985950109801,820939.7373211558,39.66354125927619
33,29109.578,27334.959,2310.8152,2422.7030000000013,601.0985950109801,820939.7373211558,39.66354125927619
37,31885.938000000002,29675.914,2340.9546,2776.3600000000006,601.0985950109801,820939.7373211558,39.66354125927619
41,32539.266,30563.93,888.01514,653.3279999999977,601.0985950109801,820939.7373211558,39.66354125927619
41,34406.125,32414.766,1850.8358,1866.859000000004,601.0985950109801,820939.7373211558,39.66354125927619
44,36938.032,34530.613,2115.846,2531.9069999999992,601.0985950109801,820939.7373211558,39.66354125927619
47,38371.155999999995,35647.754,1117.139,1433.1239999999962,601.0985950109801,820939.7373211558,39.66354125927619
48,38974.282,36402.145,754.39026,603.1260000000038,601.0985950109801,820939.7373211558,39.66354125927619
48,40116.687999999995,37533.125,1130.9791,1142.4059999999954,601.0985950109801,820939.7373211558,39.66354125927619
49,42253.485,39256.113,1722.9885,2136.797000000006,601.0985950109801,820939.7373211558,39.66354125927619
51,44774.125,41608.926,2352.8113,2520.6399999999994,601.0985950109801,820939.7373211558,39.66354125927619
54,45822.375,42648.035,1039.1096,1048.25,601.0985950109801,820939.7373211558,39.66354125927619
