Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE
0,1011.797,497.45242,497.45242,1011.797,143.96365091435285,75044.01943669072,21.993665796550516
0,1931.203,930.1012,432.6488,919.406,143.96365091435285,75044.01943669072,21.993665796550516
0,2595.656,1361.4436,431.34244,664.453,143.96365091435285,75044.01943669072,21.993665796550516
0,3124.375,1785.0308,423.5872,528.719,143.96365091435285,75044.01943669072,21.993665796550516
0,3712.5780000000004,2198.4094,413.37872,588.2030000000004,143.96365091435285,75044.01943669072,21.993665796550516
0,4315.782,2603.695,405.28555,603.2039999999997,143.96365091435285,75044.01943669072,21.993665796550516
0,4951.828,3005.307,401.61185,636.0460000000003,143.96365091435285,75044.01943669072,21.993665796550516
0,5535.235,3409.2837,403.97693,583.4069999999992,143.96365091435285,75044.01943669072,21.993665796550516
0,6150.313,3823.6418,414.35822,615.0780000000004,143.96365091435285,75044.01943669072,21.993665796550516
0,6676.235,4258.6562,435.01453,525.9219999999996,143.96365091435285,75044.01943669072,21.993665796550516
0,7348.532,4730.191,471.53445,672.2970000000005,143.96365091435285,75044.01943669072,21.993665796550516
0,9281.875,5298.127,567.9362,1933.3430000000008,143.96365091435285,75044.01943669072,21.993665796550516
0,10649.141,6341.597,1043.4703,1367.2659999999996,143.96365091435285,75044.01943669072,21.993665796550516
5,11530.687999999998,7261.353,919.756,881.5469999999987,143.96365091435285,75044.01943669072,21.993665796550516
8,12814.703,8240.399,979.0461,1284.0150000000012,143.96365091435285,75044.01943669072,21.993665796550516
11,13921.328,9143.036,902.637,1106.625,143.96365091435285,75044.01943669072,21.993665796550516
13,14966.016,9950.423,807.38666,1044.688,143.96365091435285,75044.01943669072,21.993665796550516
14,16102.265999999998,10670.633,720.21027,1136.2499999999982,143.96365091435285,75044.01943669072,21.993665796550516
14,17049.203,11392.931,722.29767,946.9370000000017,143.96365091435285,75044.01943669072,21.993665796550516
14,17935.766,12106.646,713.7163,886.5629999999983,143.96365091435285,75044.01943669072,21.993665796550516
14,18897.86,12813.628,706.98126,962.094000000001,143.96365091435285,75044.01943669072,21.993665796550516
14,19838.094,13521.851,708.2223,940.2340000000004,143.96365091435285,75044.01943669072,21.993665796550516
14,20810.672000000002,14293.401,771.55096,972.5780000000013,143.96365091435285,75044.01943669072,21.993665796550516
15,21726.922000000002,14903.894,610.4926,916.25,143.96365091435285,75044.01943669072,21.993665796550516
15,22308.782,15332.1455,428.25177,581.859999999997,143.96365091435285,75044.01943669072,21.993665796550516
13,22800.422000000002,15699.839,367.69293,491.64000000000306,143.96365091435285,75044.01943669072,21.993665796550516
10,23298.391,16037.576,337.73706,497.9689999999973,143.96365091435285,75044.01943669072,21.993665796550516
7,23615.797000000002,16347.747,310.17047,317.4060000000027,143.96365091435285,75044.01943669072,21.993665796550516
1,23988.953,16787.477,439.72986,373.15599999999904,143.96365091435285,75044.01943669072,21.993665796550516
0,24330.766,17203.895,416.41782,341.8129999999983,143.96365091435285,75044.01943669072,21.993665796550516
0,24676.141,17589.668,385.77356,345.375,143.96365091435285,75044.01943669072,21.993665796550516
0,25056.61,17965.795,376.12653,380.46900000000096,143.96365091435285,75044.01943669072,21.993665796550516
0,25442.625,18335.75,369.95474,386.0149999999994,143.96365091435285,75044.01943669072,21.993665796550516
0,25724.766,18697.576,361.8264,282.1409999999996,143.96365091435285,75044.01943669072,21.993665796550516
0,26054.766,19047.19,349.61407,330.0,143.96365091435285,75044.01943669072,21.993665796550516
0,26406.578,19383.467,336.2781,351.8120000000017,143.96365091435285,75044.01943669072,21.993665796550516
0,26733.485,19694.219,310.75195,326.90699999999924,143.96365091435285,75044.01943669072,21.993665796550516
0,27065.969,19955.053,260.83478,332.4840000000004,143.96365091435285,75044.01943669072,21.993665796550516
0,27438.406000000003,20104.857,149.80373,372.4370000000017,143.96365091435285,75044.01943669072,21.993665796550516
0,27774.891,20036.91,-67.94751,336.48499999999694,143.96365091435285,75044.01943669072,21.993665796550516
0,28144.219,20501.764,464.85327,369.32800000000134,143.96365091435285,75044.01943669072,21.993665796550516
0,28534.016,20905.594,403.82993,389.79699999999866,143.96365091435285,75044.01943669072,21.993665796550516
0,28883.485,21309.26,403.66632,349.46900000000096,143.96365091435285,75044.01943669072,21.993665796550516
0,29269.844,21705.291,396.03125,386.3590000000004,143.96365091435285,75044.01943669072,21.993665796550516
0,29680.5,22091.215,385.9247,410.65599999999904,143.96365091435285,75044.01943669072,21.993665796550516
0,30053.625,22475.346,384.13095,373.125,143.96365091435285,75044.01943669072,21.993665796550516
0,30444.156000000003,22863.426,388.08096,390.5310000000027,143.96365091435285,75044.01943669072,21.993665796550516
0,30871.86,23265.447,402.0216,427.7039999999979,143.96365091435285,75044.01943669072,21.993665796550516
0,31254.282,23696.186,430.73816,382.42199999999866,143.96365091435285,75044.01943669072,21.993665796550516
0,32125.203,24204.281,508.096,870.9210000000021,143.96365091435285,75044.01943669072,21.993665796550516
0,32743.891,25076.533,872.25104,618.6879999999983,143.96365091435285,75044.01943669072,21.993665796550516
4,33333.812999999995,25921.98,845.44714,589.9219999999987,143.96365091435285,75044.01943669072,21.993665796550516
7,33977.219,26755.57,833.59076,643.4060000000027,143.96365091435285,75044.01943669072,21.993665796550516
9,34894.297,27767.04,1011.46796,917.0780000000013,143.96365091435285,75044.01943669072,21.993665796550516
12,35926.265999999996,28708.576,941.5365,1031.9689999999973,143.96365091435285,75044.01943669072,21.993665796550516
14,36281.515999999996,29506.885,798.30865,355.25,143.96365091435285,75044.01943669072,21.993665796550516
14,37321.812999999995,30654.318,1147.4341,1040.2969999999987,143.96365091435285,75044.01943669072,21.993665796550516
16,38425.577999999994,31930.203,1275.8849,1103.7649999999994,143.96365091435285,75044.01943669072,21.993665796550516
18,40013.985,33498.31,1568.1051,1588.4070000000065,143.96365091435285,75044.01943669072,21.993665796550516
21,41548.812999999995,35367.246,1868.9386,1534.827999999994,143.96365091435285,75044.01943669072,21.993665796550516
25,42987.140999999996,37070.758,1703.5132,1438.3280000000013,143.96365091435285,75044.01943669072,21.993665796550516
28,44395.687999999995,38542.758,1471.9995,1408.5469999999987,143.96365091435285,75044.01943669072,21.993665796550516
30,45491.765999999996,39791.375,1248.6185,1096.0780000000013,143.96365091435285,75044.01943669072,21.993665796550516
31,46198.077999999994,40847.59,1056.2164,706.3119999999981,143.96365091435285,75044.01943669072,21.993665796550516
31,47220.235,41898.598,1051.0087,1022.1570000000065,143.96365091435285,75044.01943669072,21.993665796550516
31,48393.515999999996,42948.035,1049.4384,1173.2809999999954,143.96365091435285,75044.01943669072,21.993665796550516
31,49411.0,43989.445,1041.412,1017.484000000004,143.96365091435285,75044.01943669072,21.993665796550516
31,50445.452999999994,45028.855,1039.41,1034.452999999994,143.96365091435285,75044.01943669072,21.993665796550516
31,51539.469,46066.113,1037.2587,1094.0160000000033,143.96365091435285,75044.01943669072,21.993665796550516
31,52506.952999999994,47120.586,1054.473,967.4839999999967,143.96365091435285,75044.01943669072,21.993665796550516
31,53545.827999999994,48349.0,1228.4158,1038.875,143.96365091435285,75044.01943669072,21.993665796550516
32,54621.937999999995,49364.773,1015.7745,1076.1100000000006,143.96365091435285,75044.01943669072,21.993665796550516
32,55548.405999999995,50221.94,857.1693,926.4680000000008,143.96365091435285,75044.01943669072,21.993665796550516
31,56511.562999999995,51236.996,1015.05505,963.1569999999992,143.96365091435285,75044.01943669072,21.993665796550516
31,57567.969,52250.777,1013.78125,1056.4060000000027,143.96365091435285,75044.01943669072,21.993665796550516
31,58523.812999999995,53251.883,1001.1041,955.8439999999973,143.96365091435285,75044.01943669072,21.993665796550516
31,59534.532,54257.297,1005.41254,1010.7190000000046,143.96365091435285,75044.01943669072,21.993665796550516
31,60615.032,55395.008,1137.7122,1080.5,143.96365091435285,75044.01943669072,21.993665796550516
32,61553.015999999996,56227.465,832.4577,937.9839999999967,143.96365091435285,75044.01943669072,21.993665796550516
32,62574.094,56782.945,555.4815,1021.0780000000013,143.96365091435285,75044.01943669072,21.993665796550516
32,63627.672,57746.77,963.8253,1053.5780000000013,143.96365091435285,75044.01943669072,21.993665796550516
32,64568.765999999996,58646.555,899.78674,941.0939999999973,143.96365091435285,75044.01943669072,21.993665796550516
32,65563.156,59523.457,876.90106,994.3900000000067,143.96365091435285,75044.01943669072,21.993665796550516
32,66623.141,60379.473,856.01526,1059.9850000000006,143.96365091435285,75044.01943669072,21.993665796550516
32,67579.266,61186.637,807.1652,956.125,143.96365091435285,75044.01943669072,21.993665796550516
32,68311.375,61804.867,618.2293,732.1089999999967,143.96365091435285,75044.01943669072,21.993665796550516
31,69128.625,62279.98,475.11136,817.25,143.96365091435285,75044.01943669072,21.993665796550516
29,69641.156,62682.59,402.60913,512.5310000000027,143.96365091435285,75044.01943669072,21.993665796550516
26,70095.438,63116.164,433.573,454.28199999999197,143.96365091435285,75044.01943669072,21.993665796550516
24,70571.28199999999,63471.594,355.42923,475.8439999999973,143.96365091435285,75044.01943669072,21.993665796550516
21,70968.578,63815.766,344.17328,397.2960000000021,143.96365091435285,75044.01943669072,21.993665796550516
18,71310.25,64148.957,333.19226,341.67200000000594,143.96365091435285,75044.01943669072,21.993665796550516
15,71584.78199999999,64475.176,326.21814,274.53199999999197,143.96365091435285,75044.01943669072,21.993665796550516
12,71776.0,64810.555,335.3805,191.21800000000803,143.96365091435285,75044.01943669072,21.993665796550516
9,72005.0,65190.35,379.79517,229.0,143.96365091435285,75044.01943669072,21.993665796550516
8,72294.125,65464.562,274.21182,289.125,143.96365091435285,75044.01943669072,21.993665796550516
4,72548.016,65778.05,313.48355,253.89100000000326,143.96365091435285,75044.01943669072,21.993665796550516
0,72920.828,66172.78,394.73117,372.8119999999908,143.96365091435285,75044.01943669072,21.993665796550516
0,73297.453,66512.79,340.00616,376.625,143.96365091435285,75044.01943669072,21.993665796550516
0,73617.344,66834.35,321.5587,319.89100000000326,143.96365091435285,75044.01943669072,21.993665796550516
0,73986.0,67146.26,311.90866,368.6560000000027,143.96365091435285,75044.01943669072,21.993665796550516
0,74378.938,67451.664,305.40594,392.93799999999464,143.96365091435285,75044.01943669072,21.993665796550516
0,74730.75,67754.67,303.0096,351.81200000000536,143.96365091435285,75044.01943669072,21.993665796550516
0,75078.156,68054.71,300.0413,347.4060000000027,143.96365091435285,75044.01943669072,21.993665796550516
0,75443.54699999999,68351.97,297.2594,365.3909999999887,143.96365091435285,75044.01943669072,21.993665796550516
0,75793.03199999999,68646.32,294.34778,349.4850000000006,143.96365091435285,75044.01943669072,21.993665796550516
0,76131.719,68937.84,291.5225,338.68700000000536,143.96365091435285,75044.01943669072,21.993665796550516
0,76524.438,69229.51,291.66287,392.7189999999973,143.96365091435285,75044.01943669072,21.993665796550516
0,76874.313,69520.42,290.9125,349.875,143.96365091435285,75044.01943669072,21.993665796550516
0,77250.67199999999,69810.75,290.33063,376.35899999999674,143.96365091435285,75044.01943669072,21.993665796550516
0,77644.641,70100.586,289.83286,393.9690000000119,143.96365091435285,75044.01943669072,21.993665796550516
0,77995.985,70389.94,289.3488,351.3439999999973,143.96365091435285,75044.01943669072,21.993665796550516
0,78337.985,70679.26,289.32245,342.0,143.96365091435285,75044.01943669072,21.993665796550516
0,78712.875,70971.945,292.68845,374.8899999999994,143.96365091435285,75044.01943669072,21.993665796550516
0,79048.969,71267.734,295.78802,336.0939999999973,143.96365091435285,75044.01943669072,21.993665796550516
0,79407.125,71567.02,299.28583,358.1560000000027,143.96365091435285,75044.01943669072,21.993665796550516
0,79811.92199999999,71871.15,304.12448,404.7969999999914,143.96365091435285,75044.01943669072,21.993665796550516
0,80772.625,72195.8,324.65225,960.7030000000086,143.96365091435285,75044.01943669072,21.993665796550516
0,81862.188,72618.016,422.22058,1089.5629999999946,143.96365091435285,75044.01943669072,21.993665796550516
3,82601.313,72979.13,361.11917,739.125,143.96365091435285,75044.01943669072,21.993665796550516
7,83222.156,73893.19,914.05646,620.843000000008,143.96365091435285,75044.01943669072,21.993665796550516
9,84075.656,74752.445,859.2582,853.5,143.96365091435285,75044.01943669072,21.993665796550516
11,85162.844,75745.47,993.0251,1087.1879999999946,143.96365091435285,75044.01943669072,21.993665796550516
14,85431.125,76391.445,645.9727,268.2810000000027,143.96365091435285,75044.01943669072,21.993665796550516
14,86123.406,77224.91,833.46313,692.2810000000027,143.96365091435285,75044.01943669072,21.993665796550516
15,87285.953,78439.36,1214.4492,1162.5469999999914,143.96365091435285,75044.01943669072,21.993665796550516
18,88175.92199999999,79549.234,1109.8741,889.9689999999973,143.96365091435285,75044.01943669072,21.993665796550516
20,89266.844,80697.29,1148.0576,1090.922000000006,143.96365091435285,75044.01943669072,21.993665796550516
22,90308.735,81900.84,1203.5543,1041.8910000000033,143.96365091435285,75044.01943669072,21.993665796550516
24,91224.79699999999,83130.47,1229.6255,916.0619999999908,143.96365091435285,75044.01943669072,21.993665796550516
26,92262.86,84222.375,1091.9062,1038.0630000000092,143.96365091435285,75044.01943669072,21.993665796550516
27,93505.578,85568.54,1346.1641,1242.7179999999935,143.96365091435285,75044.01943669072,21.993665796550516
29,94856.594,87030.63,1462.0945,1351.0160000000033,143.96365091435285,75044.01943669072,21.993665796550516
31,96876.67199999999,88763.89,1733.2578,2020.077999999994,143.96365091435285,75044.01943669072,21.993665796550516
34,97564.625,89793.97,1030.0793,687.9530000000086,143.96365091435285,75044.01943669072,21.993665796550516
34,98742.594,91033.52,1239.5569,1177.9689999999973,143.96365091435285,75044.01943669072,21.993665796550516
35,99851.61,92362.43,1328.9056,1109.0160000000033,143.96365091435285,75044.01943669072,21.993665796550516
36,101342.625,93766.94,1404.5095,1491.0149999999994,143.96365091435285,75044.01943669072,21.993665796550516
37,102971.313,95535.98,1769.0392,1628.6879999999946,143.96365091435285,75044.01943669072,21.993665796550516
39,104509.53199999999,97378.79,1842.8119,1538.2189999999973,143.96365091435285,75044.01943669072,21.993665796550516
41,106262.719,99253.98,1875.1842,1753.1870000000054,143.96365091435285,75044.01943669072,21.993665796550516
43,107930.156,101162.086,1908.1123,1667.4370000000054,143.96365091435285,75044.01943669072,21.993665796550516
45,109762.688,103054.71,1892.6266,1832.531999999992,143.96365091435285,75044.01943669072,21.993665796550516
47,111385.016,104547.414,1492.703,1622.3280000000086,143.96365091435285,75044.01943669072,21.993665796550516
48,112542.86,105727.15,1179.7318,1157.8439999999973,143.96365091435285,75044.01943669072,21.993665796550516
48,113792.344,107171.36,1444.2107,1249.4839999999967,143.96365091435285,75044.01943669072,21.993665796550516
49,115020.266,108323.58,1152.22,1227.922000000006,143.96365091435285,75044.01943669072,21.993665796550516
49,116126.03199999999,109436.336,1112.7574,1105.7659999999887,143.96365091435285,75044.01943669072,21.993665796550516
49,117286.985,110550.75,1114.4146,1160.9530000000086,143.96365091435285,75044.01943669072,21.993665796550516
49,118481.985,111663.17,1112.42,1195.0,143.96365091435285,75044.01943669072,21.993665796550516
49,119525.86,112769.07,1105.9003,1043.875,143.96365091435285,75044.01943669072,21.993665796550516
49,120637.906,113862.52,1093.4495,1112.046000000002,143.96365091435285,75044.01943669072,21.993665796550516
49,121803.828,114944.38,1081.8561,1165.9219999999914,143.96365091435285,75044.01943669072,21.993665796550516
49,122853.906,116009.414,1065.0275,1050.0780000000086,143.96365091435285,75044.01943669072,21.993665796550516
49,123957.42199999999,117049.15,1039.733,1103.5159999999887,143.96365091435285,75044.01943669072,21.993665796550516
49,125127.42199999999,118018.86,969.70966,1170.0,143.96365091435285,75044.01943669072,21.993665796550516
49,125924.61,118682.41,663.547,797.1880000000092,143.96365091435285,75044.01943669072,21.993665796550516
48,126658.844,119142.48,460.07312,734.2339999999967,143.96365091435285,75044.01943669072,21.993665796550516
46,127249.438,119547.914,405.4412,590.5939999999973,143.96365091435285,75044.01943669072,21.993665796550516
