Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE
0,222.234,351.274,351.274,222.234,1180.1630311443275,3099429.193879087,65.04951660985449
0,476.562,648.5527,297.2787,254.32799999999997,1180.1630311443275,3099429.193879087,65.04951660985449
0,842.297,957.70135,309.14868,365.73500000000007,1180.1630311443275,3099429.193879087,65.04951660985449
0,1250.937,1278.1494,320.448,408.6399999999999,1180.1630311443275,3099429.193879087,65.04951660985449
0,1919.812,1615.6945,337.54507,668.875,1180.1630311443275,3099429.193879087,65.04951660985449
0,2625.609,2010.9224,395.22784,705.797,1180.1630311443275,3099429.193879087,65.04951660985449
1,3170.344,2421.1611,410.23877,544.7350000000001,1180.1630311443275,3099429.193879087,65.04951660985449
2,3501.562,2879.6821,458.52094,331.21799999999985,1180.1630311443275,3099429.193879087,65.04951660985449
3,3830.016,3455.0754,575.3934,328.4540000000002,1180.1630311443275,3099429.193879087,65.04951660985449
5,4299.5470000000005,4058.6533,603.57794,469.53099999999995,1180.1630311443275,3099429.193879087,65.04951660985449
7,4709.234,4589.2754,530.6219,409.6869999999999,1180.1630311443275,3099429.193879087,65.04951660985449
8,5344.25,5144.54,555.26447,635.0159999999996,1180.1630311443275,3099429.193879087,65.04951660985449
9,6236.625,5822.5825,678.0425,892.375,1180.1630311443275,3099429.193879087,65.04951660985449
11,7117.578,6536.1943,713.6117,880.9530000000004,1180.1630311443275,3099429.193879087,65.04951660985449
13,7899.531000000001,7221.4463,685.252,781.9530000000004,1180.1630311443275,3099429.193879087,65.04951660985449
15,8280.655999999999,7637.4707,416.0242,381.1249999999991,1180.1630311443275,3099429.193879087,65.04951660985449
14,8765.187,8185.941,548.4702,484.53100000000086,1180.1630311443275,3099429.193879087,65.04951660985449
15,9174.844,8590.964,405.0232,409.65699999999924,1180.1630311443275,3099429.193879087,65.04951660985449
14,9562.875,9060.982,470.019,388.03100000000086,1180.1630311443275,3099429.193879087,65.04951660985449
14,9904.016,9492.296,431.31357,341.1409999999996,1180.1630311443275,3099429.193879087,65.04951660985449
