Speed,Actual,Predicted_sum,Predicted,rate
0,949.875,183.79659,183.79659,949.875
0,1671.0780000000013,439.0969,255.30031,721.2030000000013
0,2199.8899999999994,690.1528,251.05588,528.8119999999981
0,2708.6399999999994,929.1271,238.9743,508.75
0,3232.5780000000013,1158.3008,229.17365,523.9380000000019
0,3732.3120000000054,1381.0088,222.708,499.734000000004
0,4198.859000000004,1599.8706,218.86182,466.54699999999866
0,4651.389999999999,1816.5876,216.71706,452.5309999999954
0,5142.797000000006,2032.1515,215.56383,491.4070000000065
0,5589.422000000006,2247.0972,214.9457,446.625
0,6048.656000000003,2461.6936,214.59647,459.23399999999674
0,6522.359000000004,2676.0671,214.3735,473.70300000000134
0,6955.406000000003,2890.2722,214.20497,433.04699999999866
0,7404.047000000006,3104.3293,214.05724,448.64100000000326
0,7881.297000000006,3318.2463,213.91705,477.25
0,8293.047000000006,3532.0269,213.7806,411.75
0,8721.797000000006,3745.6743,213.64749,428.75
0,9176.312000000005,3959.1934,213.51906,454.5149999999994
0,9584.719000000005,4172.5903,213.39696,408.40699999999924
0,10008.922000000006,4385.8726,213.28232,424.20300000000134
0,10405.719000000005,4599.0483,213.17593,396.79699999999866
0,10761.343,4812.1265,213.07826,355.62399999999616
0,11111.953000000001,5025.1157,212.98904,350.6100000000006
0,11486.875,5238.024,212.9083,374.92199999999866
0,11782.969000000005,5450.8594,212.83556,296.0940000000046
0,12128.109000000004,5663.63,212.77032,345.1399999999994
0,12477.75,5876.3423,212.71219,349.640999999996
0,12802.031000000003,6089.003,212.66052,324.2810000000027
0,13148.797000000006,6301.6177,212.61469,346.76600000000326
0,13520.687000000005,6514.192,212.57433,371.8899999999994
0,13865.031000000003,6726.7305,212.53864,344.3439999999973
0,14217.953000000001,6939.238,212.50728,352.92199999999866
0,14588.453000000001,7151.718,212.47993,370.5
0,14925.906000000003,7364.174,212.45602,337.45300000000134
0,15278.062000000005,7576.609,212.43523,352.1560000000027
0,15657.39,7789.026,212.41722,379.32799999999406
0,15992.437000000005,8001.4272,212.4016,335.04700000000594
0,16357.297000000006,8213.815,212.38815,364.8600000000006
0,16726.172000000006,8426.192,212.37653,368.875
0,17077.328,8638.559,212.36665,351.1559999999954
0,17430.687000000005,8850.917,212.35811,353.359000000004
0,17798.812000000005,9063.269,212.3511,368.125
0,18143.875,9275.613,212.34505,345.06299999999464
0,18510.64,9487.953,212.34012,366.7649999999994
0,18879.687000000005,9700.289,212.33594,369.04700000000594
0,19224.297000000006,9912.621,212.33247,344.6100000000006
0,19567.608999999997,10124.951,212.32967,343.3119999999908
0,19951.625,10337.278,212.32748,384.01600000000326
0,20281.172000000006,10549.6045,212.32574,329.54700000000594
0,20638.593000000008,10761.929,212.32446,357.4210000000021
0,21009.108999999997,10974.252,212.32353,370.5159999999887
0,21356.015,11186.575,212.32288,346.9060000000027
0,21710.89,11398.897,212.3226,354.875
0,22090.593000000008,11611.22,212.32243,379.7030000000086
0,22436.343000000008,11823.542,212.32239,345.75
0,22779.25,12035.864,212.32259,342.90699999999197
0,23157.75,12248.1875,212.32298,378.5
0,23491.562000000005,12460.511,212.32335,333.81200000000536
0,23860.797000000006,12672.835,212.32388,369.2350000000006
0,24246.45300000001,12885.159,212.32434,385.6560000000027
0,24574.031000000003,13097.484,212.32498,327.57799999999406
0,24942.218999999997,13309.811,212.32571,368.18799999999464
0,25298.20300000001,13522.137,212.32645,355.9840000000113
0,25645.14,13734.464,212.32722,346.9369999999908
0,25997.64,13946.792,212.32793,352.5
0,26387.983999999997,14159.121,212.32875,390.3439999999973
0,26712.906000000003,14371.45,212.32957,324.92200000000594
0,27059.172000000006,14583.78,212.33028,346.26600000000326
0,27461.64,14796.111,212.33104,402.4679999999935
0,27781.343000000008,15008.443,212.33197,319.7030000000086
0,28133.968999999997,15220.776,212.33261,352.6259999999893
0,28520.781000000003,15433.11,212.33368,386.81200000000536
0,28845.562000000005,15645.445,212.33463,324.7810000000027
0,29202.20300000001,15857.781,212.33556,356.64100000000326
0,29574.64,16070.118,212.33672,372.4369999999908
0,29908.343000000008,16282.456,212.33789,333.7030000000086
0,30268.70300000001,16494.795,212.33905,360.3600000000006
0,30672.218999999997,16707.135,212.3405,403.5159999999887
0,30982.562000000005,16919.477,212.34229,310.34300000000803
0,31350.062000000005,17131.82,212.34435,367.5
0,31717.093000000008,17344.168,212.34683,367.0310000000027
0,32055.875,17556.518,212.35008,338.78199999999197
0,32409.125,17768.871,212.35391,353.25
0,32790.437000000005,17981.23,212.35893,381.31200000000536
0,33123.734,18193.596,212.36537,333.2969999999914
0,33484.75,18405.969,212.37376,361.01600000000326
0,33865.765,18618.354,212.38506,381.0149999999994
0,34181.437000000005,18830.754,212.39958,315.67200000000594
0,34543.969,19043.172,212.41858,362.53199999999197
0,34902.531,19255.615,212.44296,358.56200000000536
0,35254.656,19468.088,212.47327,352.125
0,35619.734,19680.598,212.50893,365.07799999999406
0,36020.375,19893.145,212.54744,400.64100000000326
0,36328.359,20105.727,212.58263,307.98399999999674
0,36682.906,20318.328,212.6016,354.54700000000594
0,37051.89,20530.908,212.5801,368.98399999999674
0,37388.969,20743.38,212.47298,337.0789999999979
0,37734.797000000006,20955.578,212.19817,345.8280000000086
0,38121.219,21167.174,211.59659,386.4219999999914
0,38446.937000000005,21377.463,210.2883,325.71800000000803
0,38799.57800000001,21583.479,206.01566,352.64100000000326
0,39196.406,21788.803,205.3243,396.82799999999406
0,39499.14,21993.883,205.08006,302.73399999999674
0,39843.281,22198.955,205.0728,344.14100000000326
0,40207.734,22404.105,205.14981,364.45299999999406
0,40552.125,22609.338,205.23207,344.39100000000326
0,40887.734,22814.629,205.29187,335.60899999999674
0,41285.265,23019.957,205.32742,397.5310000000027
0,41595.45300000001,23225.3,205.34471,310.1880000000092
0,41956.57800000001,23430.652,205.35059,361.125
0,42327.125,23636.004,205.35078,370.5469999999914
0,42648.265,23841.352,205.34839,321.1399999999994
0,43005.297000000006,24046.697,205.3453,357.0320000000065
0,43387.562000000005,24252.04,205.34247,382.2649999999994
0,43696.82800000001,24457.379,205.34032,309.26600000000326
0,44048.82800000001,24662.717,205.33882,352.0
0,44413.672000000006,24868.055,205.33817,364.8439999999973
0,44744.219,25073.393,205.33807,330.5469999999914
0,45093.656,25278.73,205.33838,349.43700000000536
0,45490.484,25484.07,205.33922,396.82799999999406
0,45789.57800000001,25689.41,205.34026,299.0940000000119
0,46137.64,25894.752,205.34146,348.0619999999908
0,46507.25,26100.094,205.34276,369.6100000000006
0,46841.719,26305.438,205.34409,334.4689999999973
0,47182.765,26510.783,205.34555,341.0460000000021
0,47556.172000000006,26716.13,205.34698,373.4070000000065
0,47877.406,26921.479,205.34839,321.23399999999674
0,48222.219,27126.828,205.34964,344.81299999999464
0,48596.687000000005,27332.18,205.35098,374.46800000000803
0,48926.297000000006,27537.531,205.35208,329.6100000000006
