Speed,gear,Predicted_sum,Predicted
0.0,0.0,183.9425,183.9425
0.0,0.0,439.41766,255.47516
0.0,0.0,690.50507,251.0874
0.0,0.0,929.2036,238.69858
0.0,0.0,1157.5774,228.3738
0.0,0.0,1378.6942,221.1168
0.0,0.0,1594.8782,216.18399
0.0,0.0,1807.51,212.6318
0.0,0.0,2017.1787,209.66867
0.0,0.0,2224.0,206.82133
0.0,0.0,2430.3345,206.33446
0.0,0.0,2668.2747,237.94008
0.0,0.0,3230.0215,561.74677
3.73984375,0.0,4145.1714,915.1499
7.900857301,1.0,5150.886,1005.71497
11.43572443,1.0,6057.8945,907.0085
14.53251689,1.0,6671.2905,613.396
15.434418,1.0,7089.773,418.48264
15.20485343,2.0,7470.1587,380.3859
15.24652778,2.0,7840.288,370.12964
15.02876106,2.0,8199.976,359.68732
14.5984375,2.0,8558.741,358.76532
14.30385785,2.0,8912.761,354.01907
14.49090909,2.0,9221.021,308.26074
14.13465909,2.0,9490.715,269.69308
11.23863002,2.0,9748.229,257.5135
6.482646571,1.0,10016.369,268.14017
4.470579955,1.0,10279.094,262.7245
1.636269358,0.0,10536.218,257.12366
0.0,0.0,10788.294,252.07571
0.0,0.0,11030.288,241.99384
0.0,0.0,11261.961,231.67244
0.0,0.0,11486.238,224.27776
0.0,0.0,11705.6045,219.36621
0.0,0.0,11921.842,216.23737
0.0,0.0,12136.132,214.29025
0.0,0.0,12349.225,213.09248
0.0,0.0,12561.581,212.35608
0.0,0.0,12773.478,211.89667
0.0,0.0,12985.078,211.60027
0.0,0.0,13196.475,211.3961
0.0,0.0,13407.712,211.23715
0.0,0.0,13618.791,211.07875
0.0,0.0,13829.6455,210.85455
0.0,0.0,14040.096,210.4502
0.0,0.0,14249.773,209.67729
0.0,0.0,14458.006,208.23233
0.0,0.0,14663.623,205.6171
0.0,0.0,14864.845,201.22137
0.0,0.0,15061.737,196.89288
0.0,0.0,15287.119,225.3817
0.036036036,0.0,15870.58,583.4606
5.15234375,0.0,16686.457,815.8776
9.234656532,1.0,17437.277,750.8199
11.83615057,1.0,18128.662,691.3844
13.80701754,1.0,18875.842,747.17957
