Speed,gear,Predicted_sum,Predicted
15.1297433,2.0,204525.67,395.8786
15.02672697,2.0,204913.11,387.43945
14.93496622,2.0,205274.67,361.56335
14.84572072,2.0,205586.69,312.0121
14.17299107,2.0,205860.92,274.23196
11.61704673,2.0,206129.1,268.17047
9.447301136,2.0,206392.48,263.3977
6.094517299,1.0,206654.61,262.13077
2.255047013,1.0,206916.08,261.4729
0.0,0.0,207177.67,261.59085
0.0,0.0,207427.95,250.2759
0.0,0.0,207665.4,237.45842
0.0,0.0,207893.48,228.07582
0.0,0.0,208115.27,221.77446
0.0,0.0,208333.0,217.72934
0.0,0.0,208548.2,215.19641
0.0,0.0,208761.83,213.63124
0.0,0.0,208974.5,212.66692
0.0,0.0,209186.56,212.06744
0.0,0.0,209398.25,211.68475
0.0,0.0,209609.67,211.42662
0.0,0.0,209820.9,211.23354
0.0,0.0,210031.97,211.05544
0.0,0.0,210242.8,210.82738
0.0,0.0,210453.23,210.44241
0.0,0.0,210662.95,209.72516
0.0,0.0,210871.36,208.3987
0.0,0.0,211077.38,206.01414
0.0,0.0,211279.36,201.97939
0.0,0.0,211476.73,197.37761
0.0,0.0,211693.19,216.4594
0.07300885,0.0,212187.67,494.48752
4.491908482,0.0,212938.67,751.0025
7.986172566,1.0,213798.3,859.6202
11.3988598,1.0,214719.94,921.6365
14.67699115,1.0,215648.56,928.63104
17.48057246,1.0,216577.47,928.9056
19.68806306,1.0,217585.7,1008.23157
22.08002534,1.0,218691.0,1105.2926
24.71999447,1.0,219779.9,1088.9093
26.85016741,1.0,220771.19,991.28595
28.4786036,2.0,221670.95,899.7661
29.74481471,2.0,222481.0,810.04755
30.61615044,2.0,223180.28,699.2791
31.02212389,2.0,223800.42,620.1338
31.285226,3.0,224380.52,580.10126
31.54225543,3.0,224946.62,566.1074
31.58725111,3.0,225508.12,561.5037
31.63616071,3.0,226070.23,562.1074
31.6882673,3.0,226624.0,553.7718
31.62831858,3.0,227182.5,558.493
31.64076577,3.0,227747.34,564.8371
31.66303454,3.0,228312.44,565.09644
31.6722973,3.0,228877.16,564.7172
31.69315011,3.0,229438.55,561.3873
31.68701604,3.0,229998.05,559.49786
31.67947824,3.0,230558.73,560.68555
31.68798828,3.0,231120.25,561.51373
31.70453266,3.0,231680.64,560.389
31.68268694,3.0,232248.0,567.35205
31.65987216,3.0,232834.36,586.36346
31.63521107,3.0,233452.34,617.9793
31.625,3.0,234104.22,651.8764
31.61036036,3.0,234766.66,662.4397
31.61877765,3.0,235363.95,597.2988
31.57805398,3.0,235799.98,436.026
30.97060033,3.0,236094.75,294.76282
28.61099381,3.0,236349.0,254.24849
25.75142045,4.0,236585.42,236.41554
22.74239865,4.0,236822.16,236.73985
19.49026989,4.0,237064.14,241.98125
16.39581029,3.0,237319.47,255.32547
13.41138795,3.0,237579.66,260.19443
10.37345158,2.0,237847.97,268.31448
7.291274889,2.0,238118.4,270.44107
4.776686947,1.0,238387.66,269.24905
2.133657095,0.0,238650.67,263.00818
0.0,0.0,238909.81,259.14117
0.0,0.0,239158.22,248.413
0.0,0.0,239394.6,236.37805
0.0,0.0,239622.1,227.50206
0.0,0.0,239843.53,221.432
0.0,0.0,240060.97,217.44214
0.0,0.0,240275.84,214.88112
0.0,0.0,240489.11,213.26274
0.0,0.0,240701.36,212.25117
0.0,0.0,240912.98,211.6232
0.0,0.0,241124.22,211.2342
0.0,0.0,241335.2,210.99084
0.0,0.0,241546.03,210.83157
0.0,0.0,241756.73,210.7086
0.0,0.0,241967.31,210.57063
0.0,0.0,242177.66,210.34137
0.0,0.0,242387.56,209.90036
0.0,0.0,242596.62,209.06255
0.0,0.0,242804.19,207.56479
0.0,0.0,243009.34,205.15155
0.0,0.0,243211.9,202.5604
0.0,0.0,243421.94,210.02945
0.0,0.0,243743.1,321.1562
2.551060268,0.0,244239.47,496.37656
5.891741071,1.0,244739.12,499.6576
7.618017146,1.0,245247.06,507.93707
9.044176136,1.0,245879.25,632.1851
11.19335938,1.0,246636.64,757.392
13.60421317,1.0,247452.03,815.3901
15.97767857,1.0,248271.08,819.04663
17.88727679,1.0,249117.12,846.0546
19.78844027,1.0,250009.33,892.20953
21.75085227,1.0,250923.14,913.8104
23.7168833,2.0,251847.48,924.3421
25.41743119,2.0,252816.45,968.9625
27.01477273,2.0,253862.3,1045.8394
28.49007601,2.0,255046.73,1184.4419
30.29234096,2.0,256354.4,1307.6663
32.38799779,2.0,257680.72,1326.3054
34.33833052,3.0,259016.98,1336.268
36.18191964,3.0,260413.44,1396.4598
37.94863108,3.0,261881.52,1468.0797
39.56658221,3.0,263475.66,1594.1439
41.68296596,3.0,265066.8,1591.1617
43.47663288,3.0,266568.66,1501.8455
44.86851283,3.0,268017.84,1449.1929
46.2109375,3.0,269387.03,1369.1802
47.51004464,3.0,270553.4,1166.3845
48.17560529,3.0,271534.28,980.8783
48.40843187,3.0,272448.72,914.44275
48.55629185,3.0,273360.06,911.3406
48.66692243,3.0,274287.25,927.17993
48.79164278,3.0,275221.78,934.5196
48.86559959,3.0,276154.34,932.54694
48.90185547,3.0,277070.72,916.3724
48.80803571,3.0,277976.5,905.7903
48.6932714,3.0,278866.9,890.4033
48.6882673,4.0,279699.8,832.9108
48.68044801,4.0,280438.12,738.31665
48.57038103,4.0,280964.7,526.5504
48.0359933,4.0,281277.97,313.28693
46.27025719,4.0,281514.6,236.63985
43.91145833,4.0,281733.0,218.41727
41.464774,4.0,281951.12,218.13947
39.15956858,4.0,282176.47,225.33212
36.95647321,4.0,282426.8,250.33514
35.21533203,4.0,282752.1,325.29642
34.29954955,4.0,283234.94,482.84305
34.26699561,4.0,283849.1,614.1666
34.44420631,4.0,284508.0,658.9057
34.76891447,4.0,285140.3,632.3252
34.94026549,4.0,285742.0,601.6987
35.06919643,4.0,286331.94,589.93964
35.15154867,4.0,286931.72,599.79034
35.26967076,4.0,287549.12,617.39087
35.38695652,4.0,288181.9,632.77484
35.49916295,4.0,288813.4,631.50165
35.56284265,4.0,289405.72,592.30444
35.43604812,4.0,289928.97,523.26526
35.18141593,4.0,290341.0,412.0449
34.67522321,4.0,290618.88,277.86047
33.14181083,4.0,290831.0,212.13286
30.36931818,4.0,291034.22,203.20953
28.11257102,5.0,291225.7,191.45578
25.56333705,4.0,291433.1,207.40144
22.32862216,4.0,291651.6,218.51428
18.7296875,4.0,291880.12,228.51814
14.51597691,3.0,292125.88,245.75055
10.65576604,3.0,292385.88,259.98755
8.189541104,2.0,292658.7,272.82224
6.188964844,1.0,292928.56,269.87036
3.053977273,1.0,293191.4,262.84564
0.0,0.0,293457.94,266.52524
0.0,0.0,293714.0,256.0721
0.0,0.0,293956.0,242.01468
0.0,0.0,294187.38,231.37395
0.0,0.0,294411.34,223.97134
0.0,0.0,294630.34,219.0084
0.0,0.0,294846.1,215.73483
0.0,0.0,295059.7,213.5826
0.0,0.0,295271.84,212.14847
0.0,0.0,295482.97,211.13951
0.0,0.0,295693.28,210.31357
0.0,0.0,295902.7,209.41591
0.0,0.0,296110.78,208.10124
0.0,0.0,296316.6,205.81221
0.0,0.0,296518.22,201.61002
0.0,0.0,296712.6,194.3626
0.0,0.0,296899.7,187.0941
0.0,0.0,297126.47,226.76782
0.0,0.0,297763.6,637.1246
3.73984375,0.0,298757.28,993.6982
7.900857301,1.0,299741.78,984.5058
11.43572443,1.0,301101.28,1359.4978
14.53251689,1.0,301894.53,793.25287
15.434418,1.0,302320.47,425.92435
15.20485343,2.0,302689.66,369.1826
15.24652778,2.0,303053.97,364.3007
15.02876106,2.0,303410.8,356.85867
14.5984375,2.0,303769.25,358.44357
14.30385785,2.0,304123.1,353.83917
14.49090909,2.0,304428.66,305.54938
14.13465909,2.0,304694.47,265.80234
11.23863002,2.0,304948.97,254.49602
6.482646571,1.0,305215.1,266.14023
4.470579955,1.0,305476.44,261.3329
1.636269358,0.0,305732.56,256.13034
0.0,0.0,305983.9,251.35529
0.0,0.0,306225.34,241.42976
0.0,0.0,306456.56,231.21356
0.0,0.0,306680.47,223.9013
0.0,0.0,306899.53,219.05666
0.0,0.0,307115.5,215.98183
0.0,0.0,307329.56,214.07805
0.0,0.0,307542.47,212.91473
0.0,0.0,307754.7,212.20543
0.0,0.0,307966.47,211.76752
0.0,0.0,308177.97,211.48798
0.0,0.0,308389.28,211.2972
0.0,0.0,308600.44,211.14874
0.0,0.0,308811.44,210.99873
0.0,0.0,309022.22,210.78136
0.0,0.0,309232.6,210.38243
0.0,0.0,309442.22,209.61397
0.0,0.0,309650.4,208.17378
0.0,0.0,309855.97,205.56453
0.0,0.0,310057.16,201.17795
0.0,0.0,310254.03,196.86603
0.0,0.0,310479.44,225.40234
0.036036036,0.0,311063.16,583.7131
5.15234375,0.0,311879.22,816.0766
9.234656532,1.0,312630.16,750.93225
11.83615057,1.0,313321.62,691.4553
13.80701754,1.0,314068.88,747.2354
15.99818638,1.0,314933.3,864.442
18.38469587,1.0,315929.72,996.4107
20.74324324,1.0,317095.75,1166.0347
23.51569602,1.0,318391.4,1295.6562
26.62614679,1.0,319632.2,1240.7717
29.02608817,1.0,320687.62,1055.4297
30.89659091,2.0,321482.78,795.1627
31.60795455,2.0,322103.62,620.8521
31.73230088,2.0,322660.3,556.69653
31.784776,3.0,323201.28,540.98285
31.88400901,3.0,323761.6,560.2991
31.93470982,3.0,324339.78,578.1791
32.01836993,3.0,324926.9,587.11536
32.09513274,3.0,325509.84,582.9324
32.16891892,3.0,326071.2,561.3458
32.15167511,3.0,326603.8,532.63745
32.01192801,3.0,327117.7,513.886
31.81884766,3.0,327625.88,508.197
31.62942478,3.0,328136.75,510.87872
31.43679617,3.0,328662.53,525.7905
31.31584821,3.0,329213.16,550.6105
31.34236726,3.0,329776.03,562.8801
31.37168142,3.0,330342.6,566.5527
31.38727679,3.0,330917.84,575.2499
31.3993284,3.0,331513.34,595.51404
31.45054408,3.0,332133.1,619.7488
31.47536599,3.0,332779.75,646.64886
31.5,3.0,333436.3,656.5715
31.50553097,3.0,334048.12,611.7973
31.5,3.0,334525.4,477.2915
31.1694552,3.0,334843.22,317.82764
29.22453962,3.0,335104.28,261.06802
26.58509291,4.0,335340.22,235.941
24.00652174,4.0,335575.0,234.78818
21.96581135,4.0,335807.84,232.85132
19.02878289,4.0,336043.94,236.08925
15.57196101,3.0,336297.16,253.2316
13.05033186,3.0,336556.4,259.26425
10.37317005,2.0,336820.3,263.9011
6.737486173,2.0,337082.9,262.5966
2.665433114,1.0,337350.66,267.7531
0.0,0.0,337622.62,271.9807
0.0,0.0,337882.56,259.9301
0.0,0.0,338127.16,244.5917
0.0,0.0,338360.2,233.04135
0.0,0.0,338585.28,225.0879
0.0,0.0,338805.12,219.8353
0.0,0.0,339021.56,216.44429
0.0,0.0,339235.84,214.28749
0.0,0.0,339448.78,212.93051
0.0,0.0,339660.88,212.08324
0.0,0.0,339872.44,211.55629
0.0,0.0,340083.66,211.22664
0.0,0.0,340294.66,211.01396
0.0,0.0,340505.53,210.85986
0.0,0.0,340716.25,210.70938
0.0,0.0,340926.75,210.48991
0.0,0.0,341136.84,210.09181
0.0,0.0,341346.2,209.34947
0.0,0.0,341554.22,208.03229
0.0,0.0,341760.12,205.90628
0.0,0.0,341963.56,203.44516
0.0,0.0,342171.25,207.68063
0.0,0.0,342455.47,284.2274
2.030074668,0.0,342902.53,447.05115
5.207099781,1.0,343393.03,490.5019
7.034249442,1.0,343921.03,527.99365
8.607992257,1.0,344589.66,668.6287
11.10599662,1.0,345344.97,755.32465
13.59346847,1.0,346096.72,751.76013
15.796875,1.0,346815.97,719.256
17.38541667,1.0,347577.3,761.3538
19.05915179,1.0,348450.3,872.9929
21.03195383,1.0,349426.62,976.3019
23.23110795,1.0,350435.03,1008.3963
25.22522523,1.0,351435.03,999.996
26.98089489,2.0,352474.25,1039.2086
28.56422018,2.0,353635.25,1161.0148
30.35379464,2.0,354917.06,1281.8218
