Speed,gear,Predicted_sum,Predicted
0.0,0.0,183.78062,183.78062
0.0,0.0,439.0595,255.27887
0.0,0.0,690.08563,251.02614
0.0,0.0,929.02026,238.93463
0.0,0.0,1158.1431,229.12279
0.0,0.0,1380.787,222.64388
0.0,0.0,1599.5685,218.78152
0.0,0.0,1816.1843,216.61581
0.0,0.0,2031.6199,215.4356
0.0,0.0,2246.402,214.7822
0.0,0.0,2460.7903,214.38821
0.0,0.0,2674.8977,214.10745
0.0,0.0,2888.7583,213.8605
0.0,0.0,3102.3547,213.59639
0.0,0.0,3315.6177,213.26288
0.0,0.0,3528.4028,212.78505
0.0,0.0,3740.4531,212.05038
0.0,0.0,3951.3513,210.89815
0.0,0.0,4160.4785,209.12744
0.0,0.0,4367.1855,206.70686
0.0,0.0,4572.711,205.5254
0.0,0.0,4796.366,223.65547
0.149282095,0.0,5183.325,386.95908
3.565917969,0.0,5649.002,465.67685
5.737444196,1.0,6089.5093,440.50723
7.347930373,1.0,6522.1855,432.67648
8.554966518,1.0,6979.416,457.23026
9.827148438,1.0,7489.3086,509.89267
11.17180525,1.0,8083.713,594.4041
12.91186952,1.0,8750.129,666.41583
14.81529018,1.0,9440.93,690.8008
16.34036228,1.0,10188.451,747.5216
18.00485642,1.0,11024.062,835.61066
19.859375,1.0,11927.47,903.40796
21.82798423,1.0,12851.434,923.96436
23.71570796,2.0,13794.765,943.331
25.41532939,2.0,14793.23,998.4663
27.04575893,2.0,15862.489,1069.259
28.45191761,2.0,17075.67,1213.1812
30.31640625,2.0,18400.084,1324.4137
32.5390625,3.0,19715.69,1315.6052
34.51116071,3.0,20971.174,1255.4844
36.0750558,3.0,22194.238,1223.0635
37.53476914,3.0,23416.803,1222.5646
38.93889509,3.0,24646.936,1230.1334
40.03448761,3.0,25994.016,1347.0797
41.535226,3.0,27450.12,1456.1041
43.12818031,3.0,28959.4,1509.2805
44.73001126,3.0,30505.43,1546.03
46.19475446,3.0,32142.934,1637.5037
47.74156527,3.0,33924.58,1781.643
49.57114955,3.0,35810.367,1885.7903
51.45727323,3.0,37751.965,1941.5979
53.2321733,3.0,39768.234,2016.2703
55.13950893,3.0,41830.02,2061.7842
56.96647727,3.0,43910.16,2080.1414
58.69175502,3.0,46011.336,2101.1768
60.28714364,3.0,48167.023,2155.6858
61.84702846,3.410714286,50443.035,2276.012
63.67606534,4.0,52828.65,2385.6143
65.69694293,4.0,55165.39,2336.7427
67.63491848,4.0,57187.71,2022.3223
68.96704545,4.0,58745.05,1557.3387
69.30308315,4.0,59972.035,1226.9836
69.26603982,4.0,61050.75,1078.7153
69.16413164,4.752212389,62098.367,1047.6152
69.13399833,5.0,63228.65,1130.2832
69.22949219,5.0,64423.395,1194.7479
69.38386824,5.0,65613.0,1189.6024
69.46311937,5.0,66773.89,1160.8898
69.5721792,5.0,67862.484,1088.5939
69.54652309,5.0,68870.94,1008.4535
69.38966557,5.0,69839.695,968.7577
69.19602273,5.0,70800.36,960.665
69.02260045,5.0,71754.95,954.5903
68.8062221,5.0,72721.72,966.76843
68.63530144,5.0,73705.67,983.95044
68.48796453,5.0,74702.24,996.5676
68.37334071,5.0,75703.18,1000.941
68.24651228,5.0,76715.234,1012.0553
68.11172566,5.0,77760.664,1045.4259
68.09983407,5.0,78808.12,1047.4567
68.05482577,5.0,79842.484,1034.3674
67.9765625,5.0,80881.93,1039.4423
67.95052083,5.0,81920.34,1038.4113
67.90695383,5.0,82960.664,1040.3192
67.89083241,5.0,84007.39,1046.725
67.8286781,5.0,85097.92,1090.5308
67.82741477,5.0,86261.766,1163.8424
67.92508371,5.0,87490.68,1228.9127
68.13848175,5.0,88734.87,1244.1907
68.37345158,5.0,89944.04,1209.169
68.5684458,5.0,91091.734,1147.697
68.59839527,5.0,92222.76,1131.022
68.6817286,5.0,93343.83,1121.0729
68.71156529,5.0,94460.15,1116.3201
68.75718471,5.0,95570.89,1110.7432
68.75823103,5.0,96687.53,1116.6396
68.83544482,5.0,97783.98,1096.4479
68.79208896,5.0,98883.555,1099.5784
68.8296875,5.0,99979.734,1096.1781
68.83279855,5.0,101066.78,1087.0465
68.81111726,5.0,102161.7,1094.9226
68.84514509,5.0,103254.414,1092.7114
68.83953263,5.0,104355.12,1100.7068
68.83907645,5.0,105485.46,1130.3463
68.84272204,5.0,106666.46,1180.9994
68.87458882,5.0,107902.58,1236.1196
68.875,5.0,109190.055,1287.477
68.89651989,5.0,110460.836,1270.7839
68.88344595,5.0,111568.01,1107.1685
68.92560529,5.0,112257.34,689.3375
68.42643805,5.902654867,112521.22,263.8785
67.2406529,6.0,112575.3,54.076427
65.05571546,6.0,112565.08,-10.218918
62.18531813,6.0,112552.1,-12.97839
59.01555398,6.0,112555.29,3.1901524
55.8429827,6.0,112592.85,37.56065
53.45228041,6.0,112685.53,92.67701
51.52829392,6.0,112893.32,207.79196
50.62609649,5.929824561,113249.42,356.09775
49.89303977,5.0,113760.555,511.12946
49.24623081,4.333333333,114416.99,656.4348
48.9711698,4.0,115146.125,729.13135
48.74524457,4.0,115922.664,776.5377
48.67215402,4.0,116753.66,830.99066
48.6663644,4.0,117644.82,891.1629
48.88971819,4.0,118530.9,886.0813
49.11345409,4.0,119340.836,809.9363
49.168349,4.0,120072.586,731.74615
49.00267455,4.0,120790.73,718.1387
48.8629386,4.0,121536.17,745.4486
48.8184458,4.0,122301.83,765.65424
48.79438606,4.0,123076.97,775.1404
48.78318584,4.0,123857.71,780.74274
48.78304757,4.0,124641.0,783.28687
48.79831414,4.0,125420.516,779.5128
48.79225852,4.0,126199.234,778.7171
48.77176339,4.0,126989.52,790.29144
48.80594308,4.0,127784.7,795.178
48.83436129,4.0,128579.2,794.49725
48.84765625,4.0,129379.055,799.85175
48.8828125,4.0,130183.11,804.0555
48.91169085,4.0,130991.24,808.1347
48.97184685,4.0,131791.98,800.73865
48.99458607,4.0,132583.66,791.67145
49.00456305,4.0,133369.22,785.561
49.01304408,4.0,134145.8,776.5752
49.0,4.0,134913.83,768.03687
48.9642955,4.0,135679.95,766.1186
48.92250279,4.0,136451.1,771.1364
48.90345982,4.0,137224.03,772.9366
48.88253838,4.0,137994.66,770.6295
48.86732577,4.0,138756.69,762.0363
48.80752212,4.0,139518.06,761.37146
48.78125,4.0,140273.6,755.5367
48.72676991,4.0,141021.1,747.5078
48.6581167,4.0,141763.86,742.7655
48.60279605,4.0,142495.08,731.2193
48.49135045,4.0,143223.98,728.9025
48.42021571,4.0,143945.67,721.6882
48.31872235,4.0,144658.72,713.05096
48.18581081,4.0,145376.42,717.7052
48.10407366,4.0,146094.44,718.0199
48.01963496,4.0,146807.95,713.5148
47.92708333,4.0,147522.55,714.5999
47.83808075,4.0,148249.47,726.9244
47.76884594,4.0,149002.34,752.876
47.68969298,4.0,149814.05,811.70105
47.78615874,4.0,150669.38,855.3224
48.02604167,4.0,151495.61,826.2307
48.13274336,4.0,152278.06,782.4523
48.16845703,4.0,153036.61,758.5392
48.15217091,4.0,153798.33,761.72345
48.16288717,4.0,154581.4,783.07227
48.21868025,4.0,155395.2,813.79877
48.29673673,4.0,156260.11,864.9134
48.43487279,4.0,157199.1,938.98
48.70423119,4.0,158201.6,1002.50366
49.0586635,4.0,159230.89,1029.2991
49.4560979,4.0,160234.48,1003.58636
49.81457412,4.0,161161.84,927.3542
50.15908462,4.0,161941.23,779.38586
50.04836648,4.0,162639.47,698.24005
49.91530697,4.0,163313.0,673.5279
49.80357143,4.0,163977.7,664.70123
49.61310841,4.0,164703.72,726.0185
49.46411781,4.0,165636.64,932.9227
49.63322011,4.0,166924.17,1287.5266
50.2816723,4.0,168613.83,1689.661
51.73858696,4.0,170526.12,1912.3002
53.52566964,4.0,172449.73,1923.6171
55.25801991,4.0,174280.58,1830.8385
56.40904018,4.0,176175.39,1894.8141
57.80866477,4.0,178177.86,2002.4751
59.40445243,4.0,180153.33,1975.4728
60.62070664,4.0,182095.33,1941.9996
61.62541482,4.0,184060.67,1965.3438
62.67905971,4.0,185988.92,1928.2494
63.75523158,4.0,187731.81,1742.8921
64.96970943,4.0,190563.4,2831.5928
66.08458807,4.0,193024.08,2460.6775
67.1554827,4.0,195001.27,1977.1902
68.00675676,4.0,196469.97,1468.6975
68.16413164,4.0,197609.84,1139.8749
68.01355088,4.646017699,198697.69,1087.8394
68.05619518,5.0,199892.11,1194.4199
68.29879261,5.0,201159.88,1267.7644
68.55665761,5.0,202429.64,1269.7717
68.79535398,5.0,203650.8,1221.1545
69.00605293,5.0,204769.36,1118.5612
69.13727679,5.0,205758.9,989.5518
69.20031524,5.535087719,206656.56,897.6543
69.1661036,6.0,207603.05,946.4766
69.12733004,5.280701754,208663.3,1060.2562
69.05288993,5.0,209760.77,1097.4662
69.0567286,5.0,210842.73,1081.9731
69.04145552,5.0,211894.03,1051.2924
68.9289202,5.0,212952.16,1058.1307
68.90149457,5.0,214010.86,1058.7019
68.84396115,5.0,215064.11,1053.2427
68.78016304,5.0,216118.2,1054.0929
68.73592342,5.0,217166.53,1048.3218
68.65818584,5.0,218217.48,1050.949
68.61988385,5.0,219264.03,1046.5483
68.56116273,5.0,220305.98,1041.9603
68.50089878,5.0,221351.64,1045.6561
68.42829241,5.0,222418.48,1066.8453
68.41005254,5.0,223504.94,1086.4594
68.39615597,5.0,224612.05,1107.1117
68.40941723,5.0,225739.92,1127.8761
68.48828125,5.0,226859.73,1119.8157
68.50167411,5.0,227975.94,1116.1995
68.56106086,5.0,229076.86,1100.9194
68.58330966,5.0,230156.6,1079.7313
68.54798119,5.0,231239.64,1083.0402
68.54324777,5.0,232331.61,1091.9619
68.55365044,5.0,233423.47,1091.8623
68.55785473,5.0,234512.25,1088.7858
68.55025338,5.0,235602.6,1090.341
68.56042588,5.0,236689.67,1087.0723
68.53634208,5.0,237783.23,1093.565
68.56097898,5.0,238871.56,1088.3322
