Speed,gear,Predicted_sum,Predicted
31.51860795,3.0,37275.008,641.06696
31.5,3.0,37918.633,643.6266
31.46938345,3.0,38491.875,573.2406
31.40134943,3.0,38905.504,413.6302
30.6328125,3.0,39193.184,287.68094
28.01022727,3.0,39449.613,256.42828
25.50401182,4.0,39687.254,237.64233
22.62527902,4.0,39924.676,237.42256
19.47919034,4.0,40166.54,241.86174
16.20910755,3.0,40421.496,254.95808
13.08368525,3.0,40680.895,259.3988
9.744580518,2.0,40948.914,268.01837
6.601140203,1.0,41222.836,273.92328
4.00732854,1.0,41486.457,263.61926
0.088149889,0.0,41755.066,268.61023
0.0,0.0,42014.168,259.10037
0.0,0.0,42258.695,244.52623
0.0,0.0,42491.824,233.12955
0.0,0.0,42716.992,225.16621
0.0,0.0,42936.863,219.87006
0.0,0.0,43153.305,216.44197
0.0,0.0,43367.566,214.26057
0.0,0.0,43580.457,212.88905
0.0,0.0,43792.492,212.03429
0.0,0.0,44003.996,211.50444
0.0,0.0,44215.17,211.17558
0.0,0.0,44426.14,210.9677
0.0,0.0,44636.97,210.8281
0.0,0.0,44847.684,210.71529
0.0,0.0,45058.266,210.58359
0.0,0.0,45268.633,210.36655
0.0,0.0,45478.594,209.96059
0.0,0.0,45687.812,209.21844
0.0,0.0,45895.777,207.96526
0.0,0.0,46101.97,206.19302
0.0,0.0,46307.465,205.49748
0.0,0.0,46528.164,220.69916
0.0,0.0,46908.312,380.15012
3.390076754,1.0,47439.227,530.9127
6.212681362,1.0,47928.875,489.6501
7.754882813,1.0,48421.18,492.30542
9.093404314,1.0,49017.465,596.28516
10.98099662,1.0,49746.562,729.098
13.23903383,1.0,50569.74,823.17487
15.69206305,1.0,51420.242,850.5052
17.74923949,1.0,52299.195,878.9548
19.69925459,1.0,53230.086,930.89075
21.77741228,1.0,54179.883,949.796
23.76483658,2.0,55133.8,953.91876
25.50563063,2.0,56107.965,974.1623
27.14977477,2.0,57088.707,980.74066
28.53494318,2.0,58103.914,1015.2058
29.89864865,2.0,59200.836,1096.92
31.42358827,3.0,60439.523,1238.6869
33.30855856,3.0,61802.664,1363.1407
35.18082386,3.0,63240.906,1438.244
37.03034319,3.0,64745.457,1504.5511
38.93068182,3.0,66287.27,1541.8145
40.8806108,3.0,67794.086,1506.8156
42.50760135,3.0,69263.32,1469.2378
43.86373874,3.0,70751.23,1487.9072
45.3490991,3.0,72198.05,1446.8193
46.75898783,3.0,73476.27,1278.2258
47.82833615,3.0,74505.305,1029.0278
48.136649,3.0,75402.57,897.26776
48.2734375,3.0,76281.41,878.8337
48.39583333,3.0,77178.17,896.7668
48.48324887,3.0,78123.82,945.64545
48.64606585,3.0,79128.4,1004.57697
48.84713772,3.0,80186.72,1058.3177
49.046875,3.0,81289.68,1102.9594
49.23085586,3.0,82404.57,1114.8876
49.34974888,3.0,83463.13,1058.5626
49.54950284,3.0,84290.17,827.0422
49.35281808,3.0,84809.87,519.69196
48.43729441,4.0,85138.84,328.97696
46.98983684,4.0,85386.945,248.10072
44.54265203,4.0,85610.04,223.09169
41.77062774,4.0,85839.08,229.03969
39.47780697,4.0,86099.48,260.3987
38.07142857,4.0,86389.31,289.83624
36.82769886,4.0,86698.086,308.77505
35.66259766,4.0,87039.69,341.60312
34.63546317,4.0,87473.734,434.04843
34.2953125,4.0,88026.09,552.3598
34.41477273,4.0,88618.77,592.67975
34.60728237,4.0,89174.09,555.32117
34.56215735,4.0,89711.56,537.467
34.53484513,4.0,90258.695,547.1302
34.54344846,4.0,90826.28,567.58234
34.56173949,4.0,91426.41,600.1253
34.61103429,4.0,92060.24,633.8363
34.62002212,4.0,92719.266,659.02264
34.625,4.0,93353.2,633.9351
34.63913043,4.0,93855.64,502.43497
34.55113636,4.0,94156.13,300.4959
33.43017578,4.0,94366.99,210.85822
30.246024,4.0,94570.96,203.97168
26.11697443,4.0,94784.44,213.47833
21.85712275,4.0,95015.19,230.75104
19.23423295,3.0,95266.7,251.51443
16.87260143,3.0,95523.83,257.12286
14.49556588,3.0,95783.38,259.55637
11.79525619,2.0,96047.914,264.53418
8.242606027,2.0,96313.86,265.94806
4.917116477,1.0,96581.31,267.45248
1.760184152,0.0,96846.07,264.75742
0.0,0.0,97102.875,256.80783
0.0,0.0,97343.33,240.45444
0.0,0.0,97562.914,219.58455
0.0,0.0,97756.02,193.11119
0.0,0.0,97903.48,147.44963
0.0,0.0,98023.625,120.1522
