Speed,Actual,Predicted,Predicted_Diff,Actual_Diff
0.0,0.0,921.8571,511.33899999999994,0.0
0.0,0.0,1338.9133,417.0562,0.0
0.0,0.0,1559.1228,220.20950000000016,0.0
0.0,0.0,1696.7463,137.62349999999992,0.0
0.0,0.0,1808.8923,112.14599999999996,0.0
0.0,0.0,1924.8875,115.99520000000007,0.0
0.0,0.0,2045.603,120.71550000000002,0.0
0.0,0.0,2174.5261,128.92309999999998,0.0
0.0,0.0,2318.6802,144.15409999999974,0.0
0.0,0.0,2474.32,155.63980000000038,0.0
0.0,0.0,2636.7112,162.39120000000003,0.0
0.0,0.0,2805.211,168.4997999999996,0.0
0.0,0.0,2978.127,172.91600000000017,0.0
0.0,0.0,3153.0256,174.8986,0.0
0.0,0.0,3326.9092,173.88360000000011,0.0
0.0,0.0,3491.8035,164.89429999999993,0.0
0.0,0.0,3638.8152,147.01170000000002,0.0
0.0,0.0,3758.4165,119.60129999999981,0.0
0.0,28.05586283,3876.5725,118.1560000000004,28.05586283
0.0,502.8454093,4303.887,427.3144999999995,474.78954646999995
0.0,2199.895879,5099.5557,795.6687000000002,1697.0504697000001
0.0,3902.091261,5799.701,700.1453000000001,1702.1953819999999
0.0,5650.745575,6340.8657,541.1647000000003,1748.6543139999999
0.0,6896.563883,6831.431,490.5652999999993,1245.818308
0.0,8109.698285,7323.2847,491.8537000000006,1213.1344020000006
0.0,9223.547152,7805.589,482.3042999999998,1113.8488669999988
0.0,10393.04038,8241.22,435.6309999999994,1169.4932280000012
0.0,11648.52019,8670.288,429.0680000000011,1255.479809999999
0.0,13189.13136,9150.667,480.378999999999,1540.6111700000001
0.349211836,14536.18128,9794.824,644.1570000000011,1347.0499200000013
4.707065819,16068.72207,10666.661,871.8369999999995,1532.540789999999
7.030143805,17205.16164,11338.005,671.3439999999991,1136.4395699999986
7.955613938,18314.82011,11821.022,483.01700000000164,1109.6584700000021
8.695035951,18920.93473,12430.031,609.009,606.1146200000003
11.00076051,20237.47884,13327.055,897.0239999999994,1316.544109999999
12.77876106,21614.91911,14175.7,848.6450000000004,1377.4402699999991
13.57252489,23417.48797,14816.321,640.6209999999992,1802.5688599999994
13.6171875,24893.95561,15339.364,523.0429999999997,1476.4676400000026
13.3431969,26188.34845,15814.052,474.6880000000001,1294.3928400000004
13.27668695,27605.09831,16300.773,486.72099999999955,1416.74986
13.35287611,28984.80241,16802.502,501.7290000000012,1379.704099999999
13.42699115,30583.38122,17313.484,510.98199999999997,1598.578809999999
13.47856748,31921.46585,17776.688,463.2039999999979,1338.0846300000012
12.39926715,33029.38772,18093.895,317.20700000000215,1107.9218699999983
9.748064159,33460.4122,18342.139,248.24399999999878,431.02448000000004
6.654867257,34200.82937,18598.97,256.83100000000195,740.4171700000006
4.634679204,34978.69856,18884.404,285.43399999999747,777.8691899999976
1.531664823,35819.33393,19173.65,289.2460000000028,840.6353700000036
0.026548673,36562.46045,19486.516,312.86599999999817,743.126519999998
0.0,37271.10509,19815.67,329.15399999999863,708.6446399999986
0.0,37842.12016,20167.91,352.2400000000016,571.0150700000013
0.0,38370.88178,20518.896,350.9860000000008,528.7616200000048
0.0,38865.62168,20871.902,353.0059999999976,494.7398999999932
0.0,39407.42658,21224.973,353.07100000000355,541.8049000000028
0.0,39873.28789,21580.52,355.54699999999866,465.86131000000023
0.0,40438.22995,21938.818,358.29799999999886,564.9420600000012
0.0,40950.65998,22303.617,364.79899999999907,512.4300299999959
0.0,41481.37237,22667.03,363.41300000000047,530.7123900000006
0.0,42008.47027,23033.549,366.51900000000023,527.0979000000007
0.0,42562.09859,23399.324,365.77500000000146,553.6283200000034
0.0,43108.04466,23762.887,363.5629999999983,545.9460699999981
0.0,43643.05227,24128.51,365.6229999999996,535.0076100000006
0.0,44204.56333,24493.805,365.2950000000019,561.5110599999971
0.0,44753.64671,24861.322,367.5169999999998,549.0833800000037
0.0,45315.81388,25228.672,367.34999999999854,562.1671700000006
0.0,45828.90514,25601.242,372.5699999999997,513.0912600000011
0.0,46392.33476,25979.598,378.3560000000034,563.4296199999953
0.0,46906.67105,26367.592,387.9939999999988,514.3362899999993
0.0,47469.97027,26763.53,395.9379999999983,563.2992200000008
0.0,47932.37832,27145.742,382.21199999999953,462.40805000000546
0.90161781,48262.79231,27553.615,407.87300000000323,330.41398999999365
2.994330752,48654.49972,28020.014,466.3989999999976,391.7074100000027
4.644081858,49050.87154,28613.69,593.6759999999995,396.3718200000003
7.233061394,49847.92132,29525.705,912.015000000003,797.0497800000012
10.61843197,50897.8508,31002.176,1476.4709999999977,1049.9294799999989
14.31229259,52352.6846,32887.805,1885.6290000000008,1454.8338000000003
18.07708794,53954.84098,34772.82,1885.0149999999994,1602.1563800000004
20.95056692,55270.80213,36270.09,1497.2699999999968,1315.9611499999955
22.71792035,56280.54729,37375.02,1104.9300000000003,1009.7451600000059
24.38965708,57346.88468,38538.61,1163.5900000000038,1066.3373900000006
26.6772677,58913.0531,39958.277,1419.6670000000013,1566.1684199999945
28.95706582,60241.60772,41108.965,1150.6879999999946,1328.5546200000026
31.0210177,61650.60329,42182.656,1073.6910000000062,1408.9955699999991
31.99336283,62518.52088,42976.266,793.6100000000006,867.9175899999973
32.07190265,63127.27378,43554.11,577.8439999999973,608.7529000000068
31.84955752,63633.81762,44071.57,517.4599999999991,506.54383999999845
31.57411504,64114.51632,44584.19,512.6200000000026,480.6987000000008
31.30088496,64710.87887,45099.95,515.7599999999948,596.362549999998
31.11456029,65257.30199,45624.457,524.5070000000051,546.4231199999995
30.91689712,65913.01881,46154.332,529.875,655.7168199999942
30.7920354,66443.29231,46690.7,536.3679999999949,530.2735000000102
30.65203263,67104.94718,47226.246,535.5460000000021,661.6548699999985
30.625,67691.67575,47770.723,544.476999999999,586.728569999992
30.625,68377.30752,48331.06,560.3369999999995,685.6317700000072
30.625,68987.77876,48893.93,562.8700000000026,610.4712399999989
30.625,69623.71612,49448.31,554.3799999999974,635.9373599999963
30.67809735,70249.21834,50021.734,573.4239999999991,625.5022200000094
30.85619469,70950.90445,50620.72,598.9860000000044,701.6861099999951
30.94358407,71614.09264,51195.715,574.9949999999953,663.1881900000008
31.0,72242.08048,51747.21,551.4950000000026,627.9878400000016
31.03761062,72927.81886,52306.926,559.7160000000003,685.7383799999952
31.10985896,73535.53595,52866.805,559.8790000000008,607.7170900000056
31.14988938,74231.31485,53400.94,534.135000000002,695.7788999999902
31.20381637,74827.99157,53925.06,524.1199999999953,596.6767200000031
31.25,75493.14076,54438.01,512.9500000000044,665.1491899999965
31.12894082,76088.35232,54888.152,450.1419999999998,595.2115600000106
30.10723175,76525.93874,55203.94,315.78800000000047,437.58641999999236
27.35259956,76701.66496,55429.82,225.87999999999738,175.72621999999683
24.75442478,76719.64063,55672.137,242.31700000000274,17.97566999999981
21.64180033,76729.74281,55915.754,243.61699999999837,10.102180000001681
18.42097622,76963.96322,56159.973,244.21899999999732,234.220410000009
16.06208518,77225.13814,56431.617,271.64400000000023,261.1749199999904
13.9663302,77468.79231,56731.297,299.6800000000003,243.6541700000089
11.26603982,77640.1698,57020.41,289.11300000000483,171.37748999999894
8.331374447,77838.67298,57299.38,278.9699999999939,198.5031799999997
4.521086836,78037.18238,57559.51,260.13000000000466,198.50939999999537
1.201949668,78310.61186,57814.395,254.88499999999476,273.42948000000615
0.024681969,78552.10523,58089.44,275.04500000000553,241.4933699999965
0.0,78754.16759,58372.508,283.0679999999993,202.06235999999626
0.0,78969.63924,58659.516,287.00800000000163,215.47165000000678
0.0,79166.83117,58941.08,281.5639999999985,197.19193000000087
0.0,79384.2453,59220.953,279.8729999999996,217.4141299999901
0.0,79586.88675,59504.344,283.390999999996,202.64145000001008
0.0,79805.54909,59790.906,286.56200000000536,218.6623399999953
0.0,79999.37279,60077.83,286.92399999999907,193.82369999999355
0.0,80202.16773,60365.277,287.4470000000001,202.79494000000705
0.0,80404.41814,60651.414,286.13699999999517,202.25040999999328
0.0,80576.80296,60937.258,285.8440000000046,172.38482000000658
0.0,80792.41662,61224.13,286.87199999999575,215.6136600000027
0.0,80975.30379,61511.72,287.5900000000038,182.8871700000018
0.0,81197.34859,61800.258,288.53800000000047,222.04479999998875
0.0,81381.69953,62089.582,289.3240000000005,184.3509400000039
0.0,81594.25747,62379.77,290.18799999999464,212.55793999999878
0.0,81794.35205,62669.41,289.6400000000067,200.0945800000045
0.0,81994.28844,62959.707,290.29699999999866,199.93639000000258
0.0,82208.60454,63252.04,292.3329999999987,214.31609999999637
