Speed,Actual,Predicted,MAE,MSE,MAPE,mae,mean_mae,last_error
26,0.0,133.17851,111.92495304589664,26813.11067053188,31.675255008345697,,6.222363945847005,1.2043343780271991
26,128.43800000000192,304.94736,111.92495304589664,26813.11067053188,31.675255008345697,1.3742767716718995,6.222363945847005,1.2043343780271991
26,307.6559999999954,516.1437,111.92495304589664,26813.11067053188,31.675255008345697,0.6776649894687823,6.222363945847005,1.2043343780271991
26,517.9530000000013,733.5808,111.92495304589664,26813.11067053188,31.675255008345697,0.41630765725847335,6.222363945847005,1.2043343780271991
26,767.0630000000019,942.9876,111.92495304589664,26813.11067053188,31.675255008345697,0.22934830646243878,6.222363945847005,1.2043343780271991
26,977.0,1148.7903,111.92495304589664,26813.11067053188,31.675255008345697,0.17583449334698042,6.222363945847005,1.2043343780271991
26,1196.188000000002,1358.2625,111.92495304589664,26813.11067053188,31.675255008345697,0.13549249783478673,6.222363945847005,1.2043343780271991
26,1422.796999999999,1576.1797,111.92495304589664,26813.11067053188,31.675255008345697,0.10780364310579875,6.222363945847005,1.2043343780271991
26,1641.8589999999967,1792.6993,111.92495304589664,26813.11067053188,31.675255008345697,0.09187165280331841,6.222363945847005,1.2043343780271991
26,1830.905999999996,1982.9893,111.92495304589664,26813.11067053188,31.675255008345697,0.08306450467692181,6.222363945847005,1.2043343780271991
26,2020.578000000001,2149.999,111.92495304589664,26813.11067053188,31.675255008345697,0.06405147438010243,6.222363945847005,1.2043343780271991
24,2200.0,2303.7292,111.92495304589664,26813.11067053188,31.675255008345697,0.04714963636363646,6.222363945847005,1.2043343780271991
23,2415.688000000002,2440.6765,111.92495304589664,26813.11067053188,31.675255008345697,0.010344258033321395,6.222363945847005,1.2043343780271991
22,2537.5309999999954,2580.2231,111.92495304589664,26813.11067053188,31.675255008345697,0.01682426736855819,6.222363945847005,1.2043343780271991
21,2698.438000000002,2724.4504,111.92495304589664,26813.11067053188,31.675255008345697,0.009639799024472021,6.222363945847005,1.2043343780271991
21,2841.563000000002,2875.4404,111.92495304589664,26813.11067053188,31.675255008345697,0.01192210061856732,6.222363945847005,1.2043343780271991
19,3016.9850000000006,3041.8706,111.92495304589664,26813.11067053188,31.675255008345697,0.008248499743949542,6.222363945847005,1.2043343780271991
19,3131.9689999999973,3243.1152,111.92495304589664,26813.11067053188,31.675255008345697,0.03548764371550388,6.222363945847005,1.2043343780271991
20,3322.6559999999954,3631.6562,111.92495304589664,26813.11067053188,31.675255008345697,0.09299795103676244,6.222363945847005,1.2043343780271991
20,3695.438000000002,4071.2778,111.92495304589664,26813.11067053188,31.675255008345697,0.10170372226512736,6.222363945847005,1.2043343780271991
21,4255.735000000001,4456.755,111.92495304589664,26813.11067053188,31.675255008345697,0.04723508395142073,6.222363945847005,1.2043343780271991
22,4644.25,4799.4805,111.92495304589664,26813.11067053188,31.675255008345697,0.03342423426818101,6.222363945847005,1.2043343780271991
22,5073.218999999997,5117.872,111.92495304589664,26813.11067053188,31.675255008345697,0.008801709526043129,6.222363945847005,1.2043343780271991
23,5513.0,5465.833,111.92495304589664,26813.11067053188,31.675255008345697,0.008555595864320763,6.222363945847005,1.2043343780271991
23,6046.655999999995,5797.3936,111.92495304589664,26813.11067053188,31.675255008345697,0.04122318187110285,6.222363945847005,1.2043343780271991
24,6461.875,6171.4683,111.92495304589664,26813.11067053188,31.675255008345697,0.04494155334171576,6.222363945847005,1.2043343780271991
24,6941.265999999996,6556.2563,111.92495304589664,26813.11067053188,31.675255008345697,0.05546678372504327,6.222363945847005,1.2043343780271991
25,7428.171999999999,6981.369,111.92495304589664,26813.11067053188,31.675255008345697,0.06014979190034898,6.222363945847005,1.2043343780271991
26,8000.125,7367.152,111.92495304589664,26813.11067053188,31.675255008345697,0.07912038874392587,6.222363945847005,1.2043343780271991
26,8505.75,7707.4556,111.92495304589664,26813.11067053188,31.675255008345697,0.09385349910354757,6.222363945847005,1.2043343780271991
27,9060.468999999996,8114.772,111.92495304589664,26813.11067053188,31.675255008345697,0.1043761641919415,6.222363945847005,1.2043343780271991
27,9195.047,8501.6455,111.92495304589664,26813.11067053188,31.675255008345697,0.07541032688576794,6.222363945847005,1.2043343780271991
28,9225.422,8786.478,111.92495304589664,26813.11067053188,31.675255008345697,0.0475798288685332,6.222363945847005,1.2043343780271991
27,9349.843999999996,8947.447,111.92495304589664,26813.11067053188,31.675255008345697,0.04303783036380025,6.222363945847005,1.2043343780271991
26,9553.015999999996,9097.054,111.92495304589664,26813.11067053188,31.675255008345697,0.047729638472289386,6.222363945847005,1.2043343780271991
25,9762.938000000002,9260.703,111.92495304589664,26813.11067053188,31.675255008345697,0.05144301848480471,6.222363945847005,1.2043343780271991
25,9988.218999999996,9673.239,111.92495304589664,26813.11067053188,31.675255008345697,0.031535151562054865,6.222363945847005,1.2043343780271991
26,10236.313000000002,10357.366,111.92495304589664,26813.11067053188,31.675255008345697,0.011825840026579692,6.222363945847005,1.2043343780271991
27,10744.858999999997,10922.5205,111.92495304589664,26813.11067053188,31.675255008345697,0.016534558527013136,6.222363945847005,1.2043343780271991
27,11372.858999999997,11372.439,111.92495304589664,26813.11067053188,31.675255008345697,3.693002788449544e-05,6.222363945847005,1.2043343780271991
28,12074.905999999995,11891.049,111.92495304589664,26813.11067053188,31.675255008345697,0.015226371120404132,6.222363945847005,1.2043343780271991
29,12657.328,12457.4,111.92495304589664,26813.11067053188,31.675255008345697,0.015795434865873738,6.222363945847005,1.2043343780271991
29,13228.953,13023.682,111.92495304589664,26813.11067053188,31.675255008345697,0.015516798646121037,6.222363945847005,1.2043343780271991
31,13620.235,13706.406,111.92495304589664,26813.11067053188,31.675255008345697,0.0063266896643119795,6.222363945847005,1.2043343780271991
32,13719.515999999996,14300.655,111.92495304589664,26813.11067053188,31.675255008345697,0.04235856425255853,6.222363945847005,1.2043343780271991
32,13802.953,14640.431,111.92495304589664,26813.11067053188,31.675255008345697,0.060673828274283116,6.222363945847005,1.2043343780271991
32,13935.890999999996,14840.988,111.92495304589664,26813.11067053188,31.675255008345697,0.0649471928274987,6.222363945847005,1.2043343780271991
32,14136.672,15009.466,111.92495304589664,26813.11067053188,31.675255008345697,0.061739707902963285,6.222363945847005,1.2043343780271991
29,14394.063000000002,15136.763,111.92495304589664,26813.11067053188,31.675255008345697,0.05159766217502305,6.222363945847005,1.2043343780271991
28,14578.25,15203.222,111.92495304589664,26813.11067053188,31.675255008345697,0.04287016617220858,6.222363945847005,1.2043343780271991
26,14799.343999999996,15272.206,111.92495304589664,26813.11067053188,31.675255008345697,0.03195155136606087,6.222363945847005,1.2043343780271991
24,15003.078,15361.688,111.92495304589664,26813.11067053188,31.675255008345697,0.023902428554993888,6.222363945847005,1.2043343780271991
21,15225.968999999996,15484.183,111.92495304589664,26813.11067053188,31.675255008345697,0.01695878928953589,6.222363945847005,1.2043343780271991
19,15397.688000000002,15627.284,111.92495304589664,26813.11067053188,31.675255008345697,0.014911069765798457,6.222363945847005,1.2043343780271991
18,15588.047,15801.104,111.92495304589664,26813.11067053188,31.675255008345697,0.01366797264596385,6.222363945847005,1.2043343780271991
19,16137.328,16161.731,111.92495304589664,26813.11067053188,31.675255008345697,0.001512208216874581,6.222363945847005,1.2043343780271991
20,17102.235,16647.434,111.92495304589664,26813.11067053188,31.675255008345697,0.026593073946183026,6.222363945847005,1.2043343780271991
20,17647.813000000002,17013.654,111.92495304589664,26813.11067053188,31.675255008345697,0.035934140961262635,6.222363945847005,1.2043343780271991
20,18282.547,17366.777,111.92495304589664,26813.11067053188,31.675255008345697,0.05008984798452866,6.222363945847005,1.2043343780271991
21,18955.859,17777.266,111.92495304589664,26813.11067053188,31.675255008345697,0.06217565766869234,6.222363945847005,1.2043343780271991
21,19670.469,18155.943,111.92495304589664,26813.11067053188,31.675255008345697,0.07699491049247487,6.222363945847005,1.2043343780271991
21,20264.969,18580.277,111.92495304589664,26813.11067053188,31.675255008345697,0.0831332137739763,6.222363945847005,1.2043343780271991
