time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed,correct_altitude,slope
15480502,2024-09-07 05:44:09,2024-09-07 03:22:31,16,58,False,9.286,70.216,78,20.326,38.953,85,92,2922.0,14.5,4,5929.961,88.438,16385421.0,0.0,1313,35.904987,50.847363,12,114.73,0.0,1357,0.9053497942385746
15481002,2024-09-07 05:44:09,2024-09-07 03:22:31,16,58,False,9.357,69.155,84,20.326,38.953,85,93,2944.5,14.5,4,5929.973,95.062,16386840.0,0.0,1313,35.904987,50.847363,12,114.73,0.0,1357,0.9053497942385746
15481502,2024-09-07 05:44:10,2024-09-07 03:22:33,16,58,False,9.357,68.201,48,10.693,0.0,85,94,2954.0,14.5,4,5930.0,13.375,16388493.0,0.0,1313,35.904797,50.847878,12,114.49,-0.008377580409573,1357,0.9053497942385746
15482002,2024-09-07 05:44:10,2024-09-07 03:22:33,16,58,False,9.286,68.871,29,7.797,0.0,85,93,2907.75,14.5,4,5930.0,-20.25,16388822.0,0.0,1313,35.904797,50.847878,12,114.49,0.0,1357,0.9053497942385746
15482502,2024-09-07 05:44:10,2024-09-07 03:22:33,16,58,False,9.286,69.474,26,6.221,0.0,85,92,2929.75,14.5,4,5930.012,-27.125,16388930.0,0.0,1313,35.904797,50.847878,12,114.49,0.0,1357,0.9053497942385746
15483002,2024-09-07 05:44:10,2024-09-07 03:22:33,16,58,False,9.357,69.781,26,6.615,0.0,85,92,2896.0,14.5,4,5930.023,-27.312,16388930.0,0.0,1313,35.904797,50.847878,12,114.49,0.0,1357,0.9053497942385746
15483502,2024-09-07 05:44:12,2024-09-07 03:22:35,16,58,False,9.357,70.058,27,6.316,0.0,85,91,2873.25,14.5,4,5930.051,-26.812,16388930.0,0.0,1313,35.904606,50.848389,12,114.77,0.0097738438111682,1357,0.9053497942385746
15484002,2024-09-07 05:44:12,2024-09-07 03:22:35,16,58,False,9.357,70.464,26,6.166,0.0,85,90,2850.75,14.5,4,5930.051,-27.062,16388930.0,0.0,1313,35.904606,50.848389,12,114.77,0.0,1357,0.9053497942385746
15484502,2024-09-07 05:44:12,2024-09-07 03:22:35,16,58,False,9.214,71.026,25,6.154,0.0,85,89,2824.5,14.5,4,5930.062,-26.75,16388930.0,0.0,1313,35.904606,50.848389,12,114.77,0.0,1357,0.9053497942385746
15485002,2024-09-07 05:44:12,2024-09-07 03:22:35,16,58,False,9.214,71.452,26,6.057,0.0,85,88,2789.25,14.5,4,5930.074,-26.812,16388930.0,0.0,1313,35.904606,50.848389,12,114.77,0.0,1357,0.9053497942385746
