time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed,correct_altitude,slope
305481,2024-09-02 12:09:04,2024-09-02 12:09:02,1,22,True,9.714,85.49,40,3.613,0.0,56,0,648.5,14.4,13,5318.328,13.5,70232.266,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
305981,2024-09-02 12:09:04,2024-09-02 12:09:02,1,22,True,9.643,85.49,40,3.508,0.0,56,0,642.5,14.4,13,5318.328,8.5,70336.266,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
306481,2024-09-02 12:53:56,2024-09-02 12:09:04,1,32,False,9.714,85.49,39,3.283,0.0,56,0,661.0,14.4,13,5318.328,7.812,70447.781,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
306981,2024-09-02 12:53:56,2024-09-02 12:09:04,1,32,False,9.786,85.49,39,3.5,0.0,56,0,638.75,14.4,13,5318.328,8.062,70537.984,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
307481,2024-09-02 12:53:56,2024-09-02 12:09:04,1,32,False,9.714,85.49,39,3.348,0.0,56,0,648.25,14.4,13,5318.328,8.25,70637.078,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
307981,2024-09-02 12:53:56,2024-09-02 12:09:04,1,32,False,9.643,85.49,39,3.404,0.0,56,0,644.25,14.4,13,5318.328,8.375,70724.734,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
308481,2024-09-02 12:09:18,2024-09-02 12:09:06,1,32,True,9.571,85.49,38,3.383,0.0,56,0,641.75,14.4,13,5318.328,8.75,70840.859,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
308981,2024-09-02 12:09:18,2024-09-02 12:09:06,1,32,True,9.714,85.49,42,3.641,0.0,56,0,638.75,14.4,13,5318.328,12.062,70919.031,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
309481,2024-09-02 12:09:18,2024-09-02 12:09:06,1,32,True,9.571,85.49,40,3.174,0.0,56,0,652.5,14.4,13,5318.328,8.625,71014.625,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
309981,2024-09-02 12:54:10,2024-09-02 12:09:06,1,32,False,9.643,85.49,43,3.719,0.0,56,0,642.5,14.4,13,5318.328,12.188,71116.391,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
310481,2024-09-02 12:53:58,2024-09-02 12:09:08,1,32,False,9.643,85.49,41,3.529,0.0,56,0,651.5,14.4,13,5318.328,8.0,71236.438,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
310981,2024-09-02 12:53:58,2024-09-02 12:09:08,1,32,False,9.571,85.49,43,3.615,0.0,57,0,642.25,14.4,13,5318.328,11.062,71333.016,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
311481,2024-09-02 12:53:58,2024-09-02 12:09:08,1,32,False,9.5,85.49,41,4.018,0.0,57,0,659.0,14.4,13,5318.328,5.75,71436.25,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
311981,2024-09-02 12:53:58,2024-09-02 12:09:08,1,32,False,9.571,85.49,44,3.582,0.0,57,0,609.0,14.4,13,5318.328,8.875,71545.0,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
312481,2024-09-02 12:54:00,2024-09-02 12:09:10,1,32,False,9.571,85.49,43,3.652,0.0,57,0,646.75,14.4,13,5318.328,7.938,71662.281,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
312981,2024-09-02 12:54:00,2024-09-02 12:09:10,1,32,False,9.5,85.49,44,3.67,0.0,56,0,651.5,14.4,13,5318.328,15.75,71753.016,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
313481,2024-09-02 12:54:00,2024-09-02 12:09:10,1,32,False,9.571,85.49,47,3.947,0.0,57,0,612.5,14.4,13,5318.328,10.625,71874.266,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
313981,2024-09-02 12:54:00,2024-09-02 12:09:10,1,32,False,9.5,85.49,45,3.279,0.0,57,0,638.75,14.4,13,5318.328,14.75,71992.094,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
314481,2024-09-02 12:54:03,2024-09-02 12:09:12,1,32,False,9.643,85.49,43,3.637,0.0,57,0,664.75,14.4,13,5318.328,9.75,72127.469,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
314981,2024-09-02 12:54:03,2024-09-02 12:09:12,1,32,False,9.643,85.49,43,3.451,0.0,57,0,644.25,14.4,13,5318.328,9.25,72220.422,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
315481,2024-09-02 12:54:03,2024-09-02 12:09:12,1,32,False,9.571,85.49,43,3.691,0.0,57,0,648.0,14.4,13,5318.328,8.625,72332.844,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
315981,2024-09-02 12:54:03,2024-09-02 12:09:12,1,32,False,9.5,85.49,45,3.926,0.0,57,0,659.75,14.4,13,5318.328,12.125,72440.297,0,8,37.379745,49.568409,12,270.0,0.0,-23,0.0
316481,2024-09-02 12:54:05,2024-09-02 12:09:14,1,32,False,9.643,85.49,46,3.543,0.0,57,0,655.75,14.4,13,5318.328,8.188,72593.234,0,7,37.379745,49.568409,12,270.0,0.0,-23,0.0
