time_bucket,time,time_to_heat,sys_ect\CCP:1,sys_iat\CCP:1,sys_bst_t\CCP:1,trs_mt_gr_st\CCP:1,sys_pps_pct\CCP:1,fmsp_af_sp\CCP:1,sys_veh_spd\CCP:1,knck_ron_fac\CCP:1,sys_map\CCP:1,afm_stk_flw_pct\CCP:1,sys_eng_spd\CCP:1,tq_clch_torq\CCP:1,hw_bat_vlt\CCP:1,afm_stk_flw\CCP:1,tq_imep_ref\CCP:1,sys_tps_pct\CCP:1,sys_fc_avg_rate\CCP:1,sys_bst_p\CCP:1,sys_trip_fc\CCP:1
356.0,356.0085997,,37.75,22.1015625,22.3671875,4,0.0,13.65283203,24.625,1,32.8828125,22.16796875,809.625,-23.25,13.97460938,0.108306885,278.25,3.271484375,0.2421875,88.01953125,70760.28125
357.0,357.0164212,,37.953125,22.1015625,22.4140625,4,0.0,13.66503906,21.75,1,35.72265625,24.23095703,772.5,-22.75,13.99804688,0.118347168,305.625,3.546142578,0.266601563,88.01953125,71020.92188
358.0,358.0090422,,38.1796875,22.1015625,22.4609375,4,0.0,13.66503906,19.5078125,1,36.89453125,25.24414063,737.5,-22.0,14.04345703,0.123291016,320.1875,3.649902344,0.268554688,88.05859375,71280.78125
359.0,359.0029522,,38.3515625,22.1015625,22.46875,3,0.0,13.66503906,17.0,1,35.6875,24.15771484,766.875,-22.4375,13.97460938,0.117980957,305.25,3.616333008,0.256835938,87.921875,71541.84375
360.0,360.0038638,,38.53125,22.1015625,22.5,3,0.0,13.67773438,13.75,1,36.984375,25.36621094,714.125,-21.6875,14.01660156,0.123901367,321.875,3.649902344,0.259765625,88.08984375,71810.0625
361.0,361.0095454,,38.734375,22.1015625,22.53125,3,0.0,13.67773438,10.5,1,36.984375,25.46386719,618.125,-15.3125,13.93701172,0.124389648,319.5625,3.231811523,0.220703125,87.95703125,72050.9375
362.0,362.0095888,,38.9453125,22.1015625,22.6015625,2,0.0,13.69042969,7.0,1,37.1875,25.47607422,621.625,-13.5,13.89501953,0.124450684,320.8125,3.039550781,0.225585938,87.95703125,72294.0
363.0,363.0029648,,39.1328125,22.1015625,22.59375,1,0.0,13.69042969,3.75,1,45.8515625,32.15332031,598.75,-3.125,13.94482422,0.157073975,409.1875,3.845214844,0.328125,88.01953125,72595.70313
364.0,364.0039309,,39.296875,22.1015625,22.609375,0,0.0,13.69042969,0.0,1,45.640625,32.01904297,566.125,-3.9375,13.61669922,0.15637207,406.375,3.509521484,0.278320313,88.01953125,72888.90625
365.0,365.0106983,,39.453125,22.1015625,22.609375,0,0.0,13.70263672,0.0,1,46.09375,32.38525391,571.5,-2.75,13.62939453,0.158172607,410.6875,3.732299805,0.27734375,87.98828125,73078.32813
366.0,366.0025374,,39.6640625,22.1015625,22.640625,0,0.0,13.70263672,0.0,1,46.625,32.8125,573.375,-1.8125,13.76367188,0.16027832,416.1875,3.717041016,0.283203125,88.04296875,73374.14063
367.0,367.0044466,,39.8125,22.1015625,22.625,0,0.0,13.70263672,0.0,1,46.828125,32.94677734,595.25,-2.3125,13.96191406,0.160949707,418.25,3.860473633,0.293945313,87.95703125,73702.15625
368.0,368.0105355,,39.9921875,22.1015625,22.6484375,0,0.0,13.71533203,0.0,1,47.46484375,33.31298828,603.625,-2.25,14.00878906,0.162719727,424.4375,3.90625,0.305664063,88.05859375,74019.98438
369.0,369.0106431,,40.171875,22.1015625,22.671875,0,0.0,13.71533203,0.0,1,46.28125,32.66601563,613.625,-2.5,13.87597656,0.159545898,415.6875,3.912353516,0.296875,87.95703125,74311.95313
370.0,370.0014656,,40.3203125,22.1015625,22.6953125,0,0.0,13.71533203,0.0,1,45.953125,32.37304688,619.125,-2.625,13.90869141,0.158111572,412.125,3.924560547,0.298828125,87.95703125,74647.76563
371.0,371.0010603,,40.4609375,22.1015625,22.6953125,0,0.0,13.72802734,0.0,1,45.9296875,32.31201172,620.5,-2.4375,13.98681641,0.157836914,410.9375,4.061889648,0.306640625,88.00390625,74858.35938
372.0,372.0111786,,40.6015625,22.1015625,22.6875,0,0.0,13.72802734,0.0,1,45.5859375,32.25097656,633.875,-3.25,13.92773438,0.157501221,411.0,3.982543945,0.318359375,87.91796875,75187.65625
373.0,373.0114067,,40.7890625,22.1015625,22.6875,0,0.0,13.72802734,0.0,1,45.5546875,32.23876953,623.75,-2.25,13.91503906,0.157440186,411.4375,3.939819336,0.317382813,88.00390625,75517.51563
374.0,374.0116245,,40.9140625,22.1015625,22.671875,0,0.0,13.74072266,0.0,1,45.32421875,31.99462891,631.625,-2.8125,13.94970703,0.156280518,407.25,3.955078125,0.318359375,88.00390625,75867.84375
375.0,375.0016692,,41.0625,22.1015625,22.6875,0,0.0,13.74072266,0.0,1,45.37109375,31.8359375,633.875,-2.9375,14.06347656,0.155517578,406.6875,4.037475586,0.309570313,88.01953125,76194.875
376.0,376.0103242,,41.2109375,22.1015625,22.7109375,0,0.0,13.74072266,0.0,1,45.1796875,31.90917969,627.625,-2.25,13.88378906,0.155883789,406.6875,4.022216797,0.305664063,88.00390625,76514.82813
377.0,377.0072091,,41.3984375,22.1015625,22.7421875,0,0.0,13.75341797,0.0,1,45.2734375,31.94580078,634.125,-2.8125,13.89013672,0.156005859,407.125,3.991699219,0.305664063,88.07421875,76749.95313
378.0,378.0045144,,41.5234375,22.1015625,22.6875,0,0.0,13.75341797,0.0,1,45.4609375,32.05566406,629.875,-2.3125,13.95556641,0.156555176,408.5,4.010009766,0.303710938,88.08984375,77083.39063
379.0,379.0067698,,41.671875,22.1015625,22.6875,0,0.0,13.75341797,0.0,1,45.2265625,31.98242188,633.0,-2.4375,13.88867188,0.156188965,406.625,3.982543945,0.311523438,87.98828125,77438.04688
380.0,380.0064651,,41.8046875,22.1015625,22.7265625,0,0.0,13.76611328,0.0,1,45.27734375,31.98242188,628.75,-1.9375,13.88232422,0.156188965,406.5,4.019165039,0.314453125,87.97265625,77646.4375
381.0,381.002754,,41.9453125,22.1015625,22.6953125,0,0.0,13.76611328,0.0,1,45.4140625,31.94580078,632.625,-2.1875,13.98681641,0.156005859,407.5,3.936767578,0.3046875,88.04296875,77986.5625
382.0,382.0028733,,42.1171875,22.1015625,22.71875,0,0.0,13.76611328,0.0,1,45.5859375,32.17773438,628.75,-1.625,13.97900391,0.157165527,408.875,3.994750977,0.313476563,88.01953125,78297.07813
