Speed,Actual,Predicted,2,,,
0,135186.1787,115204.95,,,,
0,135374.6774,115439.875,,,,
0,135590.6706,115662.34,,,,
0,135788.9672,115929.56,,,,
0.984305863,136066.2918,116334.375,,,,
3.330959624,136519.7808,116949.74,,,,
6.750898783,137282.1269,117750.445,,,,
9.915237832,138289.0737,118632.37,,,,
13.62368639,139663.7362,119410.64,,,,
15.43839878,140526.2588,120014.34,,,,
15.37762721,140893.7507,120509.24,,,,
14.80123064,141193.0223,120979.19,,,,
14.30530973,141497.3219,121462.01,,,,
13.9957135,141819.4152,121950.54,,,,
13.86946903,142151.5402,122417.89,,,,
13.50290376,142454.9079,122818.37,,,,
11.35460454,142759.7551,123116.62,,,,
6.920146571,142968.2694,123332.91,,,,
3.003733407,143216.5065,123530.336,,,,
1.135577987,143434.8704,123752.75,,,,
0.019081858,143714.0651,124013.59,,,,
0,143945.8146,124304.78,,,,
0,144180.4056,124614.95,,,,
0,144356.3032,124932.445,,,,
0,144549.5257,125250.91,,,,
0,144741.8505,125568.27,,,,
0,144935.4299,125885.37,,,,
0,145141.2443,126203.875,,,,
0,145331.6233,126524.34,,,,
0,145533.19,126848.82,,,,
0,145721.9694,127180.06,,,,
0,145923.0275,127519.96,,,,
0,146131.2286,127868.57,,,,
0,146320.0979,128224.875,,,,
0,146534.7309,128587.7,,,,
0,146712.5897,128953.4,,,,
0,146943.1943,129315.49,,,,
0,147130.9968,129665.09,,,,
0,147344.7535,129992.49,,,,
0,147538.7064,130288.85,,,,
0,147753.9223,130553.48,,,,
0,147946.3075,130802.18,,,,
0.02855365,148183.5339,131071.64,,,,
1.261061947,148433.078,131426.78,,,,
2.771985619,148809.4956,131945.42,,,,
5.726769912,149416.1864,132668.62,,,,
8.920353982,150387.5152,133535.78,,,,
12.10965155,151502.1999,134446.03,,,,
15.73326881,152801.1626,135309.69,,,,
18.68881361,153974.7176,136132.48,,,,
20.10066372,154732.0658,137009.34,,,,
21.97345133,155752.0261,137970.33,,,,
24.29355642,156940.586,138954.08,,,,
26.62506914,158248.341,139842.5,,,,
28.95132743,159599.1813,140609.89,,,,
30.62479259,160643.7335,141347.31,,,,
31.27931416,161409.5561,142069.3,,,,
31.39677821,161978.5918,142772.53,,,,
31.42270465,162542.9335,143455.19,,,,
31.5,163142.5001,144120.05,,,,
31.53982301,163741.7147,144772.06,,,,
31.69150996,164439.6131,145415.14,,,,
31.75,165025.6757,146050.58,,,,
31.75,165701.8505,146679.28,,,,
31.73561947,166262.5364,147302.88,,,,
31.67381084,166861.6668,147923.4,,,,
31.62707412,167426.4587,148542.72,,,,
31.625,168029.0897,149161.36,,,,
31.625,168641.2394,149777.39,,,,
31.625,169224.3529,150387.9,,,,
31.625,169843.0696,150990.83,,,,
31.55862832,170420.2476,151586.42,,,,
31.5,170994.4374,152179.11,,,,
31.42920354,171537.0839,152776.69,,,,
31.25884956,172087.7441,153388.9,,,,
31.20996958,172635.4722,154022.6,,,,
31.06927544,173195.052,154674.73,,,,
30.96978706,173745.1009,155326.89,,,,
30.84955752,174321.2876,155941.52,,,,
29.46342644,174752.8939,156477.03,,,,
26.05731471,174973.152,156928.22,,,,
24.05842091,175005.9375,157326.44,,,,
22.16710454,175012.349,157676.31,,,,
20.35204646,175183.2796,157977.89,,,,
18.43667035,175577.77,158255.55,,,,
14.98306139,175792.3226,158501.48,,,,
10.49854812,175985.0065,158736.83,,,,
7.163647677,176152.9917,158974.89,,,,
4.564643252,176356.1821,159226.66,,,,
1.581512721,176571.0448,159500,,,,
0.041344027,176824.0762,159801.98,,,,
0,177054.3746,160131.73,,,,
0,177288.1684,160478.89,,,,
0,177499.7287,160832.94,,,,
0,177716.9038,161186.88,,,,
0,177925.483,161538.34,,,,
0,178147.0904,161887.81,,,,
0,178346.6409,162236.47,,,,
0,178561.8518,162585.33,,,,
0,178753.2667,162936.86,,,,
0,178974.6315,163290.38,,,,
0,179167.2786,163645.72,,,,
0,179394.9783,164003.66,,,,
0,179579.3832,164365.16,,,,
0,179795.2803,164730.45,,,,
0,179981.5325,165095.1,,,,
0,180211.2483,165451.48,,,,
0,180402.7092,165790.4,,,,
0,180614.4462,166103.22,,,,
0,180803.4765,166385.1,,,,
0,181003.4184,166637.77,,,,
0,181215.1515,166877.92,,,,
0.096238938,181397.9643,167148.78,,,,
1.397746128,181693.7344,167518.39,,,,
2.894358407,181995.0035,168049.12,,,,
5.895810288,182638.745,168742.53,,,,
8.623893805,183423.8132,169513.2,,,,
10.96792035,184322.8025,170238.05,,,,
13.14746958,185221.7165,170808.94,,,,
14.10266869,185796.9632,171302.2,,,,
14.82591261,186367.0288,171805.23,,,,
16.12244192,186962.8256,172402.36,,,,
18.14221515,187889.7167,173160.1,,,,
20.54134403,188904.7981,174060.7,,,,
23.2060979,190106.9523,175006.25,,,,
25.5096792,191278.8862,175865.62,,,,
27.66330199,192413.4255,176624.47,,,,
29.43521847,193469.5884,177421.55,,,,
31.25815819,194561.0759,178308.5,,,,
33.01292865,195661.6968,179268.28,,,,
34.78353153,196898.9945,180230.12,,,,
36.37486173,198031.6155,181094.8,,,,
37.58490044,199217.0245,181820,,,,
38.80060841,200289.8278,182535.28,,,,
39.96121405,201325.6377,183354.9,,,,
41.4579646,202650.3927,184334.2,,,,
43.43162334,204028.2858,185469.23,,,,
45.46045354,205753.803,186695.02,,,,
47.51963496,207223.0554,187893.8,,,,
49.02544248,208748.5407,188922.4,,,,
49.23693308,209578.5206,189685.31,,,,
49.10121681,210142.6778,190221.97,,,,
49.00165929,210822.9495,190665.97,,,,
49.03138827,211425.3555,191149.33,,,,
49.18203816,212284.3382,191729.55,,,,
49.40210177,213006.0221,192403.19,,,,
49.64373617,213928.2004,193133.75,,,,
49.85197732,214698.3216,193870.28,,,,
50.03214878,215532.5881,194559.08,,,,
50.17830476,216259.8621,195151.98,,,,
49.57252489,216760.9864,195619.16,,,,
48.15784015,216834.7188,195966.34,,,,
46.62029867,216834.7188,196231.92,,,,
45.15645741,216834.7188,196469.9,,,,
42.24626659,216834.7188,196747.42,,,,
38.68203816,216834.7188,197113.89,,,,
36.840224,216834.7188,197513.83,,,,
35.54051438,217017.3736,197931.39,,,,
34.82591261,217566.0227,198367.66,,,,
34.47725387,218085.1466,198823.02,,,,
34.11442201,218542.9253,199292.9,,,,
33.87002212,219026.4676,199770.56,,,,
33.63827434,219464.5527,200251.67,,,,
33.42146018,219939.9132,200738.11,,,,
33.25553097,220388.5368,201239.17,,,,
33.27143252,220954.553,201768.66,,,,
33.47856748,221537.35,202338.83,,,,
33.77848451,222255.0946,202954.22,,,,
34.08517699,222891.9304,203606.72,,,,
34.47255254,223633.15,204271.64,,,,
34.72324392,224220.3262,204906,,,,
34.75269635,224859.051,205453.8,,,,
32.94068031,225193.9349,205871.38,,,,
28.51894358,225305.1995,206180.34,,,,
25.17553927,225507.4782,206468.72,,,,
23.69137168,225726.8662,206775.66,,,,
22.48769358,225937.8619,207120.64,,,,
20.55461836,226150.7624,207463.72,,,,
16.99377765,226366.8014,207767.9,,,,
12.97448838,226534.3655,208042.31,,,,
10.14532633,226705.6379,208308.39,,,,
7.418418142,226860.1359,208576.02,,,,
4.803373894,227064.236,208852.97,,,,
1.082342367,227257.4602,209149.88,,,,
0.005530973,227500.3927,209476.95,,,,
0,227702.0239,209830.64,,,,
0,227947.569,210199.4,,,,
0,228153.8881,210572.62,,,,
0,228388.4802,210944.19,,,,
0,228598.4598,211313.48,,,,
0,228803.7929,211684.28,,,,
0,229015.2493,212059.47,,,,
0,229221.7665,212440.06,,,,
0,229421.7331,212824.5,,,,
0,229626.2349,213210.45,,,,
0,229818.0763,213592.47,,,,
0,230022.7456,213963,,,,
0,230203.8485,214310.88,,,,
0,230412.9587,214623.19,,,,
0,230590.7391,214893.61,,,,
0,230789.6832,215129.44,,,,
0,230963.8241,215358.62,,,,
0,231162.4862,215638.69,,,,
0.603636615,231377.4533,216061.2,,,,
2.896155973,231763.057,216709.92,,,,
7.145049779,232590.3173,217536.84,,,,
10.86725664,233606.8758,218384.12,,,,
14.01472622,234709.0868,219070.38,,,,
14.88184458,235297.1444,219607.62,,,,
15,235683.2048,220079.58,,,,
15.12831858,236065.1416,220567.4,,,,
15.26313606,236447.1828,221100.05,,,,
15.36262445,236815.448,221663.55,,,,
15.3755531,237167.9481,222212.3,,,,
15.27475111,237559.1358,222682.47,,,,
13.72670077,237825.1576,223025.23,,,,
9.775165929,238083.9443,223254.08,,,,
5.965707965,238272.6269,223434.53,,,,
2.609582412,238510.5361,223630.89,,,,
0.427959071,238725.4353,223870.38,,,,
0,238968.2895,224153.62,,,,
0,239173.5317,224466.98,,,,
0,239385.9985,224791.52,,,,
0,239564.2618,225115.31,,,,
0,239766.9968,225434.33,,,,
0,239945.8577,225748.67,,,,
0,240157.6824,226062.22,,,,
0,240317.9056,226379.3,,,,
0,240521.501,226703.73,,,,
0,240727.548,227035,,,,
0,240938.8386,227373.64,,,,
0,241124.8099,227720.11,,,,
0,241328.3197,228073.73,,,,
0,241502.7862,228434,,,,
0,241713.3225,228798.06,,,,
0,241886.5682,229157.16,,,,
0,242097.2706,229501.23,,,,
0,242276.7424,229820.77,,,,
0,242475.2974,230106.64,,,,
0,242664.7207,230360.4,,,,
0,242846.1769,230601.94,,,,
0,243053.4274,230873.38,,,,
0.729327987,243295.1081,231243.38,,,,
2.661642699,243646.4032,231790.47,,,,
6.163716814,244312.9274,232525.83,,,,
9.141454646,245121.3776,233387.27,,,,
12.55302821,246280.883,234268.77,,,,
15.55890487,247358.2033,235103.62,,,,
18.12748894,248356.418,235929.95,,,,
20.14933628,249262.7096,236829.47,,,,
22.73451327,250406.4827,237780.4,,,,
25.17415653,251628.2555,238672.08,,,,
27.27108684,252753.7013,239434.16,,,,
28.96460177,253779.3469,240185.9,,,,
30.54528485,254707.5615,240969.12,,,,
31.72179204,255705.2353,241768.61,,,,
32.26700774,256401.6258,242547.7,,,,
32.4838219,257083.6722,243276.4,,,,
32.32148783,257520.6546,243942.47,,,,
31.98472069,257989.4389,244553.27,,,,
31.6460177,258378.3663,245127.19,,,,
31.27710177,258877.4374,245684.22,,,,
30.9170354,259285.5241,246242.27,,,,
30.65044248,259772.8107,246816.03,,,,
30.62451604,260282.7958,247413.62,,,,
30.75331858,260921.0275,248034.62,,,,
30.95685841,261534.9881,248670.98,,,,
31.1670354,262158.4882,249311.22,,,,
31.30247511,262777.7447,249945.56,,,,
31.47407356,263395.0527,250567.39,,,,
31.56056416,263980.3265,251173.56,,,,
31.52170907,264519.6177,251767.02,,,,
31.4146156,265005.5375,252357.88,,,,
31.34001659,265558.0848,252959.62,,,,
31.23817754,266045.3043,253583.53,,,,
31.11732577,266587.8942,254233.78,,,,
31.03214878,267078.607,254901.03,,,,
30.88986449,267598.7356,255557.02,,,,
30.15286228,267995.3747,256159.83,,,,
28.32300885,268267.8558,256675.31,,,,
25.63723728,268383.625,257094.81,,,,
23.30461836,268391.3594,257426.3,,,,
19.97013274,268462.4804,257687.53,,,,
17.30662334,268802.9538,257933.78,,,,
14.08185841,269025.3012,258189.95,,,,
11.62410122,269217.7109,258454.5,,,,
9.963702987,269356.6847,258723.6,,,,
7.375138274,269529.6253,258988.31,,,,
3.019081858,269709.0738,259251.66,,,,
0.262859513,269949.5325,259530.03,,,,
0,270156.8804,259832.78,,,,
0,270395.7494,260156.77,,,,
0,270596.7212,260495.06,,,,
0,270828.4524,260841.5,,,,
0,271023.0411,261192.23,,,,
0,271262.7366,261545.22,,,,
0,271436.2554,261895.67,,,,
0,271651.0723,262243.38,,,,
0,271837.1539,262589.4,,,,
0,272046.8887,262936.1,,,,
0,272210.5837,263285.7,,,,
0,272401.3818,263640.12,,,,
0,272585.107,264001.2,,,,
0,272805.432,264365.44,,,,
0,273010.9638,264729.16,,,,
0,273209.9104,265086.3,,,,
0,273423.9748,265430.22,,,,
0,273605.2352,265752.7,,,,
0,273804.9152,266047.94,,,,
0,273984.9441,266315.8,,,,
0,274171.4089,266568.06,,,,
0.066371681,274363.3068,266834.66,,,,
1.334070796,274582.7703,267165.34,,,,
2.64795354,274874.574,267610.88,,,,
5.337251106,275339.0566,268182.25,,,,
7.346861173,275999.7641,268836.22,,,,
9.331650996,276578.0065,269523.44,,,,
11.21619192,277429.1036,270171.47,,,,
13.19814712,278152.3574,270778.44,,,,
14.64000277,278922.3803,271402.88,,,,
16.44711007,279684.3421,272078.94,,,,
18.52779314,280515.354,272851.6,,,,
20.74910122,281446.9368,273689.94,,,,
23.10833794,282553.2648,274483.84,,,,
24.87824945,283489.1456,275144.8,,,,
26.26403485,284308.2006,275780.72,,,,
27.59679204,285062.7275,276495.47,,,,
29.13087666,286104.1231,277343.16,,,,
31.02433628,287137.8541,278333.8,,,,
33.03761062,288387.2261,279433.53,,,,
35.20582135,289630.3001,280566.16,,,,
37.17408739,290900.4375,281626.28,,,,
38.78014381,292254.2306,282546.88,,,,
40.28691925,293391.8671,283414.94,,,,
41.91420077,294818.7706,284354,,,,
43.73589602,296089.6399,285401.34,,,,
45.57411504,297663.5348,286529.38,,,,
47.46031527,299161.5614,287667.97,,,,
48.55613938,300362.6473,288740.72,,,,
48.85965155,301192.9046,289709.8,,,,
48.77495852,301802.8301,290591.8,,,,
48.81872235,302598.8964,291437.88,,,,
49.00511615,303382.6144,292300.53,,,,
49.19780144,304360.19,293208.2,,,,
49.40749447,305167.741,294151.06,,,,
49.59381914,306123.2562,295075.4,,,,
49.80876659,306918.5153,295888.72,,,,
49.7613385,307774.9902,296501.1,,,,
49.60501936,308396.3551,296907.7,,,,
49.30689989,308967.9076,297174.06,,,,
48.40749447,309253.4562,297403.6,,,,
46.70948562,309576.8144,297657.34,,,,
44.01887445,309806.2775,297959.72,,,,
41.46529314,309841.8125,298334.78,,,,
39.22483407,309841.8125,298722.1,,,,
37.59464878,309841.8125,299080.6,,,,
36.23285398,309877.5317,299426.1,,,,
35.28774889,310250.0469,299802.5,,,,
34.58531527,310727.1688,300246.75,,,,
34.2457135,311188.9809,300749.1,,,,
34.21792035,311799.5892,301267.34,,,,
34.41420077,312368.6858,301785.16,,,,
34.55164546,312906.2489,302321.4,,,,
34.70243363,313548.723,302878.7,,,,
34.66668971,314043.2237,303451.7,,,,
34.48271571,314500.0183,304036.6,,,,
34.28277102,314908.4118,304634.38,,,,
33.97808352,315319.1995,305248.75,,,,
33.79991704,315710.3856,305883.25,,,,
33.6610896,316138.9309,306536.06,,,,
33.37423949,316530.9831,307199.56,,,,
32.17526272,316837.9907,307870.2,,,,
29.50463219,316945.742,308569.3,,,,
26.73036504,317127.1789,308661.53,,,,
23.73838496,317343.042,308740.84,,,,
20.73700221,317524.734,308880.62,,,,
17.9501521,317663.0335,309118.16,,,,
15.06768529,317830.5093,309441.94,,,,
12.04348728,317979.0731,309815,,,,
9.317477876,318114.8895,310199.8,,,,
6.357923119,318270.003,310574.88,,,,
3.312914823,318452.395,310936.44,,,,
0.820519912,318649.4703,311292.06,,,,
0.008849558,318848.5852,311651.06,,,,
0,319040.1157,312016,,,,
0,319244.6914,312381.25,,,,
0,319402.9746,312743.8,,,,
0,319608.3449,313102.34,,,,
0,319781.2987,313457.2,,,,
0,319976.4668,313810.5,,,,
0,320137.2046,314165.06,,,,
0,320321.223,314524.6,,,,
0,320490.3003,314889.06,,,,
0,320684.022,315255.44,,,,
0,320862.3462,315618.1,,,,
0,321059.0528,315969.72,,,,
0,321222.5713,316301.5,,,,
0,321409.0351,316603.4,,,,
0,321578.6182,316867.75,,,,
0,321759.5434,317098.06,,,,
0,321919.3382,317317.94,,,,
0,322108.3291,317579.94,,,,
0.453401549,322299.54,317965.16,,,,
2.305378872,322613.4112,318553.47,,,,
6.497580199,323345.2161,319327.38,,,,
10.09451051,324305.1477,320131.38,,,,
12.97739215,325246.8751,320796.38,,,,
14.24260232,325915.385,321304.34,,,,
13.89836836,326219.8724,321756.4,,,,
13.60170077,326494.1305,322240.4,,,,
13.71204369,326823.4184,322774.6,,,,
13.94731748,327244.2456,323324.25,,,,
14.02986726,327581.3385,323830.44,,,,
13.70436947,327891.0588,324244.7,,,,
12.23167865,328094.6055,324571.88,,,,
9.677889934,328324.988,324824.5,,,,
7.89332135,328504.0975,325041.72,,,,
4.864836836,328730.0313,325251.94,,,,
1.104327987,328923.7363,325480.8,,,,
0.015486726,329157.7934,325743.4,,,,
0,329333.7934,326038.16,,,,
0,329528.4303,326351.7,,,,
0,329705.3108,326671.5,,,,
0,329887.7985,326989.62,,,,
0,330075.2305,327304.28,,,,
0,330230.5928,327616.12,,,,
0,330409.9748,327931.16,,,,
0,330567.354,328252.2,,,,
0,330752.7606,328580.44,,,,
0,330919.7023,328915.8,,,,
0,331117.7564,329258.22,,,,
0,331283.9127,329608.66,,,,
0,331468.5283,329964.7,,,,
0,331643.9206,330321.97,,,,
0,331815.7929,330676.62,,,,
0,332008.4903,331019.12,,,,
0,332173.4266,331340.47,,,,
0,332363.633,331634.88,,,,
0,332529.7739,331902.3,,,,
0,332716.6305,332158.3,,,,
0,332888.7204,332438,,,,
1.079300332,333150.2774,332793.25,,,,
2.993501106,333452.0794,333283.3,,,,
5.901341261,334026.6153,333924.84,,,,
8.097483407,334643.3063,334700.78,,,,
10.48561947,335434.3097,335571.97,,,,
13.76472622,336524.3803,336450.66,,,,
17.05565542,337650.9504,337343.3,,,,
19.94669524,338718.6737,338272.75,,,,
22.81747788,339811.9275,339226.03,,,,
25.29860343,340941.755,340102.66,,,,
27.45810288,342061.8919,340865.88,,,,
29.26707688,342978.7062,341628.84,,,,
30.77039546,343976.7511,342412.34,,,,
31.64926715,344715.8804,343192.38,,,,
31.98824668,345345.7535,343935.7,,,,
31.96792035,345836.0524,344622.78,,,,
31.71370299,346279.719,345253.66,,,,
31.40936117,346731.911,345844,,,,
31.04549226,347125.4047,346417.16,,,,
30.84243639,347613.0572,346995.2,,,,
30.83897954,348095.1374,347591,,,,
30.91779591,348700.3339,348205.9,,,,
30.98783186,349195.7022,348834.06,,,,
31.08939436,349835.4693,349467.53,,,,
31.18549502,350339.3411,350098.8,,,,
31.25,350940.0961,350722.97,,,,
31.31132467,351448.3338,351338.25,,,,
31.37527655,352047.6384,351946.06,,,,
31.45084347,352559.8234,352550.62,,,,
31.5,353137.5874,353158.75,,,,
31.56775442,353688.3966,353779.03,,,,
31.62541482,354229.7313,354419.56,,,,
31.73451327,354790.1991,355084.53,,,,
31.78595133,355323.1276,355769,,,,
31.80199115,355899.3827,356454.53,,,,
31.58960177,356352.0967,357108.4,,,,
30.57432246,356785.2095,357695.22,,,,
27.84243639,357004.2175,358199.88,,,,
25.78373894,357038.6719,358635.53,,,,
23.43743086,357038.6719,359001.62,,,,
21.00311117,357089.238,359298.94,,,,
18.84817478,357358.9599,359557.06,,,,
15.95506084,357653.4701,359803.66,,,,
11.63917312,357829.7604,360035.03,,,,
7.279245022,358016.9811,360262.84,,,,
3.591122788,358199.3861,360505.25,,,,
