Speed,Actual,Predicted,Actual_Diff,Predicted_Diff
19,242.2030000000013,768.6307,242.2030000000013,532.93253
20,890.3280000000013,1060.8855,648.125,292.25480000000005
19,1467.828000000001,1196.8466,577.4999999999998,135.9611
19,2051.5309999999954,1345.5621,583.7029999999943,148.71550000000002
19,2514.795999999995,1537.079,463.2649999999994,191.51689999999985
19,3014.7339999999967,1817.4766,499.9380000000019,280.3976
20,3558.9839999999967,2272.8135,544.25,455.33690000000024
20,4270.718000000001,2794.0066,711.734000000004,521.1931
21,4730.155999999995,3411.2354,459.43799999999464,617.2287999999999
22,5355.0,3998.163,624.8440000000046,586.9276
22,6044.670999999995,4522.2764,689.6709999999948,524.1133999999997
23,6812.170999999995,5254.7363,767.5,732.4598999999998
25,7571.561999999998,6084.76,759.3910000000033,830.0237000000006
26,8398.920999999995,7049.932,827.3589999999967,965.1719999999996
27,9316.015,8055.6772,917.0940000000046,1005.7452000000003
28,10395.936999999998,9214.844,1079.9219999999987,1159.166799999999
29,11268.795999999997,10674.711,872.8589999999986,1459.8670000000002
31,12321.405999999995,12409.017,1052.6099999999988,1734.3060000000005
32,13391.75,14300.441,1070.3440000000046,1891.424000000001
34,14613.265,16283.544,1221.5149999999994,1983.1029999999992
35,15610.75,18010.969,997.4850000000006,1727.425000000001
36,16229.436999999998,19434.705,618.6869999999981,1423.7360000000008
37,16568.780999999995,20220.955,339.3439999999973,786.25
37,16962.170999999995,20486.705,393.3899999999994,265.75
37,17381.030999999995,20776.215,418.8600000000006,289.5099999999984
37,17694.203,21103.605,313.17200000000594,327.3899999999994
37,18745.609,21599.646,1051.405999999999,496.0410000000011
38,19940.374000000003,22589.025,1194.765000000003,989.3790000000008
39,20976.968,23938.377,1036.5939999999973,1349.351999999999
40,22292.655999999995,25719.754,1315.6879999999946,1781.3770000000004
42,23672.593,27518.11,1379.9370000000054,1798.3559999999998
42,23906.734000000004,27810.197,234.14100000000326,292.08699999999953
42,24109.187,27963.275,202.4529999999977,153.07800000000134
41,24245.420999999995,27994.836,136.2339999999931,31.560999999997875
40,24266.562,27999.549,21.141000000006898,4.712999999999738
39,24565.374000000003,28120.543,298.8120000000017,120.99400000000242
39,25004.499999999996,28437.781,439.1259999999929,317.23799999999756
39,25690.609000000004,28811.613,686.1090000000077,373.83200000000215
39,26119.984000000004,29081.74,429.375,270.1270000000004
38,26345.453,29182.95,225.46899999999732,101.20999999999913
37,26388.874000000003,29212.395,43.421000000002095,29.44499999999971
36,26388.874000000003,29250.133,0.0,37.73800000000119
35,26736.514999999992,29358.742,347.6409999999887,108.60899999999674
35,27291.109000000004,29549.818,554.5940000000119,191.07600000000093
35,27602.374000000003,29716.156,311.2649999999994,166.33799999999974
33,27880.078,29811.043,277.7039999999979,94.88700000000244
32,28161.014999999992,29876.516,280.9369999999908,65.47299999999814
29,28447.920999999995,29971.314,286.9060000000027,94.79799999999886
28,28660.249999999996,30062.916,212.32900000000154,91.60200000000259
25,28882.453,30178.203,222.20300000000498,115.28700000000026
21,29075.170999999995,30315.918,192.71799999999348,137.71500000000015
16,29308.905999999995,30452.62,233.73500000000058,136.7019999999975
13,29443.312,30564.746,134.40600000000632,112.1260000000002
12,29590.687,30684.58,147.375,119.83400000000256
11,29748.795999999995,30846.867,158.1089999999931,162.28699999999662
11,29997.530999999995,31022.428,248.73500000000058,175.5610000000015
12,30184.843,31207.33,187.31200000000536,184.90200000000186
12,30373.749999999996,31363.262,188.9069999999956,155.93199999999706
11,30587.264999999992,31560.658,213.51499999999578,197.39600000000064
