Speed,Actual,Predicted,Predicted_Diff,Actual_Diff,Unnamed: 5
0.0,229221.7665,210849.6,103361.725,97793.0,0.919849817
0.0,321409.0351,317415.5,106565.9,92187.26859999998,0.987574913
0.0,405934.3554,417786.3,100370.79999999999,84525.32030000002,1.029196702
0.0,812961.5313,849756.94,431970.63999999996,407027.17590000003,1.045260947
